Age_House
78
81
60
52
59
55
58
67
63
70
73
60
60
60
58
73
49
57
61
38
37
69
74
47
58
75
82
72
72
75
81
65
55
71
43
71
57
73
57
74
70
64
55
51
45
66
46
34
70
42
68
63
41
69
84
68
67
72
53
67
33
47
65
76
67
77
68
53
74
69
65
51
73
74
59
60
43
41
74
57
69
60
59
45
56
54
60
53
56
38
43
50
64
62
77
49
55
68
68
50
55
71
37
52
48
61
65
66
67
59
38
70
58
43
55
38
63
26
48
50
65
76
76
44
81
37
71
58
60
66
71
39
53
68
41
61
42
53
84
59
55
64
46
85
59
46
68
73
69
48
57
60
66
48
51
59
41
