Age_House
62
45
63
56
67
74
57
88
63
64
45
78
60
74
51
76
56
53
65
60
71
76
75
65
77
84
76
82
75
77
70
71
90
79
80
74
80
63
54
69
48
57
84
78
83
69
67
80
61
82
64
68
68
80
83
76
70
59
85
53
70
87
73
75
68
60
74
62
66
68
71
79
45
77
64
46
65
67
67
68
73
69
79
55
65
62
56
75
77
70
80
79
72
59
91
55
62
70
54
74
51
79
69
55
55
60
61
85
65
56
66
75
72
67
82
67
52
52
52
75
79
66
76
70
54
71
75
57
55
68
63
60
80
60
77
52
44
72
84
56
75
78
58
40
64
72
45
52
83
62
47
59
64
69
88
73
72
53
58
46
58
78
58
74
63
51
84
62
56
48
51
70
75
66
67
67
65
76
59
63
82
95
71
85
73
62
82
75
70
70
67
69
69
53
41
68
92
68
70
58
67
56
73
90
65
92
95
57
74
56
67
58
66
77
62
63
74
65
52
65
74
63
61
77
58
66
71
69
66
61
60
51
71
63
60
51
70
64
75
48
69
62
70
69
85
69
87
63
75
73
71
74
71
63
78
78
79
68
60
74
57
80
87
57
69
52
76
91
78
75
84
62
57
72
83
73
71
70
58
63
62
92
50
74
58
79
81
78
91
65
71
80
46
50
76
68
62
69
70
62
58
65
67
63
72
75
75
69
59
58
67
57
63
48
67
57
48
62
72
66
67
65
73
74
70
77
65
73
54
62
67
66
58
61
69
66
60
73
68
61
82
65
69
60
60
57
74
56
57
54
81
50
76
74
59
58
67
71
49
72
68
73
91
98
64
72
65
66
74
60
73
79
63
86
81
77
68
72
72
76
74
59
72
71
75
71
60
66
74
86
80
67
70
62
55
74
63
61
74
70
52
69
58
76
64
83
72
71
60
56
43
81
52
81
85
71
56
75
72
52
59
70
78
81
50
66
78
84
88
67
62
76
67
72
64
61
58
57
79
41
44
69
59
80
49
61
81
61
63
62
66
43
64
49
39
45
62
73
58
55
40
65
60
66
72
52
60
58
61
53
48
48
58
41
58
63
70
78
59
41
71
48
69
65
63
62
46
51
55
53
71
50
73
62
75
53
63
72
65
46
44
59
59
60
61
64
68
49
47
60
72
51
59
65
61
57
48
69
57
67
42
65
54
70
55
42
53
57
59
63
59
42
64
61
58
70
54
61
53
66
53
49
67
50
68
43
60
55
61
68
67
61
56
60
72
64
61
77
42
57
65
37
59
52
50
52
58
67
45
45
56
44
74
46
71
62
66
50
61
66
74
55
76
63
63
45
52
57
47
45
64
60
39
69
69
73
43
44
65
65
41
68
55
59
48
42
38
65
60
50
60
59
75
65
62
66
60
58
41
47
59
67
69
61
64
50
60
60
62
48
64
58
37
68
55
54
50
46
61
42
60
50
56
38
55
45
52
35
58
34
45
51
48
60
43
37
43
49
48
55
43
51
81
50
61
69
60
65
50
35
76
65
33
56
45
41
39
66
73
48
48
45
61
38
45
59
50
53
39
55
52
55
41
69
39
56
50
61
37
35
32
45
43
55
59
57
45
37
45
62
54
58
56
65
38
39
37
45
57
57
57
38
49
39
68
47
52
49
71
38
47
46
52
50
42
53
53
71
41
64
41
63
55
51
59
66
33
35
34
57
43
43
68
60
43
51
58
47
48
57
62
52
43
38
66
53
45
34
58
41
34
34
55
56
45
61
43
58
62
37
41
34
46
34
58
65
26
46
51
48
70
44
62
54
52
43
54
53
41
51
41
70
56
59
58
