name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Capito, Shelley M.",JPM,2018/10/16,2018/12/04,2020/12/01,0.1048,2019/12/03,0.1842,2019/06/04,-0.006
"Perdue Jr., David A.",CEQP,2019/05/28,2019/07/16,2021/07/13,-0.2139,2020/07/14,-0.7023,2020/01/14,-0.1281
"Perdue Jr., David A.",LGF-B,2018/12/14,2019/02/01,2021/01/29,-0.2698,2020/01/31,-0.4613,2019/08/02,-0.3229
"Beyer, Donald S.",TGT,2019/12/23,2020/02/10,2022/02/07,0.8273,2021/02/08,0.6534,2020/08/10,0.1397
"Whitehouse, Sheldon",SBUX,2014/10/14,2014/12/02,2016/11/29,0.4381,2015/12/01,0.5186,2015/06/02,0.2921
"Whitehouse, Sheldon",GILD,2015/01/23,2015/03/13,2017/03/10,-0.3192,2016/03/11,-0.1055,2015/09/11,0.0805
"Murray, Patty",SO,2017/03/16,2017/05/04,2019/05/02,0.063,2018/05/03,-0.0695,2017/11/02,0.0642
"Perdue Jr., David A.",FEYE,2016/06/27,2016/08/15,2018/08/13,0.0327,2017/08/14,-0.021,2017/02/13,-0.1999
"Capito, Shelley M.",VFC,2018/04/24,2018/06/12,2020/06/09,-0.1734,2019/06/11,0.0897,2018/12/11,-0.0833
"Cassidy, William",PG,2016/03/31,2016/05/19,2018/05/17,-0.0768,2017/05/18,0.0756,2016/11/17,0.0423
"Perdue Jr., David A.",ENTG,2018/10/26,2018/12/14,2020/12/11,2.5093,2019/12/13,0.8762,2019/06/14,0.3814
"Axne, Cynthia",MKL,2019/04/23,2019/06/11,2021/06/08,0.1196,2020/06/09,-0.0464,2019/12/10,0.0524
"Perdue Jr., David A.",BOIVF,2019/02/08,2019/03/29,2021/03/26,0.0798,2020/03/27,-0.3803,2019/09/27,-0.0876
"Cisneros, Gilbert",WBA,2019/12/06,2020/01/24,2022/01/21,0.0038,2021/01/22,-0.1108,2020/07/24,-0.2249
"Shalala, Donna",WFC,2019/02/05,2019/03/26,2021/03/23,-0.2088,2020/03/24,-0.4305,2019/09/24,0.0025
"Perdue Jr., David A.",ALB,2019/10/28,2019/12/16,2021/12/13,2.8168,2020/12/14,1.0558,2020/06/15,0.1332
"Peters, Gary C.",CVS,2016/10/17,2016/12/05,2018/12/03,0.0301,2017/12/04,-0.0753,2017/06/05,0.0137
"Perdue Jr., David A.",BPL,2015/01/15,2015/03/05,2017/03/02,,2016/03/03,,2015/09/03,
"Capito, Shelley M.",PDRDY,2017/09/08,2017/10/27,2019/10/25,,2018/10/26,,2018/04/27,
"Shalala, Donna",PCH,2019/04/30,2019/06/18,2021/06/15,0.3659,2020/06/16,-0.0287,2019/12/17,0.1057
"Courtney, Joe",TFC,2019/12/31,2020/02/18,2022/02/15,0.1855,2021/02/16,0.0178,2020/08/18,-0.2923
"Capito, Shelley M.",HXL,2017/09/08,2017/10/27,2019/10/25,0.1991,2018/10/26,-0.0548,2018/04/27,0.0796
"Perdue Jr., David A.",VSM,2016/11/08,2016/12/27,2018/12/25,,2017/12/26,,2017/06/27,
"Perdue Jr., David A.",PG,2015/04/02,2015/05/21,2017/05/18,0.0706,2016/05/19,-0.0047,2015/11/19,-0.0464
"Carper, Thomas R.",SJR,2014/02/21,2014/04/11,2016/04/08,-0.2008,2015/04/10,-0.0204,2014/10/10,0.0253
"Cassidy, William",ABT,2016/03/31,2016/05/19,2018/05/17,0.6297,2017/05/18,0.1554,2016/11/17,0.0795
"Perdue Jr., David A.",GLW,2018/02/06,2018/03/27,2020/03/24,-0.3169,2019/03/26,0.2037,2018/09/25,0.2721
"Perdue Jr., David A.",GOOGL,2017/12/26,2018/02/13,2020/02/11,0.4398,2019/02/12,0.0644,2018/08/14,0.1859
"Whitehouse, Sheldon",BTO,2018/06/13,2018/08/01,2020/07/29,-0.4519,2019/07/31,-0.1384,2019/01/30,-0.1219
"Perdue Jr., David A.",KN,2015/03/06,2015/04/24,2017/04/21,-0.0882,2016/04/22,-0.3407,2015/10/23,0.0203
"Roberts, Pat",NFLX,2018/04/23,2018/06/11,2020/06/08,0.1386,2019/06/10,-0.014,2018/12/10,-0.2681
"Perdue Jr., David A.",DISCA,2016/05/18,2016/07/06,2018/07/04,0.1055,2017/07/05,0.0589,2017/01/04,0.1374
"Moran, Jerry",WY,2018/12/06,2019/01/24,2021/01/21,0.3425,2020/01/23,0.2324,2019/07/25,0.0212
"Capito, Shelley M.",MDLZ,2018/04/04,2018/05/23,2020/05/20,0.2682,2019/05/22,0.3207,2018/11/21,0.1066
"Gottheimer, Josh",SRPT,2019/12/13,2020/01/31,2022/01/28,-0.4113,2021/01/29,-0.2154,2020/07/31,0.33
"Capito, Shelley M.",NEE,2018/04/24,2018/06/12,2020/06/09,0.6405,2019/06/11,0.2932,2018/12/11,0.1667
"Perdue Jr., David A.",JNJ,2015/04/02,2015/05/21,2017/05/18,0.2343,2016/05/19,0.0953,2015/11/19,-0.0044
"Whitehouse, Sheldon",ORCL,2014/12/18,2015/02/05,2017/02/02,-0.0707,2016/02/04,-0.1579,2015/08/06,-0.0787
"Whitehouse, Sheldon",T,2015/07/07,2015/08/25,2017/08/22,0.1645,2016/08/23,0.2609,2016/02/23,0.1316
"Perdue Jr., David A.",KMI,2019/12/31,2020/02/18,2022/02/15,-0.2225,2021/02/16,-0.313,2020/08/18,-0.3406
"Collins, Susan M.",FB,2014/02/19,2014/04/09,2016/04/06,0.8597,2015/04/08,0.3559,2014/10/08,0.2561
"Hoeven, John",VZ,2017/01/20,2017/03/10,2019/03/08,0.1426,2018/03/09,-0.0105,2017/09/08,-0.0661
"Perdue Jr., David A.",CBS,2018/01/19,2018/03/09,2020/03/06,,2019/03/08,,2018/09/07,
"Toomey, Patrick J.",BOX,2018/04/23,2018/06/11,2020/06/08,-0.2763,2019/06/10,-0.3135,2018/12/10,-0.2933
"Capito, Shelley M.",PSX,2018/04/24,2018/06/12,2020/06/09,-0.2593,2019/06/11,-0.2599,2018/12/11,-0.2335
"Perdue Jr., David A.",ETP,2016/02/22,2016/04/11,2018/04/09,,2017/04/10,,2016/10/10,
"Shalala, Donna",TCMD,2019/01/23,2019/03/13,2021/03/10,-0.1963,2020/03/11,-0.3271,2019/09/11,-0.2098
"Perdue Jr., David A.",GPK,2018/10/31,2018/12/19,2020/12/16,0.5318,2019/12/18,0.5762,2019/06/19,0.3037
"Perdue Jr., David A.",GLW,2019/06/14,2019/08/02,2021/07/30,0.4217,2020/07/31,0.0476,2020/01/31,-0.0796
"Collins, Susan M.",PRGO,2016/12/30,2017/02/17,2019/02/15,-0.4144,2018/02/16,0.0762,2017/08/18,-0.0669
"Joyce, David P.",SPY,2019/06/21,2019/08/09,2021/08/06,0.5179,2020/08/07,0.1446,2020/02/07,0.1419
"Roberts, Pat",SBUX,2017/09/26,2017/11/14,2019/11/12,0.4689,2018/11/13,0.1937,2018/05/15,0.0004
"Whitehouse, Sheldon",NWL,2017/08/24,2017/10/12,2019/10/10,-0.5597,2018/10/11,-0.582,2018/04/12,-0.3932
"Collins, Susan M.",UTX,2014/04/03,2014/05/22,2016/05/19,,2015/05/21,,2014/11/20,
"Inhofe, James M.",NGIPX,2015/06/22,2015/08/10,2017/08/07,,2016/08/08,,2016/02/08,
"Capito, Shelley M.",MRAAY,2017/09/08,2017/10/27,2019/10/25,0.0441,2018/10/26,-0.0991,2018/04/27,-0.1916
"Capito, Shelley M.",PM,2017/09/05,2017/10/24,2019/10/22,-0.2511,2018/10/23,-0.1879,2018/04/24,-0.2461
"Whitehouse, Sheldon",ETN,2014/05/09,2014/06/27,2016/06/24,-0.2282,2015/06/26,-0.1095,2014/12/26,-0.094
"Roberts, Pat",NVDA,2017/12/01,2018/01/19,2020/01/17,0.0857,2019/01/18,-0.3241,2018/07/20,0.1002
"Whitehouse, Sheldon",GS,2017/07/28,2017/09/15,2019/09/13,-0.0229,2018/09/14,0.0184,2018/03/16,0.1866
"Perdue Jr., David A.",FDX,2019/06/26,2019/08/14,2021/08/11,0.7557,2020/08/12,0.2974,2020/02/12,0.015
"Carper, Thomas R.",HRL,2017/08/31,2017/10/19,2019/10/17,0.3158,2018/10/18,0.3332,2018/04/19,0.147
"Perdue Jr., David A.",PAA,2016/09/13,2016/11/01,2018/10/30,-0.288,2017/10/31,-0.3508,2017/05/02,-0.039
"Roberts, Pat",TCS,2015/01/02,2015/02/20,2017/02/17,-0.7818,2016/02/19,-0.7379,2015/08/21,-0.166
"Perdue Jr., David A.",WLK,2016/11/08,2016/12/27,2018/12/25,0.0664,2017/12/26,0.8151,2017/06/27,0.0918
"Perdue Jr., David A.",VSM,2017/03/23,2017/05/11,2019/05/09,,2018/05/10,,2017/11/09,
"Moran, Jerry",KO,2019/09/25,2019/11/13,2021/11/10,0.0843,2020/11/11,0.0308,2020/05/13,-0.1543
"Beyer, Donald S.",CGNX,2019/12/24,2020/02/11,2022/02/08,0.2266,2021/02/09,0.6798,2020/08/11,0.2415
"Perdue Jr., David A.",DOW,2019/07/15,2019/09/02,2021/08/30,0.5505,2020/08/31,0.0938,2020/03/02,-0.0261
"Perdue Jr., David A.",RF,2017/05/18,2017/07/06,2019/07/04,0.0324,2018/07/05,0.1844,2018/01/04,0.1878
"Reed, John F.",XBI,2017/03/06,2017/04/24,2019/04/22,0.2274,2018/04/23,0.2796,2017/10/23,0.2348
"Perdue Jr., David A.",CZR,2017/09/26,2017/11/14,2019/11/12,0.7808,2018/11/13,0.1962,2018/05/15,0.4913
"Coons, Christopher A.",AAPL,2018/10/24,2018/12/12,2020/12/09,1.8971,2019/12/11,0.5827,2019/06/12,0.142
"Whitehouse, Sheldon",JPM,2016/01/20,2016/03/09,2018/03/07,0.9304,2017/03/08,0.556,2016/09/07,0.1381
"Beyer, Donald S.",EL,2019/12/23,2020/02/10,2022/02/07,0.518,2021/02/08,0.3556,2020/08/10,-0.0262
"Shalala, Donna",KUBTY,2019/01/15,2019/03/05,2021/03/02,0.7062,2020/03/03,0.015,2019/09/03,0.047
"Carper, Thomas R.",ABT,2015/02/12,2015/04/02,2017/03/30,-0.0337,2016/03/31,-0.0935,2015/10/01,-0.1209
"Perdue Jr., David A.",GPK,2018/11/28,2019/01/16,2021/01/13,0.5497,2020/01/15,0.4338,2019/07/17,0.2124
"Collins, Susan M.",ESRX,2014/05/07,2014/06/25,2016/06/22,0.0905,2015/06/24,0.3146,2014/12/24,0.2414
"Capito, Shelley M.",ITW,2018/04/24,2018/06/12,2020/06/09,0.1944,2019/06/11,0.0282,2018/12/11,-0.1139
"Peters, Gary C.",IVZ,2015/09/10,2015/10/29,2017/10/26,0.1054,2016/10/27,-0.1341,2016/04/28,-0.0544
"Capito, Shelley M.",OXY,2017/09/08,2017/10/27,2019/10/25,-0.3403,2018/10/26,0.05,2018/04/27,0.1963
"Perdue Jr., David A.",AXTA,2018/07/27,2018/09/14,2020/09/11,-0.2093,2019/09/13,0.0671,2019/03/15,-0.1044
"Capito, Shelley M.",SJM,2016/04/19,2016/06/07,2018/06/05,-0.1988,2017/06/06,-0.0127,2016/12/06,-0.0475
"Perdue Jr., David A.",TCP,2019/11/12,2019/12/31,2021/12/28,,2020/12/29,,2020/06/30,
"Whitehouse, Sheldon",IBM,2017/05/24,2017/07/12,2019/07/10,-0.0833,2018/07/11,-0.0557,2018/01/10,0.0636
"Cassidy, William",CSCO,2016/03/31,2016/05/19,2018/05/17,0.5655,2017/05/18,0.1112,2016/11/17,0.0713
"Hoeven, John",CAT,2015/03/03,2015/04/21,2017/04/18,0.1132,2016/04/19,-0.0488,2015/10/20,-0.1713
"Perdue Jr., David A.",WMT,2017/03/13,2017/05/01,2019/04/29,0.3446,2018/04/30,0.1775,2017/10/30,0.156
"Reed, John F.",ALTR,2014/07/28,2014/09/15,2016/09/12,,2015/09/14,,2015/03/16,
"Perdue Jr., David A.",CZR,2017/08/08,2017/09/26,2019/09/24,0.7006,2018/09/25,0.9562,2018/03/27,0.3544
"Whitehouse, Sheldon",GILD,2016/05/18,2016/07/06,2018/07/04,-0.1481,2017/07/05,-0.1642,2017/01/04,-0.1056
"Perdue Jr., David A.",SU,2018/06/26,2018/08/14,2020/08/11,-0.577,2019/08/13,-0.3041,2019/02/12,-0.2066
"Perdue Jr., David A.",HBI,2017/10/05,2017/11/23,2019/11/21,-0.2464,2018/11/22,-0.2199,2018/05/24,-0.0856
"Perdue Jr., David A.",MSM,2019/07/10,2019/08/28,2021/08/25,0.2799,2020/08/26,-0.0308,2020/02/26,0.0025
"Murray, Patty",BMY,2017/03/16,2017/05/04,2019/05/02,-0.1531,2018/05/03,-0.0714,2017/11/02,0.1276
"Collins, Susan M.",SRCL,2014/11/10,2014/12/29,2016/12/26,-0.4189,2015/12/28,-0.0917,2015/06/29,0.0076
"Perdue Jr., David A.",DIS,2016/11/15,2017/01/03,2019/01/01,0.0224,2018/01/02,0.0389,2017/07/04,0.0049
"Reed, John F.",XLNX,2014/07/28,2014/09/15,2016/09/12,0.2429,2015/09/14,0.0175,2015/03/16,-0.0307
"Perdue Jr., David A.",URBN,2017/05/11,2017/06/29,2019/06/27,0.2497,2018/06/28,1.4871,2017/12/28,0.9064
"Perdue Jr., David A.",FEYE,2019/06/28,2019/08/16,2021/08/13,0.3635,2020/08/14,0.1089,2020/02/14,0.2238
"Collins, Susan M.",HSY,2015/03/20,2015/05/08,2017/05/05,0.1337,2016/05/06,-0.0397,2015/11/06,-0.0875
"Shalala, Donna",CHGCY,2019/02/21,2019/04/11,2021/04/08,0.848,2020/04/09,0.9742,2019/10/10,0.1825
"Perdue Jr., David A.",WPX,2019/02/05,2019/03/26,2021/03/23,,2020/03/24,,2019/09/24,
"Perdue Jr., David A.",RF,2019/11/11,2019/12/30,2021/12/27,0.2573,2020/12/28,-0.0663,2020/06/29,-0.3673
"Perdue Jr., David A.",CIT,2015/02/17,2015/04/07,2017/04/04,,2016/04/05,,2015/10/06,
"Whitehouse, Sheldon",DIS,2016/11/15,2017/01/03,2019/01/01,0.0224,2018/01/02,0.0389,2017/07/04,0.0049
"Perdue Jr., David A.",HBI,2018/02/08,2018/03/29,2020/03/26,-0.5245,2019/03/28,-0.041,2018/09/27,-0.026
"Perdue Jr., David A.",SBUX,2015/08/24,2015/10/12,2017/10/09,-0.0867,2016/10/10,-0.1163,2016/04/11,0.0112
"Whitehouse, Sheldon",FB,2016/07/29,2016/09/16,2018/09/14,0.2557,2017/09/15,0.3311,2017/03/17,0.088
"Marshall, Roger W.",BABA,2019/12/03,2020/01/21,2022/01/18,-0.4204,2021/01/19,0.1275,2020/07/21,0.1694
"Perdue Jr., David A.",CBS,2018/01/18,2018/03/08,2020/03/05,,2019/03/07,,2018/09/06,
"Perdue Jr., David A.",HYH,2016/02/03,2016/03/23,2018/03/21,0.6888,2017/03/22,0.3507,2016/09/21,0.2348
"Perdue Jr., David A.",CZR,2017/07/05,2017/08/23,2019/08/21,0.7568,2018/08/22,1.0922,2018/02/21,0.4393
"Perdue Jr., David A.",C,2018/04/24,2018/06/12,2020/06/09,-0.1335,2019/06/11,-0.006,2018/12/11,-0.1601
"Perdue Jr., David A.",VSM,2017/04/27,2017/06/15,2019/06/13,,2018/06/14,,2017/12/14,
"Murray, Patty",APA,2017/03/16,2017/05/04,2019/05/02,-0.3564,2018/05/03,-0.1627,2017/11/02,-0.1074
"Perdue Jr., David A.",MRK,2017/10/27,2017/12/15,2019/12/13,0.5878,2018/12/14,0.3758,2018/06/15,0.0999
"Cassidy, William",PPG,2016/10/31,2016/12/19,2018/12/17,0.0219,2017/12/18,0.2025,2017/06/19,0.154
"Murray, Patty",MDT,2017/03/16,2017/05/04,2019/05/02,0.0532,2018/05/03,-0.0607,2017/11/02,-0.0624
"Shalala, Donna",CHGCY,2019/02/19,2019/04/09,2021/04/06,0.8906,2020/04/07,0.8995,2019/10/08,0.1973
"Inhofe, James M.",BUD,2017/01/11,2017/03/01,2019/02/27,-0.3192,2018/02/28,-0.024,2017/08/30,0.0737
"Capito, Shelley M.",APD,2018/04/24,2018/06/12,2020/06/09,0.4749,2019/06/11,0.3098,2018/12/11,-0.0631
"Cisneros, Gilbert",IVZ,2019/12/06,2020/01/24,2022/01/21,0.2146,2021/01/22,0.1379,2020/07/24,-0.4175
"Cassidy, William",AAPL,2016/01/05,2016/02/23,2018/02/20,0.8089,2017/02/21,0.4273,2016/08/23,0.14
"Perdue Jr., David A.",FEYE,2016/06/29,2016/08/17,2018/08/15,0.0,2017/08/16,-0.0328,2017/02/15,-0.1827
"Perdue Jr., David A.",GLW,2015/08/28,2015/10/16,2017/10/13,0.7679,2016/10/14,0.3945,2016/04/15,0.2389
"Capito, Shelley M.",CB,2016/04/19,2016/06/07,2018/06/05,0.0303,2017/06/06,0.1403,2016/12/06,0.0197
"Perdue Jr., David A.",WPX,2015/07/17,2015/09/04,2017/09/01,,2016/09/02,,2016/03/04,
"Reed, John F.",FEYE,2015/04/23,2015/06/11,2017/06/08,-0.6939,2016/06/09,-0.6738,2015/12/10,-0.5683
"Whitehouse, Sheldon",WMT,2018/06/06,2018/07/25,2020/07/22,0.5087,2019/07/24,0.2811,2019/01/23,0.1242
"Capito, Shelley M.",SYY,2018/04/24,2018/06/12,2020/06/09,-0.0717,2019/06/11,0.0908,2018/12/11,-0.0144
"Roberts, Pat",AAPL,2017/11/08,2017/12/27,2019/12/25,0.688,2018/12/26,-0.1073,2018/06/27,0.0906
"Capito, Shelley M.",ADP,2018/04/24,2018/06/12,2020/06/09,0.1642,2019/06/11,0.2208,2018/12/11,0.0297
"Perdue Jr., David A.",GPK,2018/11/20,2019/01/08,2021/01/05,0.5456,2020/01/07,0.476,2019/07/09,0.2941
"Perdue Jr., David A.",FEYE,2018/08/08,2018/09/26,2020/09/23,-0.2396,2019/09/25,-0.2125,2019/03/27,-0.0307
"Capito, Shelley M.",JKHY,2017/09/08,2017/10/27,2019/10/25,0.2919,2018/10/26,0.3713,2018/04/27,0.1196
"Moran, Jerry",JPM,2018/12/06,2019/01/24,2021/01/21,0.3192,2020/01/23,0.324,2019/07/25,0.1343
"Whitehouse, Sheldon",NFLX,2015/04/07,2015/05/26,2017/05/23,0.7818,2016/05/24,0.102,2015/11/24,0.3836
"Capito, Shelley M.",INCY,2017/09/08,2017/10/27,2019/10/25,-0.3313,2018/10/26,-0.4502,2018/04/27,-0.4542
"Perdue Jr., David A.",SHLX,2018/09/20,2018/11/08,2020/11/05,-0.5544,2019/11/07,0.0614,2019/05/09,0.0365
"Whitehouse, Sheldon",NWL,2016/03/24,2016/05/12,2018/05/10,-0.4356,2017/05/11,0.0956,2016/11/10,0.0076
"Collins, Susan M.",SYK,2016/09/08,2016/10/27,2018/10/25,0.4945,2017/10/26,0.3616,2017/04/27,0.2361
"Capito, Shelley M.",PII,2018/04/05,2018/05/24,2020/05/21,-0.2718,2019/05/23,-0.2327,2018/11/22,-0.1639
"Perdue Jr., David A.",PYPL,2017/12/26,2018/02/13,2020/02/11,0.5944,2019/02/12,0.2501,2018/08/14,0.1609
"Collins, Susan M.",RHHBY,2014/04/04,2014/05/23,2016/05/20,-0.1661,2015/05/22,-0.017,2014/11/21,-0.0008
"Murray, Patty",KMB,2017/03/16,2017/05/04,2019/05/02,-0.0093,2018/05/03,-0.198,2017/11/02,-0.1247
"Perdue Jr., David A.",ORCL,2016/02/05,2016/03/25,2018/03/23,0.1147,2017/03/24,0.098,2016/09/23,-0.0394
"Perdue Jr., David A.",USG,2016/09/01,2016/10/20,2018/10/18,,2017/10/19,,2017/04/20,
"Perdue Jr., David A.",ALB,2019/11/08,2019/12/27,2021/12/24,2.1837,2020/12/25,1.0938,2020/06/26,0.0296
"Whitehouse, Sheldon",LRCX,2015/12/22,2016/02/09,2018/02/06,1.652,2017/02/07,0.7921,2016/08/09,0.4249
"Curtis, John",DIS,2019/05/14,2019/07/02,2021/06/29,0.2347,2020/06/30,-0.2187,2019/12/31,0.0137
"Capito, Shelley M.",CLX,2018/04/24,2018/06/12,2020/06/09,0.5728,2019/06/11,0.2257,2018/12/11,0.2908
"Perdue Jr., David A.",BOIVF,2019/11/07,2019/12/26,2021/12/23,0.2746,2020/12/24,-0.0492,2020/06/25,-0.2654
"Perdue Jr., David A.",LGF-B,2018/11/28,2019/01/16,2021/01/13,-0.3546,2020/01/15,-0.381,2019/07/17,-0.3249
"Perdue Jr., David A.",DVN,2018/02/23,2018/04/13,2020/04/10,-0.705,2019/04/12,-0.0091,2018/10/12,0.0862
"Perdue Jr., David A.",FEYE,2016/06/28,2016/08/16,2018/08/14,0.0204,2017/08/15,-0.0277,2017/02/14,-0.1836
"Connolly, Gerald E.",ERH,2019/12/10,2020/01/28,2022/01/25,-0.0589,2021/01/26,-0.1133,2020/07/28,-0.1032
"Carper, Thomas R.",PNQI,2015/02/20,2015/04/10,2017/04/07,0.3001,2016/04/08,0.0406,2015/10/09,0.0226
"Toomey, Patrick J.",NDAQ,2019/11/19,2020/01/07,2022/01/04,0.8512,2021/01/05,0.2326,2020/07/07,0.1253
"Roberts, Pat",DVN,2015/03/16,2015/05/04,2017/05/01,-0.4259,2016/05/02,-0.5026,2015/11/02,-0.3863
"Perdue Jr., David A.",FDX,2019/04/09,2019/05/28,2021/05/25,0.9592,2020/05/26,-0.2153,2019/11/26,0.0138
"Malinowski, Tom",BLFSD,2019/06/19,2019/08/07,2021/08/04,1.691,2020/08/05,0.1601,2020/02/05,-0.208
"Whitehouse, Sheldon",CHL,2014/06/18,2014/08/06,2016/08/03,,2015/08/05,,2015/02/04,
"Perdue Jr., David A.",RF,2018/02/08,2018/03/29,2020/03/26,-0.4901,2019/03/28,-0.2383,2018/09/27,0.0157
"Capito, Shelley M.",CSCO,2017/09/05,2017/10/24,2019/10/22,0.3826,2018/10/23,0.3089,2018/04/24,0.2803
"Perdue Jr., David A.",RF,2017/06/26,2017/08/14,2019/08/12,0.0031,2018/08/13,0.3343,2018/02/12,0.291
"Capito, Shelley M.",ABT,2016/04/19,2016/06/07,2018/06/05,0.6101,2017/06/06,0.1895,2016/12/06,-0.017
"Collins, Susan M.",MCHP,2014/06/19,2014/08/07,2016/08/04,0.204,2015/08/06,-0.0606,2015/02/05,0.0468
"Perdue Jr., David A.",WLK,2016/06/29,2016/08/17,2018/08/15,0.9614,2017/08/16,0.4685,2017/02/15,0.3297
"Moran, Jerry",USB,2018/12/06,2019/01/24,2021/01/21,-0.0991,2020/01/23,0.0795,2019/07/25,0.1189
"Murray, Patty",PRU,2017/03/16,2017/05/04,2019/05/02,-0.0813,2018/05/03,-0.1035,2017/11/02,0.0152
"Whitehouse, Sheldon",PG,2019/02/27,2019/04/17,2021/04/14,0.2762,2020/04/15,0.147,2019/10/16,0.1058
"Roberts, Pat",NFLX,2018/08/20,2018/10/08,2020/10/05,0.4799,2019/10/07,-0.2071,2019/04/08,0.0504
"Perdue Jr., David A.",WFM,2016/01/29,2016/03/18,2018/03/16,,2017/03/17,,2016/09/16,
"Peters, Gary C.",UTX,2015/05/11,2015/06/29,2017/06/26,,2016/06/27,,2015/12/28,
"Reed, John F.",HACK,2017/03/06,2017/04/24,2019/04/22,0.393,2018/04/23,0.264,2017/10/23,0.0548
"Axne, Cynthia",CL,2019/12/31,2020/02/18,2022/02/15,0.0354,2021/02/16,0.0167,2020/08/18,0.0156
"Wicker, Roger F.",GDV,2018/04/23,2018/06/11,2020/06/08,-0.1464,2019/06/10,-0.0716,2018/12/10,-0.1396
"Murray, Patty",BA,2017/03/16,2017/05/04,2019/05/02,1.0492,2018/05/03,0.7787,2017/11/02,0.4225
"Roberts, Pat",JPM,2018/01/04,2018/02/22,2020/02/20,0.189,2019/02/21,-0.0875,2018/08/23,-0.007
"Reed, John F.",LSCC,2015/06/04,2015/07/23,2017/07/20,0.2546,2016/07/21,0.1515,2016/01/21,-0.0976
"Collins, Susan M.",AME,2017/05/24,2017/07/12,2019/07/10,0.4537,2018/07/11,0.1653,2018/01/10,0.1867
"Whitehouse, Sheldon",TSLA,2017/07/28,2017/09/15,2019/09/13,-0.3446,2018/09/14,-0.2243,2018/03/16,-0.1412
"Shalala, Donna",SPR,2019/02/20,2019/04/10,2021/04/07,-0.4258,2020/04/08,-0.7626,2019/10/09,-0.0231
"Hoeven, John",INTC,2017/01/20,2017/03/10,2019/03/08,0.4464,2018/03/09,0.4331,2017/09/08,-0.0203
"Perdue Jr., David A.",URBN,2019/12/06,2020/01/24,2022/01/21,0.0103,2021/01/22,0.007,2020/07/24,-0.3989
"Carper, Thomas R.",AAPL,2015/05/14,2015/07/02,2017/06/29,0.1385,2016/06/30,-0.247,2015/12/31,-0.1608
"Inhofe, James M.",BMY,2016/08/08,2016/09/26,2018/09/24,0.1062,2017/09/25,0.1346,2017/03/27,0.0015
"Perdue Jr., David A.",DISCA,2017/11/17,2018/01/05,2020/01/03,0.4609,2019/01/04,0.1945,2018/07/06,0.2684
"Inhofe, James M.",BMY,2017/02/01,2017/03/22,2019/03/20,-0.1195,2018/03/21,0.1926,2017/09/20,0.1331
"Perdue Jr., David A.",WPX,2015/03/27,2015/05/15,2017/05/12,,2016/05/13,,2015/11/13,
"Perdue Jr., David A.",MOS,2017/04/12,2017/05/31,2019/05/29,-0.063,2018/05/30,0.2339,2017/11/29,0.0787
"Whitehouse, Sheldon",IR,2017/01/25,2017/03/15,2019/03/13,,2018/03/14,,2017/09/13,
"Perdue Jr., David A.",WLK,2016/01/15,2016/03/04,2018/03/02,1.3658,2017/03/03,0.4457,2016/09/02,0.1517
"Shalala, Donna",DLR,2019/05/20,2019/07/08,2021/07/05,0.257,2020/07/06,0.2375,2020/01/06,-0.012
"Perdue Jr., David A.",GM,2016/04/14,2016/06/02,2018/05/31,0.3889,2017/06/01,0.1225,2016/12/01,0.1808
"Perdue Jr., David A.",CTSH,2017/06/20,2017/08/08,2019/08/06,-0.1145,2018/08/07,0.1167,2018/02/06,0.0424
"Shalala, Donna",MED,2019/04/30,2019/06/18,2021/06/15,0.9929,2020/06/16,-0.1566,2019/12/17,-0.3355
"Shalala, Donna",BOOM,2019/06/04,2019/07/23,2021/07/20,-0.2272,2020/07/21,-0.5581,2020/01/21,-0.3226
"Capito, Shelley M.",WMT,2018/04/24,2018/06/12,2020/06/09,0.4433,2019/06/11,0.2895,2018/12/11,0.1171
"Roberts, Pat",FB,2018/10/12,2018/11/30,2020/11/27,0.9903,2019/11/29,0.4551,2019/05/31,0.2852
"Hoeven, John",MCD,2016/08/22,2016/10/10,2018/10/08,0.4588,2017/10/09,0.3964,2017/04/10,0.1354
"Perdue Jr., David A.",AXTA,2018/09/13,2018/11/01,2020/10/29,-0.0004,2019/10/31,0.174,2019/05/02,0.0439
"Hill, James F.",AAWW,2019/12/19,2020/02/06,2022/02/03,2.2321,2021/02/04,1.0931,2020/08/06,1.2821
"Shalala, Donna",TCEHY,2019/01/29,2019/03/19,2021/03/16,0.737,2020/03/17,-0.0605,2019/09/17,-0.0645
"Perdue Jr., David A.",FDC,2018/12/27,2019/02/14,2021/02/11,,2020/02/13,,2019/08/15,
"Roberts, Pat",DIS,2019/11/04,2019/12/23,2021/12/20,0.0074,2020/12/21,0.1702,2020/06/22,-0.2111
"Cassidy, William",EMR,2016/03/31,2016/05/19,2018/05/17,0.447,2017/05/18,0.1595,2016/11/17,0.0989
"Perdue Jr., David A.",HBI,2017/08/04,2017/09/22,2019/09/20,-0.4088,2018/09/21,-0.2383,2018/03/23,-0.2422
"Beyer, Donald S.",GS,2019/12/23,2020/02/10,2022/02/07,0.5524,2021/02/08,0.2579,2020/08/10,-0.1155
"Whitehouse, Sheldon",FB,2016/02/16,2016/04/05,2018/04/03,0.3684,2017/04/04,0.2581,2016/10/04,0.1404
