ticker,104,52,26
HON,0.1806,0.2304,-0.0072
CHKP,0.0986,0.0691,0.0878
MCO,0.6392,0.3163,0.2605
AAPL,0.7051,0.3053,0.1
AFL,-0.039,0.1078,0.0538
GD,-0.0786,0.0309,-0.0203
WFC,-0.1483,-0.1682,-0.0612
BOIVF,0.0314,-0.0501,-0.1397
CTSH,0.2053,0.0361,-0.0187
GM,-0.0916,0.0067,-0.0036
PYPL,0.8569,0.2837,0.0697
CVX,-0.0096,-0.0253,-0.0632
CRSP,1.0743,1.0779,2.04
NKE,0.3004,0.099,0.0048
VIG,0.3559,0.159,-0.0184
BRK-B,0.1903,0.1392,0.0446
SUN,0.0322,-0.0077,-0.108
DIS,0.2256,0.1002,0.0627
STT,0.0246,0.3203,0.0436
LGF-B,-0.2798,-0.4135,-0.1941
CLR,0.4304,0.6139,0.031
EXEL,-0.0359,-0.1988,-0.1092
IBM.MX,0.0071,-0.0418,-0.0842
RIO,0.2863,-0.2532,-0.1976
CZR,0.7687,0.746,0.4033
CMCSA,0.1302,0.1562,0.0782
FDX,0.4764,-0.0979,-0.1699
FEYE,0.0006,-0.0588,-0.1122
PGR,0.3332,0.2049,0.0317
SPY,0.3183,0.1126,0.0755
GS,0.056,0.0162,-0.0384
MOS,-0.016,-0.062,-0.1225
BKNG,0.2518,-0.3002,0.1309
CSCO,0.4685,0.3306,0.2497
TWTR,0.2408,-0.0844,0.1258
XOM,-0.2242,-0.1464,-0.1052
KMX,0.441,-0.1132,0.1029
ZBRA,1.6979,0.3676,0.1977
DISCA,0.1079,0.1325,0.0536
BYND,-0.1759,0.2943,0.1706
UNP,0.3794,0.1369,-0.0727
EDIT,0.2288,0.5716,0.1805
SO,-0.0173,-0.0534,-0.0104
ROP,0.1064,0.1793,0.0655
NVDA,1.9867,0.688,0.3664
PEP,0.1956,0.1283,0.0596
NSP,0.3045,0.0198,-0.2881
AMGN,0.1971,0.0908,0.0892
ABT,0.2681,-0.0018,0.0055
URBN,0.2528,0.9714,0.3867
FB,0.4792,0.2525,0.1334
BLK,0.375,0.164,-0.0889
BWXT,0.5176,0.5972,0.2883
NFLX,0.9214,0.5071,0.241
ES,0.2979,0.1849,0.0287
RF,-0.0022,0.1362,0.0698
PG,0.2772,0.168,0.0577
AXTA,-0.0847,-0.0243,-0.0096
KDP,0.2839,0.0344,-0.0055
GDDY,0.0769,0.2454,0.2222
HUYA,-0.3303,-0.2178,-0.0267
ABBV,0.146,0.059,0.0944
AKAM,0.3224,0.2501,0.1532
T,-0.022,0.0698,0.0504
UL,0.0902,0.0727,0.0656
HD,0.6885,0.2202,0.0978
WTW,0.2485,0.2139,0.0939
INTU,1.0516,0.374,0.0905
CCI,0.3358,0.0913,0.1033
TWO,-0.5336,-0.6264,-0.6965
HYH,0.9541,0.5487,0.4055
DBP,-0.0486,-0.1068,-0.06
WAFD,0.0144,0.0312,0.1474
BAX,0.5303,0.2061,-0.0483
NEE,0.4448,0.1926,0.0603
SHLX,-0.4045,-0.1436,-0.1359
MMM,-0.0761,0.0535,-0.0499
KO,0.0811,-0.0173,0.0554
SBUX,0.265,0.1002,0.0732
QCOM,0.006,0.1124,0.0869
BA,0.4289,0.2888,0.0877
LOW,0.1643,0.2515,0.063
MRK,0.2355,0.092,-0.0896
V,0.3811,0.2324,0.0495
SPG,-0.0733,-0.0483,-0.099
WLK,1.3715,0.5382,0.2778
VZ,0.0395,0.0132,-0.0167
FANUY,-0.1083,-0.043,0.2835
GOOG,0.7984,0.1503,0.0789
KN,-0.064,-0.2154,-0.1014
C,-0.1187,0.0159,0.0471
WYND,0.3927,-0.2893,0.0138
BAC,0.6509,0.4412,0.1259
DISH,-0.4636,-0.3965,-0.1272
ON,-0.2195,-0.2209,-0.2884
PRU,0.1738,0.0844,-0.0998
LYV,1.0473,0.3687,0.2503
CERN,-0.025,-0.0656,-0.0713
LMT,0.1893,0.0786,0.0873
TWX,0.0324,0.1594,0.1298
RBGLY,-0.1704,-0.122,-0.1474
CATY,-0.0522,-0.0774,-0.142
HOLX,0.3604,0.1375,0.0718
KMI,-0.2064,-0.182,-0.1516
JCI,-0.0822,-0.0475,-0.0492
MCD,0.2421,0.1818,0.0214
REXR,0.4792,0.0981,0.2795
SLB,-0.4052,-0.2159,-0.0468
ETN,0.1788,0.1106,-0.0044
HPQ,0.4222,0.0163,0.1388
CRM,0.3325,0.1217,-0.0151
BKU,0.213,-0.3141,-0.1033
IYT,0.2708,0.1618,0.1176
BIIB,-0.0851,-0.0138,-0.1583
MET,0.1047,-0.0394,0.0155
NOV,-0.5717,-0.3233,-0.2896
WMT,0.3568,0.152,0.0601
M,-0.3206,-0.2173,-0.045
WM,0.3143,0.1595,0.0896
COST,0.5487,0.2067,0.0805
PFE,0.2066,0.0817,0.0042
MGPI,-0.2937,-0.5763,-0.4339
F,-0.2239,-0.02,-0.0487
GPK,0.2936,0.256,0.1738
GE,-0.3825,-0.1916,-0.0695
CVS,0.0482,0.0086,0.0396
COP,-0.1739,0.007,0.0476
HBI,-0.256,-0.1776,-0.0674
EL,0.3916,0.1402,0.0403
JPM,0.2652,0.1945,0.0663
CEQP,-0.1423,-0.6169,-0.0834
TGT,0.7002,0.2371,0.082
GILD,-0.2206,-0.1207,-0.0614
VFC,0.2055,0.151,-0.0106
ENTG,2.1472,0.7643,0.497
MKL,0.1255,-0.1244,-0.033
WBA,-0.2461,-0.1435,-0.0904
ALB,2.2205,0.3569,-0.0548
PCH,0.6118,-0.1086,0.1241
TFC,0.0395,-0.1635,-0.3414
HXL,0.6119,0.2398,0.2966
SJR,-0.2515,0.0363,0.0994
GLW,0.2408,0.1087,0.0583
GOOGL,0.5009,0.135,0.0652
BTO,-0.3351,-0.1924,-0.1858
WY,0.1374,0.1347,-0.1048
MDLZ,0.1822,-0.0039,-0.0361
SRPT,-0.3478,0.2414,0.1842
JNJ,0.1772,0.0582,-0.0036
ORCL,0.0977,0.0387,0.0593
BOX,-0.2969,-0.1311,-0.2012
PSX,-0.1421,-0.0123,-0.0581
TCMD,-0.1837,-0.0806,-0.1578
PRGO,-0.5214,0.0521,-0.0891
NWL,-0.4356,0.0081,0.0676
MRAAY,-0.1081,0.0866,-0.0515
PM,-0.386,-0.3366,-0.0843
HRL,0.375,0.2534,0.0497
PAA,-0.2591,-0.2978,-0.1262
TCS,-0.6705,-0.5823,-0.114
CGNX,0.439,0.1349,-0.0223
DOW,0.3644,-0.1178,0.0881
XBI,0.2185,0.3171,0.1517
KUBTY,0.4404,0.0177,0.0442
ESRX,0.0345,0.2251,0.0508
ITW,0.2407,0.1372,-0.0428
IVZ,0.1665,0.0696,-0.1051
OXY,-0.3919,-0.4037,-0.3206
SJM,-0.0699,-0.0112,0.0234
IBM,-0.1515,-0.0736,-0.0283
CAT,-0.0079,-0.1114,-0.0687
SU,-0.2471,-0.1091,-0.0774
MSM,0.3014,0.0063,0.1184
BMY,0.0242,0.1329,0.0386
SRCL,-0.3335,-0.0484,-0.0364
XLNX,0.1711,-0.0355,-0.0606
HSY,0.0759,-0.0981,-0.0881
CHGCY,1.2877,0.6345,0.06
BABA,0.0182,-0.0405,-0.0361
APA,-0.3274,-0.2993,-0.1719
PPG,0.1731,0.1686,-0.0267
MDT,0.1426,0.0607,0.1248
BUD,-0.1441,0.064,-0.0254
APD,0.2381,0.1994,-0.0059
CB,0.0827,0.0957,0.0133
SYY,0.0811,0.2049,0.1242
ADP,0.2136,0.3137,0.1986
JKHY,0.4544,0.5698,0.2094
INCY,-0.3836,-0.4557,-0.2734
SYK,0.4504,0.2032,0.0434
PII,-0.5465,-0.1859,-0.1853
RHHBY,0.0647,0.0674,-0.0152
KMB,-0.1183,-0.174,-0.1047
LRCX,1.1096,0.4258,0.1526
CLX,0.6555,0.3254,0.307
DVN,-0.2522,-0.2447,-0.0717
ERH,0.0575,-0.0796,-0.0203
PNQI,0.3113,-0.0029,0.0053
NDAQ,0.9308,0.1855,0.1014
BLFSD,1.2412,-0.0473,-0.0878
MCHP,0.3764,0.1441,-0.0466
USB,-0.0699,0.0172,0.0494
HACK,0.3112,0.2136,0.0672
CL,0.1395,0.1814,0.0224
GDV,-0.2823,-0.0299,-0.0328
LSCC,0.0633,-0.106,-0.0664
AME,0.4106,0.2253,0.1533
TSLA,2.1589,0.0494,-0.111
SPR,-0.5908,-0.3021,-0.2197
INTC,0.3323,0.211,-0.0596
DLR,0.2783,0.1392,0.026
MED,0.5433,-0.5108,-0.2779
BOOM,-0.2631,-0.598,-0.3695
AAWW,2.2469,1.0009,0.4611
TCEHY,1.14,0.094,0.0771
EMR,-0.0184,0.0822,0.0173
TUP,-0.5543,-0.203,-0.0219
TSM,1.8936,0.4336,0.0731
FLEX,0.3618,0.4061,-0.1674
PRA,-0.3685,-0.6323,-0.0407
IEFA,0.1819,-0.0304,-0.0244
DD,0.3033,0.1714,0.1213
IXP,-0.0356,-0.0922,-0.0164
XON,-0.6515,-0.2869,-0.2486
GPRO,-0.6363,0.5287,0.1725
ADI,0.2239,0.1776,0.0282
RCII,1.7916,0.7898,0.5443
KEY,-0.0577,0.1348,-0.0271
ET,-0.448,-0.2426,-0.2188
PANW,0.6474,1.0464,0.323
AMH,0.5679,0.0851,0.0894
AXGN,-0.0977,-0.6147,-0.4572
AMZN,0.7415,0.3948,0.1391
KR,0.8437,0.5423,0.2148
UBSI,0.1252,-0.2206,0.0092
IJR,0.3706,-0.091,0.0079
NSRGY,0.211,0.0601,0.0593
DWDP,-0.4663,-0.2624,-0.0673
NWSA,1.2378,-0.0118,0.1595
NXPI,0.2813,0.1983,0.4264
PBYI,-0.548,-0.6054,-0.6044
CP,-0.2222,0.2514,0.2902
SHW,0.7983,0.2584,-0.0147
AMT,0.3514,0.0353,0.0427
SSYS,-0.7592,-0.6199,0.0739
PLCE,-0.3009,-0.7473,-0.2921
PBCT,-0.1666,-0.0359,-0.1068
NOC,0.0873,0.1003,-0.0515
SHY,-0.0015,-0.0005,0.0045
RSPP,0.4238,0.8219,-0.0176
VCYT,0.4126,0.9477,-0.1244
PNGAY,0.1269,-0.1434,0.072
WMB,-0.1379,-0.06,0.0093
STAG,0.3597,0.0662,-0.1049
BK,0.149,-0.2585,-0.1057
IVV,0.3865,0.0783,0.0394
ISRG,0.6683,0.3124,-0.0123
EPD,-0.0396,0.1268,0.188
CSX,0.3141,0.1477,0.1705
BGS,-0.4079,-0.3097,-0.2212
UNH,0.4146,0.2475,0.1842
TD,-0.0091,0.0989,0.0819
KSS,0.5387,0.4866,-0.1
ACA,1.2342,0.8718,0.5121
XPO,0.0662,-0.2695,-0.061
NSC,0.0556,0.4433,0.3732
ZNGA,0.0972,0.0099,0.1171
HL,1.3774,0.1704,-0.4035
MSFT,0.7667,0.3004,0.1972
CYRX,2.3617,2.0578,0.6991
RCL,-0.0788,0.0572,0.0717
