ticker,104,52,26
HON,0.3054,0.2785,0.1297
CHKP,0.1337,-0.0837,-0.0018
MCO,0.5572,-0.0243,0.1684
AAPL,0.7602,0.3137,0.157
AFL,-0.068,0.1854,0.0234
GD,-0.0722,0.0624,-0.0157
WFC,-0.0716,-0.2251,-0.0578
BOIVF,0.1197,-0.135,-0.0161
CTSH,0.1949,0.0991,0.0183
GM,0.089,0.1057,0.1283
PYPL,0.7317,0.4019,0.1303
CVX,0.0531,0.0549,0.0161
CRSP,0.4493,-0.2033,0.2487
NKE,0.0984,0.0333,0.3439
VIG,0.3804,0.276,0.1376
BRK-B,0.2308,0.09,0.0069
SUN,-0.1211,0.1252,0.0263
DIS,0.1655,0.0535,0.0025
STT,-0.0759,-0.0805,0.002
LGF-B,0.0468,-0.4319,-0.3231
CLR,0.3438,0.4631,0.2147
EXEL,0.1955,0.1136,-0.1994
IBM.MX,0.0213,0.0568,-0.0542
RIO,0.4156,0.006,-0.0259
CZR,0.6657,0.4149,0.3263
CMCSA,0.1926,0.0622,0.0528
FDX,0.6752,0.2403,0.0566
FEYE,0.0639,0.0052,-0.0626
PGR,0.2364,0.0741,0.0104
SPY,0.3524,0.11,-0.0069
GS,-0.0056,0.3088,0.0485
MOS,-0.0843,0.0513,-0.0183
BKNG,0.1483,-0.1658,0.0786
CSCO,0.3399,0.1982,0.1305
TWTR,0.4898,-0.0475,0.0659
XOM,-0.1713,-0.1355,-0.0968
KMX,0.1574,0.1885,0.0107
ZBRA,1.4509,0.4526,-0.0841
DISCA,-0.0022,0.023,0.0416
BYND,0.9379,1.3017,-0.1205
UNP,0.4891,0.3498
EDIT,0.2944,0.2701,0.3093
SO,0.1186,-0.0065,-0.0187
UA,-0.6502,-0.5698,-0.1958
ROP,0.2333,0.0187,0.0907
NVDA,1.7644,0.4544,0.3066
PEP,0.1777,0.0841,0.0357
NSP,1.9199,1.4832,0.9508
AMGN,0.1416,0.0651,0.0366
ABT,0.326,0.0744,-0.0243
URBN,0.2388,1.0759,0.5849
FB,0.4475,0.2532,0.1182
BLK,0.1364,0.3318,0.0481
BWXT,0.3002,-0.0378,0.143
NFLX,0.8883,0.4514,0.3394
ES,0.4201,0.3134,0.1056
RF,-0.0712,0.0768,0.1255
PG,0.2745,0.1708,0.1183
AXTA,-0.1005,-0.0738,-0.0011
KDP,0.2164,0.0463,0.2432
GDDY,0.3026,0.3001
