official,ticker,buy_date,sell_date,profit
"Capito, Shelley M.",INTC,2018/01/26,2018/05/18,4.87
"Perdue Jr., David A.",BOIVF,2019/11/07,2020/02/27,-1.0
"Perdue Jr., David A.",BAH,2019/12/31,2020/04/21,3.3
"Capito, Shelley M.",CSX,2017/12/20,2018/04/11,-0.14
"Perdue Jr., David A.",SHLX,2018/02/06,2018/05/29,-3.84
"Perdue Jr., David A.",BOIVF,2019/02/01,2019/05/24,0.35
"Whitehouse, Sheldon",PANW,2014/02/25,2014/06/17,5.22
"Shalala, Donna",PNGAY,2019/03/18,2019/07/08,2.21
"Capito, Shelley M.",NVS,2018/04/24,2018/08/14,4.48
"Whitehouse, Sheldon",PCAR,2014/11/25,2015/03/17,-5.2
"Shalala, Donna",AMH,2019/06/04,2019/09/24,1.26
"Inhofe, James M.",DHR,2018/07/26,2018/11/15,-3.71
"Perdue Jr., David A.",AXTA,2017/08/07,2017/11/27,7.66
"Roberts, Pat",NOC,2019/11/04,2020/02/24,15.73
"Perdue Jr., David A.",HBI,2017/08/17,2017/12/07,-3.39
"Hoeven, John",PRU,2019/11/19,2020/03/10,-32.2
"Perdue Jr., David A.",NFLX,2018/07/19,2018/11/08,-45.04
"Whitehouse, Sheldon",VZ,2019/04/18,2019/08/08,-2.33
"Capito, Shelley M.",VFC,2018/04/24,2018/08/14,14.32
"Hoeven, John",JCI,2015/08/13,2015/12/03,-3.93
"Perdue Jr., David A.",WLK,2016/01/29,2016/05/20,-1.59
"Toomey, Patrick J.",SDY,2014/09/02,2014/12/23,2.67
"Perdue Jr., David A.",MPLX,2019/03/19,2019/07/09,-1.96
"Perdue Jr., David A.",PFE,2017/02/07,2017/05/30,0.02
"Perdue Jr., David A.",RF,2019/11/11,2020/03/02,-2.79
"Perdue Jr., David A.",DISCA,2017/05/11,2017/08/31,-3.96
"Murray, Patty",UPS,2017/03/16,2017/07/06,2.11
"Whitehouse, Sheldon",CVS,2014/04/29,2014/08/19,5.51
"Toomey, Patrick J.",XEL,2017/02/22,2017/06/14,4.95
"McKinley, David B.",ACN,2019/12/30,2020/04/20,-36.32
"Peters, Gary C.",CVS,2016/11/30,2017/03/22,1.75
"Whitehouse, Sheldon",GPRO,2015/07/07,2015/10/27,-23.07
"Carper, Thomas R.",PTMC,2017/08/31,2017/12/21,2.82
"Perdue Jr., David A.",DISCA,2016/07/08,2016/10/28,0.41
"Peters, Gary C.",IVZ,2015/09/10,2015/12/31,0.72
"Perdue Jr., David A.",HBI,2017/08/29,2017/12/19,-3.26
"Perdue Jr., David A.",AAPL,2016/01/28,2016/05/19,0.16
"Whitehouse, Sheldon",HOT,2016/03/01,2016/06/21,4.7
"Hoeven, John",IVZ,2019/11/05,2020/02/25,-1.72
"Perdue Jr., David A.",HBI,2017/11/06,2018/02/26,0.7
"Perdue Jr., David A.",DISCA,2015/05/13,2015/09/02,-5.29
"Collins, Susan M.",JPM,2018/05/08,2018/08/28,6.19
"Whitehouse, Sheldon",DIS,2016/09/22,2017/01/12,15.04
"Hoeven, John",CAT,2015/03/03,2015/06/23,5.09
"Cassidy, William",DWDP,2019/01/25,2019/05/17,-16.84
"Cassidy, William",PG,2016/03/31,2016/07/21,2.55
"Collins, Susan M.",COP,2014/04/22,2014/08/12,6.11
"Carper, Thomas R.",DD,2012/09/13,2013/01/03,3.54
"Shalala, Donna",ZEN,2019/04/03,2019/07/24,6.47
"Perdue Jr., David A.",LGF-B,2018/12/06,2019/03/28,-1.11
"Perdue Jr., David A.",KN,2015/02/26,2015/06/18,-0.05
"Langevin, James R.",BYND,2019/09/06,2019/12/27,-78.38
"Perdue Jr., David A.",ACA,2018/12/21,2019/04/12,6.7
"Hoeven, John",VZ,2017/01/20,2017/05/12,-6.9
"Whitehouse, Sheldon",VZ,2014/09/18,2015/01/08,-2.86
"Capito, Shelley M.",MCO,2017/09/08,2017/12/29,13.5
"Shalala, Donna",PCH,2019/02/15,2019/06/07,-0.41
"Perdue Jr., David A.",DVN,2019/01/09,2019/05/01,6.51
"Perdue Jr., David A.",COST,2017/06/16,2017/10/06,-9.8
"Cisneros, Gilbert",WBA,2019/12/06,2020/03/27,-14.58
"Coons, Christopher A.",AAPL,2018/10/24,2019/02/13,-12.05
"Roberts, Pat",NFLX,2019/10/01,2020/01/21,68.68
"Perdue Jr., David A.",GM,2018/07/20,2018/11/09,-3.25
"Hoeven, John",IBM,2018/04/18,2018/08/08,-3.45
"Roberts, Pat",BA,2015/03/17,2015/07/07,-12.08
"Collins, Susan M.",AAPL,2015/01/13,2015/05/05,4.06
"Perdue Jr., David A.",DIS,2016/12/16,2017/04/07,8.66
"Beyer, Donald S.",NVDA,2019/12/24,2020/04/14,10.38
"Capito, Shelley M.",CLX,2018/04/05,2018/07/26,2.34
"Courtney, Joe",AAPL,2019/12/31,2020/04/21,-5.06
"Perdue Jr., David A.",MO,2016/01/20,2016/05/11,7.45
"Axne, Cynthia",FB,2019/01/18,2019/05/10,36.81
"Capito, Shelley M.",PII,2018/04/05,2018/07/26,-9.29
"Whitehouse, Sheldon",LOW,2014/01/31,2014/05/23,0.73
"Perdue Jr., David A.",MSM,2019/07/10,2019/10/30,4.7
"Perdue Jr., David A.",RF,2018/12/12,2019/04/03,0.72
"Capito, Shelley M.",AFL,2018/04/05,2018/07/26,0.13
"Courtney, Joe",HON,2019/12/31,2020/04/21,-43.9
"Hoeven, John",CSCO,2014/10/29,2015/02/18,5.23
"Capito, Shelley M.",ITW,2018/04/24,2018/08/14,-15.72
"Hoeven, John",SLB,2019/12/31,2020/04/21,-24.88
"Roberts, Pat",FB,2016/06/29,2016/10/19,15.89
"Perdue Jr., David A.",LGF-B,2018/12/19,2019/04/10,1.92
"Whitehouse, Sheldon",NFLX,2016/05/18,2016/09/07,9.32
"Carper, Thomas R.",DD,2013/12/16,2014/04/07,9.52
"Perdue Jr., David A.",CLX,2018/04/20,2018/08/10,23.59
"Shalala, Donna",AAGIY,2019/02/15,2019/06/07,0.79
"Cisneros, Gilbert",ECOL,2019/12/24,2020/04/14,-24.23
"Perdue Jr., David A.",SU,2018/02/13,2018/06/05,5.96
"Capito, Shelley M.",LRLCY,2017/09/08,2017/12/29,1.47
"Whitehouse, Sheldon",PG,2015/08/28,2015/12/18,8.19
"Hoeven, John",BUD,2014/03/31,2014/07/21,6.22
"Phillips, Dean",ETN,2019/12/02,2020/03/23,-32.29
"Shalala, Donna",CHGCY,2019/02/20,2019/06/12,-0.29
"Hoeven, John",CMI,2014/10/20,2015/02/09,4.97
"Axne, Cynthia",JNJ,2019/12/31,2020/04/21,4.71
"Hoeven, John",IVZ,2016/06/28,2016/10/18,5.93
"Whitehouse, Sheldon",GILD,2016/11/28,2017/03/20,-5.91
"Capito, Shelley M.",PG,2018/12/13,2019/04/04,7.44
"Collins, Susan M.",RHHBY,2014/05/07,2014/08/27,0.61
"Castor, Kathy",BIF,2019/12/27,2020/04/17,-2.12
"Capito, Shelley M.",SGAPY,2017/09/08,2017/12/29,-0.65
"Inhofe, James M.",DAL,2017/12/26,2018/04/17,-1.72
"Whitehouse, Sheldon",IBM,2017/05/24,2017/09/13,-5.91
"Toomey, Patrick J.",DD,2017/02/22,2017/06/14,2.98
"Perdue Jr., David A.",RF,2017/06/22,2017/10/12,1.12
"Reed, John F.",FEYE,2014/09/09,2014/12/30,-0.98
"Perdue Jr., David A.",BWXT,2019/01/07,2019/04/29,11.11
"Roberts, Pat",FB,2016/04/28,2016/08/18,5.44
"Peters, Gary C.",CVS,2018/04/26,2018/08/16,4.4
"Whitehouse, Sheldon",AIG,2014/09/18,2015/01/08,-1.85
"Perdue Jr., David A.",WMB,2016/12/15,2017/04/06,0.91
"Inhofe, James M.",UL,2017/01/19,2017/05/11,11.19
"Perdue Jr., David A.",BWXT,2018/12/06,2019/03/28,7.03
"Collins, Susan M.",DAL,2014/03/28,2014/07/18,3.17
"Perdue Jr., David A.",BRK-B,2018/06/21,2018/10/11,18.28
"Capito, Shelley M.",NVO,2017/09/08,2017/12/29,5.84
"Capito, Shelley M.",PM,2017/09/05,2017/12/26,-12.89
"Whitehouse, Sheldon",CSCO,2016/03/24,2016/07/14,2.01
"Doggett, Lloyd",IBM,2019/12/10,2020/03/31,-21.24
"Murray, Patty",AAPL,2017/03/16,2017/07/06,0.58
"Toomey, Patrick J.",IXP,2014/09/02,2014/12/23,-3.23
"Whitehouse, Sheldon",AMGN,2017/04/05,2017/07/26,13.81
"Perdue Jr., David A.",AAPL,2016/01/27,2016/05/18,-0.11
"Perdue Jr., David A.",PFE,2017/02/22,2017/06/14,-0.85
"Perdue Jr., David A.",PG,2015/06/04,2015/09/24,-7.79
"Whitehouse, Sheldon",IBM,2016/10/26,2017/02/15,27.98
"Whitehouse, Sheldon",LRCX,2017/05/16,2017/09/05,12.91
"Perdue Jr., David A.",FDX,2019/04/25,2019/08/15,-38.79
"Collins, Susan M.",HSY,2015/03/20,2015/07/10,-9.89
"Axne, Cynthia",MKL,2019/04/23,2019/08/13,126.8
"Whitehouse, Sheldon",SIEGY,2019/04/18,2019/08/08,-9.29
"Whitehouse, Sheldon",BRK-B,2016/10/26,2017/02/15,22.94
"Peters, Gary C.",PFE,2015/09/16,2016/01/06,-1.26
"Perdue Jr., David A.",BOIVF,2018/06/26,2018/10/16,-0.33
"Whitehouse, Sheldon",CSCO,2016/01/05,2016/04/26,1.93
"Cassidy, William",DIS,2017/10/25,2018/02/14,5.89
"Collins, Susan M.",CMCSA,2014/02/06,2014/05/29,-0.9
"Shalala, Donna",SAP,2019/02/15,2019/06/07,22.53
"Courtney, Joe",CB,2019/12/31,2020/04/21,-43.48
"Whitehouse, Sheldon",ESRX,2014/04/29,2014/08/19,3.12
"Capito, Shelley M.",PG,2018/04/24,2018/08/14,8.73
"Inhofe, James M.",CLR,2015/07/20,2015/11/09,0.19
"Hoeven, John",DOW,2019/08/22,2019/12/12,10.74
"Courtney, Joe",AMT,2019/12/31,2020/04/21,13.81
"Perdue Jr., David A.",URBN,2019/12/16,2020/04/06,-12.19
"Collins, Susan M.",FB,2014/03/07,2014/06/27,-3.05
"Whitehouse, Sheldon",KHC,2018/06/13,2018/10/03,-4.23
"Perdue Jr., David A.",HBI,2017/10/05,2018/01/25,-0.54
"Cassidy, William",DIS,2016/03/31,2016/07/21,-1.31
"Whitehouse, Sheldon",FB,2016/02/16,2016/06/07,16.4
"Whitehouse, Sheldon",WBA,2016/04/19,2016/08/09,-0.5
"Beyer, Donald S.",NVS,2019/12/26,2020/04/16,-7.66
"Capito, Shelley M.",ES,2018/04/24,2018/08/14,2.36
"Murray, Patty",SABR,2017/03/16,2017/07/06,-0.41
"Perdue Jr., David A.",FDX,2019/05/15,2019/09/04,-11.97
"Capito, Shelley M.",ADP,2018/04/05,2018/07/26,21.88
"Whitehouse, Sheldon",EL,2016/09/28,2017/01/18,-9.06
"Hoeven, John",AJG,2014/10/20,2015/02/09,1.21
"Perdue Jr., David A.",BWXT,2018/12/19,2019/04/10,9.69
"Shalala, Donna",HPQ,2019/02/05,2019/05/28,-2.8
"Foxx, Virginia",SO,2019/12/09,2020/03/30,-4.48
"Perdue Jr., David A.",FDX,2019/12/18,2020/04/08,-25.95
"Whitehouse, Sheldon",GS,2018/06/06,2018/09/26,-0.35
"Perdue Jr., David A.",UHAL,2018/06/21,2018/10/11,-25.91
"Perdue Jr., David A.",DIS,2016/11/15,2017/03/07,12.77
"Perdue Jr., David A.",HBI,2019/08/01,2019/11/21,-0.47
"Capito, Shelley M.",BDX,2016/04/19,2016/08/09,15.4
"Gottheimer, Josh",DASTY,2019/12/30,2020/04/20,-3.2
"Whitehouse, Sheldon",HAS,2016/10/26,2017/02/15,14.99
"Shalala, Donna",EPOKY,2019/03/18,2019/07/08,-0.23
"Capito, Shelley M.",NKE,2018/04/24,2018/08/14,13.15
"Cassidy, William",XOM,2017/11/07,2018/02/27,-4.74
"Murray, Patty",LYB,2017/03/16,2017/07/06,-7.07
"Collins, Susan M.",ROP,2014/11/10,2015/03/02,9.69
"Gottheimer, Josh",SSNC,2019/12/16,2020/04/06,-14.57
"Perdue Jr., David A.",FEYE,2016/10/21,2017/02/10,-1.1
"Whitehouse, Sheldon",PANW,2014/09/18,2015/01/08,28.02
"Collins, Susan M.",UNH,2018/06/04,2018/09/24,24.11
"Whitehouse, Sheldon",TJX,2014/12/18,2015/04/09,1.4
"Doggett, Lloyd",HD,2019/12/19,2020/04/09,-18.28
"Hoeven, John",TWO,2019/11/04,2020/02/24,1.35
"Capito, Shelley M.",AMGN,2018/04/24,2018/08/14,22.78
"Hoeven, John",KTB,2019/09/24,2020/01/14,6.62
"Perdue Jr., David A.",DIS,2016/11/18,2017/03/10,12.34
"Perdue Jr., David A.",OKE,2019/06/25,2019/10/15,2.59
"Inhofe, James M.",CVS,2017/09/15,2018/01/05,-5.07
"Hoeven, John",MRK,2016/01/28,2016/05/19,4.55
"Carper, Thomas R.",AAPL,2015/04/22,2015/08/12,-3.77
"Perdue Jr., David A.",DISCA,2016/06/29,2016/10/19,1.31
"Perdue Jr., David A.",GPK,2018/11/02,2019/02/22,1.23
"Collins, Susan M.",AME,2017/05/24,2017/09/13,3.87
"Murray, Patty",USB,2017/03/16,2017/07/06,-2.63
"Moran, Jerry",INTC,2019/09/25,2020/01/15,8.89
"Capito, Shelley M.",OXY,2017/09/08,2017/12/29,13.49
"Perdue Jr., David A.",FEYE,2016/10/12,2017/02/01,0.26
"Cassidy, William",OXY,2015/07/08,2015/10/28,-0.74
"Whitehouse, Sheldon",ADI,2017/02/10,2017/06/02,4.87
"Hoeven, John",WMT,2018/02/20,2018/06/12,-11.99
"Whitehouse, Sheldon",GS,2017/07/28,2017/11/17,15.84
"Inhofe, James M.",GE,2018/10/10,2019/01/30,-33.58
"Peters, Gary C.",NUE,2016/01/26,2016/05/17,11.01
"Shalala, Donna",LUKOY,2019/03/20,2019/07/10,-4.88
"Perdue Jr., David A.",HBI,2018/02/08,2018/05/31,-1.69
"Perdue Jr., David A.",DISCA,2018/05/08,2018/08/28,4.73
"Perdue Jr., David A.",PYPL,2019/07/25,2019/11/14,-12.78
"Perdue Jr., David A.",PG,2016/01/20,2016/05/11,7.23
"Perdue Jr., David A.",URBN,2019/12/13,2020/04/03,-14.11
"Perdue Jr., David A.",PG,2018/04/20,2018/08/10,7.05
"Whitehouse, Sheldon",TRIP,2014/10/07,2015/01/27,-18.91
"Peters, Gary C.",GIS,2018/11/09,2019/03/01,2.16
"Perdue Jr., David A.",GPK,2019/08/02,2019/11/22,1.41
"Roberts, Pat",DVN,2015/02/05,2015/05/28,0.63
"Whitehouse, Sheldon",ABT,2016/11/15,2017/03/07,5.42
"Capito, Shelley M.",CCI,2017/09/08,2017/12/29,3.98
"Capito, Shelley M.",ETN,2017/09/08,2017/12/29,7.35
"Axne, Cynthia",USB,2019/04/02,2019/07/23,6.64
"Shalala, Donna",CHGCY,2019/02/21,2019/06/13,-0.2
"Roberts, Pat",AMZN,2018/06/25,2018/10/15,88.98
"Frankel, Lois",SU,2019/12/19,2020/04/09,-15.75
"Perdue Jr., David A.",ET,2018/12/19,2019/04/10,2.3
"King Jr., Angus S.",CMCSA,2019/07/23,2019/11/12,0.95
"Perdue Jr., David A.",BAC,2016/03/18,2016/07/08,-0.5
"Whitehouse, Sheldon",WFC,2015/08/04,2015/11/24,-2.75
"Perdue Jr., David A.",CZR,2017/09/22,2018/01/12,7.59
"Roberts, Pat",AAPL,2015/07/24,2015/11/13,-2.72
"Collins, Susan M.",FB,2014/02/19,2014/06/11,-2.69
"Perdue Jr., David A.",RF,2017/06/26,2017/10/16,1.21
"Capito, Shelley M.",BDX,2018/04/24,2018/08/14,17.73
"Hoeven, John",CVX,2019/11/04,2020/02/24,-13.75
"Carper, Thomas R.",RIG,2014/02/27,2014/06/19,2.33
"Frankel, Lois",NSP,2019/12/18,2020/04/08,-46.07
"Whitehouse, Sheldon",MCK,2016/11/15,2017/03/07,4.9
"Hoeven, John",PRU,2016/06/28,2016/10/18,16.45
"Perdue Jr., David A.",MRK,2017/10/18,2018/02/07,-7.5
"Perdue Jr., David A.",KHC,2016/11/18,2017/03/10,9.2
"Perdue Jr., David A.",GPK,2019/08/15,2019/12/05,3.6
"Perdue Jr., David A.",GM,2018/10/10,2019/01/30,6.09
"Moran, Jerry",AAPL,2018/12/19,2019/04/10,9.05
"Shalala, Donna",XENT,2019/03/06,2019/06/26,-11.59
"Shalala, Donna",BBVA,2019/04/05,2019/07/26,-0.84
"Perdue Jr., David A.",PEP,2018/05/16,2018/09/05,14.89
"Courtney, Joe",BLK,2019/12/31,2020/04/21,-35.11
"Perdue Jr., David A.",MOS,2017/05/02,2017/08/22,-5.22
"Whitehouse, Sheldon",FB,2016/05/24,2016/09/13,10.58
"Inhofe, James M.",MRK,2015/07/09,2015/10/29,-2.58
"Capito, Shelley M.",MDLZ,2018/04/04,2018/07/25,-0.14
"Beyer, Donald S.",AAPL,2019/12/23,2020/04/13,-3.13
"Courtney, Joe",MSFT,2019/12/31,2020/04/21,12.78
"Capito, Shelley M.",AFL,2018/04/24,2018/08/14,1.29
"Langevin, James R.",BYND,2019/12/30,2020/04/20,5.03
"King Jr., Angus S.",UNH,2014/04/28,2014/08/18,5.91
"Shalala, Donna",EVOP,2019/05/15,2019/09/04,0.15
"Manchin III, Joseph",HBAN,2017/04/21,2017/08/11,0.14
"Murray, Patty",WBA,2017/03/16,2017/07/06,-7.58
"Carper, Thomas R.",DD,2014/09/15,2015/01/05,-11.75
"Perdue Jr., David A.",MU,2018/10/26,2019/02/15,6.8
"Cassidy, William",ABT,2016/03/31,2016/07/21,1.36
"Beyer, Donald S.",TDOC,2019/12/23,2020/04/13,70.35
"Perdue Jr., David A.",GLW,2018/02/06,2018/05/29,-2.78
"Murray, Patty",MS,2017/03/16,2017/07/06,-0.1
"Whitehouse, Sheldon",DIS,2016/11/15,2017/03/07,12.77
"Toomey, Patrick J.",XLU,2015/01/30,2015/05/22,-4.31
"Inhofe, James M.",CRSP,2017/10/19,2018/02/08,22.29
"Whitehouse, Sheldon",BAC,2015/05/27,2015/09/16,-0.4
"Perdue Jr., David A.",CZR,2018/06/27,2018/10/17,6.91
"Cassidy, William",NSC,2016/03/31,2016/07/21,7.56
"Roberts, Pat",NFLX,2019/08/14,2019/12/04,2.64
"Capito, Shelley M.",CVX,2018/04/24,2018/08/14,-0.57
"Roberts, Pat",BIDU,2015/07/27,2015/11/16,-1.41
"Perdue Jr., David A.",GLW,2015/08/28,2015/12/18,0.95
"Whitehouse, Sheldon",V,2014/04/11,2014/08/01,3.49
"Perdue Jr., David A.",DVN,2019/11/11,2020/03/02,-6.48
"Carper, Thomas R.",BSTZ,2019/06/26,2019/10/16,-0.18
"Perdue Jr., David A.",AMZN,2017/02/08,2017/05/31,174.15
"Capito, Shelley M.",JPM,2017/10/26,2018/02/15,13.23
"Capito, Shelley M.",WMT,2018/04/05,2018/07/26,1.11
"Perdue Jr., David A.",BWXT,2019/01/03,2019/04/25,12.89
"Whitehouse, Sheldon",T,2019/08/27,2019/12/17,3.74
"Roberts, Pat",AAPL,2015/07/27,2015/11/16,-2.56
"Perdue Jr., David A.",LGF-B,2018/12/24,2019/04/15,1.87
"Whitehouse, Sheldon",NVDA,2016/01/06,2016/04/27,1.24
"Perdue Jr., David A.",DOW,2019/07/15,2019/11/04,3.13
"Toomey, Patrick J.",VIXY,2014/06/12,2014/10/02,-0.4
"Perdue Jr., David A.",LGF-B,2018/11/27,2019/03/19,-2.54
"Perdue Jr., David A.",HBI,2017/08/14,2017/12/04,-3.07
"Hoeven, John",INTC,2017/01/20,2017/05/12,-1.23
"Perdue Jr., David A.",ET,2019/09/18,2020/01/08,0.11
"Whitehouse, Sheldon",BIIB,2015/08/28,2015/12/18,-6.67
"Foxx, Virginia",DUK,2019/12/17,2020/04/07,-8.97
"Perdue Jr., David A.",WLK,2016/07/26,2016/11/15,8.16
"Capito, Shelley M.",GD,2018/04/05,2018/07/26,-18.52
"Perdue Jr., David A.",CZR,2017/06/30,2017/10/20,6.0
"Capito, Shelley M.",AMGN,2018/04/05,2018/07/26,21.42
"Perdue Jr., David A.",DIS,2016/12/02,2017/03/24,13.47
"Perdue Jr., David A.",MOS,2015/04/15,2015/08/05,-1.3
"Perdue Jr., David A.",LGF-B,2018/11/14,2019/03/06,-3.43
"Perdue Jr., David A.",FEYE,2016/07/13,2016/11/02,-5.27
"Perdue Jr., David A.",URBN,2019/12/11,2020/04/01,-13.27
"Carper, Thomas R.",DD,2015/06/12,2015/10/02,-12.16
"Collins, Susan M.",SLB,2014/03/07,2014/06/27,23.6
"Joyce, David P.",MDY,2019/09/20,2020/01/10,19.12
"Roberts, Pat",AAPL,2016/12/15,2017/04/06,7.0
"Whitehouse, Sheldon",IBM,2017/04/05,2017/07/26,-27.83
"Perdue Jr., David A.",LGF-B,2018/12/20,2019/04/11,3.02
"Murray, Patty",SNY,2017/03/16,2017/07/06,2.84
"Whitehouse, Sheldon",PANW,2014/07/29,2014/11/18,27.31
"Perdue Jr., David A.",CZR,2017/10/17,2018/02/06,7.04
"Perdue Jr., David A.",DVN,2018/02/23,2018/06/15,9.92
"Perdue Jr., David A.",DISCA,2016/07/12,2016/11/01,-0.09
"Perdue Jr., David A.",DVN,2019/01/04,2019/04/26,8.41
"Whitehouse, Sheldon",NOV,2014/07/02,2014/10/22,-9.94
"Collins, Susan M.",FB,2014/02/04,2014/05/27,0.06
"Perdue Jr., David A.",KO,2019/07/25,2019/11/14,-0.75
"Capito, Shelley M.",BASFY,2017/09/05,2017/12/26,3.4
"Perdue Jr., David A.",KO,2015/04/02,2015/07/23,0.08
"Perdue Jr., David A.",DVN,2015/07/13,2015/11/02,-13.36
"Collins, Susan M.",SYK,2016/09/08,2016/12/29,5.44
"Peters, Gary C.",T,2018/10/30,2019/02/19,0.29
"Perdue Jr., David A.",URBN,2019/12/23,2020/04/13,-9.26
"Roberts, Pat",AAPL,2015/01/28,2015/05/20,3.35
"Moran, Jerry",KO,2019/09/25,2020/01/15,2.25
"Roberts, Pat",NFLX,2018/08/20,2018/12/10,-55.37
"Shalala, Donna",MGPI,2019/04/30,2019/08/20,-38.63
"Inhofe, James M.",XBI,2018/12/31,2019/04/22,13.37
"Perdue Jr., David A.",ENTG,2019/07/12,2019/11/01,12.45
"Capito, Shelley M.",ITW,2018/04/05,2018/07/26,-18.96
"Perdue Jr., David A.",HBI,2017/08/08,2017/11/28,-4.93
"Whitehouse, Sheldon",C,2018/01/08,2018/04/30,-5.86
"Hoeven, John",FDX,2018/09/19,2019/01/09,-71.91
"Perdue Jr., David A.",PAA,2016/07/15,2016/11/04,-0.75
"Inhofe, James M.",CLR,2015/06/04,2015/09/24,-16.81
"Hoeven, John",EXC,2019/11/04,2020/02/24,3.38
"Whitehouse, Sheldon",ORCL,2014/02/19,2014/06/11,4.57
"Whitehouse, Sheldon",BMY,2017/02/23,2017/06/15,-1.18
"Peters, Gary C.",GM,2015/09/16,2016/01/06,0.25
"Perdue Jr., David A.",CIT,2015/02/17,2015/06/09,0.62
"Perdue Jr., David A.",PSX,2015/08/24,2015/12/14,9.75
"Whitehouse, Sheldon",NFLX,2015/07/15,2015/11/04,12.94
"Shalala, Donna",ALLE,2019/03/06,2019/06/26,17.67
"Murray, Patty",GILD,2017/03/16,2017/07/06,1.47
"Whitehouse, Sheldon",NVDA,2017/01/11,2017/05/03,-0.39
"Capito, Shelley M.",NEE,2016/04/19,2016/08/09,2.08
"Perdue Jr., David A.",BWXT,2018/12/24,2019/04/15,15.51
"Perdue Jr., David A.",AXTA,2017/10/09,2018/01/29,1.94
"Whitehouse, Sheldon",CVS,2014/09/18,2015/01/08,15.83
"Whitehouse, Sheldon",WMT,2017/08/24,2017/12/14,18.47
"Roberts, Pat",GM,2015/02/05,2015/05/28,-0.08
"Roberts, Pat",COF,2017/08/01,2017/11/21,2.12
"Whitehouse, Sheldon",CVS,2019/08/27,2019/12/17,13.41
"Hoeven, John",WTW,2018/02/20,2018/06/12,-2.42
"Joyce, David P.",IJR,2019/03/04,2019/06/24,-3.32
"Cassidy, William",VFC,2016/03/31,2016/07/21,-1.37
"Whitehouse, Sheldon",BABA,2018/06/06,2018/09/26,-42.75
"Cassidy, William",WMT,2016/03/31,2016/07/21,4.57
"Perdue Jr., David A.",QCOM,2016/03/22,2016/07/12,2.42
"Hoeven, John",MCD,2016/06/28,2016/10/18,-5.58
"Inhofe, James M.",CLR,2015/07/09,2015/10/29,-4.58
"Shalala, Donna",AMD,2019/01/23,2019/05/15,7.24
"Whitehouse, Sheldon",BIIB,2015/04/07,2015/07/28,-105.65
"Perdue Jr., David A.",BWXT,2018/12/27,2019/04/18,14.88
"Inhofe, James M.",UNH,2018/01/11,2018/05/03,7.25
"Perdue Jr., David A.",EXR,2016/08/16,2016/12/06,-11.79
"Roberts, Pat",DVN,2017/08/10,2017/11/30,5.83
"Roberts, Pat",SBUX,2015/03/06,2015/06/26,8.13
"Whitehouse, Sheldon",XER.BE,2016/05/04,2016/08/24,0.65
"Hoeven, John",AAPL,2019/01/04,2019/04/26,14.34
"Whitehouse, Sheldon",BRK-B,2017/02/23,2017/06/15,0.61
"Whitehouse, Sheldon",F,2018/09/07,2018/12/28,-1.47
"Inhofe, James M.",CTSH,2016/03/11,2016/07/01,1.24
"Perdue Jr., David A.",DISCA,2017/05/10,2017/08/30,-3.97
"Reed, John F.",MSFT,2015/04/23,2015/08/13,3.59
"Carper, Thomas R.",PNQI,2014/11/11,2015/03/03,2.82
"Moran, Jerry",BRK-B,2019/09/25,2020/01/15,19.88
"Whitehouse, Sheldon",BIIB,2015/08/10,2015/11/30,-24.94
"Collins, Susan M.",APH,2014/11/10,2015/03/02,3.01
"Perdue Jr., David A.",RF,2017/05/22,2017/09/11,-0.57
"Beyer, Donald S.",DIS,2019/12/24,2020/04/14,-39.17
"Shalala, Donna",PLNT,2019/03/19,2019/07/09,8.53
"Whitehouse, Sheldon",MSFT,2016/01/06,2016/04/27,-2.99
"Perdue Jr., David A.",DCP,2019/09/19,2020/01/09,-1.86
"Reed, John F.",IYT,2017/03/06,2017/06/26,1.11
"Capito, Shelley M.",ENB,2017/09/08,2017/12/29,-1.35
"Perdue Jr., David A.",MRK,2018/04/24,2018/08/14,5.93
"Hoeven, John",VFC,2017/01/23,2017/05/15,2.04
"Whitehouse, Sheldon",GILD,2016/05/18,2016/09/07,-4.52
"Perdue Jr., David A.",LGF-B,2019/02/08,2019/05/31,-1.92
"Inhofe, James M.",AAPL,2015/08/24,2015/12/14,2.71
"Perdue Jr., David A.",TRGP,2019/03/18,2019/07/08,-0.4
"Roberts, Pat",NVDA,2019/10/01,2020/01/21,17.63
"Perdue Jr., David A.",GM,2018/08/27,2018/12/17,-1.96
"Malinowski, Tom",BLFSD,2019/06/19,2019/10/09,-2.21
"Perdue Jr., David A.",KMI,2018/11/29,2019/03/21,3.33
"Reed, John F.",VWO,2014/07/28,2014/11/17,-3.36
"Capito, Shelley M.",TGT,2018/04/24,2018/08/14,11.37
"Roberts, Pat",NFLX,2014/09/02,2014/12/23,-20.15
"Perdue Jr., David A.",PAA,2016/04/21,2016/08/11,4.1
"Whitehouse, Sheldon",FEYE,2015/05/27,2015/09/16,-8.0
"Whitehouse, Sheldon",NWL,2016/03/01,2016/06/21,9.77
"Perdue Jr., David A.",BOIVF,2018/06/27,2018/10/17,-0.39
"Whitehouse, Sheldon",REGN,2016/05/24,2016/09/13,-6.3
"Hoeven, John",AMZN,2017/12/29,2018/04/20,362.89
"Perdue Jr., David A.",CZR,2019/01/04,2019/04/26,12.1
"Whitehouse, Sheldon",JPM,2014/04/29,2014/08/19,1.59
