official,ticker,buy_date,sell_date,profit
"Perdue Jr., David A.",NFLX,2018/07/19,2018/08/16,-43.19
"Whitehouse, Sheldon",VZ,2019/04/18,2019/05/16,-0.43
"Capito, Shelley M.",VFC,2018/04/24,2018/05/22,2.41
"Hoeven, John",JCI,2015/08/13,2015/09/10,-1.98
"Perdue Jr., David A.",WLK,2016/01/29,2016/02/26,-1.16
"Toomey, Patrick J.",SDY,2014/09/02,2014/09/30,-1.76
"Perdue Jr., David A.",MPLX,2019/03/19,2019/04/16,-1.41
"Perdue Jr., David A.",PFE,2017/02/07,2017/03/07,1.74
"Perdue Jr., David A.",RF,2019/11/11,2019/12/09,0.3
"Roberts, Pat",NOC,2018/09/04,2018/10/02,21.29
"Perdue Jr., David A.",DISCA,2017/05/11,2017/06/08,0.09
"Murray, Patty",UPS,2017/03/16,2017/04/13,-3.48
"Whitehouse, Sheldon",CVS,2014/04/29,2014/05/27,3.42
"Toomey, Patrick J.",XEL,2017/02/22,2017/03/22,2.18
"McKinley, David B.",ACN,2019/12/30,2020/01/27,-4.3
"Peters, Gary C.",CVS,2016/11/30,2016/12/28,2.36
"Whitehouse, Sheldon",GPRO,2015/07/07,2015/08/04,9.9
"Carper, Thomas R.",PTMC,2017/08/31,2017/09/28,0.82
"Perdue Jr., David A.",DISCA,2016/07/08,2016/08/05,0.76
"Peters, Gary C.",IVZ,2015/09/10,2015/10/08,-0.12
"Perdue Jr., David A.",HBI,2017/08/29,2017/09/26,0.11
"Perdue Jr., David A.",AAPL,2016/01/28,2016/02/25,0.63
"Whitehouse, Sheldon",HOT,2016/03/01,2016/03/29,13.52
"Hoeven, John",IVZ,2019/11/05,2019/12/03,-1.23
"Perdue Jr., David A.",HBI,2017/11/06,2017/12/04,1.71
"Perdue Jr., David A.",DISCA,2015/05/13,2015/06/10,1.69
"Collins, Susan M.",JPM,2018/05/08,2018/06/05,-2.62
"Whitehouse, Sheldon",DIS,2016/09/22,2016/10/20,-1.3
"Hoeven, John",CAT,2015/03/03,2015/03/31,-2.99
"Cassidy, William",DWDP,2019/01/25,2019/02/22,-3.47
"Cassidy, William",PG,2016/03/31,2016/04/28,-2.75
"Collins, Susan M.",COP,2014/04/22,2014/05/20,4.08
"Carper, Thomas R.",DD,2012/09/13,2012/10/11,-3.38
"Shalala, Donna",ZEN,2019/04/03,2019/05/01,-1.35
"Perdue Jr., David A.",LGF-B,2018/12/06,2019/01/03,-0.73
"Perdue Jr., David A.",KN,2015/02/26,2015/03/26,-0.1
"Hoeven, John",GOOG,2016/03/07,2016/04/04,50.12
"Langevin, James R.",BYND,2019/09/06,2019/10/04,-8.94
"Perdue Jr., David A.",ACA,2018/12/21,2019/01/18,5.66
"Hoeven, John",VZ,2017/01/20,2017/02/17,-4.16
"Whitehouse, Sheldon",VZ,2014/09/18,2014/10/16,-2.01
"Capito, Shelley M.",MCO,2017/09/08,2017/10/06,8.26
"Shalala, Donna",PCH,2019/02/15,2019/03/15,1.41
"Perdue Jr., David A.",DVN,2019/01/09,2019/02/06,0.94
"Perdue Jr., David A.",COST,2017/06/16,2017/07/14,-14.22
"Cisneros, Gilbert",WBA,2019/12/06,2020/01/03,-0.49
"Coons, Christopher A.",AAPL,2018/10/24,2018/11/21,-10.24
"Roberts, Pat",NFLX,2019/10/01,2019/10/29,12.87
"Perdue Jr., David A.",GM,2018/07/20,2018/08/17,-2.9
"Hoeven, John",IBM,2018/04/18,2018/05/16,-6.02
"Roberts, Pat",BA,2015/03/17,2015/04/14,-1.3
"Collins, Susan M.",AAPL,2015/01/13,2015/02/10,2.57
"Whitehouse, Sheldon",TSLA,2018/12/28,2019/01/25,-6.66
"Perdue Jr., David A.",DIS,2016/12/16,2017/01/13,3.38
"Beyer, Donald S.",NVDA,2019/12/24,2020/01/21,2.46
"Capito, Shelley M.",CLX,2018/04/05,2018/05/03,-12.22
"Courtney, Joe",AAPL,2019/12/31,2020/01/28,5.92
"Perdue Jr., David A.",MO,2016/01/20,2016/02/17,3.16
"Axne, Cynthia",FB,2019/01/18,2019/02/15,12.29
"Capito, Shelley M.",PII,2018/04/05,2018/05/03,-10.08
"Whitehouse, Sheldon",LOW,2014/01/31,2014/02/28,3.97
"Perdue Jr., David A.",MSM,2019/07/10,2019/08/07,-2.05
"Perdue Jr., David A.",RF,2018/12/12,2019/01/09,0.3
"Cassidy, William",TROW,2016/10/31,2016/11/28,9.68
"Capito, Shelley M.",AFL,2018/04/05,2018/05/03,0.35
"Courtney, Joe",HON,2019/12/31,2020/01/28,-1.28
"Hoeven, John",CSCO,2014/10/29,2014/11/26,3.19
"Capito, Shelley M.",ITW,2018/04/24,2018/05/22,-3.85
"Hoeven, John",SLB,2019/12/31,2020/01/28,-6.02
"Roberts, Pat",FB,2016/06/29,2016/07/27,9.61
"Perdue Jr., David A.",LGF-B,2018/12/19,2019/01/16,3.23
"Whitehouse, Sheldon",NFLX,2016/05/18,2016/06/15,4.49
"Carper, Thomas R.",DD,2013/12/16,2014/01/13,0.95
"Perdue Jr., David A.",CLX,2018/04/20,2018/05/18,0.34
"Shalala, Donna",AAGIY,2019/02/15,2019/03/15,2.46
"Cisneros, Gilbert",ECOL,2019/12/24,2020/01/21,-1.72
"Perdue Jr., David A.",SU,2018/02/13,2018/03/13,-0.62
"Capito, Shelley M.",LRLCY,2017/09/08,2017/10/06,-0.56
"Whitehouse, Sheldon",PG,2015/08/28,2015/09/25,1.73
"Hoeven, John",BUD,2014/03/31,2014/04/28,4.77
"Phillips, Dean",ETN,2019/12/02,2019/12/30,2.36
"Shalala, Donna",CHGCY,2019/02/20,2019/03/20,0.35
"Hoeven, John",CMI,2014/10/20,2014/11/17,14.29
"Axne, Cynthia",JNJ,2019/12/31,2020/01/28,3.97
"Hoeven, John",IVZ,2016/06/28,2016/07/26,4.61
"Capito, Shelley M.",PG,2018/12/13,2019/01/10,-4.72
"Collins, Susan M.",RHHBY,2014/05/07,2014/06/04,1.45
"Castor, Kathy",BIF,2019/12/27,2020/01/24,0.01
"Capito, Shelley M.",SGAPY,2017/09/08,2017/10/06,-0.55
"Inhofe, James M.",DAL,2017/12/26,2018/01/23,3.51
"Whitehouse, Sheldon",IBM,2017/05/24,2017/06/21,2.48
"Toomey, Patrick J.",DD,2017/02/22,2017/03/22,-0.38
"Perdue Jr., David A.",RF,2017/06/22,2017/07/20,0.51
"Reed, John F.",FEYE,2014/09/09,2014/10/07,-5.17
"Perdue Jr., David A.",BWXT,2019/01/07,2019/02/04,7.63
"Roberts, Pat",FB,2016/04/28,2016/05/26,0.33
"Peters, Gary C.",CVS,2018/04/26,2018/05/24,-3.54
"Whitehouse, Sheldon",AIG,2014/09/18,2014/10/16,-6.78
"Perdue Jr., David A.",WMB,2016/12/15,2017/01/12,-0.3
"Inhofe, James M.",UL,2017/01/19,2017/02/16,0.89
"Perdue Jr., David A.",BWXT,2018/12/06,2019/01/03,-3.71
"Collins, Susan M.",DAL,2014/03/28,2014/04/25,2.1
"Perdue Jr., David A.",BRK-B,2018/06/21,2018/07/19,10.22
"Capito, Shelley M.",NVO,2017/09/08,2017/10/06,0.98
"Capito, Shelley M.",PM,2017/09/05,2017/10/03,-6.82
"Whitehouse, Sheldon",CSCO,2016/03/24,2016/04/21,0.54
"Doggett, Lloyd",IBM,2019/12/10,2020/01/07,-0.03
"Murray, Patty",AAPL,2017/03/16,2017/04/13,0.27
"Toomey, Patrick J.",IXP,2014/09/02,2014/09/30,-1.68
"Whitehouse, Sheldon",AMGN,2017/04/05,2017/05/03,0.32
"Perdue Jr., David A.",AAPL,2016/01/27,2016/02/24,-0.03
"Perdue Jr., David A.",PFE,2017/02/22,2017/03/22,0.73
"Perdue Jr., David A.",PG,2015/06/04,2015/07/02,1.61
"Whitehouse, Sheldon",IBM,2016/10/26,2016/11/23,9.82
"Whitehouse, Sheldon",LRCX,2017/05/16,2017/06/13,3.85
"Perdue Jr., David A.",FDX,2019/04/25,2019/05/23,-32.66
"Collins, Susan M.",HSY,2015/03/20,2015/04/17,-1.14
"Axne, Cynthia",MKL,2019/04/23,2019/05/21,46.3
"Whitehouse, Sheldon",SIEGY,2019/04/18,2019/05/16,0.41
"Whitehouse, Sheldon",BRK-B,2016/10/26,2016/11/23,14.35
"Peters, Gary C.",PFE,2015/09/16,2015/10/14,0.25
"Perdue Jr., David A.",BOIVF,2018/06/26,2018/07/24,-0.11
"Whitehouse, Sheldon",CSCO,2016/01/05,2016/02/02,-3.43
"Cassidy, William",DIS,2017/10/25,2017/11/22,5.17
"Collins, Susan M.",CMCSA,2014/02/06,2014/03/06,-0.85
"Shalala, Donna",SAP,2019/02/15,2019/03/15,5.84
"Courtney, Joe",CB,2019/12/31,2020/01/28,-3.78
"Whitehouse, Sheldon",ESRX,2014/04/29,2014/05/27,-0.55
"Capito, Shelley M.",PG,2018/04/24,2018/05/22,1.64
"Inhofe, James M.",CLR,2015/07/20,2015/08/17,-2.86
"Hoeven, John",DOW,2019/08/22,2019/09/19,4.99
"Courtney, Joe",AMT,2019/12/31,2020/01/28,8.32
"Perdue Jr., David A.",URBN,2019/12/16,2020/01/13,-0.28
"Collins, Susan M.",FB,2014/03/07,2014/04/04,-12.06
"Whitehouse, Sheldon",KHC,2018/06/13,2018/07/11,3.73
"Perdue Jr., David A.",HBI,2017/10/05,2017/11/02,-3.3
"Cassidy, William",DIS,2016/03/31,2016/04/28,4.95
"Whitehouse, Sheldon",FB,2016/02/16,2016/03/15,7.75
"Whitehouse, Sheldon",WBA,2016/04/19,2016/05/17,-4.1
"Beyer, Donald S.",NVS,2019/12/26,2020/01/23,-0.04
"Capito, Shelley M.",ES,2018/04/24,2018/05/22,-1.81
"Perdue Jr., David A.",NKE,2016/05/16,2016/06/13,-1.82
"Murray, Patty",SABR,2017/03/16,2017/04/13,-0.82
"Perdue Jr., David A.",FDX,2019/05/15,2019/06/12,-10.32
"Capito, Shelley M.",ADP,2018/04/05,2018/05/03,4.28
"Whitehouse, Sheldon",EL,2016/09/28,2016/10/26,-2.98
"Hoeven, John",AJG,2014/10/20,2014/11/17,3.14
"Perdue Jr., David A.",BWXT,2018/12/19,2019/01/16,0.68
"Shalala, Donna",HPQ,2019/02/05,2019/03/05,-3.15
"Foxx, Virginia",SO,2019/12/09,2020/01/06,0.96
"Perdue Jr., David A.",FDX,2019/12/18,2020/01/15,11.31
"Perdue Jr., David A.",UHAL,2018/06/21,2018/07/19,6.46
"Perdue Jr., David A.",DIS,2016/11/15,2016/12/13,6.23
"Perdue Jr., David A.",HBI,2019/08/01,2019/08/29,-1.74
"Capito, Shelley M.",BDX,2016/04/19,2016/05/17,8.08
"Gottheimer, Josh",DASTY,2019/12/30,2020/01/27,2.26
"Whitehouse, Sheldon",HAS,2016/10/26,2016/11/23,3.81
"Shalala, Donna",EPOKY,2019/03/18,2019/04/15,0.39
"Capito, Shelley M.",NKE,2018/04/24,2018/05/22,4.61
"Cassidy, William",XOM,2017/11/07,2017/12/05,-0.19
"Murray, Patty",LYB,2017/03/16,2017/04/13,-4.73
"Collins, Susan M.",ROP,2014/11/10,2014/12/08,-1.52
"Gottheimer, Josh",SSNC,2019/12/16,2020/01/13,2.83
"Perdue Jr., David A.",FEYE,2016/10/21,2016/11/18,1.36
"Whitehouse, Sheldon",PANW,2014/09/18,2014/10/16,-1.11
"Collins, Susan M.",UNH,2018/06/04,2018/07/02,1.94
"Whitehouse, Sheldon",TJX,2014/12/18,2015/01/15,-0.05
"Doggett, Lloyd",HD,2019/12/19,2020/01/16,7.6
"Hoeven, John",TWO,2019/11/04,2019/12/02,0.75
"Capito, Shelley M.",AMGN,2018/04/24,2018/05/22,4.9
"Hoeven, John",KTB,2019/09/24,2019/10/22,4.32
"Perdue Jr., David A.",DIS,2016/11/18,2016/12/16,5.49
"Perdue Jr., David A.",OKE,2019/06/25,2019/07/23,1.81
"Inhofe, James M.",CVS,2017/09/15,2017/10/13,-9.06
"Hoeven, John",MRK,2016/01/28,2016/02/25,0.88
"Carper, Thomas R.",AAPL,2015/04/22,2015/05/20,0.63
"Perdue Jr., David A.",DISCA,2016/06/29,2016/07/27,1.32
"Perdue Jr., David A.",GPK,2018/11/02,2018/11/30,0.43
"Collins, Susan M.",AME,2017/05/24,2017/06/21,0.19
"Murray, Patty",USB,2017/03/16,2017/04/13,-4.7
"Moran, Jerry",INTC,2019/09/25,2019/10/23,1.27
"Capito, Shelley M.",OXY,2017/09/08,2017/10/06,3.59
"Perdue Jr., David A.",FEYE,2016/10/12,2016/11/09,0.47
"Cassidy, William",OXY,2015/07/08,2015/08/05,-3.7
"Whitehouse, Sheldon",ADI,2017/02/10,2017/03/10,6.79
"Hoeven, John",WMT,2018/02/20,2018/03/20,-8.26
"Whitehouse, Sheldon",GS,2017/07/28,2017/08/25,1.28
"Inhofe, James M.",GE,2018/10/10,2018/11/07,-31.89
"Peters, Gary C.",NUE,2016/01/26,2016/02/23,3.16
"Shalala, Donna",LUKOY,2019/03/20,2019/04/17,-2.63
"Perdue Jr., David A.",HBI,2018/02/08,2018/03/08,-0.09
"Perdue Jr., David A.",DISCA,2018/05/08,2018/06/05,-1.96
"Perdue Jr., David A.",PYPL,2019/07/25,2019/08/22,-6.42
"Perdue Jr., David A.",PG,2016/01/20,2016/02/17,6.89
"Perdue Jr., David A.",URBN,2019/12/13,2020/01/10,-0.88
"Perdue Jr., David A.",PG,2018/04/20,2018/05/18,-0.74
"Whitehouse, Sheldon",TRIP,2014/10/07,2014/11/04,-4.27
"Peters, Gary C.",GIS,2018/11/09,2018/12/07,-6.02
"Perdue Jr., David A.",GPK,2019/08/02,2019/08/30,-0.62
"Roberts, Pat",DVN,2015/02/05,2015/03/05,-3.5
"Reed, John F.",DHR,2016/09/12,2016/10/10,0.93
"Whitehouse, Sheldon",ABT,2016/11/15,2016/12/13,-0.07
"Capito, Shelley M.",CCI,2017/09/08,2017/10/06,-5.69
"Capito, Shelley M.",ETN,2017/09/08,2017/10/06,6.07
"Axne, Cynthia",USB,2019/04/02,2019/04/30,4.04
"Shalala, Donna",CHGCY,2019/02/21,2019/03/21,0.33
"Perdue Jr., David A.",AXTA,2018/08/15,2018/09/12,-0.73
"Roberts, Pat",AMZN,2018/06/25,2018/07/23,118.84
"Frankel, Lois",SU,2019/12/19,2020/01/16,1.8
"Perdue Jr., David A.",ET,2018/12/19,2019/01/16,1.55
"King Jr., Angus S.",CMCSA,2019/07/23,2019/08/20,-0.11
"Perdue Jr., David A.",BAC,2016/03/18,2016/04/15,0.4
"Whitehouse, Sheldon",WFC,2015/08/04,2015/09/01,-6.51
"Perdue Jr., David A.",CZR,2017/09/22,2017/10/20,0.88
"Roberts, Pat",AAPL,2015/07/24,2015/08/21,-4.01
"Collins, Susan M.",FB,2014/02/19,2014/03/19,0.34
"Perdue Jr., David A.",RF,2017/06/26,2017/07/24,0.65
"Perdue Jr., David A.",URBN,2017/05/15,2017/06/12,-3.38
"Capito, Shelley M.",BDX,2018/04/24,2018/05/22,-4.13
"Hoeven, John",CVX,2019/11/04,2019/12/02,-2.05
"Carper, Thomas R.",RIG,2014/02/27,2014/03/27,-1.7
"Frankel, Lois",NSP,2019/12/18,2020/01/15,7.22
"Whitehouse, Sheldon",MCK,2016/11/15,2016/12/13,4.18
"Hoeven, John",PRU,2016/06/28,2016/07/26,7.53
"Perdue Jr., David A.",MRK,2017/10/18,2017/11/15,-8.6
"Perdue Jr., David A.",KHC,2016/11/18,2016/12/16,3.24
"Perdue Jr., David A.",GPK,2019/08/15,2019/09/12,1.21
"Perdue Jr., David A.",GM,2018/10/10,2018/11/07,4.15
"Moran, Jerry",AAPL,2018/12/19,2019/01/16,-2.2
"Shalala, Donna",XENT,2019/03/06,2019/04/03,-1.46
"Shalala, Donna",BBVA,2019/04/05,2019/05/03,-0.23
"Perdue Jr., David A.",PEP,2018/05/16,2018/06/13,7.83
"Courtney, Joe",BLK,2019/12/31,2020/01/28,28.88
"Perdue Jr., David A.",MOS,2017/05/02,2017/05/30,-2.39
"Whitehouse, Sheldon",FB,2016/05/24,2016/06/21,-2.34
"Inhofe, James M.",MRK,2015/07/09,2015/08/06,0.98
"Carper, Thomas R.",DD,2014/03/14,2014/04/11,-1.84
"Capito, Shelley M.",MDLZ,2018/04/04,2018/05/02,-3.06
"Courtney, Joe",MSFT,2019/12/31,2020/01/28,7.3
"Capito, Shelley M.",AFL,2018/04/24,2018/05/22,0.37
"Langevin, James R.",BYND,2019/12/30,2020/01/27,49.94
"Shalala, Donna",EVOP,2019/05/15,2019/06/12,1.11
"Manchin III, Joseph",HBAN,2017/04/21,2017/05/19,-0.07
"Murray, Patty",WBA,2017/03/16,2017/04/13,-2.86
"Carper, Thomas R.",DD,2014/09/15,2014/10/13,-9.38
"Perdue Jr., David A.",MU,2018/10/26,2018/11/23,1.61
"Cassidy, William",ABT,2016/03/31,2016/04/28,-0.91
"Perdue Jr., David A.",GLW,2018/02/06,2018/03/06,-0.38
"Murray, Patty",MS,2017/03/16,2017/04/13,-5.22
"Whitehouse, Sheldon",DIS,2016/11/15,2016/12/13,6.23
"Toomey, Patrick J.",XLU,2015/01/30,2015/02/27,-3.6
"Inhofe, James M.",CRSP,2017/10/19,2017/11/16,-0.05
"Whitehouse, Sheldon",BAC,2015/05/27,2015/06/24,0.93
"Perdue Jr., David A.",CZR,2018/06/27,2018/07/25,2.88
"Cassidy, William",NSC,2016/03/31,2016/04/28,8.95
"Roberts, Pat",NFLX,2019/08/14,2019/09/11,-14.58
"Capito, Shelley M.",CVX,2018/04/24,2018/05/22,5.85
"Whitehouse, Sheldon",NVDA,2018/12/28,2019/01/25,5.56
"Roberts, Pat",BIDU,2015/07/27,2015/08/24,-74.84
"Perdue Jr., David A.",GLW,2015/08/28,2015/09/25,-0.44
"Whitehouse, Sheldon",V,2014/04/11,2014/05/09,3.02
"Perdue Jr., David A.",DVN,2019/11/11,2019/12/09,0.56
"Carper, Thomas R.",BSTZ,2019/06/26,2019/07/24,2.01
"Perdue Jr., David A.",AMZN,2017/02/08,2017/03/08,32.94
"Capito, Shelley M.",WMT,2018/04/05,2018/05/03,-1.99
"Perdue Jr., David A.",BWXT,2019/01/03,2019/01/31,7.82
"Whitehouse, Sheldon",T,2019/08/27,2019/09/24,2.76
"Roberts, Pat",AAPL,2015/07/27,2015/08/24,-5.61
"Whitehouse, Sheldon",NVDA,2016/01/06,2016/02/03,-0.96
"Perdue Jr., David A.",DOW,2019/07/15,2019/08/12,-4.15
"Toomey, Patrick J.",VIXY,2014/06/12,2014/07/10,-174.0
"Perdue Jr., David A.",HBI,2017/08/14,2017/09/11,1.18
"Hoeven, John",INTC,2017/01/20,2017/02/17,-0.52
"Perdue Jr., David A.",ET,2019/09/18,2019/10/16,-0.84
"Whitehouse, Sheldon",BIIB,2015/08/28,2015/09/25,-13.56
"Foxx, Virginia",DUK,2019/12/17,2020/01/14,0.16
"Perdue Jr., David A.",WLK,2016/07/26,2016/08/23,7.05
"Capito, Shelley M.",GD,2018/04/05,2018/05/03,-26.17
"Perdue Jr., David A.",CZR,2017/06/30,2017/07/28,0.39
"Roberts, Pat",BAC,2014/03/14,2014/04/11,-1.12
"Capito, Shelley M.",AMGN,2018/04/05,2018/05/03,-4.52
"Perdue Jr., David A.",DIS,2016/12/02,2016/12/30,5.81
"Perdue Jr., David A.",MOS,2015/04/15,2015/05/13,-0.72
"Perdue Jr., David A.",LGF-B,2018/11/14,2018/12/12,-3.09
"Perdue Jr., David A.",FEYE,2016/07/13,2016/08/10,-2.82
"Perdue Jr., David A.",URBN,2019/12/11,2020/01/08,2.43
"Carper, Thomas R.",DD,2015/06/12,2015/07/10,-1.25
"Collins, Susan M.",SLB,2014/03/07,2014/04/04,5.83
"Joyce, David P.",MDY,2019/09/20,2019/10/18,-2.61
"Roberts, Pat",AAPL,2016/12/15,2017/01/12,0.7
"Whitehouse, Sheldon",IBM,2017/04/05,2017/05/03,-14.9
"Perdue Jr., David A.",LGF-B,2018/12/20,2019/01/17,3.94
"Murray, Patty",SNY,2017/03/16,2017/04/13,1.16
"Whitehouse, Sheldon",PANW,2014/07/29,2014/08/26,2.73
"Perdue Jr., David A.",CZR,2017/10/17,2017/11/14,2.43
"Perdue Jr., David A.",DVN,2018/02/23,2018/03/23,1.74
"Perdue Jr., David A.",DISCA,2016/07/12,2016/08/09,0.46
"Perdue Jr., David A.",DVN,2019/01/04,2019/02/01,2.76
"Whitehouse, Sheldon",NOV,2014/07/02,2014/07/30,0.08
"Collins, Susan M.",FB,2014/02/04,2014/03/04,5.78
"Perdue Jr., David A.",KO,2019/07/25,2019/08/22,1.11
"Capito, Shelley M.",BASFY,2017/09/05,2017/10/03,1.88
"Perdue Jr., David A.",KO,2015/04/02,2015/04/30,-0.24
"Perdue Jr., David A.",DVN,2015/07/13,2015/08/10,-8.33
"Collins, Susan M.",SYK,2016/09/08,2016/10/06,1.42
"Peters, Gary C.",T,2018/10/30,2018/11/27,-0.1
"Roberts, Pat",AAPL,2015/01/28,2015/02/25,3.29
"Moran, Jerry",KO,2019/09/25,2019/10/23,0.09
"Roberts, Pat",NFLX,2018/08/20,2018/09/17,37.19
"Shalala, Donna",MGPI,2019/04/30,2019/05/28,-23.22
"Inhofe, James M.",XBI,2018/12/31,2019/01/28,9.4
"Perdue Jr., David A.",ENTG,2019/07/12,2019/08/09,5.41
"Capito, Shelley M.",ITW,2018/04/05,2018/05/03,-15.86
"Perdue Jr., David A.",HBI,2017/08/08,2017/09/05,0.03
"Whitehouse, Sheldon",C,2018/01/08,2018/02/05,-0.07
"Hoeven, John",FDX,2018/09/19,2018/10/17,-16.85
"Perdue Jr., David A.",PAA,2016/07/15,2016/08/12,0.18
"Inhofe, James M.",CLR,2015/06/04,2015/07/02,-5.08
"Hoeven, John",EXC,2019/11/04,2019/12/02,-0.55
"Whitehouse, Sheldon",ORCL,2014/02/19,2014/03/19,0.13
"Whitehouse, Sheldon",BMY,2017/02/23,2017/03/23,0.55
"Peters, Gary C.",GM,2015/09/16,2015/10/14,1.96
"Perdue Jr., David A.",CIT,2015/02/17,2015/03/17,-1.12
"Perdue Jr., David A.",PSX,2015/08/24,2015/09/21,7.69
"Whitehouse, Sheldon",NFLX,2015/07/15,2015/08/12,21.66
"Shalala, Donna",ALLE,2019/03/06,2019/04/03,3.66
"Murray, Patty",GILD,2017/03/16,2017/04/13,-2.04
"Whitehouse, Sheldon",NVDA,2017/01/11,2017/02/08,3.16
"Capito, Shelley M.",NEE,2016/04/19,2016/05/17,0.58
"Perdue Jr., David A.",AXTA,2017/10/09,2017/11/06,3.09
"Roberts, Pat",NVDA,2018/02/05,2018/03/05,3.56
"Whitehouse, Sheldon",CVS,2014/09/18,2014/10/16,-3.06
"Whitehouse, Sheldon",WMT,2017/08/24,2017/09/21,0.78
"Roberts, Pat",GM,2015/02/05,2015/03/05,1.38
"Roberts, Pat",COF,2017/08/01,2017/08/29,-6.77
"Whitehouse, Sheldon",CVS,2019/08/27,2019/09/24,3.21
"Joyce, David P.",IJR,2019/03/04,2019/04/01,-2.07
"Cassidy, William",VFC,2016/03/31,2016/04/28,-1.91
"Cassidy, William",WMT,2016/03/31,2016/04/28,0.36
"Perdue Jr., David A.",QCOM,2016/03/22,2016/04/19,-0.44
"Hoeven, John",MCD,2016/06/28,2016/07/26,4.92
"Inhofe, James M.",CLR,2015/07/09,2015/08/06,-5.97
"Shalala, Donna",AMD,2019/01/23,2019/02/20,4.12
"Whitehouse, Sheldon",BIIB,2015/04/07,2015/05/05,-35.52
"Perdue Jr., David A.",BWXT,2018/12/27,2019/01/24,7.05
"Inhofe, James M.",UNH,2018/01/11,2018/02/08,-3.37
"Perdue Jr., David A.",EXR,2016/08/16,2016/09/13,-5.67
"Roberts, Pat",DVN,2017/08/10,2017/09/07,0.23
"Whitehouse, Sheldon",XER.BE,2016/05/04,2016/06/01,1.16
"Hoeven, John",AAPL,2019/01/04,2019/02/01,5.31
"Whitehouse, Sheldon",BRK-B,2017/02/23,2017/03/23,0.65
"Cassidy, William",PPG,2016/10/31,2016/11/28,4.23
"Whitehouse, Sheldon",F,2018/09/07,2018/10/05,-0.21
"Inhofe, James M.",CTSH,2016/03/11,2016/04/08,4.01
"Perdue Jr., David A.",DISCA,2017/05/10,2017/06/07,-0.06
"Reed, John F.",MSFT,2015/04/23,2015/05/21,4.1
"Carper, Thomas R.",PNQI,2014/11/11,2014/12/09,-1.73
"Moran, Jerry",BRK-B,2019/09/25,2019/10/23,2.44
"Collins, Susan M.",APH,2014/11/10,2014/12/08,1.46
"Perdue Jr., David A.",RF,2017/05/22,2017/06/19,0.43
"Beyer, Donald S.",DIS,2019/12/24,2020/01/21,-1.14
"Shalala, Donna",PLNT,2019/03/19,2019/04/16,6.06
"Whitehouse, Sheldon",MSFT,2016/01/06,2016/02/03,-1.69
"Perdue Jr., David A.",DCP,2019/09/19,2019/10/17,-4.28
"Reed, John F.",IYT,2017/03/06,2017/04/03,-5.79
"Capito, Shelley M.",ENB,2017/09/08,2017/10/06,0.6
"Perdue Jr., David A.",MRK,2018/04/24,2018/05/22,-1.54
"Roberts, Pat",BAC,2018/02/05,2018/03/05,1.2
"Whitehouse, Sheldon",GILD,2016/05/18,2016/06/15,0.82
"Perdue Jr., David A.",LGF-B,2019/02/08,2019/03/08,-0.41
"Inhofe, James M.",AAPL,2015/08/24,2015/09/21,3.53
"Perdue Jr., David A.",TRGP,2019/03/18,2019/04/15,-0.47
"Roberts, Pat",NVDA,2019/10/01,2019/10/29,6.73
"Perdue Jr., David A.",GM,2018/08/27,2018/09/24,-2.09
"Malinowski, Tom",BLFSD,2019/06/19,2019/07/17,-1.05
"Perdue Jr., David A.",KMI,2018/11/29,2018/12/27,-1.61
"Reed, John F.",VWO,2014/07/28,2014/08/25,0.26
"Capito, Shelley M.",TGT,2018/04/24,2018/05/22,5.33
"Roberts, Pat",NFLX,2014/09/02,2014/09/30,-3.31
"Perdue Jr., David A.",PAA,2016/04/21,2016/05/19,-0.22
"Whitehouse, Sheldon",FEYE,2015/05/27,2015/06/24,6.7
"Whitehouse, Sheldon",NWL,2016/03/01,2016/03/29,5.55
"Perdue Jr., David A.",BOIVF,2018/06/27,2018/07/25,-0.12
"Whitehouse, Sheldon",REGN,2016/05/24,2016/06/21,-49.52
"Hoeven, John",AMZN,2017/12/29,2018/01/26,215.97
"Perdue Jr., David A.",CZR,2019/01/04,2019/02/01,8.34
"Whitehouse, Sheldon",JPM,2014/04/29,2014/05/27,-0.88
"Whitehouse, Sheldon",ETN,2014/05/09,2014/06/06,2.68
"Shalala, Donna",DBD,2019/03/06,2019/04/03,2.34
"Perdue Jr., David A.",FDX,2019/05/01,2019/05/29,-29.26
"Capito, Shelley M.",GILD,2017/10/25,2017/11/22,-6.66
"Capito, Shelley M.",ADI,2018/04/05,2018/05/03,-4.11
"Whitehouse, Sheldon",TJX,2016/04/12,2016/05/10,0.91
"Toomey, Patrick J.",EEM,2015/02/27,2015/03/27,-1.45
"Perdue Jr., David A.",JNJ,2015/04/02,2015/04/30,0.02
"Axne, Cynthia",MMM,2019/11/22,2019/12/20,7.46
"Whitehouse, Sheldon",AMZN,2018/05/07,2018/06/04,58.2
"Collins, Susan M.",TSCO,2016/12/01,2016/12/29,-0.14
"Collins, Susan M.",TFX,2014/11/10,2014/12/08,4.7
"Collins, Susan M.",ECL,2014/07/23,2014/08/20,3.88
"Cruz, Rafael E.",PAGP,2015/02/03,2015/03/03,2.5
"Perdue Jr., David A.",BAX,2015/08/04,2015/09/01,-2.95
"Perdue Jr., David A.",FEYE,2016/06/29,2016/07/27,1.12
"Perdue Jr., David A.",DISCA,2015/05/12,2015/06/09,1.95
"Carper, Thomas R.",PBA,2017/08/31,2017/09/28,3.34
