official,ticker,buy_date,profit,sell_date
"Beyer, Donald S.",UNH,2019/12/23,123.7,2021/09/17
"Beyer, Donald S.",UNH,2020/01/09,-1.72,2020/04/27
"Tuberville, Thomas H.",CLF,2021/01/21,6.96,2021/11/08
"Tuberville, Thomas H.",CLF,2021/03/12,0.69,2021/04/19
"Tuberville, Thomas H.",CLF,2021/04/19,1.74,2021/07/20
"Inhofe, James M.",COHR,2017/08/30,-54.16,2018/05/03
"Inhofe, James M.",BMY,2017/02/01,7.75,2017/02/28
"Whitehouse, Sheldon",V,2014/04/11,72.09,2018/01/17
"Whitehouse, Sheldon",V,2014/02/10,63.47,2018/04/03
"Whitehouse, Sheldon",V,2014/02/19,17.34,2016/03/01
"Collins, Susan M.",DAL,2014/04/11,5.47,2014/07/23
"Hoeven, John",T,2018/06/27,-4.18,2018/12/27
"Hoeven, John",T,2017/01/20,-9.29,2018/05/23
"Khanna, Rohit",NVDA,2021/03/24,60.81,2021/06/18
"Lee, Susie",RSG,2020/07/23,12.36,2021/03/25
"Khanna, Rohit",MS,2021/02/11,18.58,2021/06/02
"Gottheimer, Josh",BIIB,2020/07/07,29.58,2021/09/15
"Gottheimer, Josh",BIIB,2021/10/18,-40.5,2021/12/09
"Newman, Marie",MET,2021/01/11,13.97,2021/04/16
"Newman, Marie",MET,2021/02/05,3.85,2021/02/12
"Newman, Marie",MET,2021/09/07,0.92,2021/09/17
"Collins, Susan M.",XOM,2014/11/10,-27.56,2018/12/21
"McKinley, David B.",ANTM,2020/03/23,277.45,2021/12/27
"Yarmuth, John A.",FB,2020/10/15,-5.83,2021/03/05
"Reed, John F.",XBI,2017/03/06,25.33,2018/03/09
"Beyer, Donald S.",EL,2019/12/23,80.93,2021/02/19
"Beyer, Donald S.",EL,2020/01/24,-31.95,2020/05/01
"Beyer, Donald S.",EL,2020/02/19,-37.69,2020/05/08
"Beyer, Donald S.",EL,2020/01/14,-49.12,2020/04/27
"Inhofe, James M.",APTV,2018/10/08,-4.83,2018/11/16
"Perdue Jr., David A.",ORCL,2016/02/05,18.86,2019/09/30
"Perdue Jr., David A.",ORCL,2017/02/08,9.32,2020/04/03
"Lee, Susie",REYN,2020/04/15,3.85,2020/06/05
"Shalala, Donna",FII,2019/02/20,3.61,2019/06/24
"Axne, Cynthia",JNJ,2019/07/18,18.27,2020/04/21
"Cisneros, Gilbert",VRSK,2020/03/18,66.26,2020/11/24
"Cisneros, Gilbert",VRSK,2020/11/18,-8.83,2020/11/25
"Beyer, Donald S.",MSFT,2019/12/24,103.11,2021/06/18
"Beyer, Donald S.",MSFT,2020/01/09,52.25,2020/10/22
"Beyer, Donald S.",MSFT,2020/01/24,9.11,2020/04/27
"Beyer, Donald S.",MSFT,2020/02/14,21.41,2020/07/14
"Sherrill, Mikie",AMZN,2020/01/15,285.14,2020/02/20
"Cisneros, Gilbert",ABMD,2020/04/09,91.14,2020/06/10
"Roberts, Pat",TJX,2017/07/24,16.03,2020/04/28
"Capito, Shelley M.",RHHBY,2017/09/05,-2.55,2018/02/28
"Capito, Shelley M.",RHHBY,2017/09/08,-3.84,2018/04/24
"Gottheimer, Josh",BEN,2020/07/16,-1.01,2020/09/15
"Gottheimer, Josh",BEN,2020/01/10,-3.3,2020/06/15
"Beyer, Donald S.",NVDA,2019/12/24,260.78,2021/11/26
"Beyer, Donald S.",NVDA,2020/01/10,39.4,2020/07/14
"Beyer, Donald S.",NVDA,2020/11/17,0.56,2021/02/04
"Beyer, Donald S.",NVDA,2020/11/04,-4.95,2021/01/15
"Beyer, Donald S.",EDIT,2020/01/27,19.2,2021/03/02
"Beyer, Donald S.",EDIT,2020/11/17,13.59,2021/04/14
"Beyer, Donald S.",EDIT,2020/01/09,-9.0,2020/05/01
"Beyer, Donald S.",EDIT,2019/12/23,-6.13,2020/04/27
"Wyden, Ronald L.",UBER,2020/05/08,-0.57,2020/05/11
"Whitehouse, Sheldon",JCI,2017/07/28,-2.31,2017/12/05
"Loeffler, Kelly",TRV,2020/03/31,2.07,2020/04/07
"Whitehouse, Sheldon",USB,2017/04/05,4.7,2018/01/17
"Frankel, Lois",HST,2020/05/28,4.93,2021/09/27
"Inhofe, James M.",NTLA,2017/10/19,-7.55,2018/10/25
"Lowenthal, Alan S.",SPCE,2020/06/03,41.99,2021/02/04
"Reed, John F.",WETF,2016/11/23,1.5,2016/12/14
"Phillips, Dean",TDG,2020/04/02,325.97,2020/12/18
"Meijer, Peter",KHC,2021/01/13,2.3,2021/01/28
"Inhofe, James M.",GE,2018/10/10,-25.77,2018/10/31
"Inhofe, James M.",GE,2015/07/09,-5.2,2017/07/26
"Inhofe, James M.",GE,2017/04/05,-56.72,2017/10/23
"Moran, Jerry",GILD,2019/09/25,7.68,2021/12/21
"Perdue Jr., David A.",PEP,2018/05/16,39.8,2019/10/28
"Perdue Jr., David A.",PEP,2018/05/22,35.55,2020/04/14
"Perdue Jr., David A.",PEP,2018/04/20,32.87,2019/09/30
"Gottheimer, Josh",VCYT,2019/12/06,31.71,2020/12/08
"Whitehouse, Sheldon",BIIB,2015/08/28,31.5,2018/01/08
"Whitehouse, Sheldon",BIIB,2015/08/10,-29.53,2016/12/23
"Perdue Jr., David A.",LNG,2020/03/26,3.74,2020/04/15
"Perdue Jr., David A.",LNG,2019/12/16,-5.9,2020/02/19
"Green, Mark",SMLP,2020/10/05,2.69,2020/11/17
"Marshall, Roger W.",ROKU,2020/05/19,48.6,2020/09/15
"Reed, John F.",EEM,2014/07/28,-9.93,2016/11/23
"Whitehouse, Sheldon",WPC,2017/04/05,-0.47,2018/04/03
"Shalala, Donna",RCII,2019/01/23,3.52,2019/03/19
"Langevin, James R.",ROKU,2020/02/21,226.25,2021/04/06
"Langevin, James R.",ROKU,2020/01/27,5.26,2020/04/20
"Langevin, James R.",ROKU,2020/01/24,-3.14,2020/02/10
"Gottheimer, Josh",ADYEY,2020/03/26,23.63,2021/09/02
"Courtney, Joe",HLT,2020/03/27,13.58,2020/08/07
"Beyer, Donald S.",ILMN,2020/02/14,152.63,2021/09/17
"Beyer, Donald S.",ILMN,2020/01/27,-3.74,2020/05/01
"Beyer, Donald S.",ILMN,2019/12/23,17.96,2020/08/27
"Beyer, Donald S.",ILMN,2020/11/17,76.47,2021/05/06
"Roberts, Pat",BYND,2020/04/29,27.17,2020/09/04
"Curtis, John",INTC,2020/03/27,2.53,2021/06/22
"Gottheimer, Josh",PNGAY,2021/07/16,-4.46,2021/12/28
"Langevin, James R.",BABA,2020/01/17,38.09,2021/02/03
"Clark, Katherine M.",HD,2021/07/27,7.03,2021/09/16
"Schrader, Kurt",CTXS,2020/10/26,-20.51,2021/08/18
"Whitehouse, Sheldon",AMGN,2014/07/10,28.45,2016/12/23
"Phillips, Dean",HIG,2020/04/02,-0.95,2020/05/13
"Courtney, Joe",NEE,2019/12/31,11.17,2020/08/07
"Conaway, K. M.",SPY,2020/02/10,4.79,2020/09/08
"Reed, John F.",XSD,2016/11/23,19.51,2018/03/09
"Jacobs, Sara",LPLA,2021/02/19,14.78,2021/04/09
"Capito, Shelley M.",QCOM,2018/04/24,21.74,2018/09/27
"Whitehouse, Sheldon",MGA,2017/05/30,15.62,2018/05/07
"Cisneros, Gilbert",ICFI,2020/03/31,-3.2,2020/04/23
"Inhofe, James M.",XBI,2018/12/31,5.21,2019/09/30
"Shalala, Donna",HL,2019/01/09,-1.08,2019/06/24
"Curtis, John",HASI,2020/03/04,7.86,2020/10/09
"Cisneros, Gilbert",HRB,2020/03/18,1.42,2020/04/29
"Gottheimer, Josh",PM,2020/05/04,13.43,2021/02/11
"Inhofe, James M.",BUD,2017/01/11,9.0,2018/01/25
"Cisneros, Gilbert",AMTD,2020/03/18,1.0,2020/04/30
"Inhofe, James M.",CERN,2016/12/01,3.3,2017/02/10
"Inhofe, James M.",BIIB,2015/07/09,-123.44,2016/07/21
"Cisneros, Gilbert",CRM,2020/02/24,78.41,2020/11/19
"Beyer, Donald S.",CME,2020/02/19,-45.38,2020/07/10
"Capito, Shelley M.",INTC,2017/09/05,18.52,2021/07/26
"Gottheimer, Josh",UBER,2021/02/16,-22.04,2021/09/15
"Gottheimer, Josh",UBER,2021/10/18,-2.46,2021/10/28
"Yarmuth, John A.",XOM,2020/03/31,7.5,2020/05/05
"Newman, Marie",ZM,2021/02/08,22.38,2021/02/11
"Newman, Marie",ZM,2021/02/11,-35.02,2021/03/01
"Capito, Shelley M.",PM,2017/09/05,-28.63,2019/03/11
"Perdue Jr., David A.",AXTA,2018/10/10,-1.93,2018/11/26
"Perdue Jr., David A.",AXTA,2017/08/10,5.68,2017/11/30
"Perdue Jr., David A.",AXTA,2020/03/17,3.19,2020/04/14
"Perdue Jr., David A.",AXTA,2018/12/27,5.82,2020/01/29
"Fallon, Patrick",VZ,2021/07/06,-1.69,2021/10/04
"Clark, Katherine M.",CCEP,2020/11/05,23.69,2021/09/16
"Courtney, Joe",HON,2019/12/31,-22.71,2020/08/07
"Murray, Patty",WMB,2017/03/16,-0.14,2017/06/15
"Gottheimer, Josh",NSRGY,2020/03/13,13.3,2020/05/11
"Clark, Katherine M.",FIS,2020/10/22,-8.4,2020/11/05
"Perlmutter, Ed",GILD,2020/07/15,-11.08,2020/09/01
"Gottheimer, Josh",DISCA,2021/03/31,-13.02,2021/06/15
"Phillips, Dean",CFG,2020/04/02,16.8,2020/12/18
"Perdue Jr., David A.",ALB,2019/10/31,28.34,2020/02/19
"Clark, Katherine M.",ABB,2020/11/05,10.51,2021/07/27
"Gottheimer, Josh",WDAY,2020/09/25,21.44,2021/07/28
"Lee, Susie",SCI,2020/08/27,5.49,2021/04/14
"Collins, Susan M.",STZ,2018/06/18,-66.24,2018/12/21
"Wittman, Robert J.",BSX,2020/10/02,2.49,2021/12/16
"Whitehouse, Sheldon",PSA,2016/08/18,-8.57,2016/12/23
"Malinowski, Tom",ANIK,2019/08/01,13.45,2019/10/29
"Whitehouse, Sheldon",C,2014/03/20,15.9,2018/12/03
"Newman, Marie",TRUP,2021/03/22,25.04,2021/07/16
"Newman, Marie",TRUP,2021/02/16,-29.58,2021/05/21
"Inhofe, James M.",ALB,2018/10/17,-22.51,2019/01/16
"Toomey, Patrick J.",PG,2015/04/27,2.01,2016/06/09
"Gottheimer, Josh",ANET,2020/04/13,6.53,2020/08/07
"Perdue Jr., David A.",HYH,2016/01/20,12.94,2016/08/23
"Perdue Jr., David A.",HYH,2016/01/28,10.46,2016/07/14
"Perdue Jr., David A.",HYH,2016/02/09,10.2,2016/07/11
"Perdue Jr., David A.",HYH,2016/02/03,9.26,2016/07/22
"Perdue Jr., David A.",HYH,2016/01/21,10.77,2016/08/03
"Perdue Jr., David A.",HYH,2016/02/05,9.98,2016/07/29
"Joyce, David P.",IWM,2020/06/26,52.19,2020/12/09
"McKinley, David B.",SYY,2020/03/23,42.17,2021/12/27
"McKinley, David B.",SYY,2020/04/30,1.54,2020/08/25
"Hoeven, John",BUD,2014/03/31,-40.03,2018/12/27
"Roberts, Pat",ETY,2018/02/05,1.1,2020/12/21
"Roberts, Pat",ETY,2015/03/13,1.34,2020/01/13
"Roberts, Pat",ETY,2015/03/06,0.45,2017/12/07
"Fallon, Patrick",CVX,2021/05/27,1.59,2021/06/28
"Perdue Jr., David A.",UHAL,2018/02/28,42.93,2019/09/30
"Perdue Jr., David A.",UHAL,2018/05/29,25.49,2019/02/25
"Perdue Jr., David A.",UHAL,2020/03/18,11.69,2020/04/14
"Perdue Jr., David A.",BRK-B,2018/06/21,14.21,2019/02/25
"Perdue Jr., David A.",BRK-B,2020/03/09,-2.88,2020/04/14
"Beyer, Donald S.",AMZN,2020/01/10,1177.35,2021/03/18
"Beyer, Donald S.",AMZN,2020/02/19,230.83,2020/04/27
"Perdue Jr., David A.",GOOGL,2017/12/26,188.39,2020/04/14
"Newman, Marie",UPS,2021/03/15,1.47,2021/03/26
"Shalala, Donna",JNJ,2019/05/20,-10.38,2019/08/28
"Evans, Dwight",ARKG,2020/10/29,8.56,2021/11/02
"Murray, Patty",SABR,2017/03/16,0.59,2017/06/15
"Langevin, James R.",CRWD,2020/01/24,2.29,2020/02/04
"Phillips, Dean",DGX,2020/01/17,11.64,2020/06/01
"Whitehouse, Sheldon",NFLX,2015/04/07,303.47,2019/02/27
"Whitehouse, Sheldon",NFLX,2015/05/07,18.86,2016/09/06
"Curtis, John",CME,2020/03/27,44.6,2021/06/22
"Yarmuth, John A.",GOOGL,2020/06/24,614.09,2021/03/05
"Phillips, Dean",IVZ,2020/04/02,-1.23,2020/05/13
"Gottheimer, Josh",SSNC,2019/12/16,18.54,2021/11/05
"Gottheimer, Josh",SSNC,2021/03/22,-0.64,2021/09/21
"Perdue Jr., David A.",WES,2019/09/18,-10.58,2020/02/20
"Hern, Kevin",VUZI,2021/05/20,-7.41,2021/12/20
"Inhofe, James M.",CRSP,2017/10/19,153.84,2020/12/22
"Loeffler, Kelly",DD,2020/03/10,1.99,2020/04/14
"Garcia, Mike",VXX,2020/11/16,-3.68,2020/12/11
"Cassidy, William",AAPL,2016/01/05,92.22,2020/11/05
"Cassidy, William",AAPL,2019/01/25,28.58,2020/03/09
"Cassidy, William",AAPL,2018/12/07,69.77,2020/09/11
"Courtney, Joe",SHW,2019/12/31,24.92,2020/08/07
"Hoeven, John",PFE,2016/11/25,0.23,2017/01/20
"Loeffler, Kelly",WDC,2020/03/20,12.01,2020/04/07
"Blumenauer, Earl",VIAC,2020/03/02,32.38,2021/01/27
"Murray, Patty",MET,2017/03/16,-0.69,2017/06/15
"Crenshaw, Daniel",AMZN,2020/03/12,1225.0,2021/03/05
"Murray, Patty",TAP,2017/03/16,-10.45,2017/06/15
"McKinley, David B.",TMO,2020/04/30,213.73,2021/08/19
"Loeffler, Kelly",BP,2020/04/07,-0.78,2020/04/14
"Reed, John F.",INTC,2016/12/14,16.32,2019/02/28
"Gottheimer, Josh",GOOG,2020/09/21,4.22,2020/09/25
"Banks, James E.",F,2020/09/01,7.69,2021/09/28
"Banks, James E.",F,2020/08/26,0.04,2020/08/28
"Loeffler, Kelly",DFS,2020/01/21,-6.8,2020/02/05
"Loeffler, Kelly",DFS,2020/04/07,-0.96,2020/04/14
"Perdue Jr., David A.",COST,2016/05/05,159.62,2020/04/14
"Beyer, Donald S.",ACN,2020/01/09,10.22,2020/07/14
"Beyer, Donald S.",ACN,2019/12/23,-28.94,2020/05/01
"Beyer, Donald S.",ACN,2020/02/14,-27.48,2020/05/07
"Gottheimer, Josh",TWLO,2021/02/24,-26.78,2021/03/16
"Gottheimer, Josh",MO,2020/03/13,5.03,2021/02/11
"Beyer, Donald S.",PI,2020/01/28,-3.55,2020/07/27
"Scott, Austin",GE,2020/08/24,9.32,2020/10/28
"Curtis, John",MSFT,2020/03/27,112.05,2021/06/22
"Loeffler, Kelly",GS,2020/04/07,13.16,2020/04/14
"Reed, John F.",IYT,2016/09/12,50.49,2018/03/09
"Tuberville, Thomas H.",INTC,2021/10/15,-0.01,2021/10/18
"Tuberville, Thomas H.",INTC,2021/04/05,-9.47,2021/07/01
"Murray, Patty",VZ,2017/03/16,-3.38,2017/06/15
"Murray, Patty",MS,2017/03/16,-1.56,2017/06/15
"Cisneros, Gilbert",CTL,2020/02/07,-4.62,2020/03/18
"Lowenthal, Alan S.",PSQ,2020/09/08,-1.43,2020/11/09
"Lowenthal, Alan S.",SCI,2021/04/13,14.97,2021/11/10
"Roberts, Pat",BABA,2015/03/04,139.54,2020/07/02
"Capito, Shelley M.",NVO,2017/09/08,1.52,2019/03/11
"Wittman, Robert J.",RGLD,2020/07/02,-11.81,2021/09/01
"Capito, Shelley M.",CLX,2018/04/24,86.13,2020/12/31
"Hern, Kevin",FSK,2021/10/04,-1.16,2021/11/26
"Manning, Kathy",EL,2021/01/15,65.85,2021/04/30
"Lee, Susie",SHW,2020/05/08,96.9,2021/06/09
"Yarmuth, John A.",AAPL,2020/06/24,26.38,2020/09/04
"Tuberville, Thomas H.",MMM,2021/03/29,-14.84,2021/09/29
"Carper, Thomas R.",EVOP,2020/11/20,-0.18,2021/01/25
"Lowenthal, Alan S.",BIPC,2020/04/03,11.39,2020/07/23
"Lee, Susie",SYY,2020/04/27,-0.8,2020/06/29
"Wyden, Ronald L.",STZ,2020/05/07,68.1,2021/04/06
"Conaway, K. M.",VPU,2020/02/10,-13.8,2020/03/10
"Conaway, K. M.",VPU,2020/02/25,-33.68,2020/03/18
"Capito, Shelley M.",GILD,2018/09/25,-11.65,2019/03/11
"Murray, Patty",LYB,2017/03/16,-10.5,2017/06/15
"Capito, Shelley M.",PII,2018/04/24,-18.64,2020/12/31
"Newman, Marie",XOM,2021/01/22,2.44,2021/02/05
"Gottheimer, Josh",TWTR,2020/11/11,23.89,2021/07/20
"Shalala, Donna",REXR,2019/04/30,3.23,2019/06/24
"Carper, Thomas R.",AJRD,2020/11/20,15.36,2021/01/08
"Murray, Patty",CSCO,2017/03/16,-2.86,2017/06/15
"Hoeven, John",AMGN,2016/11/23,10.58,2017/01/20
"Hoeven, John",NGG,2017/03/02,-1.01,2017/09/21
"Lee, Susie",O,2020/12/02,1.84,2021/02/25
"Lee, Susie",O,2020/08/05,-2.65,2021/03/05
"Clark, Katherine M.",XYL,2020/11/05,29.35,2021/06/04
"Marshall, Roger W.",GILD,2020/05/07,-1.66,2020/07/08
"Capito, Shelley M.",AMT,2017/09/08,38.06,2019/03/11
"Cisneros, Gilbert",GDDY,2019/12/24,-0.41,2019/12/30
"Murray, Patty",CCI,2017/03/16,12.09,2017/06/15
"Collins, Susan M.",DD,2014/11/10,2.04,2016/04/11
"Cisneros, Gilbert",FIVE,2020/01/17,27.54,2020/11/13
"Moran, Jerry",GIS,2018/12/19,14.87,2019/09/25
"Clark, Katherine M.",SPGI,2020/11/05,96.44,2021/09/16
"Hoeven, John",SPG,2017/01/04,-8.78,2017/04/20
"Roberts, Pat",MA,2019/10/31,27.03,2020/07/02
"Roberts, Pat",MA,2019/11/12,21.04,2020/01/06
"Shalala, Donna",TSM,2019/02/15,1.68,2019/06/24
"Reed, John F.",TBF,2015/05/04,-1.81,2016/01/29
"Inhofe, James M.",DIS,2016/09/30,4.39,2017/10/13
"Clark, Katherine M.",GSK,2020/11/05,1.8,2021/06/04
"Clark, Katherine M.",GSK,2020/03/02,-6.7,2020/10/22
"Loeffler, Kelly",AMZN,2020/02/24,-84.75,2020/02/27
"Cisneros, Gilbert",GE,2020/04/29,-2.24,2020/09/16
"Cisneros, Gilbert",GE,2019/12/06,-37.04,2020/03/18
"Curtis, John",LVS,2020/03/27,-3.29,2021/08/12
"Whitehouse, Sheldon",TSLA,2018/05/07,-17.03,2019/08/27
"Shalala, Donna",AIV,2019/04/03,0.04,2019/06/24
"Yarmuth, John A.",APD,2020/05/29,0.85,2020/07/01
"Whitehouse, Sheldon",GILD,2016/11/28,7.54,2017/09/20
"Whitehouse, Sheldon",GILD,2016/11/15,-2.5,2016/12/23
"Whitehouse, Sheldon",GILD,2016/05/18,-5.11,2016/09/06
"Shalala, Donna",AAGIY,2019/02/15,4.69,2019/06/24
"Moran, Jerry",OXY,2019/09/25,-31.96,2020/08/21
"Arenholz, Ashley H.",TSLA,2021/03/04,22.33,2021/03/31
"Yarmuth, John A.",COP,2020/03/31,3.1,2020/09/15
"Loeffler, Kelly",FIS,2020/02/27,-16.69,2020/04/07
"Clark, Katherine M.",AAPL,2020/04/03,57.67,2020/11/05
"Newman, Marie",SPOT,2021/04/09,9.82,2021/04/13
"Cassidy, William",IBM,2018/04/23,-19.73,2020/08/19
"Cassidy, William",IBM,2017/11/17,-33.79,2020/11/05
"Mast, Brian",ESGC,2021/02/12,-27.2,2021/08/05
"Capito, Shelley M.",MSFT,2016/04/19,236.03,2021/08/17
"Capito, Shelley M.",MSFT,2017/09/05,214.73,2021/07/26
"Capito, Shelley M.",MSFT,2018/04/05,19.73,2019/03/11
"Capito, Shelley M.",MSFT,2018/04/24,46.36,2019/10/15
"Tuberville, Thomas H.",QCOM,2021/03/29,3.25,2021/06/01
"Beyer, Donald S.",SLB,2021/03/01,0.34,2021/03/15
"Manning, Kathy",INTU,2021/01/15,46.42,2021/04/30
"Gottheimer, Josh",ENPH,2020/10/28,68.95,2021/03/15
"Shalala, Donna",PNW,2019/04/03,3.34,2019/06/24
"Collins, Susan M.",AYI,2015/02/20,-3.01,2018/01/31
"Hoeven, John",BX,2014/08/25,-3.78,2016/12/19
"Loeffler, Kelly",CL,2020/04/07,1.94,2020/04/14
"Green, Mark",NGL,2021/04/21,-0.01,2021/12/21
"Green, Mark",NGL,2020/12/01,0.38,2021/03/04
"Green, Mark",NGL,2020/11/13,0.06,2021/02/24
"Green, Mark",NGL,2020/09/11,0.54,2020/10/05
"Murray, Patty",SU,2017/03/16,-1.03,2017/06/15
"Fallon, Patrick",MSFT,2021/05/26,8.88,2021/06/21
"Perdue Jr., David A.",FDX,2019/09/26,-0.86,2019/10/11
"Perdue Jr., David A.",FDX,2019/12/18,-25.02,2020/04/14
"Tuberville, Thomas H.",AA,2021/01/06,31.23,2021/10/18
"Tuberville, Thomas H.",AA,2021/03/16,1.69,2021/07/19
"Inhofe, James M.",GM,2017/03/07,-1.95,2017/08/30
"Lee, Susie",HHC,2020/12/10,10.46,2021/10/13
"Perdue Jr., David A.",SBUX,2015/08/24,26.14,2020/04/14
"Perdue Jr., David A.",SBUX,2016/09/12,-3.11,2018/07/19
"Perdue Jr., David A.",SBUX,2016/05/16,0.95,2018/06/13
"Carper, Thomas R.",DD,2012/09/13,34.6,2021/01/27
"Carper, Thomas R.",DD,2012/12/17,17.25,2020/11/20
"McKinley, David B.",RTX,2020/04/13,21.29,2021/05/12
"McKinley, David B.",RTX,2020/04/24,-2.77,2020/08/25
"Castor, Kathy",LUV,2020/05/19,4.67,2020/07/14
"Axne, Cynthia",SSNC,2019/08/08,-2.42,2020/03/12
"Lofgren, Zoe",AMZN,2021/09/30,56.29,2021/10/15
"Green, Mark",BPMP,2021/03/01,1.16,2021/04/14
"Gianforte, Greg",KMPR,2020/01/09,7.5,2020/08/10
"Shalala, Donna",CATY,2019/02/20,-5.06,2019/06/24
"Roberts, Pat",SBUX,2015/03/06,12.62,2017/12/07
"Roberts, Pat",SBUX,2017/08/01,1.3,2017/08/07
"Capito, Shelley M.",INCY,2017/09/08,-64.77,2018/11/12
"Phillips, Dean",PM,2020/02/28,-7.26,2020/04/02
"Moran, Jerry",BRK-B,2020/03/10,8.0,2020/08/21
"Lee, Susie",WDC,2020/04/28,-2.77,2020/06/29
"Perdue Jr., David A.",CTSH,2019/05/22,-0.53,2019/10/11
"Perdue Jr., David A.",CTSH,2020/03/17,6.43,2020/04/14
"McKinley, David B.",HD,2020/04/30,67.48,2020/08/28
"Whitehouse, Sheldon",ON,2018/06/13,-7.0,2018/09/28
"Capito, Shelley M.",KYCCF,2017/09/08,31.88,2019/03/11
"Gottheimer, Josh",SPOT,2020/11/11,21.26,2021/04/07
"Loeffler, Kelly",ADM,2020/03/20,4.56,2020/04/07
"Shalala, Donna",PBCT,2019/02/06,-0.29,2019/06/24
"Carper, Thomas R.",RMD,2017/08/31,115.61,2020/07/09
"Cassidy, William",CMCSA,2018/04/23,10.97,2020/11/05
"Cassidy, William",IHE,2015/08/27,-8.81,2018/01/31
"Cassidy, William",CMI,2016/01/05,20.48,2016/03/31
"Courtney, Joe",COST,2019/12/31,48.37,2020/08/07
"Lofgren, Zoe",QCOM,2020/06/16,61.15,2021/08/02
"Curtis, John",TEAM,2020/03/04,44.49,2020/10/09
"Lee, Susie",RXT,2020/10/19,-2.69,2021/10/14
"Whitehouse, Sheldon",MRK,2016/01/14,2.91,2017/11/27
"Hoeven, John",JCI,2015/08/13,7.21,2016/08/22
"Whitehouse, Sheldon",A,2014/10/02,1.97,2015/02/24
"Perdue Jr., David A.",ET,2018/12/19,-0.4,2020/02/13
"Perdue Jr., David A.",ET,2019/09/18,-7.6,2020/04/15
"Shalala, Donna",JCI,2019/02/15,5.37,2019/06/24
"Inhofe, James M.",BFAM,2017/05/30,86.49,2020/01/13
"Cassidy, William",PLD,2020/07/15,12.39,2020/11/05
"Whitehouse, Sheldon",TRIP,2014/10/07,-12.69,2015/06/15
"Newman, Marie",PFE,2021/02/01,-1.06,2021/03/11
"Gottheimer, Josh",DRQ,2020/01/10,-19.08,2020/09/15
"Jacobs, Christopher L.",RETA,2020/12/28,-10.05,2021/01/04
"Conaway, K. M.",PNC,2020/06/01,-4.31,2020/08/10
"McKinley, David B.",WM,2020/03/23,20.47,2020/08/28
"Capito, Shelley M.",NVS,2018/04/24,11.97,2021/12/15
"Rice, Tom",TDY,2020/01/08,12.7,2020/02/24
"Gianforte, Greg",ATLKY,2020/01/03,4.42,2020/08/04
"Shalala, Donna",AOS,2019/03/06,-5.94,2019/06/24
"Gottheimer, Josh",MTCH,2020/11/13,10.42,2021/04/07
"Khanna, Rohit",AIG,2021/02/12,6.25,2021/03/11
"Castor, Kathy",AAL,2020/05/19,1.64,2020/07/14
"Roberts, Pat",BBY,2020/08/18,6.94,2020/10/13
"Cassidy, William",FRT,2017/03/29,1.5,2018/12/07
"Loeffler, Kelly",CAH,2020/03/20,5.09,2020/04/07
"Green, Mark",WES,2020/09/11,1.29,2020/10/22
"Capito, Shelley M.",NSRGY,2017/09/05,7.5,2019/03/11
"Sherrill, Mikie",PM,2020/01/21,-1.49,2020/02/20
"Reed, John F.",VWO,2014/07/28,-11.77,2015/12/29
"Reed, John F.",VWO,2016/11/23,12.43,2018/03/09
"Cisneros, Gilbert",INTU,2019/12/24,16.93,2020/03/05
"Cisneros, Gilbert",INTU,2019/12/26,-0.99,2019/12/30
"Cisneros, Gilbert",INTU,2020/01/29,-11.84,2020/03/06
"Phillips, Dean",CMCSA,2019/12/26,-0.29,2020/02/10
"Cassidy, William",OXY,2015/07/08,-4.23,2016/03/31
"Murray, Patty",GSK,2017/03/16,1.1,2017/06/15
"Shalala, Donna",CHKP,2019/02/15,-5.49,2019/06/24
"Cisneros, Gilbert",PYPL,2020/02/24,27.2,2020/05/13
"Welch, Peter",QGEN,2020/02/27,2.61,2020/03/24
"Cassidy, William",JPM,2018/12/07,-1.89,2020/11/05
"Capito, Shelley M.",T,2018/04/24,-5.55,2021/05/25
"Loeffler, Kelly",K,2020/03/20,5.27,2020/04/14
"Gianforte, Greg",OSW,2020/05/01,1.76,2020/11/12
"Newman, Marie",DOCU,2021/01/11,11.94,2021/01/14
"Schrader, Kurt",SEA,2020/01/24,228.06,2021/02/10
"Gottheimer, Josh",CMP,2020/01/10,1.95,2021/11/16
"Perdue Jr., David A.",MDLZ,2017/12/26,10.13,2020/04/14
"Shalala, Donna",HPQ,2019/05/20,-1.17,2019/08/28
"Gottheimer, Josh",CRY,2020/01/14,-12.17,2020/09/15
"Reed, John F.",ESRX,2015/04/23,-15.59,2017/03/06
"Lowenthal, Alan S.",SH,2020/02/21,2.57,2020/04/13
"Lowenthal, Alan S.",SH,2020/01/17,1.23,2020/04/27
"Lowenthal, Alan S.",SH,2020/06/29,-4.07,2020/11/09
"Meijer, Peter",TCEHY,2021/01/28,8.01,2021/02/17
"Phillips, Dean",JKHY,2020/09/23,1.81,2020/12/18
"McKinley, David B.",ATVI,2020/08/20,-25.19,2021/12/06
"Marshall, Roger W.",DIS,2020/05/05,11.93,2020/07/08
"Perdue Jr., David A.",INFY,2017/06/22,3.45,2019/02/25
"Perdue Jr., David A.",INFY,2017/06/20,2.82,2019/05/29
"Axne, Cynthia",MKL,2019/04/11,320.78,2021/11/11
"Lee, Susie",PLNT,2020/05/19,7.6,2020/06/24
"Lee, Susie",OKE,2020/05/19,-6.1,2020/10/19
"Cassidy, William",SLB,2016/02/09,5.9,2016/03/31
