official,ticker,buy_date,profit,sell_date
"Perdue Jr., David A.",DISCA,2017/11/16,17.61,2018/11/08
"Perdue Jr., David A.",DISCA,2017/11/13,16.16,2018/10/19
"Perdue Jr., David A.",DISCA,2017/11/10,10.24,2018/08/20
"Perdue Jr., David A.",DISCA,2017/11/17,15.91,2018/11/06
"Perdue Jr., David A.",DISCA,2017/11/20,13.03,2018/11/26
"Perdue Jr., David A.",DISCA,2018/05/31,11.17,2018/11/14
"Perdue Jr., David A.",DISCA,2018/06/04,11.98,2018/10/04
"Perdue Jr., David A.",DISCA,2018/05/04,6.57,2018/11/20
"Perdue Jr., David A.",DISCA,2018/05/17,6.91,2018/11/27
"Perdue Jr., David A.",DISCA,2018/05/08,6.58,2018/11/21
"Perdue Jr., David A.",DISCA,2016/06/29,-4.6,2017/12/13
"Perdue Jr., David A.",DISCA,2017/08/04,2.5,2018/08/03
"Perdue Jr., David A.",DISCA,2018/01/16,8.55,2018/10/17
"Perdue Jr., David A.",DISCA,2016/09/06,2.0,2018/07/05
"Perdue Jr., David A.",DISCA,2016/07/12,7.25,2018/11/05
"Perdue Jr., David A.",DISCA,2016/07/08,5.85,2018/09/13
"Perdue Jr., David A.",DISCA,2017/05/11,6.53,2018/10/09
"Perdue Jr., David A.",DISCA,2017/05/10,6.62,2018/11/02
"Perdue Jr., David A.",DISCA,2016/05/18,-1.96,2018/02/26
"Perdue Jr., David A.",DISCA,2015/08/21,1.08,2018/07/10
"Perdue Jr., David A.",DISCA,2015/08/20,3.32,2018/10/30
"Perdue Jr., David A.",DISCA,2017/01/26,2.77,2018/10/29
"Perdue Jr., David A.",DISCA,2015/08/12,2.13,2018/10/25
"Perdue Jr., David A.",DISCA,2015/08/06,3.38,2018/11/13
"Perdue Jr., David A.",DISCA,2015/08/05,2.52,2018/10/18
"Shalala, Donna",VCRA,2019/01/09,-10.16,2019/04/16
"Schrader, Kurt",LMT,2021/02/05,5.66,2021/03/15
"Green, Mark",AM,2020/06/11,5.41,2021/09/27
"Green, Mark",AM,2020/09/16,1.86,2020/11/24
"Green, Mark",AM,2020/10/05,3.87,2021/05/12
"Green, Mark",AM,2020/09/11,3.02,2021/08/19
"Green, Mark",AM,2020/06/10,3.22,2021/02/12
"Gottheimer, Josh",EBS,2021/10/18,-15.33,2021/11/05
"Gottheimer, Josh",EBS,2020/06/15,22.3,2021/02/23
"Gottheimer, Josh",EBS,2020/06/26,-18.06,2021/09/15
"Lee, Susie",CTLT,2020/02/04,17.3,2020/05/19
"Roberts, Pat",BIDU,2014/03/06,66.53,2014/11/13
"Roberts, Pat",BIDU,2014/03/07,32.06,2017/07/28
"Roberts, Pat",BIDU,2015/07/27,32.1,2017/09/07
"Hoeven, John",RL,2015/08/13,-9.15,2016/08/19
"Lowenthal, Alan S.",DKNG,2020/01/21,38.44,2021/01/19
"Lowenthal, Alan S.",DKNG,2020/02/03,18.15,2020/06/29
"McKinley, David B.",TSCO,2020/03/03,100.74,2021/08/19
"Newman, Marie",TSLA,2021/02/19,-85.05,2021/03/01
"Newman, Marie",TSLA,2021/02/11,-28.73,2021/02/19
"Newman, Marie",TSLA,2021/03/29,129.65,2021/04/22
"Newman, Marie",TSLA,2021/04/30,-4.18,2021/07/02
"Newman, Marie",TSLA,2021/04/19,-40.9,2021/07/06
"Newman, Marie",TSLA,2021/04/22,-115.83,2021/06/18
"Newman, Marie",TSLA,2021/07/06,-33.46,2021/07/19
"Whitehouse, Sheldon",T,2018/08/06,-3.67,2018/12/28
"Whitehouse, Sheldon",T,2019/01/24,-3.35,2021/08/30
"Capito, Shelley M.",XOM,2017/09/05,9.84,2018/01/04
"Capito, Shelley M.",XOM,2018/04/24,-37.62,2020/12/31
"Clark, Katherine M.",NVO,2020/11/05,30.61,2021/09/16
"Bustos, Cheri",TGT,2020/02/10,-3.03,2020/02/25
"Shalala, Donna",ARI,2019/01/09,1.36,2019/06/24
"Gianforte, Greg",IWN,2020/11/12,16.54,2020/12/18
"Reed, John F.",HON,2017/01/30,33.16,2018/03/09
"Cisneros, Gilbert",SITE,2020/03/24,73.39,2020/12/07
"Perdue Jr., David A.",BAC,2016/06/27,21.29,2020/01/24
"Perdue Jr., David A.",BAC,2016/04/07,10.0,2016/12/09
"Perdue Jr., David A.",BAC,2016/03/10,12.46,2020/03/06
"Perdue Jr., David A.",BAC,2016/03/08,15.15,2020/03/02
"Perdue Jr., David A.",BAC,2016/03/15,19.6,2020/01/30
"Perdue Jr., David A.",BAC,2016/03/07,6.33,2016/11/16
"Perdue Jr., David A.",BAC,2016/03/30,14.35,2020/03/04
"Perdue Jr., David A.",BAC,2016/03/11,12.03,2017/10/12
"Perdue Jr., David A.",BAC,2016/03/14,17.06,2018/08/16
"Perdue Jr., David A.",BAC,2016/03/28,11.84,2017/03/03
"Perdue Jr., David A.",BAC,2016/01/20,9.33,2016/12/08
"Perdue Jr., David A.",BAC,2016/06/20,10.2,2020/04/14
"Perdue Jr., David A.",BAC,2016/03/04,6.27,2016/11/17
"Perdue Jr., David A.",BAC,2016/03/18,7.54,2016/12/02
"Perdue Jr., David A.",BAC,2016/03/21,17.12,2018/02/12
"Perdue Jr., David A.",BAC,2016/04/14,8.91,2016/12/12
"Perdue Jr., David A.",BAC,2016/04/18,12.14,2017/10/06
"Newman, Marie",DIS,2021/02/19,4.75,2021/02/26
"Gottheimer, Josh",PRIM,2020/01/10,-3.34,2020/09/15
"Lowenthal, Alan S.",BABA,2020/08/06,-41.88,2020/12/24
"Lowenthal, Alan S.",BABA,2020/11/30,-45.59,2020/12/28
"Cassidy, William",PG,2016/03/31,3.56,2016/07/15
"Cassidy, William",PG,2018/04/23,69.28,2020/11/05
"Beyer, Donald S.",AAPL,2019/12/23,60.3,2021/06/18
"Beyer, Donald S.",AAPL,2020/01/14,-5.61,2020/05/01
"Beyer, Donald S.",AAPL,2020/01/28,-8.26,2020/04/27
"Scott, Austin",F,2020/12/23,4.15,2021/09/08
"Marshall, Roger W.",BABA,2019/12/03,11.61,2020/05/12
"Marshall, Roger W.",BABA,2020/05/04,26.19,2020/06/09
"Inhofe, James M.",C,2016/04/13,24.35,2017/07/07
"Inhofe, James M.",C,2016/08/08,21.57,2018/05/03
"Gottheimer, Josh",ALC,2020/06/02,-5.7,2020/09/15
"Gottheimer, Josh",GS,2020/03/17,20.8,2020/05/18
"Reed, John F.",DHR,2016/09/12,49.32,2019/02/28
"Cassidy, William",PPG,2016/10/31,10.46,2019/01/25
"Whitehouse, Sheldon",F,2018/09/07,-0.21,2018/11/19
"Whitehouse, Sheldon",F,2017/05/30,-3.16,2018/12/28
"Beyer, Donald S.",NVS,2020/11/17,-0.87,2021/12/22
"Beyer, Donald S.",NVS,2020/01/27,-5.27,2020/10/05
"Beyer, Donald S.",NVS,2020/01/14,-10.45,2020/05/04
"Mast, Brian",AMTX,2021/03/04,9.77,2021/04/12
"Fleischmann, Charles J.",DKNG,2021/08/06,-15.23,2021/11/19
"Gottheimer, Josh",VZ,2020/07/23,-5.61,2021/12/09
"Carper, Thomas R.",QCOM,2017/06/28,36.94,2020/07/09
"Frankel, Lois",BLUE,2020/04/27,-10.75,2020/12/10
"Frankel, Lois",BLUE,2020/07/15,-14.68,2020/12/11
"Lee, Susie",CARR,2021/06/23,9.09,2021/08/17
"Lee, Susie",CARR,2021/06/28,5.83,2021/09/24
"Perdue Jr., David A.",GOOG,2020/03/19,150.46,2020/04/14
"Perdue Jr., David A.",MPLX,2016/04/22,-1.2,2016/07/06
"Perdue Jr., David A.",MPLX,2019/03/19,-21.28,2020/04/15
"Perdue Jr., David A.",MPLX,2019/02/04,-11.33,2020/02/19
"Perdue Jr., David A.",WMT,2017/03/13,20.61,2017/11/14
"Perdue Jr., David A.",WMT,2017/03/14,9.84,2017/08/11
"Fallon, Patrick",DE,2021/05/27,12.43,2021/08/25
"Murray, Patty",SO,2017/03/16,1.2,2017/06/15
"Cassidy, William",T,2017/10/25,1.42,2020/03/09
"Clark, Katherine M.",IRM,2020/11/05,17.9,2021/06/04
"Carper, Thomas R.",AAPL,2015/02/12,111.59,2021/09/28
"Carper, Thomas R.",AAPL,2015/04/22,63.6,2020/07/09
"Carper, Thomas R.",AAPL,2015/05/14,86.02,2020/11/20
"Shalala, Donna",JPM,2019/05/20,-4.97,2019/08/28
"Newman, Marie",DUK,2021/01/11,7.15,2021/03/29
"Murray, Patty",CB,2017/03/16,8.82,2017/06/15
"Sherrill, Mikie",PFE,2020/01/21,-4.45,2020/02/20
"Capito, Shelley M.",SGAPY,2017/09/08,-0.69,2017/12/19
"Cisneros, Gilbert",SYF,2020/03/18,6.25,2020/04/29
"Perdue Jr., David A.",KMI,2017/03/23,-2.21,2018/01/05
"Perdue Jr., David A.",KMI,2015/08/24,-14.94,2020/04/14
"Perdue Jr., David A.",KMI,2018/11/29,2.96,2019/03/28
"Perdue Jr., David A.",KMI,2019/12/31,-6.67,2020/04/15
"Collins, Susan M.",FB,2014/01/24,73.75,2018/12/21
"Collins, Susan M.",FB,2014/02/04,-1.66,2014/04/09
"Collins, Susan M.",FB,2014/02/19,-10.26,2014/05/07
"Murray, Patty",GILD,2017/03/16,-3.87,2017/06/15
"Gottheimer, Josh",NVDA,2020/02/28,128.92,2021/07/28
"Moore, Blake",WYNN,2021/10/13,-10.47,2021/12/20
"Moore, Blake",WYNN,2021/08/04,10.31,2021/09/07
"Tuberville, Thomas H.",CALX,2021/08/27,9.16,2021/10/18
"Newman, Marie",CHWY,2021/07/02,15.84,2021/08/13
"Newman, Marie",CHWY,2021/01/04,25.15,2021/02/12
"Newman, Marie",CHWY,2021/02/01,-20.94,2021/04/05
"Newman, Marie",CHWY,2021/02/03,4.49,2021/02/05
"Frankel, Lois",HAE,2020/08/14,-22.15,2021/05/06
"Roberts, Pat",CVX,2015/03/16,16.43,2018/04/11
"Whitehouse, Sheldon",GE,2015/08/04,41.27,2016/08/18
"Whitehouse, Sheldon",GE,2016/05/04,-1.19,2017/03/06
"Beyer, Donald S.",TJX,2019/12/23,8.89,2021/02/05
"Beyer, Donald S.",TJX,2020/01/27,-12.74,2020/05/01
"Beyer, Donald S.",TJX,2020/01/13,3.88,2021/03/11
"Beyer, Donald S.",TJX,2020/02/19,-13.86,2020/07/14
"Phillips, Dean",SBAC,2020/09/23,-29.4,2020/12/18
"Beyer, Donald S.",VZ,2020/02/18,-0.54,2020/04/27
"Beyer, Donald S.",VZ,2020/01/14,-2.45,2021/02/22
"Beyer, Donald S.",VZ,2019/12/23,-4.58,2020/05/01
"Newman, Marie",FB,2021/08/02,8.0,2021/08/13
"Newman, Marie",COST,2021/07/13,21.73,2021/07/30
"Moran, Jerry",WFC,2018/12/06,-1.48,2019/09/25
"Perdue Jr., David A.",HBI,2017/11/13,2.07,2017/12/13
"Perdue Jr., David A.",HBI,2018/12/27,6.71,2019/02/19
"Perdue Jr., David A.",HBI,2018/11/01,-0.49,2018/11/26
"Shalala, Donna",UNICY,2019/02/19,-0.44,2019/06/24
"Collins, Susan M.",CVS,2014/01/30,9.15,2017/05/24
"Perdue Jr., David A.",BAH,2019/12/31,3.32,2020/04/14
"Perdue Jr., David A.",FEYE,2017/02/03,9.33,2018/11/08
"Perdue Jr., David A.",FEYE,2017/02/07,6.09,2019/11/20
"Perdue Jr., David A.",FEYE,2016/10/21,-1.55,2020/04/14
"Perdue Jr., David A.",FEYE,2016/10/19,4.47,2019/11/19
"Perdue Jr., David A.",FEYE,2016/10/12,0.96,2017/12/13
"Perdue Jr., David A.",FEYE,2016/12/16,4.93,2020/01/07
"Perdue Jr., David A.",FEYE,2016/11/18,1.02,2017/07/31
"Perdue Jr., David A.",FEYE,2018/02/06,4.47,2018/05/02
"Perdue Jr., David A.",FEYE,2016/08/10,5.61,2018/11/07
"Perdue Jr., David A.",FEYE,2019/08/09,3.73,2019/11/08
"Lee, Susie",ECL,2020/08/27,17.66,2021/02/09
"Beyer, Donald S.",LDNXF,2020/01/14,6.2,2020/07/14
"Lee, Susie",TWTR,2020/04/06,6.53,2020/05/29
"Clark, Katherine M.",SBUX,2020/11/05,34.95,2021/07/27
"Whitehouse, Sheldon",ACE,2014/02/19,15.91,2015/01/23
"Gottheimer, Josh",ITUB,2020/06/02,-0.24,2021/12/21
"Phillips, Dean",WFC,2020/02/24,-5.8,2020/02/28
"Phillips, Dean",WFC,2020/02/20,-24.07,2020/05/13
"Phillips, Dean",WFC,2020/02/21,-20.52,2020/04/02
"Welch, Peter",PYPL,2020/03/20,112.13,2021/11/18
"Murray, Patty",PRU,2017/03/16,-3.94,2017/06/15
"Pelosi, Nancy",FB,2020/01/16,49.65,2020/08/07
"Whitehouse, Sheldon",WFC,2015/08/04,-12.13,2016/10/26
"Toomey, Patrick J.",CVX,2014/12/31,-7.39,2015/03/19
"Toomey, Patrick J.",CVX,2015/08/07,15.62,2016/08/03
"Shalala, Donna",SITE,2019/05/15,1.94,2019/06/24
"Beyer, Donald S.",CGNX,2020/02/14,36.51,2021/09/17
"Beyer, Donald S.",CGNX,2020/01/28,0.74,2020/05/07
"Beyer, Donald S.",CGNX,2019/12/24,-2.73,2020/05/01
"Perdue Jr., David A.",PFE,2017/02/06,11.51,2018/10/02
"Perdue Jr., David A.",PFE,2017/02/08,10.53,2018/11/05
"Perdue Jr., David A.",PFE,2017/02/07,10.74,2018/11/01
"Perdue Jr., David A.",PFE,2017/02/09,0.88,2020/04/03
"Perdue Jr., David A.",PFE,2017/02/10,11.28,2018/11/12
"Perdue Jr., David A.",PFE,2017/05/17,10.23,2018/10/31
"Perdue Jr., David A.",PFE,2017/02/14,3.25,2020/04/14
"Perdue Jr., David A.",PFE,2017/02/13,9.36,2018/10/30
"Perdue Jr., David A.",PFE,2017/02/22,9.86,2018/11/20
"Perdue Jr., David A.",PFE,2017/02/16,9.25,2018/10/12
"Perdue Jr., David A.",PFE,2017/02/17,7.02,2018/08/08
"Perdue Jr., David A.",PFE,2017/02/27,8.36,2018/10/29
"Perdue Jr., David A.",PFE,2017/03/02,8.83,2018/11/19
"Cisneros, Gilbert",NWS,2020/03/18,1.05,2020/04/29
"Newman, Marie",COIN,2021/07/23,131.94,2021/11/09
"Newman, Marie",COIN,2021/07/06,44.04,2021/12/07
"Newman, Marie",COIN,2021/07/02,20.4,2021/08/13
"Newman, Marie",COIN,2021/09/14,74.33,2021/10/28
"Newman, Marie",COIN,2021/04/16,-98.52,2021/07/30
"Lowenthal, Alan S.",KRE,2021/03/18,-9.26,2021/07/08
"Perdue Jr., David A.",DAL,2020/02/27,-23.44,2020/04/14
"Sherrill, Mikie",VNO,2020/01/21,-4.15,2020/02/20
"Fallon, Patrick",CRWD,2021/06/24,11.84,2021/07/23
"Capito, Shelley M.",V,2017/09/08,45.08,2019/03/11
"Carper, Thomas R.",VIAV,2020/11/20,2.34,2021/01/25
"Lee, Susie",VNT,2020/10/19,5.17,2021/06/21
"Green, Mark",ET,2020/10/05,5.75,2021/06/11
"Green, Mark",ET,2020/11/17,2.48,2021/04/15
"Green, Mark",ET,2020/11/09,2.75,2021/12/21
"Green, Mark",ET,2020/09/11,2.3,2021/12/22
"Murray, Patty",APA,2017/03/16,-3.35,2017/06/15
"Green, Mark",USAC,2020/11/09,5.77,2021/11/08
"Green, Mark",USAC,2020/10/05,4.4,2021/05/05
"Green, Mark",USAC,2020/09/11,4.41,2021/05/12
"Green, Mark",USAC,2020/07/07,0.55,2020/09/16
"Capito, Shelley M.",HLT,2017/09/12,16.59,2019/03/11
"Phillips, Dean",NI,2020/04/02,-0.72,2020/12/18
"Hoeven, John",TAP,2015/08/13,-16.31,2018/12/27
"Gottheimer, Josh",ALIZY,2021/06/10,-3.86,2021/09/15
"Gottheimer, Josh",IART,2020/02/03,-9.75,2020/09/15
"Roberts, Pat",AAL,2020/06/30,-0.26,2020/07/02
"Cisneros, Gilbert",T,2020/09/16,-0.66,2020/12/22
"Roberts, Pat",W,2020/11/17,42.57,2020/12/21
"Gottheimer, Josh",BABA,2019/12/06,71.59,2021/02/16
"Gottheimer, Josh",BABA,2020/05/08,-44.88,2021/09/15
"Gottheimer, Josh",BABA,2020/11/11,-18.3,2021/02/23
"Gottheimer, Josh",BABA,2021/10/18,-43.77,2021/12/08
"Beyer, Donald S.",GOOG,2019/12/23,150.07,2020/07/14
"Beyer, Donald S.",GOOG,2020/01/13,-101.74,2020/05/01
"Whitehouse, Sheldon",AXP,2014/07/29,-27.76,2016/09/28
"Perdue Jr., David A.",FE,2016/05/05,-0.99,2016/08/16
"Clark, Katherine M.",ABT,2020/10/22,5.64,2020/11/05
"Lee, Susie",CNC,2020/03/24,17.83,2020/10/19
"Lee, Susie",CNC,2020/04/06,-0.09,2021/02/19
"Perdue Jr., David A.",NFLX,2020/03/26,53.55,2020/04/14
"Perdue Jr., David A.",NFLX,2018/07/19,-99.1,2019/10/23
"Malinowski, Tom",DASH,2021/01/15,-36.51,2021/03/02
"Newman, Marie",NFLX,2021/01/19,72.78,2021/01/22
"Newman, Marie",NFLX,2021/04/05,9.71,2021/04/16
"Newman, Marie",NFLX,2021/01/25,-25.44,2021/04/01
"Newman, Marie",NFLX,2021/04/12,2.93,2021/08/27
"Rouda, Harley E.",AMZN,2020/05/26,21.39,2020/06/02
"Perdue Jr., David A.",DIS,2016/11/10,42.85,2019/08/09
"Perdue Jr., David A.",DIS,2016/11/11,33.29,2019/09/30
"Perdue Jr., David A.",DIS,2016/11/15,32.33,2019/10/29
"Perdue Jr., David A.",DIS,2016/12/02,18.49,2019/04/10
"Perdue Jr., David A.",DIS,2016/11/28,3.55,2020/04/16
"Perdue Jr., David A.",DIS,2016/11/18,7.02,2020/04/14
"Murray, Patty",EXC,2017/03/16,0.45,2017/06/15
"Lamborn, Doug",NTAP,2020/11/04,48.11,2021/09/27
"Lamborn, Doug",NTAP,2020/10/23,21.71,2021/02/08
"Lamborn, Doug",NTAP,2020/11/30,13.89,2021/02/01
"Lamborn, Doug",NTAP,2020/12/17,14.69,2021/05/17
"Lamborn, Doug",NTAP,2020/12/21,14.13,2021/05/28
"Lamborn, Doug",NTAP,2020/12/30,10.35,2021/04/20
"Lamborn, Doug",NTAP,2020/12/28,4.14,2021/03/19
"Lamborn, Doug",NTAP,2021/02/01,10.44,2021/04/26
"Lamborn, Doug",NTAP,2021/02/16,22.37,2021/10/26
"Lamborn, Doug",NTAP,2021/05/12,7.19,2021/06/28
"Lamborn, Doug",NTAP,2021/04/20,2.81,2021/05/10
"Lamborn, Doug",NTAP,2021/04/28,4.64,2021/06/07
"Lamborn, Doug",NTAP,2021/05/28,12.86,2021/10/12
"Newman, Marie",AAPL,2021/01/11,14.82,2021/07/09
"Newman, Marie",AAPL,2021/01/29,2.52,2021/02/04
"Cisneros, Gilbert",BK,2020/04/29,-2.41,2020/09/16
"Lee, Susie",HRI,2020/06/05,17.44,2020/11/12
"Khanna, Rohit",JPM,2021/02/11,14.62,2021/03/26
"Perdue Jr., David A.",NWS,2020/03/23,1.43,2020/04/14
"Roberts, Pat",BA,2014/12/19,230.0,2018/07/30
"Roberts, Pat",BA,2015/04/24,8.75,2016/12/27
"Phillips, Dean",UNH,2020/03/13,38.12,2020/05/18
"Garbarino, Andrew",ORMP,2021/04/23,11.48,2021/10/01
"Wyden, Ronald L.",CRWD,2020/04/21,5.14,2020/04/24
"Fleischmann, Charles J.",MBB,2021/01/21,-1.71,2021/07/22
"Lee, Susie",LEA,2021/02/09,12.19,2021/06/21
"Tuberville, Thomas H.",AAPL,2021/11/22,10.66,2021/12/22
"Gianforte, Greg",CNI,2020/01/13,-10.32,2020/05/12
"Lee, Susie",HXL,2020/06/05,-10.52,2020/08/05
"Courtney, Joe",TMO,2019/12/31,90.1,2020/08/07
"Perdue Jr., David A.",KR,2019/08/05,13.05,2020/03/19
"Perdue Jr., David A.",KR,2019/08/06,10.02,2020/03/05
"Perdue Jr., David A.",KR,2019/08/02,7.6,2020/03/03
"Perdue Jr., David A.",KR,2019/08/07,6.7,2020/03/13
"Perdue Jr., David A.",KR,2019/08/08,7.6,2020/03/16
"Murray, Patty",BAC,2017/03/16,-1.63,2017/06/15
"Whitehouse, Sheldon",UL,2014/10/07,-1.06,2016/11/15
"Shalala, Donna",FLR,2019/02/15,-4.49,2019/06/24
"Shalala, Donna",ABM,2019/01/09,2.9,2019/04/30
"Clark, Katherine M.",COST,2020/10/22,7.83,2020/11/05
"Perdue Jr., David A.",FHB,2020/03/17,-2.41,2020/04/14
"Curtis, John",GOOGL,2020/03/27,1307.12,2021/06/22
"Whitehouse, Sheldon",BMY,2014/07/15,9.93,2016/08/18
"Whitehouse, Sheldon",BMY,2014/10/14,1.96,2018/12/28
"Capito, Shelley M.",OXY,2017/09/08,7.01,2018/02/27
"Loeffler, Kelly",HIG,2020/03/20,8.59,2020/04/14
"Shalala, Donna",FBC,2019/04/30,-3.5,2019/06/24
"Dunn, Neal P.",BXS$A,2020/08/20,11.45,2021/03/11
"Lee, Susie",AZO,2020/05/08,102.53,2020/06/09
"Grijalva, Raúl M.",GLD,2020/05/14,18.06,2020/08/25
"Moran, Jerry",COST,2018/12/19,156.9,2021/01/27
"Lee, Susie",STOR,2020/08/05,10.08,2021/02/25
"Perdue Jr., David A.",TRGP,2019/12/09,0.81,2020/02/19
"Perdue Jr., David A.",TRGP,2016/04/20,-1.75,2020/02/10
"Perdue Jr., David A.",TRGP,2019/03/18,-1.52,2019/10/17
"Beyer, Donald S.",CYRX,2019/12/23,49.53,2021/09/21
"Beyer, Donald S.",CYRX,2020/01/13,14.91,2020/07/14
"Beyer, Donald S.",CYRX,2020/02/18,2.25,2020/05/07
"Wicker, Roger F.",GDV,2018/04/23,1.82,2018/08/24
"Murray, Patty",KEY,2017/03/16,0.29,2017/06/15
"Whitehouse, Sheldon",CMRE,2014/12/18,0.6,2015/02/12
"Khanna, Rohit",TXN,2021/02/11,8.17,2021/03/29
"Clark, Katherine M.",MA,2020/11/05,29.72,2021/09/16
"Cisneros, Gilbert",GILD,2020/02/07,-12.22,2020/12/22
"Langevin, James R.",Z,2021/11/29,8.77,2021/12/31
"Langevin, James R.",Z,2020/06/26,4.73,2021/12/22
"Langevin, James R.",Z,2021/10/04,-32.56,2021/11/23
"Langevin, James R.",Z,2021/07/29,-12.88,2021/10/28
"Malinowski, Tom",CDNA,2020/11/16,26.39,2021/01/11
"Malinowski, Tom",CDNA,2020/12/07,4.81,2021/01/06
"Malinowski, Tom",CDNA,2020/12/23,1.66,2021/01/08
"Toomey, Patrick J.",BBT,2018/08/01,-2.08,2018/10/31
"Phillips, Dean",LUV,2020/01/08,2.86,2020/02/10
"Phillips, Dean",LUV,2020/01/09,-22.59,2020/04/17
"Phillips, Dean",LUV,2020/02/24,-22.9,2020/04/16
"DelBene, Suzan K.",MSFT,2019/12/31,148.34,2021/10/18
"DelBene, Suzan K.",MSFT,2020/03/31,67.7,2021/03/04
"DelBene, Suzan K.",MSFT,2020/03/02,133.81,2021/09/03
"DelBene, Suzan K.",MSFT,2020/06/30,2.15,2020/07/28
"DelBene, Suzan K.",MSFT,2020/09/30,6.07,2020/12/01
"Frankel, Lois",HXL,2020/06/09,-12.25,2020/10/27
"Cassidy, William",BLK,2016/03/31,323.82,2020/11/05
"Inhofe, James M.",PYPL,2017/10/23,44.73,2019/06/25
"Lee, Susie",WTRG,2020/04/27,0.73,2020/06/04
"Murray, Patty",BA,2017/03/16,14.64,2017/06/15
"Shalala, Donna",KUBTY,2019/02/15,11.72,2019/06/24
"Clark, Katherine M.",EW,2020/11/05,43.27,2021/09/16
"Lee, Susie",ENV,2020/01/09,5.2,2020/02/21
"Newman, Marie",BA,2021/01/25,-4.21,2021/01/29
"Cisneros, Gilbert",WFC,2020/03/18,2.16,2020/04/29
"Cisneros, Gilbert",WFC,2019/12/06,-6.31,2020/02/07
"Toomey, Patrick J.",GE,2017/12/06,-39.0,2018/09/06
"Toomey, Patrick J.",GE,2017/12/07,-50.51,2019/11/05
"Toomey, Patrick J.",GE,2017/02/13,-19.38,2017/05/18
"Newman, Marie",PTON,2021/04/19,-0.03,2021/06/18
"Newman, Marie",PTON,2021/02/19,-24.44,2021/04/01
"Newman, Marie",PTON,2021/02/08,3.46,2021/02/12
"Newman, Marie",PTON,2021/09/08,14.98,2021/09/10
"McKinley, David B.",CERN,2021/02/22,5.28,2021/05/12
"Gottheimer, Josh",BMRN,2019/12/11,-3.74,2020/09/15
"Gottheimer, Josh",BMRN,2020/10/16,-4.53,2021/10/18
"Curtis, John",UNH,2020/03/27,168.25,2021/07/19
"Sherrill, Mikie",XOM,2020/01/21,-7.84,2020/02/20
"Loeffler, Kelly",CVS,2020/04/07,3.33,2020/04/14
"Gianforte, Greg",CXW,2020/01/09,-6.54,2020/06/29
"Meijer, Peter",SBGSY,2021/01/28,0.67,2021/02/17
"Schrader, Kurt",T,2021/02/05,-0.08,2021/06/08
"Phillips, Dean",CAT,2020/04/02,-10.9,2020/05/13
"Green, Mark",ENLC,2020/07/02,4.02,2021/09/14
"Green, Mark",ENLC,2020/08/04,2.01,2021/02/12
"Green, Mark",ENLC,2020/07/07,0.49,2020/08/28
"Green, Mark",ENLC,2020/10/22,1.51,2021/04/07
"Green, Mark",ENLC,2020/11/09,3.12,2021/07/07
"Green, Mark",ENLC,2020/06/10,-0.69,2020/10/05
"Carper, Thomas R.",GLAD,2020/04/02,1.87,2020/07/09
"Perdue Jr., David A.",URBN,2017/06/08,20.05,2018/04/02
"Perdue Jr., David A.",URBN,2017/06/22,18.26,2018/02/22
"Perdue Jr., David A.",URBN,2017/06/23,19.09,2018/03/06
"Perdue Jr., David A.",URBN,2017/07/21,17.05,2018/01/23
"Perdue Jr., David A.",URBN,2017/06/19,17.58,2018/01/02
"Perdue Jr., David A.",URBN,2017/06/15,14.19,2018/02/06
"Perdue Jr., David A.",URBN,2017/07/07,0.18,2020/04/14
"Perdue Jr., David A.",URBN,2017/08/09,14.34,2018/02/05
"Perdue Jr., David A.",URBN,2017/06/29,6.55,2017/11/06
"Perdue Jr., David A.",URBN,2017/07/27,15.82,2018/01/04
"Perdue Jr., David A.",URBN,2017/06/01,6.29,2017/11/15
"Perdue Jr., David A.",URBN,2017/05/22,14.83,2018/01/31
"Perdue Jr., David A.",URBN,2017/05/18,14.71,2018/02/09
"Perdue Jr., David A.",URBN,2017/05/17,14.67,2018/01/30
"Perdue Jr., David A.",URBN,2017/08/24,15.09,2018/01/29
"Perdue Jr., David A.",URBN,2017/05/15,12.79,2018/01/05
"Perdue Jr., David A.",URBN,2017/05/12,14.35,2018/03/29
"Perdue Jr., David A.",URBN,2017/05/11,13.19,2018/03/20
"Clark, Katherine M.",SKX,2020/03/02,1.23,2020/10/22
"Cisneros, Gilbert",VCYT,2019/12/12,28.14,2020/12/23
"Cisneros, Gilbert",VCYT,2019/12/24,6.65,2020/10/29
"Cisneros, Gilbert",VCYT,2020/01/17,25.64,2020/12/10
"Carper, Thomas R.",SIL,2020/07/07,12.02,2020/07/28
"Reed, John F.",AMG,2016/07/25,12.75,2016/12/14
"Lee, Susie",MSCI,2020/12/22,65.62,2021/06/17
"Whitehouse, Sheldon",REGN,2016/09/06,-8.87,2017/12/18
"Lowenthal, Alan S.",DD,2021/01/27,-3.24,2021/02/04
"Phillips, Dean",BKNG,2020/01/27,4.83,2020/02/10
"Phillips, Dean",BKNG,2020/03/05,561.33,2021/01/12
"Phillips, Dean",BKNG,2020/02/27,430.16,2020/11/16
"Green, Mark",ENB,2021/09/02,0.33,2021/09/24
"Capito, Shelley M.",WFC,2020/06/25,20.32,2021/05/10
"Capito, Shelley M.",WFC,2021/03/24,5.77,2021/04/26
"Cornyn, John",AAPL,2015/08/21,4.99,2017/02/01
"Courtney, Joe",SYY,2019/12/31,-55.51,2020/03/18
