name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Perdue Jr., David A.",M,2019/05/30,2019/05/30,2021/05/27,-0.0835,2020/05/28,-0.6445,2019/11/28,-0.2442
"Perdue Jr., David A.",AXTA,2018/10/10,2018/10/10,2020/10/07,-0.0553,2019/10/09,0.0663,2019/04/10,0.0009
"Perdue Jr., David A.",FE,2016/05/05,2016/05/05,2018/05/03,0.0027,2017/05/04,-0.1399,2016/11/03,-0.0181
"Whitehouse, Sheldon",NVDA,2016/04/26,2016/04/26,2018/04/24,5.0948,2017/04/25,1.8338,2016/10/25,0.9422
"Peters, Gary C.",SLY,2015/05/11,2015/05/11,2017/05/08,0.138,2016/05/09,-0.0542,2015/11/09,-0.0128
"Whitehouse, Sheldon",DIS,2016/04/19,2016/04/19,2018/04/17,-0.0108,2017/04/18,0.1079,2016/10/18,-0.1112
"Hoeven, John",CTSH,2014/02/19,2014/02/19,2016/02/17,0.118,2015/02/18,0.2092,2014/08/20,-0.0791
"Toomey, Patrick J.",XEL,2017/02/22,2017/02/22,2019/02/20,0.2585,2018/02/21,0.0324,2017/08/23,0.1505
"Perdue Jr., David A.",BOIVF,2019/01/31,2019/01/31,2021/01/28,0.0085,2020/01/30,-0.0266,2019/08/01,0.0362
"Perdue Jr., David A.",ENTG,2018/10/10,2018/10/10,2020/10/07,2.0142,2019/10/09,0.7174,2019/04/10,0.4632
"Roberts, Pat",NOC,2018/07/05,2018/07/05,2020/07/02,0.0094,2019/07/04,0.0487,2019/01/03,-0.2154
"Perdue Jr., David A.",NFLX,2018/07/19,2018/07/19,2020/07/16,0.4076,2019/07/18,-0.1199,2019/01/17,-0.0495
"Perdue Jr., David A.",MO,2016/01/20,2016/01/20,2018/01/17,0.2206,2017/01/18,0.2053,2016/07/20,0.2094
"Carper, Thomas R.",RTN,2019/11/04,2019/11/04,2021/11/01,,2020/11/02,,2020/05/04,
"Smith, Tina",MSTY.PA,2018/10/29,2018/10/29,2020/10/26,,2019/10/28,,2019/04/29,
"Perdue Jr., David A.",SU,2018/12/14,2018/12/14,2020/12/11,-0.3781,2019/12/13,0.0694,2019/06/14,0.0382
"Capito, Shelley M.",ADP,2018/04/24,2018/04/24,2020/04/21,0.1567,2019/04/23,0.3963,2018/10/23,0.2118
"Whitehouse, Sheldon",BIIB,2015/08/10,2015/08/10,2017/08/07,-0.0793,2016/08/08,-0.0059,2016/02/08,-0.1917
"Hoeven, John",FDX,2018/09/19,2018/09/19,2020/09/16,0.0422,2019/09/18,-0.3714,2019/03/20,-0.2836
"Perdue Jr., David A.",DISCA,2015/03/18,2015/03/18,2017/03/15,-0.122,2016/03/16,-0.1138,2015/09/16,-0.1244
"Perdue Jr., David A.",EXR,2016/11/18,2016/11/18,2018/11/16,0.3326,2017/11/17,0.2372,2017/05/19,0.0828
"Reed, John F.",XBI,2017/06/19,2017/06/19,2019/06/17,0.1467,2018/06/18,0.3207,2017/12/18,0.1173
"Perdue Jr., David A.",DISCA,2016/06/29,2016/06/29,2018/06/27,0.1717,2017/06/28,0.0904,2016/12/28,0.1619
"Whitehouse, Sheldon",AMGN,2015/03/10,2015/03/10,2017/03/07,0.1525,2016/03/08,-0.0539,2015/09/08,-0.0073
"Hoeven, John",WTW,2018/11/07,2018/11/07,2020/11/04,0.1786,2019/11/06,0.192,2019/05/08,0.1194
"Shalala, Donna",UNICY,2019/02/22,2019/02/22,2021/02/19,0.4031,2020/02/21,0.06,2019/08/23,-0.0969
"Perdue Jr., David A.",WFM,2017/03/10,2017/03/10,2019/03/08,,2018/03/09,,2017/09/08,
"Courtney, Joe",C,2019/12/31,2019/12/31,2021/12/28,-0.2352,2020/12/29,-0.2332,2020/06/30,-0.3637
"Capito, Shelley M.",CLX,2018/04/24,2018/04/24,2020/04/21,0.6678,2019/04/23,0.3318,2018/10/23,0.3064
"Collins, Susan M.",ESRX,2014/05/07,2014/05/07,2016/05/04,0.0928,2015/05/06,0.2671,2014/11/05,0.1568
"Whitehouse, Sheldon",MCK,2017/02/23,2017/02/23,2019/02/21,-0.1072,2018/02/22,0.0153,2017/08/24,-0.0093
"Curtis, John",AMZN,2019/08/02,2019/08/02,2021/07/30,0.8266,2020/07/31,0.7507,2020/01/31,0.1104
"Perdue Jr., David A.",AXTA,2017/08/08,2017/08/08,2019/08/06,-0.01,2018/08/07,0.0697,2018/02/06,0.058
"Perdue Jr., David A.",FEYE,2018/01/16,2018/01/16,2020/01/14,0.1028,2019/01/15,0.0721,2018/07/17,0.0847
"Hoeven, John",TWO,2019/11/04,2019/11/04,2021/11/01,-0.5336,2020/11/02,-0.6264,2020/05/04,-0.6965
"Hoeven, John",CE,2019/05/30,2019/05/30,2021/05/27,0.7226,2020/05/28,-0.0279,2019/11/28,0.3093
"Perdue Jr., David A.",AXTA,2017/10/26,2017/10/26,2019/10/24,0.008,2018/10/25,-0.1518,2018/04/26,0.0677
"Perdue Jr., David A.",RF,2018/07/13,2018/07/13,2020/07/10,-0.4179,2019/07/12,-0.121,2019/01/11,-0.1485
"Capito, Shelley M.",BDX,2016/04/19,2016/04/19,2018/04/17,0.4612,2017/04/18,0.1544,2016/10/18,0.0882
"Whitehouse, Sheldon",GOOGL,2016/04/12,2016/04/12,2018/04/10,0.3562,2017/04/11,0.1073,2016/10/11,0.073
"Capito, Shelley M.",HXL,2017/09/08,2017/09/08,2019/09/06,0.6119,2018/09/07,0.2398,2018/03/09,0.2966
"Perdue Jr., David A.",PFE,2017/02/10,2017/02/10,2019/02/08,0.2944,2018/02/09,0.0456,2017/08/11,0.0324
"Perdue Jr., David A.",DISCA,2018/05/08,2018/05/08,2020/05/05,-0.0922,2019/05/07,0.2163,2018/11/06,0.3932
"Langevin, James R.",HUYA,2019/05/06,2019/05/06,2021/05/03,-0.2339,2020/05/04,-0.3373,2019/11/04,0.0705
"Perdue Jr., David A.",HBI,2017/09/14,2017/09/14,2019/09/12,-0.3804,2018/09/13,-0.2992,2018/03/15,-0.2301
"Roberts, Pat",AAPL,2015/03/17,2015/03/17,2017/03/14,0.1009,2016/03/15,-0.1736,2015/09/15,-0.0871
"Roberts, Pat",AAPL,2015/03/25,2015/03/25,2017/03/22,0.1247,2016/03/23,-0.1485,2015/09/23,-0.0884
"Inhofe, James M.",MRK,2015/07/09,2015/07/09,2017/07/06,0.0984,2016/07/07,0.0155,2016/01/07,-0.1019
"Perdue Jr., David A.",FOXA,2016/02/05,2016/02/05,2018/02/02,,2017/02/03,,2016/08/05,
"Perdue Jr., David A.",EPD,2016/02/17,2016/02/17,2018/02/14,0.185,2017/02/15,0.2593,2016/08/17,0.1954
"Reed, John F.",TMO,2017/03/06,2017/03/06,2019/03/04,0.6554,2018/03/05,0.294,2017/09/04,0.1721
"Perdue Jr., David A.",GIS,2018/04/24,2018/04/24,2020/04/21,0.3582,2019/04/23,0.1582,2018/10/23,-0.005
"Perdue Jr., David A.",BOIVF,2019/11/06,2019/11/06,2021/11/03,0.3149,2020/11/04,-0.1512,2020/05/06,-0.4108
"Whitehouse, Sheldon",DEO,2016/11/28,2016/11/28,2018/11/26,0.425,2017/11/27,0.3765,2017/05/29,0.1928
"Hoeven, John",AMZN,2017/12/29,2017/12/29,2019/12/27,0.6021,2018/12/28,0.2598,2018/06/29,0.4534
"Moran, Jerry",BRKB,2018/12/06,2018/12/06,2020/12/03,,2019/12/05,,2019/06/06,
"Inhofe, James M.",APTV,2018/06/28,2018/06/28,2020/06/25,-0.1796,2019/06/27,-0.1212,2018/12/27,-0.3378
"Cruz, Rafael E.",BFK,2014/02/06,2014/02/06,2016/02/04,0.1514,2015/02/05,0.1342,2014/08/07,0.0352
"Perdue Jr., David A.",WLK,2016/01/15,2016/01/15,2018/01/12,1.6294,2017/01/13,0.4038,2016/07/15,0.0501
"Inhofe, James M.",CERN,2016/12/01,2016/12/01,2018/11/29,0.1869,2017/11/30,0.4451,2017/06/01,0.3578
"Murray, Patty",RTN,2017/03/16,2017/03/16,2019/03/14,,2018/03/15,,2017/09/14,
"Perdue Jr., David A.",WPX,2019/02/01,2019/02/01,2021/01/29,,2020/01/31,,2019/08/02,
"Inhofe, James M.",A,2015/08/24,2015/08/24,2017/08/21,0.7672,2016/08/22,0.3686,2016/02/22,0.0918
"Cassidy, William",LOW,2016/10/31,2016/10/31,2018/10/29,0.4034,2017/10/30,0.1977,2017/05/01,0.2697
"Murray, Patty",DOW,2017/03/16,2017/03/16,2019/03/14,,2018/03/15,,2017/09/14,
"Perdue Jr., David A.",FDC,2017/12/11,2017/12/11,2019/12/09,,2018/12/10,,2018/06/11,
"Perdue Jr., David A.",PG,2018/01/24,2018/01/24,2020/01/22,0.4277,2019/01/23,0.0745,2018/07/25,-0.1048
"Beyer, Donald S.",FANUF,2019/12/24,2019/12/24,2021/12/21,0.0853,2020/12/22,0.2935,2020/06/23,-0.0359
"Perdue Jr., David A.",USG,2016/09/06,2016/09/06,2018/09/04,,2017/09/05,,2017/03/07,
"Roberts, Pat",SBUX,2017/09/26,2017/09/26,2019/09/24,0.6477,2018/09/25,0.0373,2018/03/27,0.0511
"Moran, Jerry",MSFT,2018/12/06,2018/12/06,2020/12/03,1.0072,2019/12/05,0.3994,2019/06/06,0.1836
"Moran, Jerry",DIS,2018/12/06,2018/12/06,2020/12/03,0.3595,2019/12/05,0.3123,2019/06/06,0.2114
"Whitehouse, Sheldon",CY,2014/09/18,2014/09/18,2016/09/15,,2015/09/17,,2015/03/19,
"Perdue Jr., David A.",CVX,2017/03/22,2017/03/22,2019/03/20,0.1601,2018/03/21,0.0764,2017/09/20,0.0785
"Perdue Jr., David A.",DVN,2019/01/09,2019/01/09,2021/01/06,-0.2975,2020/01/08,0.0045,2019/07/10,0.1156
"Whitehouse, Sheldon",NVDA,2018/02/15,2018/02/15,2020/02/13,0.1076,2019/02/14,-0.3737,2018/08/16,0.0554
"Collins, Susan M.",FB,2014/03/07,2014/03/07,2016/03/04,0.5498,2015/03/06,0.1458,2014/09/05,0.0877
"Capito, Shelley M.",GD,2016/04/19,2016/04/19,2018/04/17,0.622,2017/04/18,0.3821,2016/10/18,0.1137
"Perdue Jr., David A.",CZR,2017/07/24,2017/07/24,2019/07/22,1.1313,2018/07/23,1.1291,2018/01/22,0.5956
"Capito, Shelley M.",PEP,2018/04/05,2018/04/05,2020/04/02,0.0938,2019/04/04,0.1013,2018/10/04,-0.035
"Hoeven, John",VLO,2016/04/22,2016/04/22,2018/04/20,0.7727,2017/04/21,0.0656,2016/10/21,-0.0962
"Shalala, Donna",MED,2019/04/30,2019/04/30,2021/04/27,0.5433,2020/04/28,-0.5108,2019/10/29,-0.2779
"Perdue Jr., David A.",CIT,2015/02/12,2015/02/12,2017/02/09,,2016/02/11,,2015/08/13,
"Collins, Susan M.",TJX,2018/10/16,2018/10/16,2020/10/13,0.0377,2019/10/15,0.0517,2019/04/16,-0.0184
"Capito, Shelley M.",GILD,2017/10/25,2017/10/25,2019/10/23,-0.1675,2018/10/24,-0.1186,2018/04/25,-0.0802
"Malinowski, Tom",ANIK,2019/08/01,2019/08/01,2021/07/29,-0.2467,2020/07/30,-0.3425,2020/01/30,-0.2003
"Roberts, Pat",BIDU,2017/07/31,2017/07/31,2019/07/29,-0.4999,2018/07/30,0.116,2018/01/29,0.1252
"Toomey, Patrick J.",RSP,2014/09/04,2014/09/04,2016/09/01,0.0702,2015/09/03,-0.03,2015/03/05,0.0485
"Hoeven, John",TAP,2015/08/13,2015/08/13,2017/08/10,0.2522,2016/08/11,0.3865,2016/02/11,0.1466
"Inhofe, James M.",NFX,2016/03/24,2016/03/24,2018/03/22,-0.2284,2017/03/23,0.0506,2016/09/22,0.3617
"Moran, Jerry",ABBV,2018/12/06,2018/12/06,2020/12/03,0.1821,2019/12/05,-0.0233,2019/06/06,-0.1299
"Perdue Jr., David A.",LNG,2019/02/27,2019/02/27,2021/02/24,0.0876,2020/02/26,-0.236,2019/08/28,-0.0919
"Courtney, Joe",STZ,2019/12/31,2019/12/31,2021/12/28,0.316,2020/12/29,0.1597,2020/06/30,-0.0781
"Whitehouse, Sheldon",LRCX,2016/03/24,2016/03/24,2018/03/22,1.798,2017/03/23,0.6056,2016/09/22,0.1891
"Cisneros, Gilbert",VCYT,2019/12/12,2019/12/12,2021/12/09,0.4126,2020/12/10,0.9477,2020/06/11,-0.1244
"Whitehouse, Sheldon",NFLX,2016/01/05,2016/01/05,2018/01/02,0.8346,2017/01/03,0.1667,2016/07/05,-0.101
"Miller, Carol D.",ABBV,2019/07/02,2019/07/02,2021/06/29,0.5307,2020/06/30,0.3284,2019/12/31,0.2041
"Shalala, Donna",TCEHY,2019/01/29,2019/01/29,2021/01/26,1.14,2020/01/28,0.094,2019/07/30,0.0771
"Shalala, Donna",JCI,2019/02/15,2019/02/15,2021/02/12,0.5153,2020/02/14,0.1853,2019/08/16,0.2046
"Beyer, Donald S.",EDIT,2019/12/23,2019/12/23,2021/12/20,-0.0803,2020/12/21,1.4843,2020/06/22,0.0108
"Reed, John F.",Q,2017/09/18,2017/09/18,2019/09/16,,2018/09/17,,2018/03/19,
"Capito, Shelley M.",RCL,2017/09/08,2017/09/08,2019/09/06,-0.0788,2018/09/07,0.0572,2018/03/09,0.0717
"Capito, Shelley M.",MSFT,2018/04/24,2018/04/24,2020/04/21,0.7989,2019/04/23,0.3205,2018/10/23,0.1334
"Perdue Jr., David A.",PAGP,2018/12/21,2018/12/21,2020/12/18,-0.5708,2019/12/20,-0.1059,2019/06/21,0.1727
"Roberts, Pat",NFLX,2018/02/05,2018/02/05,2020/02/03,0.3629,2019/02/04,0.3386,2018/08/06,0.3394
"Murray, Patty",GD,2017/03/16,2017/03/16,2019/03/14,-0.1069,2018/03/15,0.165,2017/09/14,0.0318
"Carper, Thomas R.",NWL,2017/08/31,2017/08/31,2019/08/29,-0.6584,2018/08/30,-0.5429,2018/03/01,-0.4427
"Perdue Jr., David A.",EAF,2019/05/23,2019/05/23,2021/05/20,0.3731,2020/05/21,-0.3188,2019/11/21,0.4289
"Inhofe, James M.",XPO,2018/10/25,2018/10/25,2020/10/22,0.0774,2019/10/24,-0.1251,2019/04/25,-0.2477
"King Jr., Angus S.",AMZN,2019/01/31,2019/01/31,2021/01/28,0.912,2020/01/30,0.0902,2019/08/01,0.0956
"Coons, Christopher A.",NFLX,2018/08/23,2018/08/23,2020/08/20,0.4291,2019/08/22,-0.137,2019/02/21,0.0422
"Curtis, John",DIS,2019/05/14,2019/05/14,2021/05/11,0.3523,2020/05/12,-0.1979,2019/11/12,0.0351
"Perdue Jr., David A.",FDC,2017/08/10,2017/08/10,2019/08/08,,2018/08/09,,2018/02/08,
"Collins, Susan M.",DVFAX,2014/12/11,2014/12/11,2016/12/08,,2015/12/10,,2015/06/11,
"Shalala, Donna",HIW,2019/02/06,2019/02/06,2021/02/03,-0.1549,2020/02/05,0.1417,2019/08/07,-0.0289
"Roberts, Pat",AAPL,2017/11/08,2017/11/08,2019/11/06,0.4629,2018/11/07,0.1814,2018/05/09,0.063
"Perdue Jr., David A.",PAA,2019/10/23,2019/10/23,2021/10/20,-0.4138,2020/10/21,-0.6584,2020/04/22,-0.6231
"Murray, Patty",TGT,2017/03/16,2017/03/16,2019/03/14,0.3997,2018/03/15,0.2984,2017/09/14,0.0865
"Perdue Jr., David A.",DVN,2018/02/23,2018/02/23,2020/02/21,-0.3099,2019/02/22,-0.0425,2018/08/24,0.3911
"Cassidy, William",EMR,2016/03/31,2016/03/31,2018/03/29,0.2518,2017/03/30,0.0949,2016/09/29,-0.0276
"Cassidy, William",CVS,2017/10/25,2017/10/25,2019/10/23,-0.1289,2018/10/24,-0.0592,2018/04/25,-0.1114
"Perdue Jr., David A.",MOS,2017/04/11,2017/04/11,2019/04/09,-0.0361,2018/04/10,-0.1251,2017/10/10,-0.269
"Perdue Jr., David A.",LGF-B,2018/11/12,2018/11/12,2020/11/09,-0.5632,2019/11/11,-0.514,2019/05/13,-0.3108
"Whitehouse, Sheldon",AMGN,2017/04/05,2017/04/05,2019/04/03,0.1812,2018/04/04,0.042,2017/10/04,0.148
"Toomey, Patrick J.",GE,2017/12/06,2017/12/06,2019/12/04,-0.3529,2018/12/05,-0.5897,2018/06/06,-0.2234
"Whitehouse, Sheldon",BUD,2018/05/24,2018/05/24,2020/05/21,-0.5664,2019/05/23,-0.1377,2018/11/22,-0.1978
"Shalala, Donna",SGSOY,2019/04/05,2019/04/05,2021/04/02,0.1431,2020/04/03,-0.1113,2019/10/04,-0.0581
"Perdue Jr., David A.",KN,2015/02/05,2015/02/05,2017/02/02,-0.2048,2016/02/04,-0.4267,2015/08/06,-0.2154
"Perdue Jr., David A.",DIS,2016/12/07,2016/12/07,2018/12/05,0.1135,2017/12/06,0.0535,2017/06/07,0.0458
"Perdue Jr., David A.",STT,2019/08/07,2019/08/07,2021/08/04,0.6727,2020/08/05,0.269,2020/02/05,0.525
"Perdue Jr., David A.",CZR,2017/07/28,2017/07/28,2019/07/26,1.2442,2018/07/27,1.0791,2018/01/26,0.639
"Perdue Jr., David A.",KN,2015/03/06,2015/03/06,2017/03/03,-0.034,2016/03/04,-0.3707,2015/09/04,-0.1714
"Perdue Jr., David A.",LGF-B,2018/11/14,2018/11/14,2020/11/11,-0.5468,2019/11/13,-0.5223,2019/05/15,-0.3207
"Perdue Jr., David A.",SUN,2018/02/05,2018/02/05,2020/02/03,0.0381,2019/02/04,0.0262,2018/08/06,-0.1121
"Hoeven, John",GOOG,2016/03/07,2016/03/07,2018/03/05,0.5528,2017/03/06,0.1837,2016/09/05,0.1133
"Collins, Susan M.",MSFT,2014/01/29,2014/01/29,2016/01/27,0.4182,2015/01/28,0.1535,2014/07/30,0.1922
"Perdue Jr., David A.",CZR,2017/07/20,2017/07/20,2019/07/18,1.2395,2018/07/19,1.1534,2018/01/18,0.5622
"Perdue Jr., David A.",EPD,2016/02/01,2016/02/01,2018/01/29,0.2455,2017/01/30,0.2184,2016/08/01,0.1802
"Reed, John F.",DHR,2016/12/14,2016/12/14,2018/12/12,0.3035,2017/12/13,0.1893,2017/06/14,0.0686
"Roberts, Pat",ZNGA,2014/11/07,2014/11/07,2016/11/04,0.0992,2015/11/06,0.0099,2015/05/08,0.1171
"Perdue Jr., David A.",CTSH,2017/06/20,2017/06/20,2019/06/18,-0.0565,2018/06/19,0.1743,2017/12/19,0.0674
"Courtney, Joe",ZTS,2019/12/31,2019/12/31,2021/12/28,0.8615,2020/12/29,0.2404,2020/06/30,0.0441
"Perdue Jr., David A.",RF,2018/06/25,2018/06/25,2020/06/22,-0.3419,2019/06/24,-0.2011,2018/12/24,-0.3072
"Perdue Jr., David A.",AMZN,2017/02/08,2017/02/08,2019/02/06,1.023,2018/02/07,0.7602,2017/08/09,0.1839
"Shalala, Donna",VRTX,2019/04/18,2019/04/18,2021/04/15,0.3179,2020/04/16,0.5679,2019/10/17,0.0701
"Whitehouse, Sheldon",WMT,2018/08/28,2018/08/28,2020/08/25,0.3669,2019/08/27,0.1752,2019/02/26,0.0267
"Hoeven, John",LYB,2019/02/27,2019/02/27,2021/02/24,0.2195,2020/02/26,-0.1276,2019/08/28,-0.1814
"Toomey, Patrick J.",ILF,2014/09/02,2014/09/02,2016/08/30,-0.3327,2015/09/01,-0.4416,2015/03/03,-0.2861
"Roberts, Pat",COF,2017/09/26,2017/09/26,2019/09/24,0.1139,2018/09/25,0.1784,2018/03/27,0.1435
"Capito, Shelley M.",T,2017/09/05,2017/09/05,2019/09/03,-0.0545,2018/09/04,-0.1471,2018/03/06,-0.0129
"Shalala, Donna",PRA,2019/06/04,2019/06/04,2021/06/01,-0.374,2020/06/02,-0.6323,2019/12/03,-0.0407
"Peters, Gary C.",ARCC,2017/11/13,2017/11/13,2019/11/11,0.1449,2018/11/12,0.0814,2018/05/14,0.0248
"Collins, Susan M.",AXP,2014/04/23,2014/04/23,2016/04/20,-0.2585,2015/04/22,-0.106,2014/10/22,-0.0259
"Hoeven, John",SLB,2019/12/31,2019/12/31,2021/12/28,-0.2484,2020/12/29,-0.4621,2020/06/30,-0.5473
"Whitehouse, Sheldon",CB,2018/05/07,2018/05/07,2020/05/04,-0.2465,2019/05/06,0.0869,2018/11/05,-0.0329
"Collins, Susan M.",RHHBY,2014/05/07,2014/05/07,2016/05/04,-0.1388,2015/05/06,-0.0057,2014/11/05,0.0297
"Perdue Jr., David A.",FOX,2017/05/08,2017/05/08,2019/05/06,,2018/05/07,,2017/11/06,
"Whitehouse, Sheldon",SBUX,2016/11/15,2016/11/15,2018/11/13,0.2467,2017/11/14,0.0444,2017/05/16,0.1104
"Perdue Jr., David A.",MOS,2019/03/28,2019/03/28,2021/03/25,0.1005,2020/03/26,-0.5944,2019/09/26,-0.2615
"Roberts, Pat",COST,2016/11/14,2016/11/14,2018/11/12,0.5692,2017/11/13,0.1396,2017/05/15,0.1347
"Whitehouse, Sheldon",GILD,2015/01/23,2015/01/23,2017/01/20,-0.3208,2016/01/22,-0.134,2015/07/24,0.0948
"Hoeven, John",GIS,2017/04/21,2017/04/21,2019/04/19,-0.1056,2018/04/20,-0.2414,2017/10/20,-0.1025
"Reed, John F.",XLNX,2014/07/28,2014/07/28,2016/07/25,0.1711,2015/07/27,-0.0148,2015/01/26,-0.0606
"Cassidy, William",AMGN,2016/10/31,2016/10/31,2018/10/29,0.3063,2017/10/30,0.2182,2017/05/01,0.1365
"Perdue Jr., David A.",CZR,2017/06/26,2017/06/26,2019/06/24,1.258,2018/06/25,1.0986,2017/12/25,0.637
"Beyer, Donald S.",EL,2019/12/23,2019/12/23,2021/12/20,0.6624,2020/12/21,0.2313,2020/06/22,-0.0725
"Malinowski, Tom",YEXT,2019/11/14,2019/11/14,2021/11/11,-0.2789,2020/11/12,0.1006,2020/05/14,
"Peters, Gary C.",CVS,2016/10/17,2016/10/17,2018/10/15,-0.1567,2017/10/16,-0.1707,2017/04/17,-0.1067
"Capito, Shelley M.",QCOM,2018/04/24,2018/04/24,2020/04/21,0.471,2019/04/23,0.7009,2018/10/23,0.2962
"Hoeven, John",KDP,2019/03/22,2019/03/22,2021/03/19,0.2279,2020/03/20,-0.1452,2019/09/20,-0.0143
"Perdue Jr., David A.",STT,2018/12/20,2018/12/20,2020/12/17,0.1681,2019/12/19,0.3193,2019/06/20,-0.0847
"Collins, Susan M.",DVFAX,2014/06/30,2014/06/30,2016/06/27,,2015/06/29,,2014/12/29,
"Perdue Jr., David A.",WLK,2016/06/28,2016/06/28,2018/06/26,,2017/06/27,0.5667,2016/12/27,0.435
"Whitehouse, Sheldon",USB,2017/01/25,2017/01/25,2019/01/23,-0.0331,2018/01/24,0.0999,2017/07/26,0.0097
"Perdue Jr., David A.",FEYE,2016/08/04,2016/08/04,2018/08/02,-0.1205,2017/08/03,-0.1504,2017/02/02,-0.2316
"Whitehouse, Sheldon",GS,2018/06/06,2018/06/06,2020/06/03,-0.0844,2019/06/05,-0.1835,2018/12/05,-0.2098
"Shalala, Donna",RDS.B,2019/02/15,2019/02/15,2021/02/12,,2020/02/14,,2019/08/16,
"Collins, Susan M.",COP,2014/04/22,2014/04/22,2016/04/19,-0.3692,2015/04/21,-0.0807,2014/10/21,-0.0548
"Perdue Jr., David A.",DIS,2016/11/10,2016/11/10,2018/11/08,0.2247,2017/11/09,0.0758,2017/05/11,0.1483
"Perdue Jr., David A.",AR,2015/01/14,2015/01/14,2017/01/11,-0.3214,2016/01/13,-0.4368,2015/07/15,-0.1144
"Roberts, Pat",JPM,2018/01/04,2018/01/04,2020/01/02,0.2847,2019/01/03,-0.1038,2018/07/05,-0.0473
"Murray, Patty",EXC,2017/03/16,2017/03/16,2019/03/14,0.3785,2018/03/15,0.0525,2017/09/14,0.05
"Shalala, Donna",AVY,2019/03/19,2019/03/19,2021/03/16,0.6344,2020/03/17,-0.0909,2019/09/17,0.0126
"Hoeven, John",IVZ,2016/06/28,2016/06/28,2018/06/26,0.142,2017/06/27,0.4684,2016/12/27,0.305
"Capito, Shelley M.",BDX,2018/04/05,2018/04/05,2020/04/02,0.0442,2019/04/04,0.1405,2018/10/04,0.165
"Inhofe, James M.",CELG,2018/02/22,2018/02/22,2020/02/20,,2019/02/21,,2018/08/23,
"Perdue Jr., David A.",ENB,2016/09/21,2016/09/21,2018/09/19,-0.2173,2017/09/20,-0.0585,2017/03/22,-0.0697
"Whitehouse, Sheldon",IBM,2018/05/24,2018/05/24,2020/05/21,-0.1626,2019/05/23,-0.0761,2018/11/22,-0.1815
"Shalala, Donna",TCMD,2019/01/23,2019/01/23,2021/01/20,-0.1837,2020/01/22,-0.0806,2019/07/24,-0.1578
"Courtney, Joe",UNP,2019/12/31,2019/12/31,2021/12/28,0.3794,2020/12/29,0.1369,2020/06/30,-0.0727
"Cassidy, William",JNJ,2016/03/31,2016/03/31,2018/03/29,0.1777,2017/03/30,0.1506,2016/09/29,0.0889
"Perdue Jr., David A.",SLB,2017/08/09,2017/08/09,2019/08/07,-0.4735,2018/08/08,0.0125,2018/02/07,0.0854
"Moran, Jerry",BRK-B,2019/09/25,2019/09/25,2021/09/22,0.3238,2020/09/23,0.0207,2020/03/25,-0.1237
"Shalala, Donna",SGSOY,2019/04/08,2019/04/08,2021/04/05,0.1417,2020/04/06,-0.1068,2019/10/07,-0.0545
"Perdue Jr., David A.",SPY,2017/12/13,2017/12/13,2019/12/11,0.1758,2018/12/12,0.0003,2018/06/13,0.0432
"Malinowski, Tom",CSLT,2019/10/22,2019/10/22,2021/10/19,0.1745,2020/10/20,-0.3744,2020/04/21,-0.5587
"Perdue Jr., David A.",BAC,2016/03/07,2016/03/07,2018/03/05,1.3535,2017/03/06,0.8685,2016/09/05,0.1767
"Perdue Jr., David A.",HBI,2017/10/18,2017/10/18,2019/10/16,-0.3411,2018/10/17,-0.2777,2018/04/18,-0.2299
"Roberts, Pat",FB,2018/02/05,2018/02/05,2020/02/03,0.0981,2019/02/04,-0.1032,2018/08/06,-0.019
"McConnell Jr., A. M.",WFC,2019/06/01,2019/06/03,2021/05/31,0.0548,2020/06/01,-0.3958,2019/12/02,0.2092
"Roberts, Pat",NFLX,2016/06/10,2016/06/10,2018/06/08,2.8519,2017/06/09,0.7005,2016/12/09,0.3059
"Perdue Jr., David A.",FEYE,2016/11/18,2016/11/18,2018/11/16,0.3529,2017/11/17,-0.0087,2017/05/19,
"Perdue Jr., David A.",LGF-B,2019/11/11,2019/11/11,2021/11/08,0.6904,2020/11/09,-0.1011,2020/05/11,-0.1751
"Foxx, Virginia",DUK,2019/12/17,2019/12/17,2021/12/14,0.1332,2020/12/15,0.0117,2020/06/16,-0.0315
"Whitehouse, Sheldon",T,2018/08/28,2018/08/28,2020/08/25,-0.0839,2019/08/27,0.0643,2019/02/26,-0.0469
"Perdue Jr., David A.",CAT,2018/10/24,2018/10/24,2020/10/21,0.4397,2019/10/23,,2019/04/24,0.1837
"Moran, Jerry",JPM,2018/12/06,2018/12/06,2020/12/03,0.1764,2019/12/05,0.2749,2019/06/06,0.0555
"Shalala, Donna",REXR,2019/04/30,2019/04/30,2021/04/27,0.4682,2020/04/28,0.0755,2019/10/29,0.2795
"Conaway, K. M.",VIG,2019/12/03,2019/12/03,2021/11/30,0.3559,2020/12/01,0.159,2020/06/02,-0.0184
"Moran, Jerry",BRK-B,2018/12/06,2018/12/06,2020/12/03,0.12,2019/12/05,0.0651,2019/06/06,-0.0076
"Perdue Jr., David A.",KN,2015/04/24,2015/04/24,2017/04/21,-0.0882,2016/04/22,-0.3407,2015/10/23,0.0203
"Capito, Shelley M.",INTC,2017/09/05,2017/09/05,2019/09/03,0.3339,2018/09/04,0.3662,2018/03/06,0.4443
