name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Beyer, Donald S.",VZ,2020/01/14,2020/04/21,2022/04/19,,2021/04/20,0.0152,2020/10/20,-0.0029
"Perdue Jr., David A.",SBUX,2016/05/05,2016/08/11,2018/08/09,-0.0725,2017/08/10,-0.042,2017/02/09,-0.0008
"Whitehouse, Sheldon",HPQ,2017/07/25,2017/10/31,2019/10/29,-0.182,2018/10/30,0.0821,2018/05/01,0.0035
"Gottheimer, Josh",CHL,2020/01/10,2020/04/17,2022/04/15,,2021/04/16,,2020/10/16,
"Perdue Jr., David A.",BOIVF,2019/02/01,2019/05/10,2021/05/07,0.1119,2020/05/08,-0.4133,2019/11/08,-0.0441
"Perdue Jr., David A.",HBI,2017/10/03,2018/01/09,2020/01/07,-0.3307,2019/01/08,-0.376,2018/07/10,0.0277
"Phillips, Dean",CMCSA,2020/06/01,2020/09/07,2022/09/05,,2021/09/06,0.3936,2021/03/08,0.2646
"Conaway, K. M.",JNJ,2020/05/11,2020/08/17,2022/08/15,,2021/08/16,0.1856,2021/02/15,0.1113
"Perdue Jr., David A.",DPM,2016/04/21,2016/07/28,2018/07/26,0.3387,2017/07/27,0.0439,2017/01/26,0.1917
"Conaway, K. M.",ABALX,2020/01/16,2020/04/23,2022/04/21,,2021/04/22,,2020/10/22,
"Gottheimer, Josh",SBCF,2020/10/23,2021/01/29,2023/01/27,,2022/01/28,0.1749,2021/07/30,-0.0152
"Roberts, Pat",BA,2020/12/07,2021/03/15,2023/03/13,,2022/03/14,-0.3538,2021/09/13,-0.2162
"Perdue Jr., David A.",DAL,2020/02/27,2020/06/04,2022/06/02,,2021/06/03,0.5065,2020/12/03,0.3755
"Shalala, Donna",SGSOY,2019/04/08,2019/07/15,2021/07/12,0.251,2020/07/13,-0.0179,2020/01/13,0.0608
"Roberts, Pat",DAL,2020/11/16,2021/02/22,2023/02/20,,2022/02/21,-0.1166,2021/08/23,-0.1828
"Gottheimer, Josh",JPM,2020/03/17,2020/06/23,2022/06/21,,2021/06/22,0.5147,2020/12/22,0.2392
"Carper, Thomas R.",GBIL,2020/11/20,2021/02/26,2023/02/24,,2022/02/25,-0.0017,2021/08/27,-0.0004
"Cisneros, Gilbert",PYPL,2020/02/24,2020/06/01,2022/05/30,,2021/05/31,0.6825,2020/11/30,0.3686
"Axne, Cynthia",AZO,2020/12/30,2021/04/07,2023/04/05,,2022/04/06,,2021/10/06,0.1657
"Gianforte, Greg",AMN,2020/11/09,2021/02/15,2023/02/13,,2022/02/14,0.2883,2021/08/16,0.3678
"Hoeven, John",WTW,2017/12/21,2018/03/29,2020/03/26,0.0841,2019/03/28,0.1501,2018/09/27,-0.0729
"Perdue Jr., David A.",AMLP,2020/04/16,2020/07/23,2022/07/21,,2021/07/22,0.3946,2021/01/21,0.1711
"Perdue Jr., David A.",GM,2020/02/28,2020/06/05,2022/06/03,,2021/06/04,1.0714,2020/12/04,0.4578
"Cisneros, Gilbert",AMZN,2020/10/29,2021/02/04,2023/02/02,,2022/02/03,-0.1469,2021/08/05,0.0159
"Cisneros, Gilbert",T,2020/09/16,2020/12/23,2022/12/21,,2021/12/22,-0.1454,2021/06/23,0.0023
"Cisneros, Gilbert",INTU,2020/01/29,2020/05/06,2022/05/04,,2021/05/05,0.4379,2020/11/04,0.2353
"Beyer, Donald S.",TDDXX,2020/10/28,2021/02/03,2023/02/01,,2022/02/02,,2021/08/04,
"Cisneros, Gilbert",PYPL,2020/11/19,2021/02/25,2023/02/23,,2022/02/24,-0.6139,2021/08/26,0.0672
"Hern, Kevin",HD,2020/03/26,2020/07/02,2022/06/30,,2021/07/01,0.2798,2020/12/31,0.0586
"Cisneros, Gilbert",VRSN,2020/03/18,2020/06/24,2022/06/22,,2021/06/23,0.1042,2020/12/23,0.0523
"Perdue Jr., David A.",AAPL,2016/04/27,2016/08/03,2018/08/01,0.895,2017/08/02,0.5001,2017/02/01,0.2226
"Capito, Shelley M.",MSFT,2018/04/05,2018/07/12,2020/07/09,1.0655,2019/07/11,0.3377,2019/01/10,-0.0049
"Capito, Shelley M.",PX,2018/04/24,2018/07/31,2020/07/28,,2019/07/30,,2019/01/29,
"Wyden, Ronald L.",AMAT,2020/06/05,2020/09/11,2022/09/09,,2021/09/10,1.4994,2021/03/12,1.0703
"Whitehouse, Sheldon",DIS,2016/09/22,2016/12/29,2018/12/27,0.0034,2017/12/28,0.031,2017/06/29,0.0197
"Gottheimer, Josh",CVNA,2020/08/07,2020/11/13,2022/11/11,,2021/11/12,0.3548,2021/05/14,0.0898
"Whitehouse, Sheldon",NVDA,2019/05/17,2019/08/23,2021/08/20,3.9119,2020/08/21,2.0104,2020/02/21,0.7935
"Lowenthal, Alan S.",SH,2020/02/27,2020/06/04,2022/06/02,,2021/06/03,-0.295,2020/12/03,-0.1799
"Bustos, Cheri",TGT,2020/02/10,2020/05/18,2022/05/16,,2021/05/17,0.7034,2020/11/16,0.3263
"Cisneros, Gilbert",CRM,2020/02/24,2020/06/01,2022/05/30,,2021/05/31,0.3445,2020/11/30,0.3812
"Perdue Jr., David A.",DISCA,2015/06/29,2015/10/05,2017/10/02,-0.1967,2016/10/03,0.0167,2016/04/04,0.0878
"Lee, Susie",MAS,2020/02/24,2020/06/01,2022/05/30,,2021/05/31,0.3043,2020/11/30,0.1547
"Cisneros, Gilbert",BOOT,2020/10/19,2021/01/25,2023/01/23,,2022/01/24,0.5371,2021/07/26,0.3893
"Murray, Patty",CB,2017/03/16,2017/06/22,2019/06/20,0.017,2018/06/21,-0.1406,2017/12/21,-0.0015
"Phillips, Dean",VMC,2020/04/02,2020/07/09,2022/07/07,,2021/07/08,0.4787,2021/01/07,0.383
"Beyer, Donald S.",MCO,2020/08/28,2020/12/04,2022/12/02,,2021/12/03,0.3622,2021/06/04,0.1773
"Moran, Jerry",CVS,2020/08/21,2020/11/27,2022/11/25,,2021/11/26,0.3503,2021/05/28,0.2804
"Carper, Thomas R.",WIW,2020/09/22,2020/12/29,2022/12/27,,2021/12/28,0.0856,2021/06/29,0.0807
"Gianforte, Greg",POAHY,2020/11/13,2021/02/19,2023/02/17,,2022/02/18,0.2167,2021/08/20,0.2129
"Scott, Austin",GE,2020/12/23,2021/03/31,2023/03/29,,2022/03/30,,2021/09/29,-0.0008
"Malinowski, Tom",ZUO,2020/01/27,2020/05/04,2022/05/02,,2021/05/03,0.5801,2020/11/02,-0.0657
"Curtis, John",PG,2020/03/27,2020/07/03,2022/07/01,,2021/07/02,0.1183,2021/01/01,0.1353
"Murray, Patty",MS,2017/03/16,2017/06/22,2019/06/20,-0.0259,2018/06/21,0.1104,2017/12/21,0.1861
"Lamborn, Doug",NTAP,2020/12/30,2021/04/07,2023/04/05,,2022/04/06,,2021/10/06,0.2146
"Axne, Cynthia",SYK,2020/07/17,2020/10/23,2022/10/21,,2021/10/22,0.2341,2021/04/23,0.1878
"Perdue Jr., David A.",MPLX,2019/03/19,2019/06/25,2021/06/22,-0.0677,2020/06/23,-0.4171,2019/12/24,-0.1942
"Perdue Jr., David A.",BPL,2015/01/15,2015/04/23,2017/04/20,,2016/04/21,,2015/10/22,
"Perdue Jr., David A.",ALB,2019/10/31,2020/02/06,2022/02/03,1.5101,2021/02/04,0.7757,2020/08/06,-0.0196
"Lee, Susie",LH,2020/04/28,2020/08/04,2022/08/02,,2021/08/03,0.5283,2021/02/02,0.2099
"Hoeven, John",MCD,2016/02/03,2016/05/11,2018/05/09,0.2589,2017/05/10,0.1059,2016/11/09,-0.1286
"Perdue Jr., David A.",CDLX,2020/03/18,2020/06/24,2022/06/22,,2021/06/23,0.6868,2020/12/23,0.9615
"Cisneros, Gilbert",V,2020/12/31,2021/04/08,2023/04/06,,2022/04/07,,2021/10/07,0.0425
"Perdue Jr., David A.",LYV,2020/03/18,2020/06/24,2022/06/22,,2021/06/23,1.0795,2020/12/23,0.6239
"Wyden, Ronald L.",MMM,2020/06/23,2020/09/29,2022/09/27,,2021/09/28,0.1306,2021/03/30,0.2176
"Perdue Jr., David A.",VIAC,2020/02/26,2020/06/03,2022/06/01,,2021/06/02,0.8867,2020/12/02,0.5962
"Roberts, Pat",AAPL,2015/05/28,2015/09/03,2017/08/31,0.4722,2016/09/01,-0.0465,2016/03/03,-0.0926
"Peters, Gary C.",T,2015/09/10,2015/12/17,2017/12/14,0.1049,2016/12/15,0.2024,2016/06/16,0.1757
"Murray, Patty",BA,2017/03/16,2017/06/22,2019/06/20,0.8638,2018/06/21,0.6951,2017/12/21,0.4828
"Perdue Jr., David A.",HBI,2017/08/29,2017/12/05,2019/12/03,-0.2949,2018/12/04,-0.2406,2018/06/05,-0.1046
"Cisneros, Gilbert",GILD,2020/03/18,2020/06/24,2022/06/22,,2021/06/23,-0.1125,2020/12/23,-0.2405
"Perdue Jr., David A.",BMY,2019/07/15,2019/10/21,2021/10/18,0.0863,2020/10/19,0.1605,2020/04/20,0.1653
"Perdue Jr., David A.",PG,2015/08/25,2015/12/01,2017/11/28,0.181,2016/11/29,0.0998,2016/05/31,0.0759
"Green, Mark",ET,2020/08/11,2020/11/17,2022/11/15,,2021/11/16,0.6869,2021/05/18,0.8633
"McKinley, David B.",NFLX,2020/08/20,2020/11/26,2022/11/24,,2021/11/25,0.3712,2021/05/27,0.0293
"Yarmuth, John A.",TLRY,2020/11/05,2021/02/11,2023/02/09,,2022/02/10,-0.8385,2021/08/12,-0.6724
"Blumenauer, Earl",BX,2020/10/28,2021/02/03,2023/02/01,,2022/02/02,0.9338,2021/08/04,0.639
"Simpson, Michael K.",CIM,2020/03/25,2020/07/01,2022/06/29,,2021/06/30,0.5541,2020/12/30,0.0645
"Perdue Jr., David A.",T,2019/02/06,2019/05/15,2021/05/12,0.0328,2020/05/13,-0.0847,2019/11/13,0.26
"Langevin, James R.",HUYA,2020/01/27,2020/05/04,2022/05/02,,2021/05/03,0.156,2020/11/02,0.4693
"Whitehouse, Sheldon",JPM,2017/11/27,2018/03/05,2020/03/02,0.0361,2019/03/04,-0.0818,2018/09/03,0.0046
"Whitehouse, Sheldon",M,2014/11/13,2015/02/19,2017/02/16,-0.4902,2016/02/18,-0.3583,2015/08/20,-0.0234
"Gottheimer, Josh",EXAS,2020/01/10,2020/04/17,2022/04/15,,2021/04/16,0.7636,2020/10/16,0.4172
"Perdue Jr., David A.",DIS,2016/11/28,2017/03/06,2019/03/04,0.0291,2018/03/05,-0.0664,2017/09/04,-0.0797
"Marchant, Kenny",FNF,2020/11/19,2021/02/25,2023/02/23,,2022/02/24,0.1171,2021/08/26,0.2139
"McKinley, David B.",QCOM,2020/08/20,2020/11/26,2022/11/24,,2021/11/25,0.2247,2021/05/27,-0.0785
"Castor, Kathy",BRK.B,2020/11/16,2021/02/22,2023/02/20,,2022/02/21,,2021/08/23,
"Gottheimer, Josh",EL,2020/11/13,2021/02/19,2023/02/17,,2022/02/18,0.0579,2021/08/20,0.1442
"Gianforte, Greg",RNLSY,2020/03/19,2020/06/25,2022/06/23,,2021/06/24,0.7676,2020/12/24,0.8644
"Clark, Katherine M.",LGND,2020/04/03,2020/07/10,2022/07/08,,2021/07/09,0.1255,2021/01/08,-0.07
"Marchant, Kenny",LRCX,2020/11/19,2021/02/25,2023/02/23,,2022/02/24,-0.047,2021/08/26,0.0357
"McCaul, Michael T.",MUR,2020/11/20,2021/02/26,2023/02/24,,2022/02/25,1.0255,2021/08/27,0.3486
"McKinley, David B.",ACN,2019/12/30,2020/04/06,2022/04/04,,2021/04/05,0.7341,2020/10/05,0.3805
"Perdue Jr., David A.",SUN,2018/02/05,2018/05/14,2020/05/11,-0.1143,2019/05/13,0.1272,2018/11/12,0.0536
"Cassidy, William",UPS,2018/04/23,2018/07/30,2020/07/27,0.0035,2019/07/29,-0.0024,2019/01/28,-0.1633
"Perdue Jr., David A.",ALB,2020/01/06,2020/04/13,2022/04/11,,2021/04/12,1.2785,2020/10/12,0.4833
"Whitehouse, Sheldon",TSLA,2017/11/27,2018/03/05,2020/03/02,1.1443,2019/03/04,-0.1278,2018/09/03,-0.1212
"Conaway, K. M.",USMC,2020/05/26,2020/09/01,2022/08/30,,2021/08/31,0.2296,2021/03/02,0.0549
"Gibbs, Bob",NLY,2020/01/08,2020/04/15,2022/04/13,,2021/04/14,0.5457,2020/10/14,0.2909
"Perdue Jr., David A.",RL,2020/03/23,2020/06/29,2022/06/27,,2021/06/28,0.6845,2020/12/28,0.4583
"Perdue Jr., David A.",PAGP,2019/02/07,2019/05/16,2021/05/13,-0.6017,2020/05/14,-0.664,2019/11/14,-0.2933
"Cisneros, Gilbert",ABBV,2020/12/22,2021/03/30,2023/03/28,,2022/03/29,,2021/09/28,0.013
"Perdue Jr., David A.",BK,2019/09/30,2020/01/06,2022/01/03,0.1647,2021/01/04,-0.1677,2020/07/06,-0.2334
"Perdue Jr., David A.",WPX,2015/07/17,2015/10/23,2017/10/20,,2016/10/21,,2016/04/22,
"Roberts, Pat",NFLX,2018/04/25,2018/08/01,2020/07/29,0.4431,2019/07/31,-0.0415,2019/01/30,-0.0086
"Carper, Thomas R.",GBIL,2020/07/07,2020/10/13,2022/10/11,,2021/10/12,-0.0005,2021/04/13,0.0
"Perdue Jr., David A.",RF,2017/05/22,2017/08/28,2019/08/26,-0.032,2018/08/27,0.3528,2018/02/26,0.3709
"Perdue Jr., David A.",WPX,2015/07/30,2015/11/05,2017/11/02,,2016/11/03,,2016/05/05,
"Roberts, Pat",AAPL,2014/09/12,2014/12/19,2016/12/16,0.0322,2015/12/18,-0.0427,2015/06/19,0.1302
"Green, Mark",PBFX,2020/10/05,2021/01/11,2023/01/09,,2022/01/10,0.298,2021/07/12,0.5057
"Capito, Shelley M.",APD,2018/04/24,2018/07/31,2020/07/28,0.7888,2019/07/30,0.4146,2019/01/29,-0.0078
"Reed, John F.",IYT,2016/10/06,2017/01/12,2019/01/10,0.0439,2018/01/11,0.2307,2017/07/13,0.0666
"Reed, John F.",XBI,2017/06/19,2017/09/25,2019/09/23,-0.0201,2018/09/24,0.1408,2018/03/26,0.0661
"Wyden, Ronald L.",DIS,2020/06/24,2020/09/30,2022/09/28,,2021/09/29,0.397,2021/03/31,0.4925
"Phillips, Dean",CAT,2020/04/02,2020/07/09,2022/07/07,,2021/07/08,0.6721,2021/01/07,0.5369
"Perdue Jr., David A.",SPY,2017/12/13,2018/03/21,2020/03/18,-0.1234,2019/03/20,0.0375,2018/09/19,0.0719
"McCaul, Michael T.",FTNT,2020/11/27,2021/03/05,2023/03/03,,2022/03/04,1.0207,2021/09/03,0.9288
"Frankel, Lois",CB,2020/01/09,2020/04/16,2022/04/14,,2021/04/15,0.4263,2020/10/15,0.0378
"Conaway, K. M.",AEP,2020/04/06,2020/07/13,2022/07/11,,2021/07/12,0.0097,2021/01/11,-0.0686
"Pelosi, Nancy",PYPL,2020/06/12,2020/09/18,2022/09/16,,2021/09/17,0.596,2021/03/19,0.3727
"Reed, John F.",DHR,2016/12/14,2017/03/22,2019/03/20,0.5039,2018/03/21,0.1648,2017/09/20,0.005
"Reed, John F.",FEYE,2014/09/09,2014/12/16,2016/12/13,-0.5225,2015/12/15,-0.2379,2015/06/16,0.902
"Beyer, Donald S.",EDIT,2019/12/23,2020/03/30,2022/03/28,,2021/03/29,0.9963,2020/09/28,0.4719
"Roberts, Pat",CVX,2018/06/22,2018/09/28,2020/09/25,-0.4152,2019/09/27,-0.0256,2019/03/29,0.0081
"Shalala, Donna",ADDYY,2019/01/29,2019/05/07,2021/05/04,0.0877,2020/05/05,-0.2321,2019/11/05,0.1129
"Hoeven, John",RL,2015/08/13,2015/11/19,2017/11/16,-0.2805,2016/11/17,-0.0714,2016/05/19,-0.2663
"Shalala, Donna",PBCT,2019/02/06,2019/05/15,2021/05/12,0.1465,2020/05/13,-0.343,2019/11/13,0.0175
"Wyden, Ronald L.",INTC,2020/06/17,2020/09/23,2022/09/21,,2021/09/22,0.0816,2021/03/24,0.3099
"Moran, Jerry",WFC,2018/12/06,2019/03/14,2021/03/11,-0.2236,2020/03/12,-0.4243,2019/09/12,-0.034
"Whitehouse, Sheldon",T,2019/01/24,2019/05/02,2021/04/29,0.0169,2020/04/30,-0.0044,2019/10/31,0.2398
"Whitehouse, Sheldon",GILD,2016/05/18,2016/08/24,2018/08/22,-0.0907,2017/08/23,-0.0926,2017/02/22,-0.1472
"Wyden, Ronald L.",NVDA,2020/07/27,2020/11/02,2022/10/31,,2021/11/01,1.026,2021/05/03,0.1904
"Gottheimer, Josh",AMD,2020/09/14,2020/12/21,2022/12/19,,2021/12/20,0.4584,2021/06/21,-0.1071
"Lee, Susie",O,2020/12/02,2021/03/10,2023/03/08,,2022/03/09,0.1044,2021/09/08,0.1657
"Inhofe, James M.",AGN,2016/07/21,2016/10/27,2018/10/25,,2017/10/26,,2017/04/27,
"Gianforte, Greg",JBAXY,2020/03/18,2020/06/24,2022/06/22,,2021/06/23,0.5692,2020/12/23,0.3622
"Garcia, Mike",AAL,2020/07/09,2020/10/15,2022/10/13,,2021/10/14,0.6288,2021/04/15,0.8282
"Langevin, James R.",GNRC,2020/10/26,2021/02/01,2023/01/30,,2022/01/31,0.0883,2021/08/02,0.6095
"Conaway, K. M.",PFE,2020/07/01,2020/10/07,2022/10/05,,2021/10/06,0.2176,2021/04/07,0.045
"Carper, Thomas R.",DD,2014/06/13,2014/09/19,2016/09/16,-0.0232,2015/09/18,-0.1919,2015/03/20,-0.1257
"Courtney, Joe",C,2020/02/10,2020/05/18,2022/05/16,,2021/05/17,0.7178,2020/11/16,0.1284
"Shalala, Donna",G,2019/03/19,2019/06/25,2021/06/22,0.2022,2020/06/23,-0.0449,2019/12/24,0.12
"Toomey, Patrick J.",PHLD,2017/08/03,2017/11/09,2019/11/07,,2018/11/08,,2018/05/10,
"Wyden, Ronald L.",AMZN,2020/07/06,2020/10/12,2022/10/10,,2021/10/11,-0.0446,2021/04/12,-0.0131
"Reed, John F.",ZMH,2014/03/17,2014/06/23,2016/06/20,,2015/06/22,,2014/12/22,
"McKinley, David B.",TSCO,2020/04/30,2020/08/06,2022/08/04,,2021/08/05,0.2682,2021/02/04,-0.013
"Beyer, Donald S.",TDDXX,2020/08/26,2020/12/02,2022/11/30,,2021/12/01,,2021/06/02,
"Gottheimer, Josh",CCMP,2020/08/10,2020/11/16,2022/11/14,,2021/11/15,0.094,2021/05/17,0.1
"Loeffler, Kelly",TRV,2020/04/07,2020/07/14,2022/07/12,,2021/07/13,0.3229,2021/01/12,0.1969
"Green, Mark",SRLP,2020/08/31,2020/12/07,2022/12/05,,2021/12/06,-0.2541,2021/06/07,0.4186
"Carper, Thomas R.",SRVR,2020/11/20,2021/02/26,2023/02/24,,2022/02/25,0.0351,2021/08/27,0.1656
"Green, Mark",CEQP,2020/06/10,2020/09/16,2022/09/14,,2021/09/15,1.0693,2021/03/17,0.865
"Beyer, Donald S.",NVDA,2019/12/24,2020/03/31,2022/03/29,,2021/03/30,0.9266,2020/09/29,0.9788
"Capito, Shelley M.",MSFT,2020/03/03,2020/06/09,2022/06/07,,2021/06/08,0.3454,2020/12/08,0.1373
"Green, Mark",GMLP,2020/08/12,2020/11/18,2022/11/16,,2021/11/17,,2021/05/19,
"Green, Mark",USAC,2020/06/10,2020/09/16,2022/09/14,,2021/09/15,0.3774,2021/03/17,0.3707
"Beyer, Donald S.",TDDXX,2020/05/01,2020/08/07,2022/08/05,,2021/08/06,,2021/02/05,
"Perdue Jr., David A.",KO,2019/07/25,2019/10/31,2021/10/28,0.0315,2020/10/29,-0.1158,2020/04/30,-0.1442
"Perdue Jr., David A.",DIS,2018/05/24,2018/08/30,2020/08/27,0.2016,2019/08/29,0.2325,2019/02/28,0.0097
"Cisneros, Gilbert",POL,2020/02/06,2020/05/14,2022/05/12,,2021/05/13,,2020/11/12,
"Courtney, Joe",USMV,2020/10/09,2021/01/15,2023/01/13,,2022/01/14,0.152,2021/07/16,0.1226
"Perdue Jr., David A.",WBA,2016/05/05,2016/08/11,2018/08/09,-0.1976,2017/08/10,-0.0304,2017/02/09,-0.0101
"Moran, Jerry",COST,2018/12/19,2019/03/27,2021/03/24,0.4201,2020/03/25,0.1914,2019/09/25,0.2052
"Carper, Thomas R.",LDP,2020/08/06,2020/11/12,2022/11/10,,2021/11/11,0.1126,2021/05/13,0.0742
"Beyer, Donald S.",DIS,2020/02/19,2020/05/27,2022/05/25,,2021/05/26,0.4543,2020/11/25,0.2219
"Cisneros, Gilbert",OLLI,2020/02/21,2020/05/29,2022/05/27,,2021/05/28,-0.052,2020/11/27,-0.0157
"Marchant, Kenny",TF,2020/11/19,2021/02/25,2023/02/23,,2022/02/24,,2021/08/26,
"Curtis, John",CMCSA,2020/03/27,2020/07/03,2022/07/01,,2021/07/02,0.4541,2021/01/01,0.2749
"Hoeven, John",CCI,2017/02/15,2017/05/24,2019/05/22,0.2425,2018/05/23,0.0039,2017/11/22,0.1002
"Frankel, Lois",BLUE,2020/07/15,2020/10/21,2022/10/19,,2021/10/20,-0.6195,2021/04/21,-0.5018
"Green, Mark",SPH,2020/08/28,2020/12/04,2022/12/02,,2021/12/03,-0.0466,2021/06/04,-0.0363
"Perdue Jr., David A.",MRK,2018/01/16,2018/04/24,2020/04/21,0.3291,2019/04/23,0.2308,2018/10/23,0.1893
"Beyer, Donald S.",EDIT,2020/11/17,2021/02/23,2023/02/21,,2022/02/22,-0.678,2021/08/24,0.362
"Inhofe, James M.",KMX,2018/02/09,2018/05/18,2020/05/15,0.125,2019/05/17,0.1508,2018/11/16,-0.0678
"Whitehouse, Sheldon",BIIB,2015/08/28,2015/12/04,2017/12/01,0.1372,2016/12/02,0.0572,2016/06/03,0.0278
"Shalala, Donna",PDCE,2019/04/30,2019/08/06,2021/08/03,0.508,2020/08/04,-0.4371,2020/02/04,-0.1407
"Roberts, Pat",NVDA,2017/12/01,2018/03/09,2020/03/06,0.0781,2019/03/08,-0.394,2018/09/07,0.1144
"Wyden, Ronald L.",DPZ,2020/05/05,2020/08/11,2022/08/09,,2021/08/10,0.3566,2021/02/09,-0.0126
"Roberts, Pat",NVDA,2020/12/21,2021/03/29,2023/03/27,,2022/03/28,,2021/09/27,0.6739
"Pelosi, Nancy",FB,2020/01/16,2020/04/23,2022/04/21,,2021/04/22,0.6179,2020/10/22,0.5059
"Loeffler, Kelly",DD,2020/03/02,2020/06/08,2022/06/06,,2021/06/07,0.5085,2020/12/07,0.1613
"Beyer, Donald S.",JPM,2020/11/13,2021/02/19,2023/02/17,,2022/02/18,0.0359,2021/08/20,0.0453
"Hern, Kevin",RSG,2020/07/27,2020/11/02,2022/10/31,,2021/11/01,0.4951,2021/05/03,0.1994
"Lowenthal, Alan S.",GLD,2020/04/08,2020/07/15,2022/07/13,,2021/07/14,0.0044,2021/01/13,0.0226
"Perdue Jr., David A.",URBN,2020/01/13,2020/04/20,2022/04/18,,2021/04/19,1.0822,2020/10/19,0.3309
"Whitehouse, Sheldon",BRK-B,2017/02/23,2017/06/01,2019/05/30,0.2037,2018/05/31,0.1637,2017/11/30,0.1579
"Inhofe, James M.",PRGO,2016/05/23,2016/08/29,2018/08/27,-0.1583,2017/08/28,-0.1177,2017/02/27,-0.0494
"Fleischmann, Charles J.",IAU,2020/10/22,2021/01/28,2023/01/26,,2022/01/27,-0.0286,2021/07/29,-0.0126
"Hoeven, John",HON,2014/11/06,2015/02/12,2017/02/09,0.1722,2016/02/11,-0.0199,2015/08/13,0.0202
"Green, Mark",GEL,2020/09/11,2020/12/18,2022/12/16,,2021/12/17,0.5026,2021/06/18,0.6068
"Capito, Shelley M.",FANUY,2017/09/08,2017/12/15,2019/12/13,-0.1512,2018/12/14,-0.3684,2018/06/15,-0.1367
"Phillips, Dean",EMN,2020/04/02,2020/07/09,2022/07/07,,2021/07/08,0.625,2021/01/07,0.5745
"Capito, Shelley M.",AFL,2018/04/24,2018/07/31,2020/07/28,-0.2172,2019/07/30,0.1407,2019/01/29,0.0182
"Perdue Jr., David A.",DIS,2016/11/15,2017/02/21,2019/02/19,0.03,2018/02/20,-0.0315,2017/08/22,-0.0724
"Wyden, Ronald L.",MAR,2020/06/04,2020/09/10,2022/09/08,,2021/09/09,0.3171,2021/03/11,0.4424
"Marchant, Kenny",AMAT,2020/11/19,2021/02/25,2023/02/23,,2022/02/24,0.0915,2021/08/26,0.1303
"Clark, Katherine M.",MPC,2020/03/02,2020/06/08,2022/06/06,,2021/06/07,0.4834,2020/12/07,-0.0236
"Roberts, Pat",AAPL,2014/07/30,2014/11/05,2016/11/02,0.0283,2015/11/04,0.1288,2015/05/06,0.1503
"Beyer, Donald S.",REGN,2020/05/20,2020/08/26,2022/08/24,,2021/08/25,0.0962,2021/02/24,-0.239
"Loeffler, Kelly",PANW,2020/04/07,2020/07/14,2022/07/12,,2021/07/13,0.6221,2021/01/12,0.5312
"Gianforte, Greg",ATASY,2020/11/13,2021/02/19,2023/02/17,,2022/02/18,0.0336,2021/08/20,0.0011
"Mast, Brian",PSNL,2020/02/14,2020/05/22,2022/05/20,,2021/05/21,0.7626,2020/11/20,1.4318
"Perdue Jr., David A.",HBI,2019/08/01,2019/11/07,2021/11/04,0.1185,2020/11/05,-0.15,2020/05/07,-0.3999
"Murray, Patty",ETN,2017/03/16,2017/06/22,2019/06/20,0.0787,2018/06/21,0.0109,2017/12/21,0.0224
"Yarmuth, John A.",CRON,2020/11/05,2021/02/11,2023/02/09,,2022/02/10,-0.7129,2021/08/12,-0.5069
"Perdue Jr., David A.",GPK,2019/07/30,2019/11/05,2021/11/02,0.2777,2020/11/03,-0.1136,2020/05/05,-0.1908
"Beyer, Donald S.",TRNO,2020/02/20,2020/05/28,2022/05/26,,2021/05/27,0.2283,2020/11/26,0.1246
"Lee, Susie",AZO,2020/05/08,2020/08/14,2022/08/12,,2021/08/13,0.3531,2021/02/12,-0.0365
"Foxx, Virginia",PPL,2020/01/03,2020/04/10,2022/04/08,,2021/04/09,0.1019,2020/10/09,0.1148
"Cisneros, Gilbert",ALXN,2020/07/13,2020/10/19,2022/10/17,,2021/10/18,,2021/04/19,
"Lowenthal, Alan S.",SH,2020/03/10,2020/06/16,2022/06/14,,2021/06/15,-0.3007,2020/12/15,-0.1767
"Axne, Cynthia",UL,2020/01/28,2020/05/05,2022/05/03,,2021/05/04,0.152,2020/11/03,0.1649
"Green, Mark",ET,2020/07/02,2020/10/08,2022/10/06,,2021/10/07,0.6638,2021/04/08,0.3537
"Perdue Jr., David A.",RF,2018/02/06,2018/05/15,2020/05/12,-0.499,2019/05/14,-0.251,2018/11/13,-0.1175
"Fleischmann, Charles J.",XHB,2020/10/22,2021/01/28,2023/01/26,,2022/01/27,0.1707,2021/07/29,0.2186
"Wyden, Ronald L.",AMAT,2020/04/17,2020/07/24,2022/07/22,,2021/07/23,1.2777,2021/01/22,0.7856
"Green, Mark",MPLX,2020/06/10,2020/09/16,2022/09/14,,2021/09/15,0.5871,2021/03/17,0.4712
"Beyer, Donald S.",TDDXX,2020/04/20,2020/07/27,2022/07/25,,2021/07/26,,2021/01/25,
"Roberts, Pat",CVX,2020/03/26,2020/07/02,2022/06/30,,2021/07/01,0.1922,2020/12/31,-0.0524
"Hern, Kevin",ICE,2020/02/14,2020/05/22,2022/05/20,,2021/05/21,0.2136,2020/11/20,0.0882
"Cisneros, Gilbert",HMN,2020/02/21,2020/05/29,2022/05/27,,2021/05/28,0.0889,2020/11/27,0.1447
"Cisneros, Gilbert",LUMN,2020/12/22,2021/03/30,2023/03/28,,2022/03/29,,2021/09/28,0.0004
"Cassidy, William",MDT,2017/10/24,2018/01/30,2020/01/28,0.387,2019/01/29,0.0033,2018/07/31,0.0391
