name,ticker_purch,tdate_purch,bought_?,s_104,p_104,s_52,p_52,s_26,p_26
"Conaway, K. M.",CIBR,2020/09/21,2020/09/21,2022/09/19,,2021/09/20,0.4683,2021/03/22,0.245
"Whitehouse, Sheldon",WMT,2016/01/05,2016/01/05,2018/01/02,0.5878,2017/01/03,0.0992,2016/07/05,0.1713
"Hoeven, John",FLMVX,2019/03/22,2019/03/22,2021/03/19,,2020/03/20,,2019/09/20,
"Toomey, Patrick J.",XLU,2015/01/30,2015/01/30,2017/01/27,-0.007,2016/01/29,-0.0751,2015/07/31,-0.096
"Conaway, K. M.",AAPL,2020/05/19,2020/05/19,2022/05/17,,2021/05/18,0.5947,2020/11/17,0.5178
"Perdue Jr., David A.",PFE,2017/02/09,2017/02/09,2019/02/07,0.289,2018/02/08,0.0634,2017/08/10,0.0323
"Brooks, Susan W.",DIS,2020/04/06,2020/04/06,2022/04/04,,2021/04/05,0.9504,2020/10/05,0.2631
"Perdue Jr., David A.",AVP,2017/11/22,2017/11/22,2019/11/20,,2018/11/21,,2018/05/23,
"Whitehouse, Sheldon",CVS,2019/08/27,2019/08/27,2021/08/24,0.3974,2020/08/25,0.0575,2020/02/25,0.0999
"Wittman, Robert J.",LOW,2020/05/21,2020/05/21,2022/05/19,,2021/05/20,0.6213,2020/11/19,0.256
"Wyden, Ronald L.",NVDA,2020/04/21,2020/04/21,2022/04/19,,2021/04/20,1.2077,2020/10/20,0.9792
"Wyden, Ronald L.",OSK,2020/07/30,2020/07/30,2022/07/28,,2021/07/29,0.4662,2021/01/28,0.1716
"Moran, Jerry",GILD,2020/08/21,2020/08/21,2022/08/19,,2021/08/20,0.0911,2021/02/19,-0.0211
"Wyden, Ronald L.",VMC,2020/04/17,2020/04/17,2022/04/15,,2021/04/16,0.5963,2020/10/16,0.3302
"Wyden, Ronald L.",KLAC,2020/04/17,2020/04/17,2022/04/15,,2021/04/16,1.1021,2020/10/16,0.3198
"Gottheimer, Josh",CVX,2020/10/16,2020/10/16,2022/10/14,,2021/10/15,0.5001,2021/04/16,0.4135
"Roberts, Pat",MSFT,2020/04/27,2020/04/27,2022/04/25,,2021/04/26,0.4923,2020/10/26,0.212
"McCaul, Michael T.",FCFS,2020/11/18,2020/11/18,2022/11/16,,2021/11/17,0.06,2021/05/19,0.1692
"Cisneros, Gilbert",WELL,2020/04/29,2020/04/29,2022/04/27,,2021/04/28,0.488,2020/10/28,0.0356
"Joyce, David P.",FIKMX,2019/09/30,2019/09/30,2021/09/27,,2020/09/28,,2020/03/30,
"Cisneros, Gilbert",PGNY,2020/06/30,2020/06/30,2022/06/28,,2021/06/29,1.452,2020/12/29,0.6641
"Perdue Jr., David A.",ALB,2019/11/20,2019/11/20,2021/11/17,3.1602,2020/11/18,0.9557,2020/05/20,0.0178
"Whitehouse, Sheldon",BA,2016/11/15,2016/11/15,2018/11/13,1.3511,2017/11/14,0.7617,2017/05/16,0.2311
"Carper, Thomas R.",DD,2015/06/12,2015/06/12,2017/06/09,0.2424,2016/06/10,0.0295,2015/12/11,0.0191
"Hoeven, John",KDP,2019/04/25,2019/04/25,2021/04/22,0.3164,2020/04/23,-0.0389,2019/10/24,0.0111
"Whitehouse, Sheldon",NEE,2014/02/10,2014/02/10,2016/02/08,0.2539,2015/02/09,0.161,2014/08/11,0.0505
"King Jr., Angus S.",AMZN,2019/01/31,2019/01/31,2021/01/28,0.912,2020/01/30,0.0902,2019/08/01,0.0956
"Perdue Jr., David A.",PAA,2015/02/26,2015/02/26,2017/02/23,-0.3937,2016/02/25,-0.5896,2015/08/27,-0.3055
"Sherrill, Mikie",VNO,2020/01/21,2020/01/21,2022/01/18,-0.322,2021/01/19,-0.4341,2020/07/21,-0.4715
"Hoeven, John",CTSH,2014/02/19,2014/02/19,2016/02/17,0.118,2015/02/18,0.2092,2014/08/20,-0.0791
"Perdue Jr., David A.",LGF-B,2018/11/14,2018/11/14,2020/11/11,-0.5468,2019/11/13,-0.5223,2019/05/15,-0.3207
"Cisneros, Gilbert",QDEL,2020/03/10,2020/03/10,2022/03/08,0.2381,2021/03/09,0.987,2020/09/08,0.9412
"Collins, Susan M.",BRKB,2017/03/02,2017/03/02,2019/02/28,,2018/03/01,,2017/08/31,
"Cisneros, Gilbert",PPBI,2020/01/29,2020/01/29,2022/01/26,0.323,2021/01/27,0.1546,2020/07/29,-0.2998
"Perdue Jr., David A.",KN,2015/03/20,2015/03/20,2017/03/17,-0.0703,2016/03/18,-0.343,2015/09/18,-0.203
"Hern, Kevin",ACN,2020/03/26,2020/03/26,2022/03/24,1.0069,2021/03/25,0.6645,2020/09/24,0.3483
"Roberts, Pat",AAPL,2016/12/15,2016/12/15,2018/12/13,0.4749,2017/12/14,0.4863,2017/06/15,0.2359
"Blumenauer, Earl",INTC,2020/03/05,2020/03/05,2022/03/03,-0.1657,2021/03/04,0.025,2020/09/03,-0.1085
"Courtney, Joe",COST,2019/12/31,2019/12/31,2021/12/28,0.9185,2020/12/29,0.2653,2020/06/30,0.0292
"Collins, Susan M.",UNH,2018/06/04,2018/06/04,2020/06/01,0.243,2019/06/03,-0.0167,2018/12/03,0.1665
"Perdue Jr., David A.",ALB,2019/10/25,2019/10/25,2021/10/22,2.6614,2020/10/23,0.5064,2020/04/24,-0.0496
"Carper, Thomas R.",PTNQ,2020/11/20,2020/11/20,2022/11/18,,2021/11/19,0.1898,2021/05/21,0.0632
"Beyer, Donald S.",PI,2020/01/28,2020/01/28,2022/01/25,1.2472,2021/01/26,0.7726,2020/07/28,-0.1446
"Cisneros, Gilbert",ATRC,2020/03/31,2020/03/31,2022/03/29,,2021/03/30,0.8992,2020/09/29,0.2136
"Wyden, Ronald L.",AMZN,2020/06/30,2020/06/30,2022/06/28,,2021/06/29,0.2635,2020/12/29,0.2181
"Lee, Susie",AQUA,2020/03/06,2020/03/06,2022/03/04,1.2727,2021/03/05,0.2286,2020/09/04,0.0696
"Wyden, Ronald L.",MSFT,2020/06/17,2020/06/17,2022/06/15,,2021/06/16,0.3205,2020/12/16,0.1149
"Castor, Kathy",BRK.B,2020/04/21,2020/04/21,2022/04/19,,2021/04/20,,2020/10/20,
"Inhofe, James M.",CERN,2016/12/01,2016/12/01,2018/11/29,0.1869,2017/11/30,0.4451,2017/06/01,0.3578
"Cisneros, Gilbert",DAVA,2020/10/29,2020/10/29,2022/10/27,,2021/10/28,1.434,2021/04/29,0.4133
"Capito, Shelley M.",CMCSA,2019/12/16,2019/12/16,2021/12/13,0.0967,2020/12/14,0.1673,2020/06/15,-0.1003
"Cassidy, William",IHE,2015/08/27,2015/08/27,2017/08/24,-0.1072,2016/08/25,-0.1068,2016/02/25,-0.1713
"Toomey, Patrick J.",DD,2017/02/22,2017/02/22,2019/02/20,-0.1141,2018/02/21,0.1446,2017/08/23,0.0338
"Roberts, Pat",MIK,2014/12/11,2014/12/11,2016/12/08,,2015/12/10,,2015/06/11,
"Curtis, John",MSFT,2020/03/27,2020/03/27,2022/03/25,0.9889,2021/03/26,0.5399,2020/09/25,0.3535
"Roberts, Pat",BIDU,2014/07/30,2014/07/30,2016/07/27,-0.2557,2015/07/29,-0.2356,2015/01/28,0.0182
"Carper, Thomas R.",DD,2014/09/15,2014/09/15,2016/09/12,-0.0036,2015/09/14,-0.1794,2015/03/16,-0.1159
"Cisneros, Gilbert",LYV,2020/03/18,2020/03/18,2022/03/16,3.1156,2021/03/17,2.2113,2020/09/16,1.2104
"Roberts, Pat",NOC,2018/07/05,2018/07/05,2020/07/02,0.0094,2019/07/04,0.0487,2019/01/03,-0.2154
"Lee, Susie",FOUR,2020/11/04,2020/11/04,2022/11/02,,2021/11/03,0.1428,2021/05/05,0.8176
"Gottheimer, Josh",SBGSY,2020/04/14,2020/04/14,2022/04/12,,2021/04/13,0.774,2020/10/13,0.4419
"Cisneros, Gilbert",IART,2020/03/10,2020/03/10,2022/03/08,0.408,2021/03/09,0.4256,2020/09/08,-0.0418
"Capito, Shelley M.",CSCO,2017/09/05,2017/09/05,2019/09/03,0.4626,2018/09/04,0.5003,2018/03/06,0.3961
"Capito, Shelley M.",VFC,2018/04/05,2018/04/05,2020/04/02,-0.3186,2019/04/04,0.1516,2018/10/04,0.2023
"Roberts, Pat",BAC,2017/08/07,2017/08/07,2019/08/05,0.1281,2018/08/06,0.2595,2018/02/05,0.2238
"Shalala, Donna",JCI,2019/02/15,2019/02/15,2021/02/12,0.5153,2020/02/14,0.1853,2019/08/16,0.2046
"Lowenthal, Alan S.",KTOS,2020/09/04,2020/09/04,2022/09/02,,2021/09/03,0.2501,2021/03/05,0.2335
"Shalala, Donna",TSM,2019/02/15,2019/02/15,2021/02/12,2.6372,2020/02/14,0.537,2019/08/16,0.0884
"Hern, Kevin",NGL,2020/02/14,2020/02/14,2022/02/11,-0.7757,2021/02/12,-0.7416,2020/08/14,-0.5373
"Perdue Jr., David A.",KMI,2017/03/23,2017/03/23,2019/03/21,-0.0438,2018/03/22,-0.2625,2017/09/21,-0.0772
"Curtis, John",AMZN,2020/03/04,2020/03/04,2022/03/02,0.5474,2021/03/03,0.5648,2020/09/02,0.8049
"Perdue Jr., David A.",BAX,2015/08/19,2015/08/19,2017/08/16,0.5171,2016/08/17,0.1892,2016/02/17,-0.0546
"Joyce, David P.",SPY,2020/06/08,2020/06/08,2022/06/06,,2021/06/07,0.3125,2020/12/07,0.1466
"Wyden, Ronald L.",IRBT,2020/07/27,2020/07/27,2022/07/25,,2021/07/26,0.2301,2021/01/25,0.7421
"Wittman, Robert J.",RGLD,2020/07/02,2020/07/02,2022/06/30,,2021/07/01,-0.0659,2020/12/31,-0.1269
"Conaway, K. M.",GSLC,2020/02/18,2020/02/18,2022/02/15,0.2949,2021/02/16,0.1719,2020/08/18,0.0068
"Whitehouse, Sheldon",RTN,2015/09/22,2015/09/22,2017/09/19,,2016/09/20,,2016/03/22,
"Green, Mark",SMLP,2020/06/10,2020/06/10,2022/06/08,,2021/06/09,0.0005,2020/12/09,-0.4394
"Beyer, Donald S.",C,2020/01/27,2020/01/27,2022/01/24,-0.1964,2021/01/25,-0.2153,2020/07/27,-0.3322
"Roberts, Pat",MA,2020/01/21,2020/01/21,2022/01/18,0.1394,2021/01/19,0.0103,2020/07/21,-0.0414
"Roberts, Pat",COST,2015/03/06,2015/03/06,2017/03/03,0.1457,2016/03/04,0.0117,2015/09/04,-0.0693
"Roberts, Pat",NFLX,2014/09/22,2014/09/22,2016/09/19,0.5484,2015/09/21,0.5888,2015/03/23,-0.0507
"Whitehouse, Sheldon",CY,2014/09/18,2014/09/18,2016/09/15,,2015/09/17,,2015/03/19,
"Cisneros, Gilbert",KMX,2020/04/28,2020/04/28,2022/04/26,,2021/04/27,0.7328,2020/10/27,0.1535
"Frankel, Lois",D,2020/07/15,2020/07/15,2022/07/13,,2021/07/14,-0.0005,2021/01/13,-0.0393
"Carper, Thomas R.",PYPL,2020/04/14,2020/04/14,2022/04/12,,2021/04/13,1.5027,2020/10/13,0.8689
"Collins, Susan M.",HOLX,2016/12/01,2016/12/01,2018/11/29,0.1732,2017/11/30,0.1077,2017/06/01,0.1526
"Shalala, Donna",LMT,2019/02/05,2019/02/05,2021/02/02,0.1028,2020/02/04,0.4286,2019/08/06,0.2091
"Green, Mark",USAC,2020/12/01,2020/12/01,2022/11/29,,2021/11/30,0.254,2021/06/01,0.3328
"McCaul, Michael T.",NFG,2020/11/02,2020/11/02,2022/10/31,,2021/11/01,0.4407,2021/05/03,0.2483
"Dunn, Neal P.",BXS$A,2020/08/20,2020/08/20,2022/08/18,,2021/08/19,0.2726,2021/02/18,0.3384
"Perdue Jr., David A.",LYV,2016/02/17,2016/02/17,2018/02/14,1.1865,2017/02/15,0.4278,2016/08/17,0.2966
"Capito, Shelley M.",ICE,2018/02/27,2018/02/27,2020/02/25,0.2585,2019/02/26,0.0192,2018/08/28,0.0079
"Axne, Cynthia",BDX,2019/04/23,2019/04/23,2021/04/20,0.1345,2020/04/21,0.1323,2019/10/22,0.1117
"Roe, David P.",TWNK,2020/06/24,2020/06/24,2022/06/22,,2021/06/23,0.3475,2020/12/23,0.1542
"Perdue Jr., David A.",M,2019/08/15,2019/08/15,2021/08/12,0.2004,2020/08/13,-0.5751,2020/02/13,0.0208
"Frankel, Lois",CB,2020/01/08,2020/01/08,2022/01/05,0.2716,2021/01/06,0.0046,2020/07/08,-0.1735
"Cisneros, Gilbert",TT,2020/04/08,2020/04/08,2022/04/06,,2021/04/07,0.9024,2020/10/07,0.464
"Wyden, Ronald L.",NVDA,2020/07/30,2020/07/30,2022/07/28,,2021/07/29,0.8731,2021/01/28,0.2573
"Phillips, Dean",GOOGL,2020/09/23,2020/09/23,2022/09/21,,2021/09/22,0.957,2021/03/24,0.4345
"Shalala, Donna",PLNT,2019/04/03,2019/04/03,2021/03/31,0.0925,2020/04/01,-0.3764,2019/10/02,-0.1848
"Shalala, Donna",CWEN,2019/04/16,2019/04/16,2021/04/13,0.7563,2020/04/14,0.2471,2019/10/15,0.2047
"Joyce, David P.",VONE,2020/03/26,2020/03/26,2022/03/24,0.762,2021/03/25,0.5587,2020/09/24,0.2815
"Whitehouse, Sheldon",ESRX,2014/04/29,2014/04/29,2016/04/26,0.0316,2015/04/28,0.2207,2014/10/28,0.0402
"Gianforte, Greg",IHG,2020/03/18,2020/03/18,2022/03/16,1.2031,2021/03/17,1.3049,2020/09/16,0.8282
"Lee, Susie",ZBH,2020/12/16,2020/12/16,2022/12/14,,2021/12/15,-0.1863,2021/06/16,0.0628
"Gianforte, Greg",EPOKY,2020/01/13,2020/01/13,2022/01/10,0.9636,2021/01/11,0.5856,2020/07/13,0.0587
"Hern, Kevin",BDX,2020/04/09,2020/04/09,2022/04/07,,2021/04/08,-0.0146,2020/10/08,-0.0451
"McConnell Jr., A. M.",WFC,2018/12/05,2018/12/05,2020/12/02,-0.4381,2019/12/04,0.048,2019/06/05,-0.0985
"Carper, Thomas R.",XCAPX,2020/05/28,2020/05/28,2022/05/26,,2021/05/27,,2020/11/26,
"Perdue Jr., David A.",AXTA,2018/02/06,2018/02/06,2020/02/04,-0.0063,2019/02/05,-0.134,2018/08/07,0.011
"Cisneros, Gilbert",LNT,2020/11/04,2020/11/04,2022/11/02,,2021/11/03,0.0094,2021/05/05,-0.0092
"Carper, Thomas R.",RMD,2017/08/31,2017/08/31,2019/08/29,0.797,2018/08/30,0.4657,2018/03/01,0.2245
"Perdue Jr., David A.",IP,2015/08/24,2015/08/24,2017/08/21,0.2664,2016/08/22,0.1024,2016/02/22,-0.1891
"Cisneros, Gilbert",NBIX,2020/12/21,2020/12/21,2022/12/19,,2021/12/20,-0.1433,2021/06/21,0.0203
"Shalala, Donna",NOV,2019/02/15,2019/02/15,2021/02/12,-0.5391,2020/02/14,-0.2236,2019/08/16,-0.3746
"Capito, Shelley M.",SSDOY,2017/09/08,2017/09/08,2019/09/06,0.9113,2018/09/07,0.6233,2018/03/09,0.4391
"Perdue Jr., David A.",FDX,2019/04/25,2019/04/25,2021/04/22,0.4497,2020/04/23,-0.3735,2019/10/24,-0.1938
"Carper, Thomas R.",MET,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,1.1659,2020/10/01,0.3205
"Scott, Austin",T,2020/11/16,2020/11/16,2022/11/14,,2021/11/15,-0.1435,2021/05/17,0.1202
"Axne, Cynthia",ORLY,2020/12/10,2020/12/10,2022/12/08,,2021/12/09,0.5289,2021/06/10,0.1953
"Inhofe, James M.",KMX,2018/01/25,2018/01/25,2020/01/23,0.3635,2019/01/24,-0.1662,2018/07/26,0.0566
"Cisneros, Gilbert",GE,2019/12/06,2019/12/06,2021/12/03,0.0649,2020/12/04,-0.0237,2020/06/05,-0.2536
"Green, Mark",DCP,2020/06/10,2020/06/10,2022/06/08,,2021/06/09,1.0717,2020/12/09,0.4342
"Perdue Jr., David A.",GM,2018/07/10,2018/07/10,2020/07/07,-0.3657,2019/07/09,-0.0521,2019/01/08,-0.1219
"Miller, Carol D.",DOV,2020/07/28,2020/07/28,2022/07/26,,2021/07/27,0.5472,2021/01/26,0.1863
"Perdue Jr., David A.",DISCA,2018/05/04,2018/05/04,2020/05/01,-0.0617,2019/05/03,0.2712,2018/11/02,0.425
"Cisneros, Gilbert",DSGX,2020/03/31,2020/03/31,2022/03/29,,2021/03/30,0.7556,2020/09/29,0.6367
"Gianforte, Greg",CATM,2020/06/24,2020/06/24,2022/06/22,,2021/06/23,,2020/12/23,
"Phillips, Dean",SEE,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,0.8379,2020/10/01,0.5976
"Capito, Shelley M.",WEC,2018/04/05,2018/04/05,2020/04/02,0.3468,2019/04/04,0.2307,2018/10/04,0.0638
"Lee, Susie",WM,2020/04/06,2020/04/06,2022/04/04,,2021/04/05,0.4256,2020/10/05,0.2509
"Carper, Thomas R.",FINX,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,0.9688,2020/10/01,0.678
"Murray, Patty",SO,2017/03/16,2017/03/16,2019/03/14,0.0285,2018/03/15,-0.1219,2017/09/14,-0.006
"Murray, Patty",SNY,2017/03/16,2017/03/16,2019/03/14,-0.0048,2018/03/15,-0.0808,2017/09/14,0.0969
"Gianforte, Greg",MITEY,2020/03/18,2020/03/18,2022/03/16,0.0976,2021/03/17,0.3734,2020/09/16,0.1854
"Perdue Jr., David A.",AXTA,2017/08/16,2017/08/16,2019/08/14,-0.0523,2018/08/15,0.0239,2018/02/14,0.0613
"Lee, Susie",CNC,2020/03/24,2020/03/24,2022/03/22,0.8106,2021/03/23,0.3326,2020/09/22,0.1432
"Toomey, Patrick J.",NTRP,2018/02/15,2018/02/15,2020/02/13,,2019/02/14,,2018/08/16,
"Doggett, Lloyd",HD,2020/03/27,2020/03/27,2022/03/25,0.6378,2021/03/26,0.5671,2020/09/25,0.3949
"Langevin, James R.",PYPL,2020/11/03,2020/11/03,2022/11/01,,2021/11/02,0.2668,2021/05/04,0.3848
"Murray, Patty",COP,2017/03/16,2017/03/16,2019/03/14,0.4713,2018/03/15,0.1773,2017/09/14,0.004
"Clark, Katherine M.",CCEP,2020/11/05,2020/11/05,2022/11/03,,2021/11/04,0.4963,2021/05/06,0.5732
"Whitehouse, Sheldon",CMCSA,2016/05/24,2016/05/24,2018/05/22,0.0472,2017/05/23,0.2759,2016/11/22,0.1061
"Gianforte, Greg",NOK,2020/03/18,2020/03/18,2022/03/16,1.0887,2021/03/17,0.7056,2020/09/16,0.6714
"Gottheimer, Josh",REGN,2020/05/27,2020/05/27,2022/05/25,,2021/05/26,-0.0782,2020/11/25,-0.0509
"Doggett, Lloyd",KO,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,0.2273,2020/10/01,0.1418
"Perdue Jr., David A.",HBI,2017/09/14,2017/09/14,2019/09/12,-0.3804,2018/09/13,-0.2992,2018/03/15,-0.2301
"Green, Mark",MMLP,2020/06/10,2020/06/10,2022/06/08,,2021/06/09,0.0709,2020/12/09,-0.3475
"Roberts, Pat",NFLX,2017/11/08,2017/11/08,2019/11/06,0.471,2018/11/07,0.6322,2018/05/09,0.683
"Capito, Shelley M.",MSFT,2017/09/05,2017/09/05,2019/09/03,0.8581,2018/09/04,0.5128,2018/03/06,0.2762
"Reed, John F.",LSCC,2015/06/04,2015/06/04,2017/06/01,0.0633,2016/06/02,-0.106,2015/12/03,-0.0664
"Perdue Jr., David A.",CBS,2018/02/02,2018/02/02,2020/01/31,,2019/02/01,,2018/08/03,
"Whitehouse, Sheldon",JPM,2014/04/29,2014/04/29,2016/04/26,0.1387,2015/04/28,0.1132,2014/10/28,0.0592
"Blumenauer, Earl",CVS,2020/05/08,2020/05/08,2022/05/06,,2021/05/07,0.3526,2020/11/06,0.0429
"Courtney, Joe",DIS,2019/12/31,2019/12/31,2021/12/28,0.0725,2020/12/29,0.2374,2020/06/30,-0.2293
"Perdue Jr., David A.",URBN,2017/08/24,2017/08/24,2019/08/22,0.1497,2018/08/23,1.3009,2018/02/22,0.7683
"Lamborn, Doug",NTAP,2020/11/30,2020/11/30,2022/11/28,,2021/11/29,0.7099,2021/05/31,0.4525
"Perdue Jr., David A.",BAC,2020/03/18,2020/03/18,2022/03/16,1.0893,2021/03/17,0.8611,2020/09/16,0.253
"Shalala, Donna",BDN,2019/06/04,2019/06/04,2021/06/01,-0.0507,2020/06/02,-0.3243,2019/12/03,0.0093
"Cisneros, Gilbert",PVH,2020/03/18,2020/03/18,2022/03/16,1.4336,2021/03/17,2.1865,2020/09/16,1.2032
"Perdue Jr., David A.",ALB,2019/11/08,2019/11/08,2021/11/05,2.9949,2020/11/06,0.5916,2020/05/08,-0.0817
"Cisneros, Gilbert",TEAM,2020/03/18,2020/03/18,2022/03/16,1.2605,2021/03/17,0.9528,2020/09/16,0.4503
"Courtney, Joe",FLCO,2020/10/16,2020/10/16,2022/10/14,,2021/10/15,-0.0317,2021/04/16,-0.0389
"Shalala, Donna",KO,2019/05/23,2019/05/23,2021/05/20,0.0962,2020/05/21,-0.0829,2019/11/21,0.068
"Gottheimer, Josh",LYFT,2020/06/05,2020/06/05,2022/06/03,,2021/06/04,0.4704,2020/12/04,0.1552
"Shalala, Donna",GBT,2019/06/04,2019/06/04,2021/06/01,-0.3657,2020/06/02,0.141,2019/12/03,0.1918
"Phillips, Dean",EL,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,0.9276,2020/10/01,0.4478
"Carper, Thomas R.",LHX,2020/07/09,2020/07/09,2022/07/07,,2021/07/08,0.3686,2021/01/07,0.1138
"Inhofe, James M.",CRM,2017/04/25,2017/04/25,2019/04/23,0.887,2018/04/24,0.4187,2017/10/24,0.1596
"Gottheimer, Josh",EBS,2020/06/15,2020/06/15,2022/06/13,,2021/06/14,-0.1007,2020/12/14,0.2417
"Wyden, Ronald L.",QSR,2020/05/05,2020/05/05,2022/05/03,,2021/05/04,0.3925,2020/11/03,0.0581
"Hern, Kevin",V,2020/07/27,2020/07/27,2022/07/25,,2021/07/26,0.2705,2021/01/25,0.0137
"Whitehouse, Sheldon",CMRE,2014/12/18,2014/12/18,2016/12/15,-0.6963,2015/12/17,-0.4876,2015/06/18,0.054
"Cisneros, Gilbert",SYY,2020/04/29,2020/04/29,2022/04/27,,2021/04/28,0.4434,2020/10/28,-0.0338
"Lee, Susie",ALLY,2020/09/28,2020/09/28,2022/09/26,,2021/09/27,1.1117,2021/03/29,0.7869
"Phillips, Dean",SNE,2020/04/17,2020/04/17,2022/04/15,,2021/04/16,,2020/10/16,
"Upton, Fred",CHTR,2020/04/20,2020/04/20,2022/04/18,,2021/04/19,0.3007,2020/10/19,0.2608
"Blumenauer, Earl",NWN,2020/11/13,2020/11/13,2022/11/11,,2021/11/12,-0.0566,2021/05/14,0.1313
"Wyden, Ronald L.",FDX,2020/08/21,2020/08/21,2022/08/19,,2021/08/20,0.2637,2021/02/19,0.2176
"Axne, Cynthia",SBUX,2020/03/30,2020/03/30,2022/03/28,,2021/03/29,0.6328,2020/09/28,0.2894
"Loeffler, Kelly",CME,2020/02/24,2020/02/24,2022/02/21,0.1373,2021/02/22,-0.0743,2020/08/24,-0.1671
"Perdue Jr., David A.",M,2020/03/20,2020/03/20,2022/03/18,3.1152,2021/03/19,1.8114,2020/09/18,0.0341
"Frankel, Lois",WSO,2020/03/03,2020/03/03,2022/03/01,0.6512,2021/03/02,0.5009,2020/09/01,0.4852
"Courtney, Joe",AAPL,2019/12/31,2019/12/31,2021/12/28,1.4682,2020/12/29,0.8733,2020/06/30,0.2449
"Marchant, Kenny",GPN,2020/11/19,2020/11/19,2022/11/17,,2021/11/18,-0.3256,2021/05/20,0.044
"Capito, Shelley M.",GD,2016/04/19,2016/04/19,2018/04/17,0.622,2017/04/18,0.3821,2016/10/18,0.1137
"Green, Mark",NGL,2020/08/04,2020/08/04,2022/08/02,,2021/08/03,-0.5891,2021/02/02,-0.3891
"Hoeven, John",MET,2018/06/07,2018/06/07,2020/06/04,-0.1898,2019/06/06,0.0223,2018/12/06,-0.1346
"Conaway, K. M.",PNC,2020/06/01,2020/06/01,2022/05/30,,2021/05/31,0.7091,2020/11/30,0.2077
"Roberts, Pat",AMZN,2020/01/10,2020/01/10,2022/01/07,0.7284,2021/01/08,0.6723,2020/07/10,0.6934
"Whitehouse, Sheldon",TJX,2014/12/18,2014/12/18,2016/12/15,0.1696,2015/12/17,0.0818,2015/06/18,0.0029
"Capito, Shelley M.",PX,2018/04/05,2018/04/05,2020/04/02,,2019/04/04,,2018/10/04,
"Reed, John F.",FDX,2016/02/29,2016/02/29,2018/02/26,0.8289,2017/02/27,0.3983,2016/08/29,0.1967
"Whitehouse, Sheldon",FB,2016/11/28,2016/11/28,2018/11/26,0.1171,2017/11/27,0.5143,2017/05/29,0.261
"Curtis, John",INTC,2020/03/27,2020/03/27,2022/03/25,-0.0401,2021/03/26,0.1877,2020/09/25,-0.072
"Gianforte, Greg",ABEV,2020/01/13,2020/01/13,2022/01/10,-0.4413,2021/01/11,-0.3489,2020/07/13,-0.4098
"Sherrill, Mikie",PRU,2020/01/21,2020/01/21,2022/01/18,0.215,2021/01/19,-0.1155,2020/07/21,-0.3232
"Beyer, Donald S.",SPLK,2020/11/03,2020/11/03,2022/11/01,,2021/11/02,-0.1486,2021/05/04,-0.383
"Capito, Shelley M.",CB,2016/04/19,2016/04/19,2018/04/17,0.1173,2017/04/18,0.1262,2016/10/18,0.0287
"Peters, Gary C.",OFC,2018/01/05,2018/01/05,2020/01/03,0.0358,2019/01/04,-0.2172,2018/07/06,0.0633
"Green, Mark",SMLP,2020/08/10,2020/08/10,2022/08/08,,2021/08/09,1.5727,2021/02/08,0.4323
"Carper, Thomas R.",MRVL,2020/11/20,2020/11/20,2022/11/18,,2021/11/19,0.6915,2021/05/21,0.0443
"Gianforte, Greg",GSAH,2020/01/27,2020/01/27,2022/01/24,,2021/01/25,,2020/07/27,
"Inhofe, James M.",APTV,2018/10/08,2018/10/08,2020/10/05,0.2143,2019/10/07,0.0563,2019/04/08,0.1075
"Collins, Susan M.",RHT,2014/03/04,2014/03/04,2016/03/01,,2015/03/03,,2014/09/02,
"Shalala, Donna",ITUB,2019/02/15,2019/02/15,2021/02/12,-0.484,2020/02/14,-0.2169,2019/08/16,-0.142
"Perdue Jr., David A.",DVN,2018/03/27,2018/03/27,2020/03/24,-0.7818,2019/03/26,-0.0129,2018/09/25,0.2981
"Banks, James E.",SBUX,2020/08/19,2020/08/19,2022/08/17,,2021/08/18,0.4816,2021/02/17,0.3366
"Cisneros, Gilbert",DLR,2020/03/18,2020/03/18,2022/03/16,0.0125,2021/03/17,0.0066,2020/09/16,0.1282
"Phillips, Dean",ED,2020/09/23,2020/09/23,2022/09/21,,2021/09/22,-0.0054,2021/03/24,-0.0046
"Beyer, Donald S.",ILMN,2020/02/14,2020/02/14,2022/02/11,0.1485,2021/02/12,0.7024,2020/08/14,0.1802
"Gianforte, Greg",HLPPY,2020/11/13,2020/11/13,2022/11/11,,2021/11/12,-0.1612,2021/05/14,-0.0489
"Perdue Jr., David A.",FEYE,2016/06/29,2016/06/29,2018/06/27,0.0,2017/06/28,0.0045,2016/12/28,-0.2194
"Green, Mark",WES,2020/08/04,2020/08/04,2022/08/02,,2021/08/03,1.2268,2021/02/02,0.7473
"Carper, Thomas R.",ARNA,2020/11/20,2020/11/20,2022/11/18,,2021/11/19,-0.0929,2021/05/21,-0.0276
"Wyden, Ronald L.",GOOG,2020/04/17,2020/04/17,2022/04/15,,2021/04/16,0.7894,2020/10/16,0.2255
"Phillips, Dean",IVZ,2020/04/02,2020/04/02,2022/03/31,,2021/04/01,2.1077,2020/10/01,0.3828
"McKinley, David B.",SPGI,2020/03/23,2020/03/23,2022/03/21,1.0078,2021/03/22,0.724,2020/09/21,0.7189
