ticker,104,52,26
AFL,0.2804,0.0256,-0.1444
CTSH,0.0649,0.2393,0.1357
WFC,-0.252,0.0151,-0.0433
ACN,0.3494,0.4133,0.1784
USDP,0.8667,0.8441
ALC,0.1352,0.1977
GPK,0.1059,-0.054,0.3818
CZR,0.3387,0.3279,0.2818
A,0.8433,0.3284,0.1015
BTLCY,0.5654,0.0476
VRT,0.2962,0.3088
AMGN,0.1102,0.016,0.0158
ENTG,1.7571,0.587,0.1943
BAC,0.4679,0.4284,0.1692
REGN,-0.3595,-0.0532,-0.1089
COST,0.297,0.1325,0.4611
APD,0.4004,0.3525,0.1531
AXP,0.1288,0.1396,-0.0158
QCOM,-0.0611,-0.042,0.0763
EXEL,-0.0007,-0.1482,-0.1438
DIS,0.0877,0.3144,0.1684
DISH,-0.4145,-0.4735,-0.2568
AMZN,0.2946,0.1791,0.7517
NLOK,0.3422,0.0777
ABT,0.3318,0.166,0.0319
MSFT,0.4201,0.204,0.7481
L,0.5245,0.2317
PHM,0.5913,0.2052
PYPL,0.4097,0.3473,0.5944
SBUX,0.3187,0.2088,0.1579
AAPL,0.3875,0.2343,0.7425
FUPBY,0.4351,0.4715
PGR,0.2104,0.2189,0.1248
CRWD,1.1931,0.7241
KN,-0.0189,-0.1703,-0.0249
PFE,0.1577,0.0258,0.2387
NVEE,0.5475,0.5598,-0.2101
MTX,0.3202,0.4236
VWO,0.0728,0.2881,0.1322
UBS,0.5819,0.3098
PBA,-0.0276,-0.1318,0.0394
T,-0.0738,-0.0438,0.0572
MSCI,0.8163,0.5226,0.2668
BYND,-0.0535,0.7133,0.0838
AXTA,-0.1477,-0.1191,-0.0184
URBN,0.1247,0.5989,0.1676
PHG,0.4951,0.2238
DRE,0.5735,0.2591
AMN,0.6264,0.252
DLR,0.0634,0.0254
HBI,-0.2525,-0.1973,-0.1071
CME,0.1236,-0.1164
SCHW,0.6928,0.1314,0.7117
CMRE,-0.6448,-0.3775,-0.0384
PBYI,-0.7372,-0.7694,-0.7035
SPLK,-0.1706,0.1003
GE,0.1858,0.1801,-0.2747
USAC,0.3682,0.2884
IBM,-0.1365,-0.0028,0.0496
GDDY,0.0837,0.1479,0.1098
PRU,0.3645,0.0901,0.3133
CMCSA,0.1312,0.2225,0.13
GILD,-0.2785,-0.0631,-0.0174
OKE,0.5104,0.3855,0.0442
PSQ,-0.2953,-0.2131
MEDP,0.2288,0.2782
UL,-0.0636,0.0791,0.1488
AM,0.3819,0.2949
ITW,0.1175,0.0701,0.0277
XOM,-0.0916,0.0645,-0.0104
NTTYY,0.0536,-0.0013
LRCX,1.8058,0.5367,0.0959
HL,1.8545,0.2182,-0.2545
JNJ,0.1162,0.0691,0.0296
EL,0.2252,0.3963,0.2501
SRLP,0.266,0.5181
CSX,0.2198,0.3021,0.4604
WBA,-0.2612,-0.0073,-0.0655
CLX,0.5805,0.0162,0.0958
IRBT,-0.0255,0.4246
