ticker,transaction_date,number_of_transactions
F,2020/03/18,1
LB,2020/03/18,1
DPSGY,2020/03/18,1
SVNLY,2020/03/18,1
TSN,2020/03/18,1
IT,2020/03/18,1
XLNX,2020/03/18,1
COF,2020/03/18,1
KEY,2020/03/18,1
ALGN,2020/03/18,1
SKVKY,2020/03/18,1
CS,2020/03/18,1
WBK,2020/03/18,1
TM,2020/03/18,1
VOD,2020/03/18,1
TMSNY,2020/03/18,1
ATASY,2020/03/18,1
WH,2020/03/17,1
BIDU,2020/03/16,1
EXC,2020/03/16,1
EVBG,2020/03/13,1
ED,2020/03/13,1
NCLTY,2020/03/12,1
COP,2020/03/11,1
OKE,2020/03/09,1
FANG,2020/03/06,1
BR,2020/03/05,1
SNOXX,2020/03/05,1
WSO,2020/03/04,1
KTB,2020/03/04,1
OSW,2020/03/03,1
LHCG,2020/03/03,1
GD,2020/03/03,1
HRL,2020/03/03,1
CG,2020/03/02,1
AWK,2020/03/02,1
SU,2020/03/02,1
JBT,2020/03/02,1
PEB,2020/03/02,1
HAS,2020/03/02,1
DTE,2020/02/28,1
M,2020/02/28,1
HRB,2020/02/28,1
NWL,2020/02/28,1
ES,2020/02/28,1
ANIK,2020/02/28,1
SHOP,2020/02/24,1
TDY,2020/02/24,1
INMD,2020/02/24,1
ENV,2020/02/21,1
ATRC,2020/02/21,1
SCHD,2020/02/21,1
RDS.B,2020/02/21,1
HMN,2020/02/21,1
MNST,2020/02/20,1
AVB,2020/02/20,1
VFC,2020/02/20,1
AJG,2020/02/20,1
ETR,2020/02/20,1
NSC,2020/02/20,1
BXP,2020/02/20,1
PEG,2020/02/20,1
VTR,2020/02/20,1
VNO,2020/02/20,1
TROW,2020/02/20,1
FTDR,2020/02/19,1
CONE,2020/02/18,1
RPD,2020/02/14,1
RCL,2020/02/11,1
PRSP,2020/02/11,1
PCTY,2020/02/10,1
PHR,2020/02/10,1
TEL,2020/02/10,1
NUE,2020/02/07,1
QSR,2020/02/05,1
CSGP,2020/02/05,1
MELI,2020/02/05,1
HBAN,2020/02/05,1
PLD,2020/02/04,1
IART,2020/02/03,1
UBSI,2020/02/03,1
WMGI,2020/02/03,1
KMTUY,2020/01/30,1
COMM,2020/01/30,1
GPK,2020/01/29,1
POL,2020/01/29,1
EBSB,2020/01/29,1
OMC,2020/01/29,1
MTSI,2020/01/29,1
PI,2020/01/28,1
FRFHF,2020/01/28,1
FIVN,2020/01/27,1
PROF,2020/01/27,1
ZUO,2020/01/27,1
GSAH,2020/01/24,1
FUPBY,2020/01/17,1
NSP,2020/01/17,1
CMD,2020/01/17,1
CAG,2020/01/15,1
SEIC,2020/01/15,1
CYRX,2020/01/14,1
FANUY,2020/01/13,1
HDB,2020/01/13,1
AIQUY,2020/01/13,1
LRLCY,2020/01/13,1
NVZMY,2020/01/13,1
SYIEY,2020/01/13,1
VMW,2020/01/13,1
DCI,2020/01/13,1
CHL,2020/01/10,1
MTDR,2020/01/10,1
CMP,2020/01/10,1
CXW,2020/01/09,1
LVMUY,2020/01/09,1
SJM,2020/01/08,1
ALK,2020/01/08,1
BHC,2020/01/06,1
FHN,2020/01/06,1
ALFVY,2020/01/03,1
ATLKY,2020/01/03,1
IBN,2020/01/03,1
SONVY,2020/01/03,1
CVI,2020/01/03,1
CDNS,2020/01/02,1
UNICY,2019/12/30,1
BIF,2019/12/27,1
ECOL,2019/12/24,1
FBSI,2019/12/19,1
AA,2019/12/18,1
CWEN.A,2019/12/17,1
CNS,2019/12/12,1
BMRN,2019/12/11,1
ABMD,2019/12/10,1
CENT,2019/12/10,1
CENTA,2019/12/10,1
DRQ,2019/12/10,1
MAC,2019/12/06,1
COTY,2019/12/06,1
FOXA,2019/12/06,1
JWN,2019/12/06,1
CBS,2019/12/06,1
CMPR,2019/12/04,1
BRK.A,2019/11/21,1
MDY,2019/09/20,1
RCKY,2019/09/10,1
BK,2019/08/28,1
EGHT,2019/08/16,1
IJH,2019/07/24,1
IJR,2019/07/24,1
AMJ,2019/07/08,1
AMED,2019/06/24,1
CHE,2019/06/24,1
NEOG,2019/06/24,1
ROL,2019/06/24,1
WYND,2019/06/24,1
RGA,2019/06/24,1
H,2019/06/24,1
BCPC,2019/06/24,1
NATI,2019/06/24,1
STE,2019/06/24,1
BDN,2019/06/24,1
NVCR,2019/06/24,1
CATY,2019/06/24,1
PRA,2019/06/24,1
HP,2019/06/24,1
FLR,2019/06/24,1
AIMC,2019/06/24,1
WST,2019/06/24,1
POWI,2019/06/24,1
BRKR,2019/06/24,1
EPOKY,2019/06/24,1
AMBA,2019/06/24,1
AMH,2019/06/24,1
APC,2019/06/24,1
ARI,2019/06/24,1
AXGN,2019/06/24,1
BKU,2019/06/24,1
PLCE,2019/06/24,1
BOOM,2019/06/24,1
EVOP,2019/06/24,1
FBC,2019/06/24,1
NPSNY,2019/06/24,1
OXM,2019/06/24,1
PGRE,2019/06/24,1
PNR,2019/06/24,1
PDM,2019/06/24,1
PCH,2019/06/24,1
SRC,2019/06/24,1
TXRH,2019/06/24,1
WAFD,2019/06/24,1
ZEN,2019/06/24,1
ADP,2019/06/06,1
GPC,2019/06/06,1
CXP,2019/06/04,1
GBT,2019/06/04,1
LAUR,2019/06/04,1
MTH,2019/06/04,1
RL,2019/06/04,1
SITC,2019/06/04,1
UMPQ,2019/06/04,1
GBDC,2019/05/30,1
ESGR,2019/05/21,1
PKCOY,2019/05/21,1
HPQ,2019/05/20,1
DWDP,2019/05/20,1
SHAK,2019/05/15,1
CRUS,2019/05/15,1
FNB,2019/05/15,1
KMT,2019/05/15,1
JGCCY,2019/05/10,1
IONS,2019/05/08,1
BERY,2019/04/30,1
DBD,2019/04/30,1
MED,2019/04/30,1
PDCE,2019/04/30,1
REXR,2019/04/30,1
DOMO,2019/04/29,1
DECK,2019/04/16,1
CF,2019/04/16,1
ABM,2019/04/16,1
CWEN,2019/04/16,1
ESNT,2019/04/16,1
EXEL,2019/04/16,1
RDUS,2019/04/16,1
BAYRY,2019/04/11,1
AYI,2019/04/03,1
AIV,2019/04/03,1
CCS,2019/04/03,1
MONOY,2019/03/20,1
APLE,2019/03/19,1
G,2019/03/19,1
PATK,2019/03/19,1
PNW,2019/03/19,1
PUMP,2019/03/19,1
RCII,2019/03/19,1
AGCO,2019/03/06,1
QTS,2019/03/06,1
BH,2019/03/04,1
IEFA,2019/03/04,1
IVV,2019/03/04,1
AOS,2019/02/20,1
ALLE,2019/02/20,1
FII,2019/02/20,1
GBOOY,2019/02/20,1
SPR,2019/02/20,1
SAVE,2019/02/20,1
YEXT,2019/02/19,1
AGN,2019/02/15,1
JCI,2019/02/15,1
AZSEY,2019/02/15,1
NOV,2019/02/15,1
K,2019/02/11,1
HIW,2019/02/06,1
JEF,2019/02/04,1
EEFT,2019/01/23,1
HE,2019/01/23,1
PBYI,2019/01/23,1
WB,2019/01/11,1
FAF,2019/01/09,1
HL,2019/01/09,1
TMHC,2019/01/09,1
TRIP,2019/01/09,1
VCRA,2019/01/09,1
