transaction_date	house	senate	input
2020/06/08	6		6
2021/01/20	8	1	9
2021/06/26	1		1
2014/12/15		2	2
2015/02/02		1	1
2020/02/25	8	2	10
2017/04/27		2	2
2019/07/25		1	1
2017/05/25		1	1
2016/11/30		1	1
2019/01/14	1		1
2013/07/08		1	1
2014/11/13		2	2
2019/02/12		2	2
2021/01/26	6	2	8
2020/04/30	8	1	9
2014/09/16		1	1
2019/09/13		1	1
2015/01/23		2	2
2018/01/29		1	1
2019/03/11		1	1
2016/02/25		2	2
2014/01/30		2	2
2015/04/10		1	1
2013/08/01		1	1
2017/02/14		2	2
2018/11/14		1	1
2020/01/15	10		10
2018/01/02		1	1
2016/03/15		1	1
2016/04/27		2	2
2013/09/10		1	1
2021/12/02	5		5
2015/02/25		1	1
2020/04/16	7	2	9
2021/05/04	6	1	7
2016/02/08		1	1
2016/09/01		1	1
2021/09/09	8		8
2015/03/25		3	3
2019/09/20	1		1
2017/03/15		3	3
2015/09/11		3	3
2020/03/11	12	3	15
2020/06/26	6	2	8
2018/07/24		1	1
2016/02/11		5	5
2020/02/27	12	4	16
2017/04/28		1	1
2019/11/13		2	2
2014/01/29		3	3
2012/12/13		2	2
2016/01/12		1	1
2013/08/02		1	1
2012/09/26		1	1
2017/03/28		1	1
2017/03/24		1	1
2017/03/03		1	1
2018/03/20		1	1
2021/01/13	10	2	12
2014/12/10		1	1
2016/07/08		2	2
2020/06/29	11	1	12
2018/12/27	1	4	5
2018/06/11		2	2
2020/01/22	5	1	6
2014/03/31		2	2
2020/09/17	7	1	8
2021/05/01		1	1
2015/09/14		1	1
2020/12/02	5	3	8
2016/05/23		1	1
2015/04/06		1	1
2014/09/04		2	2
2013/07/09		1	1
2015/07/13		3	3
2013/09/27		1	1
2016/02/29		3	3
2017/12/20		1	1
2020/07/28	8	2	10
2015/05/07		3	3
2020/01/17	6	1	7
2020/07/27	6	2	8
2020/02/19	8	1	9
2014/07/10		2	2
2016/02/19		2	2
2014/12/11		2	2
2015/03/11		3	3
2013/06/06		3	3
2021/07/26	1	2	3
2020/09/28	4	1	5
2012/12/27		3	3
2020/08/26	6	2	8
2015/10/22		1	1
2017/08/14		1	1
2020/09/29	4		4
2017/02/07		2	2
2016/08/05		2	2
2018/07/11		1	1
2013/01/17		1	1
2018/11/02		2	2
2015/08/25		4	4
2019/02/11	1	1	2
2017/08/24		3	3
2014/07/21		2	2
2014/02/24		1	1
2019/01/17	1	1	2
2020/12/20	1		1
2018/04/03		1	1
2016/03/30		2	2
2017/07/25		3	3
2017/11/30		4	4
2015/10/19		2	2
2017/11/16		2	2
2019/01/10	1	1	2
2013/02/13		1	1
2019/09/17		2	2
2017/11/29		3	3
2019/10/11		2	2
2019/11/08		2	2
2013/05/10		1	1
2018/07/20		1	1
2016/10/03		1	1
2021/02/25	11		11
2019/07/24	2	1	3
2016/11/23		4	4
2016/10/28		1	1
2017/12/18		3	3
2017/05/26		1	1
2017/08/16		1	1
2020/11/03	8		8
2020/03/10	11	3	14
2019/03/28	2	2	4
2014/04/14		1	1
2014/03/11		1	1
2018/11/01		1	1
2021/11/06	1		1
2015/07/29		2	2
2017/09/05		3	3
2019/06/24	1	1	2
2013/09/09		1	1
2020/02/13	9	3	12
2018/06/18		1	1
2021/07/21	4	2	6
2020/10/13	9	3	12
2019/10/18		2	2
2015/02/24		3	3
2014/11/24		1	1
2021/06/03	7	2	9
2020/02/21	12	3	15
2019/04/02	2	1	3
2018/09/05		1	1
2015/05/12		3	3
2013/12/11		1	1
2016/11/25		2	2
2018/04/09		2	2
2015/08/31		3	3
2019/07/18	1	3	4
2013/06/10		2	2
2016/03/22		3	3
2020/06/25	7	1	8
2020/05/29	3		3
2014/10/15		1	1
2020/04/10	2		2
2017/10/25		4	4
2017/02/24		1	1
2020/11/19	8		8
2020/09/08	7	2	9
2013/09/26		1	1
2020/07/21	6		6
2018/07/16		2	2
2012/10/11		2	2
2016/12/02		1	1
2020/02/24	11	2	13
2018/12/17		2	2
2015/09/21		2	2
2019/03/26	1	1	2
2019/03/20	2	2	4
2012/12/10		1	1
2014/02/19		3	3
2017/11/21		1	1
2013/11/01		1	1
2018/08/13		4	4
2015/06/24		3	3
2019/04/22		1	1
2016/06/28		4	4
2014/04/25		1	1
2015/11/10		1	1
2014/05/22		1	1
2012/10/01		1	1
2014/10/30		1	1
2016/11/07		2	2
2018/03/27		2	2
2016/12/23		2	2
2020/07/31	6	3	9
2014/01/01		1	1
2018/10/02		4	4
2017/11/17		5	5
2017/02/16		2	2
2019/07/02	1	1	2
2021/10/20	4		4
2020/10/23	5		5
2017/01/03		1	1
2019/12/26	4		4
2017/06/05		4	4
2014/05/30		1	1
2015/05/26		1	1
2018/07/02		1	1
2021/04/01	10	3	13
2016/06/21		1	1
2013/08/23		1	1
2015/04/22		2	2
2013/06/12		1	1
2017/09/07		4	4
2019/10/08		2	2
2018/05/25		1	1
2014/03/17		1	1
2015/11/05		2	2
2019/03/19	2	3	5
2020/03/17	13	4	17
2015/03/09		2	2
2015/10/21		1	1
2016/09/12		2	2
2021/11/26	9		9
2015/01/22		2	2
2014/03/04		2	2
2020/11/30	10	2	12
2018/09/18		1	1
2020/08/21	1	4	5
2020/10/27	3	1	4
2019/03/25	1	2	3
2021/08/12	3	2	5
2020/01/02	10	2	12
2013/02/01		1	1
2019/08/07		1	1
2021/04/30	8		8
2015/10/26		1	1
2020/11/24	9	2	11
2013/06/17		1	1
2018/06/04		3	3
2018/09/13		2	2
2021/04/07	3	1	4
2015/10/29		1	1
2017/03/02		4	4
2015/09/25		2	2
2019/11/25		1	1
2018/05/04		2	2
2015/04/24		2	2
2015/10/28		3	3
2013/07/03		1	1
2015/03/03		3	3
2015/12/10		1	1
2019/11/26		2	2
2018/05/10		2	2
2012/11/19		1	1
2019/04/09	1	5	6
2014/10/23		1	1
2018/07/06		1	1
2015/01/15		1	1
2016/09/06		2	2
2021/06/10	9	2	11
2018/07/30		3	3
2018/11/16		3	3
2018/01/19		1	1
2018/12/31		3	3
2020/03/27	14	4	18
2019/12/20	1	2	3
2018/04/25		3	3
2021/10/05	7	1	8
2016/11/10		2	2
2018/01/26		2	2
2013/08/12		1	1
2021/10/27	3	1	4
2018/04/26		3	3
2014/04/02		2	2
2021/07/01	10	2	12
2018/02/27		2	2
2018/01/22		1	1
2016/05/03		1	1
2014/03/03		1	1
2017/10/30		4	4
2021/04/21	6	1	7
2021/08/17	5	1	6
2019/12/12	6	1	7
2016/03/03		2	2
2015/12/08		2	2
2015/03/12		1	1
2020/04/28	5	1	6
2015/04/27		1	1
2020/10/14	6		6
2014/07/17		1	1
2017/12/07		4	4
2016/08/01		3	3
2017/10/12		2	2
2020/10/22	10		10
2013/12/05		1	1
2019/07/05		1	1
2021/09/07	6		6
2020/03/28	1		1
2012/09/13		2	2
2021/09/08	4	1	5
2013/11/04		2	2
2014/08/14		1	1
2016/11/16		3	3
2019/06/27	1	1	2
2016/03/18		1	1
2012/10/19		1	1
2021/03/11	13	1	14
2018/11/05		3	3
2020/06/03	8	1	9
2016/10/07		1	1
2018/02/14		2	2
2016/11/09		1	1
2018/12/24		2	2
2015/01/07		1	1
2015/02/11		2	2
2017/07/18		4	4
2020/04/29	9	2	11
2017/05/30		2	2
2019/06/28		2	2
2018/02/26		2	2
2015/05/29		1	1
2014/09/29		3	3
2017/11/13		3	3
2016/03/14		1	1
2015/12/07		2	2
2021/01/27	5	4	9
2013/02/25		2	2
2018/08/27		3	3
2014/06/23		1	1
2021/08/13	8	1	9
2013/11/18		2	2
2017/02/23		2	2
2020/04/08	8	2	10
2015/01/06		2	2
2018/06/20		1	1
2014/04/21		1	1
2018/09/19		2	2
2013/05/20		1	1
2019/04/26	1	3	4
2015/11/16		1	1
2019/07/15		2	2
2016/05/10		1	1
2015/04/21		1	1
2016/01/21		3	3
2012/08/23		1	1
2015/08/17		2	2
2017/10/26		2	2
2019/06/07		1	1
2013/07/17		2	2
2019/11/21	1	1	2
2013/05/15		1	1
2015/12/17		2	2
2016/08/03		2	2
2015/03/04		2	2
2014/02/18		2	2
2021/01/12	9		9
2018/11/20		1	1
2017/03/14		2	2
2018/04/23		5	5
2019/04/08	2	3	5
2017/08/02		2	2
2020/01/23	2	1	3
2015/02/26		2	2
2014/07/30		2	2
2020/04/06	10	3	13
2019/11/11	1	1	2
2021/09/10	9	1	10
2020/01/10	9	4	13
2021/08/30	4	2	6
2014/05/07		1	1
2013/04/04		1	1
2020/06/20	1		1
2015/01/05		1	1
2016/05/02		2	2
2019/08/08	2	1	3
2021/04/28	5	1	6
2015/08/18		1	1
2016/10/24		1	1
2018/06/21		2	2
2015/03/31		1	1
2020/05/12	6		6
2015/03/27		2	2
2015/07/10		2	2
2017/11/20		1	1
2019/11/04	1	4	5
2017/07/27		1	1
2020/06/15	7		7
2015/06/11		2	2
2014/04/15		1	1
2013/02/12		2	2
2012/11/26		1	1
2019/08/09		2	2
2019/06/01		1	1
2019/04/12		1	1
2017/12/01		1	1
2015/02/20		4	4
2020/05/05	5	1	6
2018/09/25		3	3
2018/08/09		1	1
2019/09/25		2	2
2021/10/28	4	1	5
2018/03/21		1	1
2018/08/24		3	3
2012/12/17		1	1
2017/05/18		2	2
2021/02/08	16	1	17
2014/08/11		1	1
2018/02/20		3	3
2017/03/29		2	2
2018/06/05		1	1
2017/01/19		3	3
2017/08/11		2	2
2019/07/30		1	1
2014/06/12		2	2
2016/10/14		1	1
2020/11/22	1		1
2015/12/15		4	4
2016/05/04		1	1
2021/07/13	5		5
2019/12/11	3	4	7
2016/11/08		3	3
2018/08/22		2	2
2021/01/19	11	1	12
2021/02/03	9	1	10
2018/01/25		2	2
2021/03/02	6		6
2019/08/26		1	1
2017/01/06		1	1
2020/02/12	4	1	5
2015/09/30		2	2
2016/01/28		4	4
2016/07/25		2	2
2016/01/27		2	2
2018/05/17		4	4
2018/04/30		2	2
2016/09/15		2	2
2020/12/09	6		6
2018/03/15		1	1
2015/12/01		3	3
2017/08/15		1	1
2016/04/20		2	2
2014/08/08		2	2
2017/11/02		2	2
2013/02/27		1	1
2021/09/17	11	1	12
2018/05/16		3	3
2012/09/27		1	1
2019/04/24		2	2
2017/05/24		3	3
2017/02/28		4	4
2018/01/03		2	2
2012/10/31		1	1
2018/01/31		4	4
2021/03/16	11	2	13
2015/09/02		1	1
2021/05/24	2	1	3
2018/10/19		3	3
2012/12/14		1	1
2020/08/31	8		8
2012/08/17		2	2
2015/02/09		1	1
2014/11/03		1	1
2018/02/02		1	1
2017/01/25		4	4
2016/07/19		1	1
2020/03/06	11	3	14
2013/11/05		1	1
2018/04/18		1	1
2021/01/18	1		1
2016/06/07		2	2
2020/07/30	7	1	8
2017/06/02		3	3
2020/10/19	4		4
2020/05/28	4	1	5
2020/08/25	7	1	8
2019/09/18		2	2
2018/10/22		2	2
2015/02/05		4	4
2014/05/05		1	1
2018/08/21		1	1
2017/01/11		2	2
2020/08/03	5	2	7
2019/05/03	1	1	2
2020/07/16	6		6
2012/12/20		1	1
2015/01/21		2	2
2019/06/26		4	4
2018/12/21		3	3
2017/09/06		3	3
2021/11/05	4	1	5
2017/06/20		4	4
2015/10/14		1	1
2018/12/04		4	4
2021/02/16	14	3	17
2013/10/21		1	1
2021/07/06	7	1	8
2014/09/18		2	2
2016/12/06		1	1
2016/03/08		1	1
2013/05/08		2	2
2018/09/10		2	2
2015/06/12		3	3
2018/02/28		2	2
2020/04/20	9		9
2019/03/15	1	1	2
2018/05/03		1	1
2017/03/17		1	1
2017/08/25		1	1
2018/01/23		1	1
2015/11/04		3	3
2018/04/06		1	1
2014/07/25		3	3
2019/03/07		2	2
2015/08/11		1	1
2020/11/26	1		1
2019/02/19	2	4	6
2015/02/18		3	3
2016/06/22		1	1
2021/09/23	4	1	5
2020/04/02	9	1	10
2020/11/20	11	2	13
2012/11/05		2	2
2019/09/11		1	1
2019/03/18	2	1	3
2015/09/17		3	3
2020/02/10	10	3	13
2020/11/16	14	4	18
2014/07/29		1	1
2019/06/05		1	1
2018/08/20		3	3
2021/07/12	2		2
2015/07/21		3	3
2016/07/29		2	2
2019/12/23	7	2	9
2016/02/03		4	4
2013/06/26		1	1
2017/08/07		4	4
2019/01/03		1	1
2015/12/28		4	4
2021/05/13	6		6
2020/09/14	5	2	7
2018/03/09		2	2
2016/05/18		3	3
2015/06/30		1	1
2018/07/17		1	1
2019/03/22	1	3	4
2014/06/19		2	2
2016/12/09		1	1
2016/04/17		1	1
2013/04/08		2	2
2021/03/18	8		8
2015/01/02		1	1
2017/12/06		2	2
2017/06/22		2	2
2015/05/19		1	1
2017/10/03		1	1
2015/03/19		3	3
2020/08/12	6		6
2018/08/15		3	3
2020/12/16	8	2	10
2020/12/03	6	1	7
2016/09/30		2	2
2021/08/16	8	1	9
2021/09/28	8	1	9
2020/11/17	12	2	14
2021/05/18	7	1	8
2021/01/11	13	2	15
2016/07/12		4	4
2013/02/06		2	2
2017/04/05		3	3
2013/03/07		4	4
2018/06/25		3	3
2019/11/05	1	2	3
2019/07/11		1	1
2021/12/13	3	1	4
2019/01/09	1	1	2
2018/08/17		3	3
2013/10/23		1	1
2019/05/29		1	1
2013/07/12		1	1
2016/07/21		3	3
2013/05/17		1	1
2021/04/02	1		1
2014/07/16		1	1
2019/03/27	1		1
2017/10/19		5	5
2020/11/05	9	1	10
2015/08/24		2	2
2013/05/01		1	1
2017/03/23		1	1
2016/07/11		2	2
2019/08/19		2	2
2014/02/04		1	1
2013/12/12		2	2
2015/12/11		3	3
2021/03/05	11	1	12
2019/01/23	1	2	3
2018/02/05		3	3
2016/04/19		4	4
2014/04/03		2	2
2015/11/30		2	2
2019/06/11		2	2
2016/01/25		4	4
2021/12/23	4	3	7
2014/01/08		2	2
2015/10/30		1	1
2014/04/29		3	3
2019/12/19	7	4	11
2016/04/04		1	1
2013/09/03		2	2
2013/07/15		1	1
2021/06/22	4		4
2021/02/07	1		1
2016/05/17		2	2
2013/08/14		1	1
2019/06/17		1	1
2015/05/15		4	4
2016/11/14		3	3
2015/10/13		2	2
2021/06/13	1		1
2019/05/09	1		1
2019/02/28	2	1	3
2020/10/02	10		10
2021/07/07	10	2	12
2021/01/21	12	1	13
2016/06/20		1	1
2018/06/07		2	2
2020/03/23	15	2	17
2015/11/24		2	2
2018/12/11		2	2
2017/03/10		1	1
2021/10/14	6	1	7
2015/10/23		4	4
2014/12/03		2	2
2014/06/18		2	2
2017/06/28		2	2
2017/01/17		2	2
2021/10/04	8		8
2015/04/23		2	2
2014/02/06		2	2
2017/06/26		2	2
2013/05/13		2	2
2014/11/11		2	2
2018/05/11		1	1
2019/06/10		1	1
2020/04/27	10	1	11
2017/09/14		1	1
2013/12/16		1	1
2017/03/06		2	2
2021/11/12	5	1	6
2020/09/18	4	1	5
2015/08/04		4	4
2020/06/10	8		8
2019/08/05		2	2
2021/01/06	7	1	8
2016/03/11		2	2
2017/04/07		1	1
2020/11/06	7		7
2021/03/01	14	3	17
2020/08/06	3	1	4
2020/10/06	4		4
2020/01/14	8	4	12
2013/06/03		1	1
2021/01/14	8		8
2018/04/13		2	2
2013/12/17		1	1
2017/06/01		1	1
2018/07/18		2	2
2020/05/06	2		2
2013/04/18		1	1
2016/12/28		1	1
2021/04/08	5	1	6
2020/12/17	10	1	11
2019/11/22	2	1	3
2014/07/02		1	1
2018/10/12		4	4
2021/03/25	9	1	10
2019/12/31	6	3	9
2013/06/25		1	1
2015/08/10		3	3
2014/10/14		2	2
2018/03/13		1	1
2020/02/06	5	1	6
2020/03/20	7	4	11
2012/11/15		1	1
2018/07/05		3	3
2019/01/24		1	1
2017/12/26		2	2
2014/02/05		1	1
2015/06/26		1	1
2015/05/11		3	3
2018/11/08		1	1
2013/03/15		2	2
2021/04/15	5	1	6
2015/01/16		2	2
2013/10/17		2	2
2017/02/27		3	3
2013/02/14		2	2
2015/02/06		2	2
2017/12/04		1	1
2016/02/09		4	4
2020/08/20	3	1	4
2021/12/10	4		4
2013/06/28		1	1
2019/07/12	1	1	2
2015/12/14		4	4
2018/06/22		3	3
2021/02/26	10	1	11
2015/04/01		1	1
2017/01/20		2	2
2015/06/17		1	1
2013/01/30		3	3
2021/03/19	8		8
2017/10/04		2	2
2021/10/15	7	2	9
2015/05/06		3	3
2013/05/07		2	2
2017/08/08		3	3
2016/08/30		1	1
2013/07/11		2	2
2016/08/22		3	3
2013/07/31		1	1
2018/01/18		2	2
2014/01/07		2	2
2021/08/19	5	1	6
2019/01/19		1	1
2019/02/14		1	1
2021/12/21	6	3	9
2015/08/13		4	4
2016/09/26		3	3
2017/06/16		2	2
2014/08/01		1	1
2014/06/17		1	1
2019/04/20	1		1
2014/07/03		2	2
2018/06/15		1	1
2015/03/16		2	2
2018/10/25		6	6
2018/07/23		2	2
2012/09/20		1	1
2021/10/26	4	1	5
2017/04/25		1	1
2019/10/16	2	3	5
2015/06/25		1	1
2020/12/11	12	1	13
2016/03/28		1	1
2021/10/07	3		3
2021/08/31	2		2
2020/11/25	8		8
2021/05/21	5		5
2015/11/09		1	1
2015/09/01		1	1
2020/10/20	3		3
2013/03/11		1	1
2021/07/23	7	1	8
2019/11/27		1	1
2015/02/13		4	4
2019/02/04	1	3	4
2018/09/27		3	3
2019/02/05	2	1	3
2018/04/16		2	2
2019/02/06	2	1	3
2018/06/14		1	1
2019/09/01		1	1
2018/04/04		1	1
2017/07/28		3	3
2017/04/03		1	1
2015/10/05		2	2
2021/06/16	5	1	6
2019/01/22		1	1
2019/05/02		4	4
2014/06/25		1	1
2015/07/09		3	3
2019/02/08	1	2	3
2016/04/26		2	2
2014/12/12		2	2
2013/12/01		1	1
2019/08/27	1	1	2
2020/02/02	1		1
2019/05/23	2	3	5
2015/10/08		1	1
2018/10/18		1	1
2018/04/24		2	2
2016/10/17		1	1
2014/01/28		1	1
2016/08/24		1	1
2015/09/23		1	1
2014/08/27		1	1
2017/11/01		4	4
2019/07/23		3	3
2016/03/04		2	2
2019/02/25		2	2
2021/12/15	6	4	10
2016/07/06		2	2
2012/08/24		1	1
2015/04/17		1	1
2017/03/13		1	1
2020/04/14	6	3	9
2015/12/16		2	2
2019/11/14	1	1	2
2016/01/26		3	3
2014/04/10		2	2
2019/12/16	6	4	10
2017/09/09		1	1
2018/11/19		2	2
2021/11/30	6	1	7
2015/10/16		1	1
2014/09/03		2	2
2017/05/12		2	2
2021/03/24	11	2	13
2016/10/27		1	1
2021/06/02	8	2	10
2016/12/22		2	2
2017/03/08		2	2
2013/07/29		1	1
2014/01/10		1	1
2018/05/29		2	2
2015/03/17		1	1
2014/03/26		1	1
2018/01/08		2	2
2019/10/10		1	1
2020/07/06	6	2	8
2020/11/04	9	1	10
2017/07/11		1	1
2014/06/11		2	2
2019/05/17	1	5	6
2021/10/13	7		7
2018/05/22		3	3
2015/01/30		4	4
2015/09/15		4	4
2020/07/29	3		3
2021/09/22	3	1	4
2021/09/01	9		9
2021/12/14	8	1	9
2019/04/04		1	1
2017/02/06		2	2
2017/12/28		1	1
2015/07/20		2	2
2017/05/22		1	1
2020/03/03	9	4	13
2017/05/09		4	4
2020/05/26	10	1	11
2017/08/28		1	1
2016/02/26		2	2
2020/11/02	7		7
2020/08/18	4	3	7
2018/04/20		3	3
2019/04/05	2	2	4
2021/05/26	10	1	11
2018/12/03		2	2
2016/06/01		1	1
2016/12/12		1	1
2020/06/21	1		1
2019/09/12		1	1
2018/02/21		2	2
2021/12/06	3	1	4
