ticker,transaction_date,number_of_transactions
ALLE,2021/09/30,1
BKE,2021/09/30,1
CABO,2021/09/30,1
CTAS,2021/09/30,1
DEO,2021/09/30,1
EXP,2021/09/30,1
EL,2021/09/30,1
GNRC,2021/09/30,1
INTU,2021/09/30,1
KEYS,2021/09/30,1
MPWR,2021/09/30,1
PG,2021/09/30,1
AME,2021/09/29,1
ATHM,2021/09/29,1
BHP,2021/09/29,1
CHE,2021/09/29,1
CLX,2021/09/29,1
DECK,2021/09/29,1
MMM,2021/09/29,1
WAL,2021/09/29,1
NRDY,2021/09/27,1
J,2021/09/03,1
LMRK,2021/08/23,1
BTC,2021/08/16,1
SSBK,2021/08/12,1
WW,2021/08/11,1
COR,2021/08/04,1
ARE,2021/08/04,1
PINS,2021/07/30,1
SNAP,2021/07/27,1
FIMKX,2021/07/26,1
NXTG,2021/07/26,1
FINX,2021/07/26,1
DGRS,2021/07/26,1
LUBFX,2021/07/26,1
FDN,2021/07/26,1
CFA,2021/07/26,1
ABYIX,2021/07/26,1
IVV,2021/07/26,1
IJS,2021/07/26,1
RDSA,2021/07/26,1
O,2021/07/21,1
DTD,2021/07/16,1
SQ,2021/07/16,1
MTUM,2021/07/16,1
XLY,2021/07/16,1
PEGA,2021/07/16,1
CRWD,2021/07/16,1
FAST,2021/07/08,1
JCI,2021/07/08,1
QQQ,2021/07/06,1
OGN,2021/06/28,1
ADBE,2021/06/24,1
GBTC,2021/06/15,1
ETHE,2021/06/14,1
NOK,2021/06/03,1
CMG,2021/05/19,1
FDSWX,2021/05/18,1
FL4.SG,2021/05/17,1
TTD,2021/05/10,1
QRTEA,2021/05/10,1
PTON,2021/05/04,1
IWM,2021/04/22,1
NTRA,2021/04/20,1
AMAT,2021/04/16,1
VPU,2021/04/15,1
FCX,2021/04/14,1
TRIT,2021/04/13,1
GAN,2021/04/13,1
NUAN,2021/04/13,1
AVGO,2021/04/06,1
STZ,2021/04/06,1
ITW,2021/04/05,1
CWEN,2021/04/05,1
MTCH,2021/04/01,1
GOOGL,2021/03/29,1
BIO,2021/03/29,1
CE,2021/03/29,1
CNR,2021/03/29,1
EW,2021/03/29,1
EBAY,2021/03/29,1
EA,2021/03/29,1
FTNT,2021/03/29,1
GNTX,2021/03/29,1
GGG,2021/03/29,1
HSY,2021/03/29,1
HON,2021/03/29,1
IDXX,2021/03/29,1
NTES,2021/03/29,1
NDSN,2021/03/29,1
ODFL,2021/03/29,1
DGX,2021/03/29,1
ROK,2021/03/29,1
SEIC,2021/03/29,1
SWKS,2021/03/29,1
SIVB,2021/03/29,1
SNA,2021/03/29,1
TER,2021/03/29,1
VMW,2021/03/29,1
WAT,2021/03/29,1
WST,2021/03/29,1
ALGN,2021/03/29,1
QRTEP,2021/03/26,1
ADP,2021/03/11,1
BLK,2021/03/09,1
RPM,2021/03/05,1
UBSI,2021/03/03,1
STX,2021/02/26,1
DGNR,2021/02/18,1
CTAA,2021/02/16,1
EEM,2021/02/12,1
FEMS,2021/02/12,1
GGSM,2021/02/12,1
CARG,2021/02/12,1
PENN,2021/02/09,1
VEEV,2021/02/09,1
CSX,2021/02/02,1
XCAPX,2021/01/29,1
GME,2021/01/28,1
SHOP,2021/01/27,1
AQN,2021/01/26,1
PBA,2021/01/26,1
EVOP,2021/01/25,1
VIAV,2021/01/25,1
LMACU,2021/01/22,1
AEP,2021/01/15,1
STAG,2021/01/15,1
SDOG,2021/01/15,1
TDY,2021/01/13,1
CAG,2021/01/11,1
DDOG,2021/01/11,1
AJRD,2021/01/08,1
VRM,2021/01/08,1
LMND,2021/01/08,1
CRSP,2021/01/05,1
DG,2021/01/04,1
ONEQ,2021/01/04,1
CARR,2020/12/31,1
OTIS,2020/12/31,1
PII,2020/12/31,1
SYY,2020/12/31,1
AMT,2020/12/31,1
PSX,2020/12/31,1
SBIO,2020/12/30,1
NTAP,2020/12/30,1
VTRS,2020/12/30,1
PLUG,2020/12/22,1
W,2020/12/21,1
EXPI,2020/12/21,1
DNKN,2020/12/16,1
AIV,2020/12/15,1
GSMYX,2020/12/15,1
NTRP,2020/12/08,1
ZM,2020/12/02,1
PAAS,2020/11/20,1
SI,2020/11/20,1
PAGS,2020/11/20,1
ARNA,2020/11/20,1
MAXR,2020/11/20,1
PTMC,2020/11/20,1
PTNQ,2020/11/20,1
PTLC,2020/11/20,1
NTLA,2020/11/20,1
RTH,2020/11/20,1
ATVI,2020/11/20,1
LDP,2020/11/20,1
BAH,2020/11/20,1
GMAB,2020/11/20,1
XAR,2020/11/20,1
CONE,2020/11/20,1
SRVR,2020/11/20,1
ACIW,2020/11/20,1
MANT,2020/11/20,1
BRKR,2020/11/20,1
MRVL,2020/11/20,1
LGI,2020/11/20,1
ERIC,2020/11/20,1
WIW,2020/11/20,1
OHI,2020/11/20,1
GOLD,2020/11/20,1
SNPS,2020/11/20,1
RIO,2020/11/16,1
BYND,2020/11/10,1
LOW,2020/11/05,1
MDT,2020/11/05,1
PLD,2020/11/05,1
IJR,2020/10/30,1
NVAX,2020/10/13,1
BBY,2020/10/13,1
FTV,2020/10/09,1
ATOAX,2020/09/22,1
CB,2020/09/09,1
AMWD,2020/08/27,1
IRBT,2020/08/26,1
TCEHY,2020/08/21,1
DHI,2020/08/18,1
COP,2020/08/18,1
PSA,2020/08/14,1
KWEB,2020/08/07,1
COUP,2020/08/05,1
