ticker,transaction_date,number_of_transactions
AEP,2014/03/14,1
JPJQL,2014/03/13,1
BEAV,2014/03/13,1
KO,2014/03/13,1
NWL,2014/03/12,1
VRX,2014/03/11,1
ACE,2014/03/11,1
SLB,2014/03/07,1
NFLX,2014/03/06,1
KSU,2014/03/05,1
BIDU,2014/03/03,1
RIG,2014/02/27,1
EC,2014/02/27,1
ESRX,2014/02/26,1
RHT,2014/02/26,1
QLIK,2014/02/25,1
DHR,2014/02/25,1
PANW,2014/02/25,1
SJR,2014/02/21,1
VOD,2014/02/21,1
EPD,2014/02/21,1
AIG,2014/02/20,1
VAR,2014/02/19,1
TWX,2014/02/19,1
VFC,2014/02/19,1
CTSH,2014/02/19,1
ORCL,2014/02/19,1
JPM,2014/02/19,1
IBM,2014/02/19,1
EL,2014/02/19,1
LNKD,2014/02/12,1
NWSA,2014/02/11,1
CMRE,2014/02/10,1
NEE,2014/02/10,1
NSRGY,2014/02/10,1
GIS,2014/02/10,1
EMR,2014/02/10,1
V,2014/02/10,1
AAPL,2014/02/10,1
BA,2014/02/07,1
BFK,2014/02/06,1
MCK,2014/02/06,1
CVX,2014/02/06,1
CMCSA,2014/02/06,1
CP,2014/02/04,1
MO,2014/01/31,1
LOW,2014/01/31,1
CLX,2014/01/31,1
CELG,2014/01/30,1
GM,2014/01/30,1
CVS,2014/01/30,1
HON,2014/01/30,1
REGN,2014/01/30,1
SYMC,2014/01/29,1
C,2014/01/29,1
MSFT,2014/01/29,1
EBAY,2014/01/28,1
CRM,2014/01/24,1
GE,2014/01/24,1
FB,2014/01/24,1
--,2014/01/21,1
KMP,2013/05/01,1
CG,2013/04/29,1
nan,2012/07/25,1
