ticker,transaction_date,number_of_transactions
AIT,2020/11/18,2
STAY,2020/11/18,2
EW,2020/11/05,2
NVO,2020/11/05,2
SAP,2020/11/05,2
PHG,2020/11/05,2
ORAN,2020/11/05,2
INVH,2020/11/05,2
SKX,2020/11/05,2
MCRN,2020/11/03,2
CEQP,2020/10/22,2
HOLX,2020/10/22,2
UNP,2020/10/22,2
NGG,2020/10/22,2
HSBC,2020/10/22,2
ELAN,2020/10/22,2
FLIR,2020/10/22,2
LGND,2020/10/22,2
WDAY,2020/10/16,2
OLED,2020/10/15,2
NBL,2020/10/06,2
ABT,2020/09/28,2
POST,2020/09/11,2
PASO,2020/09/02,2
RXT,2020/09/01,2
ENLC,2020/08/28,2
BRK-B,2020/08/21,2
ABBV,2020/08/21,2
BXS$A,2020/08/20,2
F,2020/08/11,2
VSAT,2020/08/10,2
PNC,2020/08/10,2
BGFV,2020/08/07,2
PBFX,2020/08/04,2
NBLX,2020/08/04,2
D,2020/07/28,2
FE,2020/07/22,2
COST,2020/07/13,2
DCP,2020/07/08,2
VSLR,2020/07/07,2
PAYX,2020/06/16,2
MPLX,2020/06/10,2
GLP,2020/06/10,2
USAC,2020/06/10,2
GLOP,2020/06/10,2
MMLP,2020/06/10,2
SPH,2020/06/10,2
SMLP,2020/06/10,2
SRLP,2020/06/10,2
BA,2020/06/05,2
AAL,2020/06/04,2
SRE,2020/06/04,2
BLL,2020/05/19,2
CTLT,2020/05/19,2
J,2020/04/30,2
AKAM,2020/04/30,2
TSCO,2020/04/30,2
MSCI,2020/04/28,2
TDOC,2020/04/27,2
USO,2020/04/20,2
SNE,2020/04/17,2
DEACU,2020/04/17,2
VZ,2020/04/14,2
DOW,2020/04/14,2
MRK,2020/04/14,2
CL,2020/04/14,2
SLB,2020/04/14,2
MU,2020/04/14,2
STT,2020/04/14,2
BP,2020/04/14,2
RHHBY,2020/04/14,2
SCHW,2020/04/09,2
CMCSA,2020/04/07,2
DG,2020/04/07,2
AMGN,2020/04/07,2
CAT,2020/04/07,2
CTSH,2020/04/07,2
AFL,2020/04/07,2
HIG,2020/04/07,2
DFS,2020/04/07,2
K,2020/04/07,2
CR,2020/04/07,2
AIZ,2020/04/07,2
ADM,2020/04/07,2
USFD,2020/04/07,2
PS,2020/04/07,2
OTIS,2020/04/03,2
CARR,2020/04/03,2
LHX,2020/04/03,2
RTN,2020/04/03,2
UTX,2020/04/03,2
ABB,2020/04/03,2
BIPC,2020/04/03,2
BIP,2020/04/03,2
GBIL,2020/04/02,2
DGX,2020/04/02,2
CEF,2020/04/02,2
CB,2020/04/02,2
MBXIX,2020/04/02,2
IRM,2020/04/02,2
SEE,2020/04/02,2
KMX,2020/04/01,2
LUV,2020/03/25,2
PAGP,2020/03/20,2
NEE,2020/03/20,2
SYY,2020/03/18,2
ENB,2020/03/13,2
SCI,2020/03/13,2
ITW,2020/03/11,2
NVEE,2020/03/11,2
SPCE,2020/03/06,2
TMUS,2020/03/04,2
DIA,2020/03/04,2
RBA,2020/03/02,2
VIAC,2020/02/25,2
ROKU,2020/02/21,2
CONE,2020/02/18,2
FDL,2020/02/18,2
TRGP,2020/02/10,2
ET,2020/02/10,2
GSLC,2020/02/10,2
HUYA,2020/02/10,2
HBI,2020/02/07,2
PPBI,2020/01/29,2
PG,2020/01/13,2
ENTG,2020/01/02,2
STZ,2019/12/18,2
UAA,2019/12/17,2
CWB,2019/12/03,2
DVN,2019/11/11,2
ALB,2019/11/08,2
PGR,2019/11/06,2
NOC,2019/11/04,2
FIKMX,2019/09/30,2
TXN,2019/09/25,2
KO,2019/09/25,2
MPC,2019/09/25,2
GIS,2019/09/25,2
WES,2019/09/18,2
BPL,2019/09/16,2
GPK,2019/08/14,2
EXR,2019/08/13,2
ZBRA,2019/08/08,2
IBM,2019/07/05,2
CTVA,2019/06/17,2
GLW,2019/06/14,2
MOS,2019/03/28,2
BWXT,2019/03/19,2
TMO,2019/02/28,2
SYK,2019/02/28,2
BF.B,2019/02/15,2
CVET,2019/02/06,2
PBCT,2019/02/06,2
WPX,2019/02/05,2
BTI,2019/02/01,2
AM,2019/01/09,2
WY,2018/12/19,2
GS,2018/12/19,2
UPS,2018/12/12,2
DVA,2018/12/06,2
RDS-B,2018/12/06,2
LM09.SG,2018/12/06,2
MMP,2018/09/24,2
EQM,2018/09/10,2
OKE,2018/09/10,2
PODD,2018/08/30,2
KN,2018/07/25,2
MCHP,2018/07/09,2
MYL,2018/07/02,2
RF,2018/06/21,2
LNG,2018/06/21,2
FOXA,2018/06/14,2
CRMT,2018/05/22,2
SUN,2018/02/09,2
REVB,2018/01/08,2
PFS,2018/01/08,2
KHC,2017/12/26,2
AXTA,2017/12/14,2
ANDX,2017/11/29,2
QCOM,2017/11/07,2
GE,2017/09/26,2
COF,2017/09/26,2
TCS,2017/09/26,2
CELG,2017/09/07,2
Q,2017/06/22,2
WFM,2017/06/16,2
MGA,2017/05/30,2
C,2017/05/24,2
LB,2017/04/05,2
AGN,2017/03/06,2
XBI,2017/03/06,2
ADI,2017/03/06,2
DISH,2017/02/10,2
PEP,2017/01/31,2
MO,2017/01/30,2
NXPI,2017/01/18,2
PANW,2017/01/11,2
DHR,2016/12/14,2
XSD,2016/12/14,2
EPD,2016/12/13,2
ISRG,2016/11/23,2
WETF,2016/11/23,2
HAS,2016/10/26,2
REGN,2016/09/06,2
NSRGY,2016/09/06,2
ZBH,2016/07/25,2
AMG,2016/07/25,2
ESRX,2016/07/07,2
AXLL,2016/06/28,2
VFC,2016/05/17,2
DPM,2016/04/21,2
NWL,2016/03/24,2
USG,2016/03/02,2
ETP,2016/02/22,2
ADT,2016/02/17,2
WLK,2016/01/29,2
