ticker,transaction_date,number_of_transactions
CRSP,2020/12/22,1
BLK,2020/12/15,1
AEP,2020/12/14,1
NTRP,2020/12/02,1
AIV,2020/11/30,1
KEYS,2020/11/20,1
WW,2020/11/20,1
ARE,2020/11/20,1
CRWD,2020/11/20,1
ABYIX,2020/11/20,1
FDN,2020/11/20,1
LUBFX,2020/11/20,1
DGRS,2020/11/20,1
SWKS,2020/11/20,1
FTNT,2020/11/20,1
NUAN,2020/11/20,1
VIAV,2020/11/20,1
EVOP,2020/11/20,1
AJRD,2020/11/20,1
W,2020/11/17,1
PG,2020/11/05,1
TT,2020/09/30,1
LDP,2020/09/24,1
WIW,2020/09/22,1
ZM,2020/09/09,1
BYND,2020/09/04,1
AMWD,2020/08/24,1
CONE,2020/08/21,1
ALL,2020/08/21,1
LOW,2020/08/19,1
GOLD,2020/08/18,1
BBY,2020/08/18,1
NVAX,2020/08/17,1
DHI,2020/08/11,1
PSA,2020/08/05,1
MTCH,2020/08/04,1
IRBT,2020/07/27,1
PLD,2020/07/15,1
OSK,2020/07/13,1
RMD,2020/07/09,1
LMRK,2020/07/09,1
FEMS,2020/07/09,1
OHI,2020/07/09,1
MANT,2020/07/09,1
SRVR,2020/07/09,1
RTH,2020/07/09,1
PTLC,2020/07/09,1
PTMC,2020/07/09,1
NKLA,2020/07/09,1
TCEHY,2020/07/08,1
NXTG,2020/07/07,1
SIL,2020/07/07,1
FXI,2020/07/07,1
STX,2020/07/02,1
COUP,2020/06/24,1
AVGO,2020/06/23,1
RPM,2020/06/16,1
TRIP,2020/06/05,1
VMC,2020/06/05,1
STZ,2020/06/04,1
MAR,2020/06/04,1
XCAPX,2020/05/28,1
VAC,2020/05/27,1
UBER,2020/05/08,1
JCI,2020/04/24,1
DNKN,2020/04/17,1
IWM,2020/04/16,1
EEM,2020/04/16,1
BX,2020/04/16,1
HON,2020/04/14,1
AMT,2020/04/14,1
SYY,2020/04/14,1
BAH,2020/04/14,1
COP,2020/04/14,1
TGT,2020/04/14,1
MA,2020/04/14,1
NKE,2020/04/14,1
MDLZ,2020/04/14,1
EBAY,2020/04/07,1
ARNA,2020/04/07,1
LMT,2020/04/07,1
TFC,2020/04/07,1
LLY,2020/04/07,1
CME,2020/04/07,1
FIS,2020/04/07,1
TRV,2020/04/07,1
RTX,2020/04/07,1
CAH,2020/04/07,1
QSR,2020/04/06,1
IVV,2020/04/02,1
CFA,2020/04/02,1
FINX,2020/04/02,1
DGX,2020/04/02,1
PTNQ,2020/04/02,1
CB,2020/04/02,1
KWEB,2020/04/02,1
ARCC,2020/04/02,1
GLAD,2020/04/02,1
LHX,2020/04/02,1
APO,2020/04/02,1
TSN,2020/04/02,1
QLEIX,2020/04/02,1
RL,2020/03/23,1
NWS,2020/03/23,1
BAM,2020/03/20,1
BOIVF,2020/03/20,1
WDC,2020/03/20,1
TDG,2020/03/18,1
CDLX,2020/03/18,1
UHAL,2020/03/17,1
FHB,2020/03/17,1
FOX,2020/03/16,1
HUN,2020/03/16,1
DG,2020/03/12,1
BKNG,2020/03/11,1
NWSA,2020/03/10,1
M,2020/03/10,1
MSM,2020/03/10,1
EAF,2020/03/10,1
PSX,2020/03/09,1
MDT,2020/03/09,1
TROW,2020/03/09,1
HELE,2020/03/09,1
ABT,2020/03/03,1
ROST,2020/03/02,1
IPHI,2020/02/24,1
HQL,2020/02/22,1
DOCU,2020/02/20,1
MPLX,2020/02/19,1
DCP,2020/02/19,1
CTXS,2020/02/14,1
FNKO,2020/02/11,1
AZO,2020/02/10,1
REZI,2020/01/27,1
UL,2020/01/14,1
ACA,2019/12/19,1
LGI,2019/12/05,1
NDAQ,2019/11/19,1
TCP,2019/11/12,1
MCD,2019/11/04,1
DRI,2019/11/04,1
IP,2019/10/02,1
KTB,2019/10/01,1
ANTM,2019/09/30,1
SU,2019/09/25,1
3V64.TI,2019/09/25,1
JNK,2019/09/25,1
0QZI.IL,2019/09/25,1
WAT,2019/07/23,1
NSC,2019/06/10,1
IR,2019/06/03,1
CE,2019/05/30,1
CEQP,2019/05/28,1
INFY,2019/05/22,1
TEL,2019/04/18,1
PGR,2019/04/18,1
CGNX,2019/04/18,1
SIEGY,2019/04/18,1
MET,2019/03/22,1
IVZ,2019/03/22,1
KDP,2019/03/22,1
CCI,2019/03/22,1
DEO,2019/03/11,1
ATVI,2019/03/11,1
PM,2019/03/11,1
NVO,2019/03/11,1
TSM,2019/03/11,1
XSLV,2019/03/08,1
XLNX,2019/02/28,1
IQV,2019/02/28,1
UN,2019/02/25,1
AVP,2019/02/25,1
ZAYO,2019/02/19,1
ITW,2019/02/04,1
UTX,2019/01/10,1
ILMN,2018/12/28,1
MALOX,2018/12/19,1
VLP,2018/12/18,1
NVS,2018/12/07,1
BUD,2018/12/04,1
HOLX,2018/11/28,1
APTV,2018/11/16,1
AON,2018/10/31,1
LIN,2018/10/31,1
PX,2018/10/31,1
MSTY.PA,2018/10/29,1
NTLA,2018/10/25,1
XPO,2018/10/25,1
MTUM,2018/10/11,1
IWF,2018/10/02,1
TBT,2018/09/14,1
CUTR,2018/08/30,1
KSS,2018/08/28,1
GDV,2018/08/24,1
CAPL,2018/08/09,1
BBT,2018/08/01,1
BFAM,2018/07/26,1
LEA,2018/06/28,1
ON,2018/06/13,1
TCMD,2018/06/01,1
CLR,2018/05/29,1
SHW,2018/05/21,1
HD,2018/05/07,1
TWX,2018/05/04,1
LH,2018/05/03,1
KMX,2018/05/03,1
BOX,2018/05/02,1
BDX,2018/04/24,1
GD,2018/04/24,1
APD,2018/04/24,1
UBSI,2018/04/24,1
LULU,2018/04/24,1
NEE,2018/04/24,1
CGNT,2018/04/12,1
WEC,2018/04/05,1
PAYX,2018/04/05,1
HRS,2018/04/05,1
ES,2018/04/05,1
ACN,2018/04/05,1
VWO,2018/03/09,1
VRTX,2018/03/09,1
RHHBY,2018/02/28,1
RHT,2018/01/31,1
FANUY,2018/01/26,1
UNFI,2018/01/11,1
OFC,2018/01/05,1
GWW,2018/01/04,1
DUK,2017/12/26,1
WTW,2017/12/21,1
GDDY,2017/12/20,1
CHRW,2017/12/04,1
VSM,2017/11/13,1
TMUS,2017/11/07,1
EDIT,2017/10/19,1
XON,2017/10/18,1
COHR,2017/10/12,1
WF,2017/09/26,1
UNP,2017/09/20,1
HLT,2017/09/12,1
SFTBY,2017/09/08,1
RBGLY,2017/09/08,1
PDRDY,2017/09/08,1
LRLCY,2017/09/08,1
MRAAY,2017/09/08,1
MCO,2017/09/08,1
LVS,2017/09/08,1
KYCCF,2017/09/08,1
CABGY,2017/09/08,1
ASML,2017/09/08,1
AZN,2017/09/08,1
AHKSY,2017/09/08,1
INCY,2017/09/08,1
RCL,2017/09/08,1
BNPQY,2017/09/08,1
CERN,2017/09/08,1
HXL,2017/09/08,1
SGAPY,2017/09/08,1
SSDOY,2017/09/08,1
BIDU,2017/09/07,1
SO,2017/08/18,1
WBA,2017/08/15,1
BHF,2017/08/07,1
HPQ,2017/07/25,1
BTO,2017/07/25,1
RSPP,2017/06/26,1
ST,2017/06/19,1
IYT,2017/06/19,1
HACK,2017/06/19,1
SNA,2017/06/15,1
HSY,2017/06/15,1
KEY,2017/06/15,1
VTR,2017/06/15,1
PPL,2017/06/15,1
EXC,2017/06/15,1
LYB,2017/06/15,1
TAP,2017/06/15,1
CFR,2017/06/15,1
MS,2017/06/15,1
SPG,2017/06/05,1
TWTR,2017/05/24,1
FLR,2017/05/17,1
AKAM,2017/05/16,1
BCR,2017/05/11,1
HBAN,2017/04/21,1
WPC,2017/04/05,1
ANCX,2017/04/04,1
FRT,2017/03/29,1
RGC,2017/03/28,1
WRK,2017/03/16,1
TUP,2017/03/16,1
STI,2017/03/16,1
SNY,2017/03/16,1
SABR,2017/03/16,1
MXIM,2017/03/16,1
MTB,2017/03/16,1
KAR,2017/03/16,1
GSK,2017/03/16,1
ETR,2017/03/16,1
CMA,2017/03/16,1
BGS,2017/03/16,1
APA,2017/03/16,1
DLPH,2017/03/16,1
MMC,2017/03/16,1
BRKB,2017/03/02,1
NGG,2017/03/02,1
WOOF,2017/03/01,1
EL,2017/02/23,1
MCK,2017/02/23,1
MPW,2017/02/06,1
SYF,2017/02/01,1
AQFH,2017/02/01,1
LW,2017/01/30,1
CHKP,2017/01/26,1
BIVV,2017/01/17,1
TSCO,2016/12/01,1
SE,2016/11/18,1
RAI,2016/11/17,1
VIAB,2016/11/07,1
PPG,2016/10/31,1
EV,2016/10/31,1
CAB,2016/10/27,1
TEVA,2016/10/19,1
VOD,2016/09/28,1
WPZ,2016/09/13,1
PEY,2016/09/13,1
DVMT,2016/09/07,1
HYH,2016/08/22,1
RYAAY,2016/08/18,1
FE,2016/08/16,1
PRGO,2016/08/12,1
TMK,2016/08/01,1
FTV,2016/07/05,1
NFX,2016/06/28,1
HDS,2016/06/10,1
IRET,2016/04/27,1
VLO,2016/04/22,1
ZNGA,2016/04/20,1
VMW,2016/04/19,1
SJM,2016/04/19,1
CTL,2016/03/31,1
SRCL,2016/03/09,1
EMC,2016/02/09,1
CP,2016/01/20,1
CHK,2016/01/08,1
LLTC,2016/01/05,1
CMI,2016/01/05,1
CIT,2015/08/28,1
IHE,2015/08/27,1
DE,2015/08/25,1
AEE,2015/08/25,1
A,2015/08/24,1
LNT,2015/08/14,1
ARW,2015/08/12,1
PCLN,2015/07/09,1
ITC,2015/07/09,1
ALTR,2015/06/30,1
NGIPX,2015/06/22,1
STAG,2015/06/16,1
CMCSK,2015/05/12,1
IBKC,2015/05/06,1
KRFT,2015/04/14,1
MDU,2015/03/20,1
NGLS,2015/03/03,1
XLS-WI,2015/03/03,1
PNQI,2015/02/20,1
AYI,2015/02/20,1
WST,2015/02/13,1
BIO,2015/02/13,1
BERY,2015/02/13,1
QLIK,2015/02/13,1
NICE,2015/02/05,1
XLU,2015/01/30,1
ZTS,2015/01/29,1
IWD,2015/01/28,1
XLI,2015/01/28,1
NOG,2015/01/16,1
MTD,2015/01/13,1
WCN,2015/01/13,1
SHY,2015/01/05,1
ESV,2014/12/18,1
CMRE,2014/12/18,1
MIK,2014/12/11,1
DVFAX,2014/12/11,1
MDDVX,2014/12/10,1
KSU,2014/11/17,1
AMLP,2014/11/10,1
YUM,2014/10/02,1
TU,2014/09/18,1
IDV,2014/09/02,1
GPRO,2014/08/14,1
XRT,2014/07/28,1
PKG,2014/07/23,1
BMR,2014/07/23,1
HSIC,2014/07/23,1
LNKD,2014/07/07,1
NOV,2014/07/02,1
AGCO,2014/06/19,1
ROP,2014/06/19,1
AJG,2014/06/19,1
CHL,2014/06/18,1
BEAV,2014/06/18,1
VIXY,2014/06/12,1
LGP,2014/06/11,1
HMC,2014/05/09,1
DLR,2014/05/07,1
HOT,2014/05/07,1
JCOM,2014/05/07,1
SRE,2014/04/28,1
ATML,2014/04/02,1
ACE,2014/03/31,1
ZMH,2014/03/17,1
KLXI,2014/03/13,1
VRX,2014/03/11,1
