ticker,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
SBUX.SW,,,,1,,,,,,
SCCO,,,,,1,,,,,
SCG,,,,,,1,,,,
SCHW,,,1,,,,,,,
SDOG,,,,,,,,,,1
SDY,,,1,,,,,,,
SE,,,1,2,5,,,,,
SEIC,,,,,,,,,,1
SFTBY,,,,,,1,,1,,
SGAPY,,,,,,2,,,,
SGY,,,,1,,,,,,
SH,,,,,,,,,,6
SHECY,,,,,,,1,,,
SHLX,,,,,,,6,,2,
SHOO,,,,1,,,,,,
SHOP,,,,,,,,,,1
SHPG,,,,,1,,,,,
SHW,,,,,,,1,1,,
SHY,,,,1,1,,,,,
SI,,,,,,,,,1,
SIEGY,,,,,,1,,1,1,
SIGI,,,,1,,,,,,
SIL,,,,,,,,,2,
SIVB,,,,,,,,,,1
SJM,,,,,1,1,,,,
SJR,,,1,,,,,,,
SLB,,,5,1,3,10,5,3,2,
SLY,,,,1,,,,,,
SMECF,,,,,,1,,,,
SMEZ,,,,1,,,,,,
SMG,,,,,,,,1,,
SMTC,,,,1,,,,,,
SNA,,,1,,,1,,,,1
SNAP,,,,,,,,,,1
SNPS,,,,,,,,,1,
SNY,,,,,,2,,,,
SO,,,,,3,4,,,1,
SOJA,,,,,,,,,1,
SOUHY,,,,,,1,,,,
SPG,,,,,1,3,,,,
SPOT,,,,,,,,,1,
SPSC,,,,1,,,,,,
SPY,,,,5,5,4,7,5,4,
SPY160219P00180000,,,,,3,,,,,
SQ,,,,,,,1,1,3,1
SQI,,,,1,,,,,,
SRCL,,,2,,2,,,,,
SRE,,,1,,,,,1,,
SRVR,,,,,,,,,3,
SSB,,,,1,,,,,,
SSBK,,,,,,,,,,1
SSDOY,,,,,,2,,,,
SSYS,,,2,1,,,,,,5
ST,,,,,,1,1,,,
STAG,,,,1,,,,,,1
STE,,,1,,,,,,,
STI,,,,,,2,,,,
STT,,,1,1,1,2,2,3,3,
STX,,,,,,,,,2,1
STZ,,,,,,,2,,3,1
SU,,,,,,2,4,1,1,
SUN,,,,,,,4,2,1,
SWI,,,,1,,,,,,
SWKS,,,,,,,,1,5,1
SWN,,,,,1,,,,,
SXT,,,,1,,,,,,
SYF,,,,,2,2,,,,
SYK,,,,,1,3,1,4,1,
SYMC,,,1,,,,,,,
SYY,,,,2,1,2,3,2,5,
SYY.SG,,,,,1,,,,,
T,,,5,4,2,12,11,17,17,2
TAL,,,1,,,,,,,
TAP,,,,8,,2,1,,,
TBF,,,,2,2,,,,,
TBT,,,,,,,2,,,
TCAP,,,1,,,,,,,
TCBI,,,,1,,,,,,
TCEHY,,,,,,,,,5,
TCMD,,,,,,,2,,,
TCP,,,,,,,,2,1,
TCS,,,,2,,3,,,,
TD,,,,,,1,,,,
TDG,,,,,,,,,2,
TDY,,,,,,,,,,1
TECH,,,,1,,,,,,
TEL,,,1,,,2,1,2,1,
TER,,,,,,,,,,1
TEVA,,,,,1,1,,,,
TEX,,,,,,,,,1,
TFC,,,,,,,,2,2,
TFX,,,1,,,,,,,
TGBAX,,,,,,,,1,,
TGT,,,1,1,,5,3,2,2,
THRM,,,,1,,,,,,
THS,,,,1,,,,,,
TJX,,,1,,4,5,1,,5,
TLLP,,,,,,1,,,,
TM,,,,,1,,,,,
TMK,,,,,2,,,,,
TMO,,,,,6,2,2,2,1,1
TMUS,,,,,,3,,,,
TNGO,,,,1,,,,,,
TNTOF,,,,,,,,1,,
TOLLX,,,3,,,,,,,
TOT,,,,,,,,1,,
TRGP,,,,,2,,1,8,4,
TRIP,,,1,1,,,,,3,
TRIT,,,,,,,,,,1
TROW,,,,,1,,,,2,
TRP,,,,,,3,2,8,7,
TRV,,,1,,,2,,,3,
TSCIX,,,,,,,,1,,
TSCO,,,,,1,,1,,,
TSLA,,,,,,4,3,2,9,1
TSM,,,,,,2,,2,,
TSN,,,,,,1,,,2,
TT,,,,,,,,,2,
TTC,,,,1,,,,,,
TTD,,,,,,,,,,1
TU,,,1,1,,,,,,
TUMI,,,,1,,,,,,
TUP,,,1,,,2,,,,
TWO,,,,,,,,1,,
TWTR,,,2,1,3,2,,,,
TWX,,,2,,,2,2,,,
TXN,,,1,,,,,2,2,
TXRH,,,,1,,,,,,
TYPE,,,,1,,,,,,
UA,,,,2,5,,,,,
UA-C,,,,,1,,,,,
UAA,,,,,1,,,2,,
UBER,,,,,,,,,2,
UBSI,,,,,,,2,,,1
UHAL,,,,,,,3,2,3,
UL,,,5,1,1,3,,,2,
UMPQ,,,1,,,,,,,
UN,,,,,,3,,1,1,
UNFI,,,,,,,2,,,
UNH,,,1,,,2,4,1,1,
UNP,,,2,1,1,1,1,,,
UPS,,,1,,,3,10,1,7,
URBN,,,,,,21,20,14,10,
URI,,,,,,,,,1,
USB,,,,,2,5,6,2,2,2
USG,,,,,4,1,11,,,
UTX,,,3,2,2,2,2,1,1,
V,,,3,,2,1,4,2,8,
VAC,,,,,,,,,3,
VADDX,,,,1,,,,,,
VAR,,,1,,,,,,,
VDC,,,1,,,,,,,
VEA,,,,,,,,,1,
VEEV,,,,,,,,,,1
VEVIX,,,,,,1,,,,
VFC,,,5,1,5,1,3,1,1,
VFIJX,,,,,,,,1,,
VGK,,,,,,,1,,,
VGR,,,,,,,,1,,
VIAB,,,,,1,1,,,,
VIAC,,,,,,,,1,7,
VIAV,,,,,,,,,1,1
VIXY,,,2,,,,,,,
VLO,,,,1,2,,,,,
VLP,,,,2,,,5,,,
VMC,,,,,,,,1,4,
VMIIX,,,,1,,,,,,
VMW,,,,,1,,,,,1
VOD,,,3,,1,,,,1,
VOO,,,,,,,,,1,
VPMAX,,,,,,,,1,,
VPU,,,,,,,,,,1
VR,,,1,,,,,,,
VRM,,,,,,,,,,1
VRTX,,,,1,,,1,1,,
VRX,,,2,,,,,,,
VSAT,,,,,1,,,,,
VSI,,,,1,,,,,,
VSM,,,,,5,17,,,,
VSMIX,,,,1,,,,,,
VTKLY,,,,,,1,,,,
VTR,,,,,,1,,,1,
VTRS,,,,,,,,,1,
VVC,,,1,,,,,,,
VWO,,,1,1,1,,1,,1,
VZ,,,1,2,3,7,1,3,7,1
W,,,,,,,,,5,
WAB,,,,,,,1,,,
WAGE,,,,1,,,,,,
WAL,,,,1,,,,,,2
WASCX,,,1,,,,,,,
WASH,,,1,,,,,,,
WAT,,,,,,,,1,,1
WBA,,,,,2,5,1,,,
WCMIX,,,,,,,,,1,
WCN,,,1,1,1,,,,,
WDAY,,,,,,,,,4,
WDC,,,,,,,,,2,
WEC,,,1,,1,1,2,,,
WES,,,,,,,2,3,2,
WETF,,,,,3,1,,,,
WEX,,,,,,,,1,,
WF,,,,,,3,,,,
WFC,,,1,2,4,7,8,9,12,5
WFM,,,,,8,14,,,,
WGP,,,,,,,,1,,
WIN,,,1,,,,,,,
WIW,,,,,,,,,4,
WLK,,,,,11,12,,,,
WM,,,1,,4,1,,,1,
WMB,,,,,11,2,7,1,5,
WMT,,,1,,3,17,12,1,9,
WOOF,,,,3,,7,,,,
WPC,,,,,1,1,1,,,
WPX,,,,13,1,4,11,11,4,
WPZ,,,,11,3,,1,,,
WRK,,,,,,2,,,,
WST,,,,1,,,,,,1
WSTMX,,,,1,,,,,,
WTR,,,,,1,,,,,
WTW,,,,,,4,5,1,,
WW,,,,,,,,1,1,1
WY,,,1,,,,4,,,1
X,,,,,,,,,,7
XAR,,,,,,,,,1,
XBI,,,,,,3,2,1,,
XCAPX,,,,,,,,,1,1
XEL,,,,,,1,,,,
XER.BE,,,,,1,,,,,
XLI,,,,2,,,,,,
XLNX,,,2,,,,1,3,,
XLS-WI,,,,6,,,,,,
XLU,,,,2,,,,,,
XLV,,,,1,,,,,,
XLY,,,,,,,,,,1
XOM,,,2,1,1,7,13,9,9,
XON,,,,,,4,,,,
XPO,,,,,,,4,,,
XRAY,,,1,,,,,,,
XRT,,,1,1,,,,,,
XSD,,,,,4,1,1,,,
XSLV,,,,,,,,2,,
YACKX,,,,,1,,,,,
YHOO,,,1,,,,,,,
YUM,,,2,,,1,,,,
YUMC,,,,,,1,,,,
ZAYO,,,,,,,,2,,
ZBH,,,,,4,,,,,
ZIOP,,,,,,1,,,,
ZM,,,,,,,,,2,
ZMH,,,2,,,,,,,
ZNGA,,,1,1,2,,,,,
ZNGA.SW,,,,,,1,,,,
ZTS,,,,3,,,,,,
^MWE,,,,1,,,,,,
^RGP,,,,1,,,,,,
