ticker,2018,2019,2020,2021
LULU,0,0,2,6
LUMN,0,0,3,3
LUV,0,0,24,10
LVMHF,0,0,4,1
LVMUY,0,3,3,0
LVS,0,0,7,1
LW,0,1,4,5
LYB,0,0,3,1
LYFT,0,0,4,0
LYG,0,0,3,0
LYV,0,1,1,5
LZ,0,0,0,3
LZAGY,0,1,1,3
M,0,1,3,0
MA,0,1,23,16
MAA,0,0,2,0
MAC,0,1,1,0
MADCX,0,0,1,0
MAIN,0,0,0,1
MALRX,0,0,1,0
MANH,0,1,0,0
MANLX,0,0,1,0
MAR,0,0,5,3
MARA,0,0,1,0
MAS,0,0,5,1
MASI,0,0,0,2
MAT,0,0,3,1
MAYHX,0,0,1,0
MBB,0,0,0,2
MC,0,1,0,0
MCD,0,3,10,7
MCHP,0,1,2,1
MCK,0,0,2,3
MCO,0,0,1,3
MCRN,0,0,3,0
MCS,0,0,0,1
MD,0,1,0,0
MDB,0,0,0,3
MDIBY,0,0,2,0
MDLZ,0,1,5,3
MDNDF,0,0,0,1
MDT,0,1,11,11
MDY,0,1,0,1
MDYG,0,0,1,4
MDYV,0,0,1,3
MED,0,2,0,0
MEDP,0,0,4,1
MELI,0,0,3,5
MEOH,0,0,1,0
MET,0,0,3,16
MFC,0,0,1,0
MFG,0,0,2,0
MFGP,0,0,2,0
MFYV,0,0,0,1
MGA,0,0,1,0
MGM,0,0,2,1
MGPI,0,1,0,0
MGY,0,0,0,2
MHK,0,0,1,0
MINI,0,1,0,0
MITEY,0,0,1,0
MITK,0,0,0,1
MITSY,0,0,1,0
MJDLF,0,0,0,1
MJNA,0,0,0,1
MKC,0,0,1,1
MKL,0,5,0,8
MKTX,0,0,2,5
MLCO,0,0,1,0
MLYNF,0,0,0,1
MMC,0,0,7,4
MMLP,0,0,7,0
MMM,0,3,9,0
MMP,0,0,5,38
MNP,0,0,1,0
MNST,0,0,3,0
MNTA,0,0,1,0
MO,0,0,12,10
MONOY,0,3,0,0
MORN,0,0,1,0
MOS,0,1,6,1
MPC,0,0,5,0
MPLN,0,0,1,0
MPLX,0,0,12,8
MPWR,0,1,0,0
MRCK,0,0,1,0
MRIN,0,0,0,1
MRK,0,0,14,18
MRNA,0,0,1,10
MRVL,0,0,0,3
MRWSY,0,0,2,0
MS,0,0,4,23
MSB,0,0,0,1
MSBHY,0,0,2,0
MSCI,0,2,12,4
MSFT,0,6,125,82
MSI,0,0,3,2
MSM,0,0,1,0
MSTR,0,1,0,0
MTB,0,1,4,1
MTBC,0,0,0,4
MTCH,0,0,3,9
MTD,0,1,0,0
MTDR,0,1,1,1
MTH,0,2,0,0
MTN,0,0,1,0
MTSC,0,0,3,0
MTSI,0,1,2,0
MTX,0,0,3,1
MU,0,0,8,2
MUB,0,0,0,1
MUFG,0,0,1,0
MUR,0,0,4,2
MYE,0,0,1,0
MYL,0,1,0,0
MZDAY,0,0,1,0
MZOR,1,0,0,0
NABZY,0,0,1,0
NATI,0,1,1,0
NBIX,0,0,2,2
NBL,0,0,2,0
NBLX,0,0,13,0
NCLH,0,0,2,1
NCLTY,0,0,2,2
NCMGF,0,0,0,1
NDAQ,0,1,5,5
NEE,0,4,24,16
NEM,0,0,6,2
NEO,0,0,1,2
NEOG,0,1,1,0
NEWFX,0,0,0,1
NFFFX,0,0,0,1
NFG,0,0,12,10
NFLX,0,0,9,29
NGG,0,0,5,0
NGL,0,0,24,13
NGLS,0,0,1,0
NHI,0,0,1,6
NI,0,0,3,1
NICE,0,0,3,0
NINOY,0,0,2,0
NIO,0,0,2,1
NKE,0,1,13,6
NLG,0,0,0,1
NLOK,0,0,4,1
NLSN,0,1,0,0
NLY,0,0,1,0
NMIH,0,0,2,0
NNGRY,0,0,1,0
NNN,0,0,1,1
NOC,0,0,3,7
NOK,0,0,1,0
NOV,0,2,0,0
NOW,0,0,9,2
NPSNY,0,2,0,0
NRDBY,0,0,1,0
NRG,0,0,0,2
NS,0,0,0,11
NSANY,0,0,1,0
NSC,0,0,1,4
NSIT,0,0,0,2
NSP,0,2,2,1
NSRGY,0,6,19,9
NTAP,0,0,34,77
NTDOY,0,0,3,2
NTLA,0,0,4,4
NTNX,0,1,0,0
NTOIY,0,0,2,0
NTR,0,0,1,0
NTRS,0,0,7,0
NTTYY,0,0,1,0
NTXFY,0,0,1,0
NUAN,0,1,1,0
NUE,0,1,3,1
NUGL,0,0,0,1
NULC,0,0,0,2
NULG,0,0,1,1
NULV,0,0,0,1
NVCR,0,2,0,1
NVDA,0,1,23,39
NVEE,0,0,6,1
NVIGF,0,0,1,0
NVLIX,0,0,0,1
NVO,0,0,3,1
NVR,0,0,0,4
NVS,0,1,14,2
NVT,0,0,2,2
NVVE,0,0,1,7
NVZMY,0,1,3,1
NWE,0,0,1,0
NWG,0,0,1,0
NWL,0,0,4,1
NWN,0,0,5,4
NWS,0,0,2,0
NWSA,0,0,2,0
NXPI,0,0,4,4
NXST,0,0,4,0
NYT,0,0,0,2
O,0,0,4,4
OAKGX,0,0,0,1
OCFC,0,0,2,1
ODFL,0,0,0,1
OGFGF,0,0,0,1
OGN,0,0,0,2
OHI,0,0,2,0
OIH,0,0,1,0
OKE,0,0,13,5
OKTA,0,0,0,1
OLED,0,0,12,0
OLLI,0,0,5,4
OLP,0,0,8,4
OMBIX,0,0,1,0
OMC,0,1,3,0
OMCL,0,0,0,1
OMF,0,0,0,1
OMVKY,0,0,1,0
ON,0,0,2,2
ONTO,0,0,1,0
ORA,0,0,0,1
ORAN,0,0,3,2
ORCC,0,0,0,4
ORCL,0,0,9,5
ORLT,0,0,1,0
ORLY,0,0,5,7
ORMP,0,0,0,2
OSUR,0,0,1,1
OSW,0,0,6,2
OTIS,0,0,9,1
OWCIX,0,0,1,0
OWLSX,0,0,3,3
OWMBX,0,0,0,1
OWSMX,0,0,2,1
OWSOX,0,0,2,0
OXM,0,2,0,0
OXY,0,3,2,0
PAA,0,0,0,13
PACW,0,1,0,0
PAG,0,0,0,2
PAGS,0,0,0,3
PAHC,0,0,0,2
PAIDX,0,0,0,2
PANDY,0,0,2,0
PANW,0,0,2,0
PARMX,0,0,0,1
PASO,0,0,8,0
PATK,0,2,1,0
PAVE,0,0,2,0
PAYC,0,0,2,2
PAYX,0,0,4,0
PB,0,1,0,0
PBA,0,0,0,2
PBCT,0,4,2,0
PBF,0,0,3,1
PBFX,0,0,15,15
PBYI,0,2,0,0
PCAR,0,0,3,3
PCH,0,3,0,0
PCPL,0,0,1,0
PCPL.U,0,0,0,1
PCRFY,0,0,1,0
PCRX,0,0,0,2
PCTY,0,0,6,1
PDBC,0,0,0,1
PDCE,0,3,0,0
PDM,0,2,0,0
PDS,0,0,0,1
PDX,0,0,0,1
PDYPY,0,0,1,0
PEAK,0,0,4,0
PEB,0,2,3,0
PEG,0,0,2,0
PEGA,0,0,1,0
PEGI,0,1,0,0
PEJ,0,0,0,1
PENN,0,0,1,3
PEP,0,2,20,12
PFE,0,4,18,14
PFG,0,0,2,0
PFGC,0,0,4,1
PFPT,0,0,1,1
PG,0,1,14,18
PGNY,0,0,4,0
PGR,0,2,11,14
PGRE,0,3,0,0
PGX,0,0,0,1
PH,0,0,3,6
PHG,0,0,9,1
PHM,0,3,4,1
PHR,0,0,7,1
PHX,0,0,0,1
PI,0,0,2,1
PII,0,0,3,1
PIMIX,0,0,2,1
PINS,0,0,2,3
PK,0,0,2,0
PKCOY,0,2,0,0
PKG,0,0,0,2
PKI,0,1,1,0
PLCE,0,2,0,0
PLD,0,1,4,3
PLNT,0,5,7,2
PLT,0,0,0,1
PLTR,0,0,0,1
PLUG,0,0,2,8
PLXS,0,0,2,4
PLYA,0,0,3,0
PM,0,1,15,6
PMUPX,0,0,1,0
PNC,0,0,10,3
PNGAY,0,3,2,4
PNR,0,2,0,0
PNW,0,3,0,0
POAHY,0,0,1,0
PODD,0,0,0,1
POL,0,1,2,0
PONPX,0,0,0,1
POOL,0,0,0,2
POR,0,0,6,0
POST,0,3,3,0
POWI,0,1,2,0
PPBI,0,1,6,0
PPG,0,1,11,6
PPL,0,0,7,4
PPRUY,0,0,1,0
PRA,0,2,1,0
PRAA,0,0,2,0
PRAH,0,0,5,0
PRGO,0,0,1,0
PRGS,0,2,0,3
PRGTX,0,0,0,1
PRIM,0,1,3,0
PRLB,0,0,1,0
PROF,0,0,2,0
PROSY,0,0,1,0
PRSP,0,0,2,0
PRU,0,1,8,1
PRWCX,0,0,1,0
PS,0,2,6,0
PSA,0,0,2,3
PSB,0,1,0,0
PSMMY,0,0,1,0
PSNL,0,0,3,0
PSO,0,0,1,0
PSQ,0,0,12,0
PSTH,0,0,1,0
PSX,0,1,7,1
PSXP,0,0,0,4
PTC,0,0,0,2
PTEN,0,1,0,0
PTON,0,0,0,14
PUBGY,0,0,1,0
PUK,0,0,1,0
PUMP,0,2,0,0
PUTW,0,0,1,0
PVH,0,0,1,0
PWR,0,0,3,2
PXD,0,0,3,6
PYCR,0,0,0,2
PYPL,0,0,16,30
QCHR,0,0,0,1
QCOM,0,4,8,10
QDEL,0,0,8,5
QGEN,0,2,2,0
QMCO,0,0,0,3
QQQ,0,2,3,1
QRTEA,0,1,0,0
QS,0,0,0,3
QSR,0,0,3,0
QSY,0,0,1,0
QTS,0,3,1,1
QYLD,0,0,1,0
R,0,0,0,7
RAD,0,0,1,0
RAND,0,0,6,0
RARE,0,0,0,1
RBA,0,0,7,0
RBCAA,0,0,2,0
RBLX,0,0,0,16
RBS,0,0,1,0
RCI,0,0,1,0
RCII,0,2,0,0
RCKY,0,2,0,0
RCL,0,0,3,0
RDEIY,0,0,1,0
RDFN,0,1,0,0
RDS.A,0,0,3,2
RDS.B,0,3,6,1
RDUS,0,3,0,0
REG,0,1,0,0
REGL,0,0,1,1
REGN,0,1,10,5
REPYY,0,0,2,0
RETA,0,0,1,1
REXR,0,2,0,0
REYN,0,0,7,0
REZI,0,0,0,3
RF,0,0,3,0
RF$A,0,0,1,0
RGA,0,1,0,1
RGLD,0,2,1,4
RHHBF,0,0,2,1
RHHBY,0,4,10,5
RHI,0,0,2,2
RHP,0,2,1,0
RIO,0,3,4,2
RIVN,0,0,0,4
RL,0,2,0,0
RLGY,0,0,2,4
RMD,0,0,0,1
RNGR,0,0,0,1
RNLSY,0,0,1,0
RNSIX,0,0,1,0
ROG,0,0,3,1
ROK,0,0,2,7
ROKU,0,1,16,11
ROL,0,1,1,0
ROLL,0,1,1,1
ROP,0,0,18,7
ROST,0,1,5,1
RP,0,0,2,3
RPBAX,0,0,0,1
RPD,0,0,4,0
RPM,0,0,4,3
RQI,0,0,2,0
RSG,0,0,5,2
RTN,0,0,3,0
RTNB,0,1,0,0
RTX,0,0,16,10
RUN,0,0,93,0
RUSHA,0,0,2,0
RWEOY,0,0,1,0
RXN,0,0,2,0
RXT,0,0,6,3
RY.TO,0,0,0,1
RYCEY,0,0,1,0
SABR,0,0,5,3
SAIC,0,0,3,3
SAM,0,0,1,2
SAN,0,0,1,0
SANM,0,0,1,0
SAP,0,3,3,5
SAVE,0,2,0,0
SBAC,0,0,2,5
SBCF,0,0,5,0
SBGSY,0,0,3,2
SBUX,0,0,32,20
SC,0,0,0,1
SCGLY,0,0,2,0
SCHD,0,0,1,1
SCHH,0,0,0,1
SCHN,0,1,0,0
SCHW,0,0,20,8
SCI,0,0,6,8
SCU,0,0,0,4
SCZ,0,0,1,0
SDC,0,0,1,0
SDOG,0,0,1,0
SDXAY,0,0,1,0
SDY,0,1,8,0
SE,0,0,1,2
SEA,0,0,1,2
SEDG,0,0,3,0
SEE,0,2,4,1
SEIC,0,1,2,0
SEK,0,0,0,1
SERV,0,0,1,0
SF,0,0,1,1
SFE,0,0,0,12
SFST,0,0,1,0
SFTBY,0,0,3,3
SFY,0,0,0,1
SGAPY,0,0,1,0
SGEN,0,1,3,0
SGIIX,0,0,0,1
SGIOY,0,0,4,2
SGSOY,0,3,2,2
SH,0,1,34,0
SHAK,0,2,0,1
SHLX,0,0,13,23
SHOP,0,0,1,2
SHW,0,1,8,7
SHYF,0,0,1,0
SIRI,0,0,3,4
SITC,0,2,0,0
SITE,0,3,7,1
SIVB,0,0,0,3
SJM,0,2,3,1
SKFRY,0,0,1,0
SKIN,0,0,0,2
SKVKY,0,0,2,0
SKX,0,0,5,0
SKY,0,0,2,2
SKYY,0,0,5,0
SLAB,0,0,1,1
SLB,0,4,10,4
SLG,0,0,1,0
SLGN,0,0,5,0
SLV,0,0,1,3
SLVM,0,0,0,5
SLYG,0,0,0,1
SLYV,0,0,0,1
SMFG,0,0,1,0
SMFKY,0,0,0,1
SMG,0,0,2,0
SMHLX,0,0,0,1
SMJ,0,1,0,0
SMLP,0,0,7,0
SMMNY,0,0,1,0
SMNNY,0,0,1,0
SNA,0,0,1,0
SNAP,0,1,3,15
SNE,0,0,16,0
SNN,0,0,0,2
SNNUF,0,0,1,0
SNOW,0,0,2,0
SNOXX,0,0,5,0
SNP,0,0,1,0
SNPS,0,0,1,2
SNV,0,0,2,4
SNX,0,0,1,0
SNY,0,0,1,0
SO,0,1,27,3
SOMMY,0,0,1,0
SON,0,0,0,2
SONVY,0,1,3,3
SONY,0,0,0,3
SPCE,0,0,12,8
SPDR,0,0,0,1
SPDW,0,0,1,1
SPG,0,1,8,10
SPGI,0,1,9,10
SPH,0,0,12,2
SPKE,0,0,1,0
SPLK,0,1,9,4
SPN,0,1,0,0
SPOT,0,0,2,7
SPR,0,3,0,0
SPSC,0,1,2,0
SPTI,0,0,0,1
SPTM,0,0,1,0
SPXC,0,0,1,4
SPY,0,1,7,4
SPYG,0,0,1,1
SPYS,0,0,0,1
SPYV,0,0,0,2
SQ,0,1,12,14
SRC,0,2,0,0
SRE,0,2,3,0
SRLN,0,0,1,1
SRLP,0,0,11,2
SRNE,0,0,1,1
SRPT,0,1,3,0
SSB,0,0,1,3
SSL,0,2,3,0
SSMXY,0,1,2,2
SSNC,0,6,10,3
SSREY,0,0,1,0
SSUMY,0,0,1,0
ST,0,0,0,1
STAG,0,0,2,0
STAY,0,0,5,1
STE,0,1,1,0
STLA,0,0,0,4
STM,0,0,0,4
STOR,0,1,5,2
STT,0,0,7,4
STWD,0,0,1,0
STX,0,1,0,2
STXAX,0,0,0,1
STZ,0,3,3,3
SU,0,2,4,2
SUHJY,0,0,1,0
SUPN,0,0,4,0
SVC,0,0,1,1
SVCBY,0,0,1,0
SVNDY,0,0,1,0
SVNLY,0,0,2,0
SWDBY,0,0,1,0
SWGAY,0,0,1,0
SWK,0,0,7,7
SWMAY,0,0,1,0
SWN,0,0,1,0
SWRAY,0,0,2,0
SXYAY,0,0,1,0
SYF,0,0,4,4
SYIEY,0,1,2,1
SYK,0,1,4,6
SYNH,0,0,1,2
SYPR,0,0,1,0
SYY,0,1,13,3
SZEVY,0,0,1,0
T,0,1,28,32
TAP,0,0,4,2
TBCIX,0,0,1,0
TCBI,0,0,1,0
TCEHY,0,2,3,8
TCMD,0,1,0,0
TCOM,0,1,3,0
TDADX,0,0,1,0
TDC,0,0,0,1
TDDC,0,0,0,1
TDDXX,0,5,84,28
TDG,0,0,6,1
TDOC,0,1,13,4
TDXX,0,0,0,1
TDY,0,0,4,1
TEAM,0,0,6,0
TECH,0,0,1,0
TEF,0,0,2,0
TEL,0,1,4,0
TELL,0,0,0,1
TER,0,2,0,3
TEVA,0,0,2,0
TEX,0,0,0,1
TEZNY,0,0,1,0
TF,0,0,2,0
TFC,0,1,11,7
TFDXX,0,0,0,5
TFFP,0,0,1,0
TFX,0,0,5,1
TGNA,0,1,2,2
TGT,0,1,15,3
TGTX,0,0,1,0
THR,0,0,3,0
TIF,0,0,0,1
TIIAY,0,0,1,0
TIP,0,0,0,9
TJX,0,1,26,12
TKC,0,0,0,1
TKOMY,0,0,0,1
TLND,0,0,1,0
TLRY,0,0,2,4
TLSNY,0,0,2,0
TLSYY,0,0,1,0
TLT,0,0,1,0
TM,0,0,2,0
TME,0,0,1,0
TMHC,0,2,0,0
TMK,0,1,0,0
TMO,0,3,16,13
TMSNY,0,1,1,0
TMUS,0,0,11,10
TMUSR,0,0,2,0
TNC,0,0,0,1
TNL,0,0,0,1
TOL,0,3,3,2
TOT,0,1,3,0
TPCO,0,0,0,2
TPR,0,1,0,6
TPX,0,1,0,0
TRBCX,0,0,0,1
TRGIX,0,0,0,1
TRGP,0,0,4,0
TRHC,0,1,0,0
TRIP,0,2,0,0
TRMB,0,1,0,0
TRMK,0,1,0,0
TRN,0,0,0,4
TRNO,0,1,8,0
TROW,0,0,2,1
TRP,0,1,0,0
TRREX,0,0,1,0
TRU,0,0,1,3
TRUP,0,0,5,4
TRV,0,0,4,8
TRYIY,0,0,1,0
TS,0,1,1,0
TSBRX,0,0,0,1
TSCDF,0,0,0,1
TSCDY,0,0,1,0
TSCO,0,0,4,2
TSLA,0,1,25,53
TSM,0,3,13,13
TSN,0,0,3,0
TSS,0,1,0,0
TT,0,0,6,9
TTD,0,0,2,0
TTEK,0,0,1,3
TTWO,0,0,1,0
TWLO,0,0,0,2
TWNK,0,0,1,0
TWO,0,1,0,0
TWST,0,0,1,0
TWTR,0,3,7,13
TXN,0,0,11,13
TXRH,0,2,0,0
TYG,0,0,0,1
TYL,0,0,0,1
UA,0,0,1,2
UAA,0,0,4,2
UAL,0,0,2,8
UBER,0,0,12,9
UBS,0,1,8,5
UBSI,0,4,5,0
UDR,0,0,1,0
UFPI,0,0,0,1
UHG,0,1,0,3
UHS,0,0,1,0
UL,0,1,15,4
ULTA,0,0,2,1
UMPQ,0,4,0,0
UN,0,0,0,1
UNF,0,0,1,0
UNH,0,5,24,11
UNICY,0,6,1,1
UNM,0,0,1,0
UNP,0,1,10,5
UNVR,0,0,1,1
UPLD,0,0,3,0
UPS,0,0,8,10
URGO,0,0,0,2
URI,0,0,3,1
USAC,0,0,23,22
USB,0,3,15,7
USDP,0,0,11,4
USFD,0,0,12,1
USMC,0,0,9,0
USMV,0,0,1,0
USO,0,0,4,0
USPH,0,1,0,0
UTG,0,0,2,0
UTGN,0,1,0,0
UTHR,0,1,0,0
UTX,0,2,6,0
UVV,0,1,0,0
V,0,2,29,29
VAC,0,0,1,0
VAIAF,0,0,0,1
VALE,0,0,1,0
VAR,0,0,1,2
VAW,0,0,2,0
VC,0,0,1,0
VCRA,0,2,0,0
VCSH,0,1,0,0
VCYT,0,3,5,0
VDC,0,0,10,0
VEA,0,1,2,2
VEEV,0,0,5,2
VEU,0,0,0,1
VFC,0,2,3,2
VFC.VI,0,0,0,2
VFF,0,0,1,0
VGPBF,0,0,1,0
VGT,0,1,0,0
VIAB,0,1,0,0
VIAC,0,1,6,17
VIASP,0,0,0,1
VIAV,0,0,6,0
VICI,0,0,0,4
VIG,0,2,14,0
VIOT,0,1,0,0
VIV,0,0,0,1
VIVO,0,0,1,1
VLO,0,0,5,1
VLUE,0,0,1,0
VMC,0,0,2,3
VMCXX,0,0,0,1
VMN,0,0,0,1
VMW,0,0,1,3
VNO,0,1,4,1
VNQ,0,0,0,1
VNT,0,0,2,4
VOD,0,0,2,0
VONE,0,0,1,0
VONOY,0,0,1,0
VOO,0,0,1,1
VOPKY,0,0,2,0
VOX,0,0,0,1
VPU,0,1,10,0
VRM,0,0,0,7
VRNS,0,1,0,0
VRNT,0,0,1,0
VRSK,0,0,8,4
VRSN,0,0,2,3
VRT,0,0,4,2
VRTU,0,0,4,0
VRTX,0,2,2,1
VSAT,0,0,12,0
VSCO,0,0,0,1
VSLR,0,0,18,0
VTI,0,0,1,0
VTR,0,1,6,0
VTRA,0,0,0,1
VTRS,0,0,5,7
VUG,0,0,1,0
VUL.V,0,0,0,1
VUZI,0,0,0,7
VV,0,0,1,0
VVNT,0,0,0,1
VWDRY,0,0,1,0
VWIGX,0,0,0,1
VWO,0,0,1,0
VXX,0,0,2,2
VZ,0,3,16,20
W,0,0,1,16
WAB,0,0,3,2
WAFD,0,2,0,0
WAIR,0,0,0,1
WAT,0,0,0,1
WB,0,3,0,0
WB2.SG,0,0,0,2
WBA,0,1,8,6
WBK,0,0,2,1
WBS,0,0,5,0
WCAGY,0,0,1,0
WCC,0,0,3,2
WCG,0,0,1,0
WCLD,0,0,0,1
WCMIX,0,0,2,0
WCN,0,0,3,0
WDAY,0,0,2,1
WDC,0,1,6,0
WDFC,0,1,3,0
WDR,0,1,0,0
WEC,0,0,1,3
WELL,0,0,2,0
WES,0,0,10,0
WFAFY,0,0,1,0
WFC,0,6,29,6
WFC$V,0,0,2,0
WH,0,2,5,2
WHR,0,0,1,1
WING,0,1,0,0
WIX,0,0,2,0
WJRYY,0,0,1,0
WK,0,0,1,0
WLK,0,0,4,2
WLTL,0,0,0,1
WLTW,0,0,0,5
WM,0,1,10,1
WMB,0,0,8,5
WMC,0,0,0,1
WMGI,0,1,2,0
WMT,0,3,10,20
WOLWF,0,0,0,1
WOPEY,0,0,1,0
WORK,0,0,2,2
WPC,0,2,2,0
WPP,0,0,1,0
WPX,0,0,2,0
WRK,0,0,7,2
WRK.V,0,0,0,1
WSC,0,0,2,2
WSM,0,0,0,3
WSO,0,0,4,0
WST,0,1,1,0
WSTL,0,0,4,0
WTFC,0,0,1,0
WTRG,0,0,2,0
WTS,0,1,0,0
WW,0,0,3,0
WWD,0,0,4,2
WXA.F,0,0,1,0
WY,0,1,1,4
WYND,0,3,0,1
WYNN,0,0,0,21
XEC,0,0,1,1
XEL,0,0,3,1
XENT,0,1,0,0
XHB,0,0,1,0
XLB,0,0,1,1
XLC,0,0,1,0
XLF,0,0,1,2
XLI,0,0,1,0
XLK,0,0,2,0
XLM-USD,0,0,0,2
XLNX,0,0,3,0
XLV,0,0,2,0
XLY,0,0,0,1
XMO,0,0,1,0
XNGSY,0,0,0,3
XOM,0,4,33,19
XP,0,0,0,2
XPO,0,0,1,1
XRAY,0,0,0,3
XSOE,0,0,1,0
XYL,0,0,3,2
YACKX,0,0,0,1
YETI,0,2,2,2
YEXT,0,3,0,0
YNDX,0,1,4,1
YTRA,0,0,0,1
YUM,0,0,2,0
YUMC,0,0,3,0
Z,0,0,5,18
ZBH,0,0,5,4
ZBRA,0,3,9,0
ZEN,0,2,0,0
ZG,0,0,0,1
ZION,0,1,1,0
ZM,0,0,2,11
ZNGA,0,0,0,3
ZOOM,0,0,0,3
ZTS,0,2,6,3
ZUO,0,1,3,0
