ticker,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CELC,0,0,0,0,0,0,0,0,2,1
CELG,0,0,7,3,4,5,6,3,0,0
CELO,0,0,0,0,0,0,0,0,0,1
CELO-USD,0,0,0,0,0,0,0,0,0,1
CEM,0,0,0,0,0,0,0,0,0,1
CENT,0,0,0,0,0,0,0,2,4,1
CENTA,0,0,0,0,0,0,0,2,1,0
CEQP,0,0,0,0,0,0,0,1,14,0
CERN,0,0,0,0,2,2,1,0,10,4
CF,0,0,0,0,0,0,0,2,2,0
CFA,0,0,0,0,0,0,0,0,1,1
CFG,0,0,0,0,0,0,0,0,4,1
CFJAX,0,0,0,0,0,0,0,0,0,1
CFJIX,0,0,0,0,0,0,0,0,0,2
CFR,0,0,0,0,0,1,1,0,1,4
CG,0,1,0,0,0,0,0,0,2,3
CGC,0,0,0,0,0,0,0,0,2,1
CGNT,0,0,0,0,0,0,4,0,0,0
CGNX,0,0,0,1,0,0,0,2,9,1
CHCO,0,0,1,0,0,0,0,0,0,0
CHD,0,0,0,0,0,0,0,0,1,5
CHDN,0,0,0,0,0,0,0,0,5,4
CHE,0,0,0,0,0,0,0,1,1,2
CHEF,0,0,0,1,0,0,0,0,0,0
CHGCY,0,0,0,0,0,0,0,4,3,1
CHGG,0,0,0,0,0,0,0,0,0,2
CHH,0,0,0,0,0,0,0,1,0,0
CHK,0,0,0,1,1,0,1,0,0,0
CHKP,0,0,0,0,0,1,1,2,4,2
CHL,0,0,2,1,0,0,0,3,6,0
CHNG,0,0,0,0,0,0,0,0,0,1
CHRW,0,0,0,0,1,2,0,0,1,0
CHTR,0,0,0,0,0,0,0,1,4,7
CHUY,0,0,0,0,0,0,0,1,2,0
CHV,0,0,0,0,0,0,0,0,1,0
CHWY,0,0,0,0,0,0,0,0,0,17
CHX,0,0,0,0,0,0,0,0,0,4
CI,0,0,0,0,0,0,0,1,1,7
CIBR,0,0,0,0,0,0,0,0,2,1
CIEN,0,0,0,0,0,0,0,0,2,0
CIG,0,0,0,0,0,0,0,0,0,1
CIM,0,0,0,0,0,0,0,0,1,0
CINF,0,0,0,0,0,0,0,0,1,0
CISIX,0,0,0,0,0,0,0,0,0,1
CIT,0,0,0,12,0,0,0,0,0,0
CL,0,0,0,1,0,0,2,7,9,4
CLB,0,0,0,0,0,0,1,0,0,0
CLC,0,0,0,1,0,0,0,0,0,0
