official,ticker,tdate_purch_og,tdate_purch_edited,0. one_week,profit one_week,1. two_weeks,profit two_weeks,2. four_weeks,profit four_weeks,3. eight_weeks,profit eight_weeks,4. sixteen_weeks,profit sixteen_weeks,5. thirty_two_weeks,profit thirty_two_weeks,6. year,profit year
"Shalala, Donna",UBSI,2019/06/04,2019/06/04,2019/06/11,0.0115,2019/06/18,-0.0122,2019/07/02,-0.0062,2019/07/30,0.016,2019/09/24,0.0351,2020/01/14,0.0131,2020/06/02,-0.2206
"Toomey, Patrick J.",GE,2017/12/06,2017/12/06,2017/12/13,0.0088,2017/12/20,-0.0121,2018/01/03,0.0263,2018/01/31,-0.0897,2018/03/28,-0.237,2018/07/18,-0.2238,2018/12/05,-0.5897
"Phillips, Dean",GOOGL,2020/09/23,2020/09/23,2020/09/30,0.0302,2020/10/07,0.0163,2020/10/21,0.1143,2020/11/18,0.2268,2021/01/13,0.2199,2021/05/05,0.6259,2021/09/22,0.957
"Joyce, David P.",IVE,2019/12/31,2019/12/31,2020/01/07,-0.0031,2020/01/14,0.0049,2020/01/28,-0.0057,2020/02/25,-0.0396,2020/04/21,-0.2159,2020/08/11,-0.0999,2020/12/29,-0.023
"Whitehouse, Sheldon",BABA,2014/11/10,2014/11/10,2014/11/17,-0.0251,2014/11/24,-0.0391,2014/12/08,-0.0982,2015/01/05,-0.1352,2015/03/02,-0.2808,2015/06/22,-0.2671,2015/11/09,-0.3024
"Inhofe, James M.",PG,2015/04/29,2015/04/29,2015/05/06,0.0004,2015/05/13,0.0007,2015/05/27,-0.0062,2015/06/24,-0.0042,2015/08/19,-0.0692,2015/12/09,-0.0225,2016/04/27,-0.0049
"Perdue Jr., David A.",HBI,2017/08/11,2017/08/11,2017/08/18,-0.0013,2017/08/25,0.0246,2017/09/08,0.0596,2017/10/06,0.0028,2017/12/01,-0.1198,2018/03/23,-0.2117,2018/08/10,-0.2049
"Cisneros, Gilbert",SSNC,2020/03/26,2020/03/26,2020/04/02,-0.0445,2020/04/09,0.1538,2020/04/23,0.1826,2020/05/21,0.3116,2020/07/16,0.3182,2020/11/05,0.4944,2021/03/25,0.5701
"Garcia, Mike",TSLA,2020/09/04,2020/09/04,2020/09/11,-0.0713,2020/09/18,0.0997,2020/10/02,0.0676,2020/10/30,-0.0166,2020/12/25,0.6777,2021/04/16,0.8425,2021/09/03,0.8227
"Frankel, Lois",TMO,2020/12/09,2020/12/09,2020/12/16,-0.011,2020/12/23,-0.0092,2021/01/06,0.0254,2021/02/03,0.0881,2021/03/31,-0.0241,2021/07/21,0.1001,2021/12/08,0.3526
"Hern, Kevin",ICLR,2020/07/27,2020/07/27,2020/08/03,0.0086,2020/08/10,0.0149,2020/08/24,-0.0016,2020/09/21,-0.0612,2020/11/16,0.0344,2021/03/08,-0.037,2021/07/26,0.1602
"Capito, Shelley M.",AMT,2020/12/31,2020/12/31,2021/01/07,-0.0227,2021/01/14,-0.0284,2021/01/28,0.0344,2021/02/25,0.0113,2021/04/22,0.1347,2021/08/12,0.2529,2021/12/30,0.3042
"Doggett, Lloyd",IBM,2020/12/11,2020/12/11,2020/12/18,0.009,2020/12/25,0.0078,2021/01/08,0.0288,2021/02/05,-0.0273,2021/04/02,0.0842,2021/07/23,0.1321,2021/12/10,0.0442
"Malinowski, Tom",CSLT,2019/10/15,2019/10/15,2019/10/22,0.0758,2019/10/29,0.1841,2019/11/12,0.065,2019/12/10,-0.0542,2020/02/04,-0.0903,2020/05/26,-0.4108,2020/10/13,-0.2491
"Roberts, Pat",NVDA,2017/11/30,2017/11/30,2017/12/07,-0.0391,2017/12/14,-0.0636,2017/12/28,-0.0069,2018/01/25,0.1908,2018/03/22,0.2226,2018/07/12,0.2574,2018/11/29,-0.2045
"Whitehouse, Sheldon",SIEGY,2019/04/18,2019/04/18,2019/04/25,-0.019,2019/05/02,-0.015,2019/05/16,0.0068,2019/06/13,-0.0083,2019/08/08,-0.1552,2019/11/28,0.0748,2020/04/16,-0.2945
"Beyer, Donald S.",EL,2020/02/19,2020/02/19,2020/02/26,-0.0913,2020/03/04,-0.1025,2020/03/18,-0.3064,2020/04/15,-0.2457,2020/06/10,-0.053,2020/09/30,0.027,2021/02/17,0.3803
"Cassidy, William",MSFT,2016/03/31,2016/03/31,2016/04/07,-0.0119,2016/04/14,0.0018,2016/04/28,-0.0916,2016/05/26,-0.0644,2016/07/21,0.0139,2016/11/10,0.0694,2017/03/30,0.1891
"Gianforte, Greg",TM,2020/03/18,2020/03/18,2020/03/25,0.0447,2020/04/01,0.0195,2020/04/15,0.0664,2020/05/13,0.0239,2020/07/08,0.0814,2020/10/28,0.1261,2021/03/17,0.324
"Green, Mark",NGL,2020/10/05,2020/10/05,2020/10/12,-0.0282,2020/10/19,-0.0832,2020/11/02,-0.3856,2020/11/30,-0.4468,2021/01/25,-0.284,2021/05/17,-0.4627,2021/10/04,-0.4051
"Banks, James E.",SBUX,2020/04/24,2020/04/24,2020/05/01,-0.0077,2020/05/08,0.023,2020/05/22,0.0288,2020/06/19,0.0134,2020/08/14,0.0447,2020/12/04,0.3579,2021/04/23,0.5563
"Carper, Thomas R.",RODM,2020/04/02,2020/04/02,2020/04/09,0.0729,2020/04/16,0.0455,2020/04/30,0.1015,2020/05/28,0.1485,2020/07/23,0.1994,2020/11/12,0.2748,2021/04/01,0.4011
"Lee, Susie",DG,2020/04/07,2020/04/07,2020/04/14,0.0491,2020/04/21,0.0551,2020/05/05,0.04,2020/06/02,0.1347,2020/07/28,0.1295,2020/11/17,0.2473,2021/04/06,0.2238
"Phillips, Dean",ETN,2020/03/05,2020/03/05,2020/03/12,-0.1804,2020/03/19,-0.2896,2020/04/02,-0.2269,2020/04/30,-0.1136,2020/06/25,-0.1141,2020/10/15,0.135,2021/03/04,0.4127
"Green, Mark",USAC,2020/09/11,2020/09/11,2020/09/18,0.0262,2020/09/25,-0.0538,2020/10/09,0.0159,2020/11/06,-0.0618,2021/01/01,0.2584,2021/04/23,0.4354,2021/09/10,0.4363
"Frankel, Lois",TMO,2020/11/04,2020/11/04,2020/11/11,-0.0586,2020/11/18,-0.0826,2020/12/02,-0.0643,2020/12/30,-0.0876,2021/02/24,-0.0877,2021/06/16,-0.0727,2021/11/03,0.2495
"Conaway, K. M.",PFE,2020/07/01,2020/07/01,2020/07/08,-0.0046,2020/07/15,0.0471,2020/07/29,0.1413,2020/08/26,0.1124,2020/10/21,0.0916,2021/02/10,0.0775,2021/06/30,0.2058
"Whitehouse, Sheldon",FB,2016/05/24,2016/05/24,2016/05/31,0.0187,2016/06/07,0.0133,2016/06/21,-0.02,2016/07/19,0.0242,2016/09/13,0.0905,2017/01/03,-0.0021,2017/05/23,0.266
"Perdue Jr., David A.",BAC,2020/03/23,2020/03/23,2020/03/30,0.1595,2020/04/06,0.1273,2020/04/20,0.2044,2020/05/18,0.1996,2020/07/13,0.2858,2020/11/02,0.2687,2021/03/22,1.0144
"Roberts, Pat",BA,2020/12/22,2020/12/22,2020/12/29,-0.0102,2021/01/05,-0.0535,2021/01/19,-0.0533,2021/02/16,-0.0269,2021/04/13,0.1336,2021/08/03,0.02,2021/12/21,-0.1174
"Peters, Gary C.",OFC,2018/01/05,2018/01/05,2018/01/12,-0.0228,2018/01/19,-0.0205,2018/02/02,-0.0509,2018/03/02,-0.1085,2018/04/27,-0.0199,2018/08/17,0.0832,2019/01/04,-0.2172
"Gianforte, Greg",MFG,2020/03/18,2020/03/18,2020/03/25,0.1384,2020/04/01,0.0668,2020/04/15,0.1002,2020/05/13,0.0883,2020/07/08,0.1671,2020/10/28,0.1504,2021/03/17,0.4606
"McKinley, David B.",TSCO,2020/03/03,2020/03/03,2020/03/10,-0.0975,2020/03/17,-0.2729,2020/03/31,-0.0793,2020/04/28,0.1193,2020/06/23,0.4058,2020/10/13,0.6367,2021/03/02,0.7346
"Cisneros, Gilbert",TEAM,2020/03/18,2020/03/18,2020/03/25,0.204,2020/04/01,0.1156,2020/04/15,0.2081,2020/05/13,0.4737,2020/07/08,0.6389,2020/10/28,0.7658,2021/03/17,0.9528
"Lee, Susie",GDDY,2020/04/06,2020/04/06,2020/04/13,0.0815,2020/04/20,0.169,2020/05/04,0.1558,2020/06/01,0.362,2020/07/27,0.2,2020/11/16,0.2865,2021/04/05,0.4259
"Blumenauer, Earl",INTC,2020/03/10,2020/03/10,2020/03/17,-0.0728,2020/03/24,0.0149,2020/04/07,0.1462,2020/05/05,0.1266,2020/06/30,0.1349,2020/10/20,0.0339,2021/03/09,0.1875
"Hern, Kevin",HD,2020/03/26,2020/03/26,2020/04/02,-0.063,2020/04/09,0.0572,2020/04/23,0.0748,2020/05/21,0.2529,2020/07/16,0.3567,2020/11/05,0.5053,2021/03/25,0.5507
"Perdue Jr., David A.",KN,2015/01/27,2015/01/27,2015/02/03,0.0543,2015/02/10,0.0649,2015/02/24,-0.1238,2015/03/24,-0.0656,2015/05/19,-0.1139,2015/09/08,-0.2333,2016/01/26,-0.4209
"Perdue Jr., David A.",EMR,2017/08/09,2017/08/09,2017/08/16,-0.006,2017/08/23,-0.0229,2017/09/06,-0.0093,2017/10/04,0.0594,2017/11/29,0.0706,2018/03/21,0.1862,2018/08/08,0.2448
"Gottheimer, Josh",UPS,2020/12/15,2020/12/15,2020/12/22,0.0381,2020/12/29,0.0176,2021/01/12,-0.0303,2021/02/09,-0.0124,2021/04/06,0.0321,2021/07/27,0.1608,2021/12/14,0.2263
"Axne, Cynthia",V,2020/04/22,2020/04/22,2020/04/29,0.0839,2020/05/06,0.084,2020/05/20,0.1717,2020/06/17,0.1749,2020/08/12,0.2052,2020/12/02,0.27,2021/04/21,0.3633
"Phillips, Dean",MOS,2020/04/02,2020/04/02,2020/04/09,0.2276,2020/04/16,0.0581,2020/04/30,0.1018,2020/05/28,0.2132,2020/07/23,0.2885,2020/11/12,0.6721,2021/04/01,2.023
"Carper, Thomas R.",MANT,2020/11/20,2020/11/20,2020/11/27,0.0257,2020/12/04,0.0199,2020/12/18,0.0901,2021/01/15,0.2631,2021/03/12,0.0659,2021/07/02,0.1463,2021/11/19,-0.056
"Wyden, Ronald L.",DHI,2020/08/05,2020/08/05,2020/08/12,0.0369,2020/08/19,0.0875,2020/09/02,0.0788,2020/09/30,0.1146,2020/11/25,0.1152,2021/03/17,0.2486,2021/08/04,0.4323
"Perdue Jr., David A.",BWXT,2019/01/03,2019/01/03,2019/01/10,0.0533,2019/01/17,0.1104,2019/01/31,0.2048,2019/02/28,0.3909,2019/04/25,0.3376,2019/08/15,0.4493,2020/01/02,0.6501
"Perdue Jr., David A.",CZR,2018/12/31,2018/12/31,2019/01/07,0.1251,2019/01/14,0.184,2019/01/28,0.2366,2019/02/25,0.3613,2019/04/22,0.3911,2019/08/12,0.1124,2019/12/30,0.649
"Blumenauer, Earl",BAC,2020/04/29,2020/04/29,2020/05/06,-0.0869,2020/05/13,-0.1441,2020/05/27,0.0306,2020/06/24,-0.0282,2020/08/19,0.0373,2020/12/09,0.1689,2021/04/28,0.6143
"Whitehouse, Sheldon",NWL,2016/04/26,2016/04/26,2016/05/03,0.0561,2016/05/10,0.0946,2016/05/24,0.0831,2016/06/21,0.0967,2016/08/16,0.231,2016/12/06,0.0327,2017/04/25,0.0912
"Lowenthal, Alan S.",KTOS,2020/09/16,2020/09/16,2020/09/23,-0.1234,2020/09/30,-0.1023,2020/10/14,-0.0194,2020/11/11,-0.1148,2021/01/06,0.2257,2021/04/28,0.2547,2021/09/15,0.0322
"McKinley, David B.",QCOM,2020/08/25,2020/08/25,2020/09/01,0.0455,2020/09/08,-0.0347,2020/09/22,-0.0297,2020/10/20,0.1093,2020/12/15,0.2828,2021/04/06,0.2001,2021/08/24,0.25
"Hern, Kevin",MCD,2020/10/16,2020/10/16,2020/10/23,-0.0062,2020/10/30,-0.0779,2020/11/13,-0.0745,2020/12/11,-0.0984,2021/02/05,-0.0756,2021/05/28,0.0126,2021/10/15,0.0592
"Hern, Kevin",TXN,2020/08/17,2020/08/17,2020/08/24,0.0176,2020/08/31,0.0297,2020/09/14,-0.0005,2020/10/12,0.111,2020/12/07,0.198,2021/03/29,0.3416,2021/08/16,0.3655
"Carper, Thomas R.",SBIO,2020/11/20,2020/11/20,2020/11/27,0.0268,2020/12/04,0.0438,2020/12/18,0.144,2021/01/15,0.2054,2021/03/12,0.1539,2021/07/02,0.0598,2021/11/19,-0.0395
"Perdue Jr., David A.",KN,2015/01/21,2015/01/21,2015/01/28,0.0021,2015/02/04,0.0647,2015/02/18,-0.1741,2015/03/18,-0.038,2015/05/13,-0.1321,2015/09/02,-0.2463,2016/01/20,-0.4773
"Shalala, Donna",BAYRY,2019/02/15,2019/02/15,2019/02/22,-0.0052,2019/03/01,0.0661,2019/03/15,0.0081,2019/04/12,-0.0958,2019/06/07,-0.2152,2019/09/27,-0.075,2020/02/14,0.0979
"Garcia, Mike",FAS,2020/10/26,2020/10/26,2020/11/02,-0.0614,2020/11/09,0.2532,2020/11/23,0.3413,2020/12/21,0.4891,2021/02/15,1.0418,2021/06/07,2.3314,2021/10/25,2.9633
"Roe, David P.",HD,2020/06/23,2020/06/23,2020/06/30,-0.0116,2020/07/07,-0.0114,2020/07/21,0.0417,2020/08/18,0.1391,2020/10/13,0.1448,2021/02/02,0.0836,2021/06/22,0.2376
"Curtis, John",DOMO,2019/04/29,2019/04/29,2019/05/06,-0.0377,2019/05/13,-0.1008,2019/05/27,-0.0875,2019/06/24,-0.2372,2019/08/19,-0.3433,2019/12/09,-0.3891,2020/04/27,-0.5549
"Hern, Kevin",TMO,2020/04/09,2020/04/09,2020/04/16,0.0508,2020/04/23,0.0544,2020/05/07,0.0872,2020/06/04,0.1131,2020/07/30,0.3111,2020/11/19,0.4597,2021/04/08,0.5172
"Cisneros, Gilbert",FITB,2020/03/18,2020/03/18,2020/03/25,0.1903,2020/04/01,0.0968,2020/04/15,0.2819,2020/05/13,0.2629,2020/07/08,0.454,2020/10/28,0.8206,2021/03/17,2.1097
"Wyden, Ronald L.",COUP,2020/06/24,2020/06/24,2020/07/01,0.0809,2020/07/08,0.1421,2020/07/22,0.1899,2020/08/19,0.1442,2020/10/14,0.1963,2021/02/03,0.2577,2021/06/23,-0.0445
"Hoeven, John",IVZ,2016/03/07,2016/03/07,2016/03/14,0.0315,2016/03/21,0.0694,2016/04/04,0.082,2016/05/02,0.0744,2016/06/27,-0.1699,2016/10/17,0.0299,2017/03/06,0.115
"Gottheimer, Josh",PHR,2020/02/03,2020/02/03,2020/02/10,0.0694,2020/02/17,0.0681,2020/03/02,-0.0247,2020/03/30,-0.378,2020/05/25,-0.0292,2020/09/14,-0.0496,2021/02/01,1.1447
"Cisneros, Gilbert",PRGO,2020/03/18,2020/03/18,2020/03/25,-0.035,2020/04/01,-0.0084,2020/04/15,0.1091,2020/05/13,0.1266,2020/07/08,0.1792,2020/10/28,-0.0762,2021/03/17,-0.1084
"Frankel, Lois",LOW,2020/07/08,2020/07/08,2020/07/15,0.0394,2020/07/22,0.0869,2020/08/05,0.1048,2020/09/02,0.2461,2020/10/28,0.1961,2021/02/17,0.2961,2021/07/07,0.4394
"Perdue Jr., David A.",WFC,2020/03/17,2020/03/17,2020/03/24,-0.0179,2020/03/31,0.0248,2020/04/14,0.0982,2020/05/12,-0.1281,2020/07/07,-0.123,2020/10/27,-0.2138,2021/03/16,0.384
"Perdue Jr., David A.",UPS,2018/02/09,2018/02/09,2018/02/16,0.0077,2018/02/23,-0.0092,2018/03/09,0.035,2018/04/06,-0.0042,2018/06/01,0.1023,2018/09/21,0.1253,2019/02/08,0.0139
"Gottheimer, Josh",EXAS,2020/10/26,2020/10/26,2020/11/02,0.1151,2020/11/09,0.138,2020/11/23,0.0882,2020/12/21,0.2644,2021/02/15,0.415,2021/06/07,0.008,2021/10/25,-0.1456
"Phillips, Dean",LNC,2020/04/02,2020/04/02,2020/04/09,0.4625,2020/04/16,0.1821,2020/04/30,0.4801,2020/05/28,0.6915,2020/07/23,0.5697,2020/11/12,0.6582,2021/04/01,1.6124
"Gottheimer, Josh",QCOM,2020/11/16,2020/11/16,2020/11/23,-0.0167,2020/11/30,-0.0084,2020/12/14,-0.0093,2021/01/11,0.0655,2021/03/08,-0.1397,2021/06/28,-0.0533,2021/11/15,0.1428
"Whitehouse, Sheldon",C,2014/03/20,2014/03/20,2014/03/27,-0.0418,2014/04/03,-0.0412,2014/04/17,-0.0306,2014/05/15,-0.0641,2014/07/10,-0.059,2014/10/30,0.063,2015/03/19,0.0638
"Perdue Jr., David A.",AXTA,2017/08/08,2017/08/08,2017/08/15,0.0223,2017/08/22,0.0313,2017/09/05,0.0341,2017/10/03,0.0318,2017/11/28,0.2681,2018/03/20,0.0783,2018/08/07,0.0697
"Perdue Jr., David A.",FEYE,2016/08/09,2016/08/09,2016/08/16,0.0158,2016/08/23,0.0913,2016/09/06,0.0847,2016/10/04,0.026,2016/11/29,-0.0924,2017/03/21,-0.1893,2017/08/08,0.0021
"Kinzinger, Adam",AAL,2020/04/23,2020/04/23,2020/04/30,0.1406,2020/05/07,-0.087,2020/05/21,-0.0445,2020/06/18,0.5949,2020/08/13,0.2917,2020/12/03,0.5141,2021/04/22,0.9919
"Rooney, Francis",HD,2020/03/18,2020/03/18,2020/03/25,0.2264,2020/04/01,0.1809,2020/04/15,0.3165,2020/05/13,0.5343,2020/07/08,0.6372,2020/10/28,0.7902,2021/03/17,0.8588
"Perdue Jr., David A.",DVN,2018/02/02,2018/02/02,2018/02/09,-0.1681,2018/02/16,-0.1565,2018/03/02,-0.2486,2018/03/30,-0.2468,2018/05/25,-0.017,2018/09/14,-0.0129,2019/02/01,-0.3356
"Phillips, Dean",INTC,2020/12/18,2020/12/18,2020/12/25,-0.0336,2021/01/01,0.0307,2021/01/15,0.198,2021/02/12,0.2572,2021/04/09,0.3808,2021/07/30,0.0957,2021/12/17,0.0331
"Phillips, Dean",PFG,2020/04/02,2020/04/02,2020/04/09,0.2143,2020/04/16,0.0697,2020/04/30,0.3266,2020/05/28,0.5148,2020/07/23,0.659,2020/11/12,0.6415,2021/04/01,1.2213
"Perdue Jr., David A.",BOIVF,2019/02/07,2019/02/07,2019/02/14,-0.0319,2019/02/21,0.011,2019/03/07,0.0687,2019/04/04,0.1399,2019/05/30,0.0969,2019/09/19,0.0196,2020/02/06,0.0123
"Peters, Gary C.",DTE,2015/04/14,2015/04/14,2015/04/21,0.0064,2015/04/28,0.0012,2015/05/12,-0.0375,2015/06/09,-0.0821,2015/08/04,-0.0199,2015/11/24,-0.0171,2016/04/12,0.0941
"Cassidy, William",PPG,2016/10/31,2016/10/31,2016/11/07,0.0093,2016/11/14,0.0308,2016/11/28,0.0455,2016/12/26,0.0245,2017/02/20,0.1032,2017/06/12,0.185,2017/10/30,0.255
"Cisneros, Gilbert",SBCF,2020/11/03,2020/11/03,2020/11/10,0.1017,2020/11/17,0.1446,2020/12/01,0.1601,2020/12/29,0.3049,2021/02/23,0.6175,2021/06/15,0.5969,2021/11/02,0.6738
"Inhofe, James M.",FANG,2015/07/15,2015/07/15,2015/07/22,-0.0847,2015/07/29,-0.0772,2015/08/12,0.0017,2015/09/09,-0.0667,2015/11/04,0.0775,2016/02/24,-0.0255,2016/07/13,0.2709
"Frankel, Lois",HXL,2020/06/09,2020/06/09,2020/06/16,0.0465,2020/06/23,-0.0307,2020/07/07,-0.0226,2020/08/04,-0.1821,2020/09/29,-0.2619,2021/01/19,0.086,2021/06/08,0.357
"Beyer, Donald S.",ACN,2019/12/23,2019/12/23,2019/12/30,0.0028,2020/01/06,-0.0108,2020/01/20,-0.0071,2020/02/17,0.0122,2020/04/13,-0.1751,2020/08/03,0.077,2020/12/21,0.2403
"Hoeven, John",BX,2014/08/25,2014/08/25,2014/09/01,0.0287,2014/09/08,0.005,2014/09/22,0.0,2014/10/20,-0.0961,2014/12/15,0.0003,2015/04/06,0.1797,2015/08/24,-0.0379
"Green, Mark",ET,2020/09/16,2020/09/16,2020/09/23,-0.0449,2020/09/30,-0.0798,2020/10/14,0.0515,2020/11/11,-0.1031,2021/01/06,0.0889,2021/04/28,0.4273,2021/09/15,0.5594
"Langevin, James R.",FB,2020/05/22,2020/05/22,2020/05/29,-0.0309,2020/06/05,-0.0174,2020/06/19,0.0251,2020/07/17,0.0372,2020/09/11,0.1491,2021/01/01,0.1624,2021/05/21,0.368
"Loeffler, Kelly",DD,2020/03/10,2020/03/10,2020/03/17,-0.0492,2020/03/24,-0.1529,2020/04/07,0.0229,2020/05/05,0.2339,2020/06/30,0.4198,2020/10/20,0.5988,2021/03/09,1.0457
"Gianforte, Greg",TLSYY,2020/11/13,2020/11/13,2020/11/20,-0.0027,2020/11/27,0.0133,2020/12/11,0.0031,2021/01/08,0.0283,2021/03/05,0.0588,2021/06/25,0.2137,2021/11/12,0.2854
"Phillips, Dean",CTXS,2020/04/02,2020/04/02,2020/04/09,0.0091,2020/04/16,0.052,2020/04/30,0.0091,2020/05/28,-0.0036,2020/07/23,0.0771,2020/11/12,-0.1811,2021/04/01,-0.0054
"Murray, Patty",AAPL,2017/03/16,2017/03/16,2017/03/23,0.0033,2017/03/30,0.024,2017/04/13,0.0077,2017/05/11,0.0893,2017/07/06,0.0165,2017/10/26,0.1185,2018/03/15,0.2739
"Yarmuth, John A.",XOM,2020/03/31,2020/03/31,2020/04/07,0.0997,2020/04/14,0.1151,2020/04/28,0.1651,2020/05/26,0.1946,2020/07/21,0.1494,2020/11/10,-0.0444,2021/03/30,0.482
"Gianforte, Greg",ENS,2020/03/02,2020/03/02,2020/03/09,-0.1166,2020/03/16,-0.3282,2020/03/30,-0.2177,2020/04/27,-0.0981,2020/06/22,0.0211,2020/10/12,0.1929,2021/03/01,0.5061
"Moran, Jerry",BRK-B,2018/12/06,2018/12/06,2018/12/13,-0.0145,2018/12/20,-0.0598,2019/01/03,-0.0481,2019/01/31,0.0015,2019/03/28,-0.0289,2019/07/18,0.0126,2019/12/05,0.0651
"Schrader, Kurt",XOM,2020/01/07,2020/01/07,2020/01/14,-0.0111,2020/01/21,-0.0293,2020/02/04,-0.1302,2020/03/03,-0.2492,2020/04/28,-0.3609,2020/08/18,-0.3896,2021/01/05,-0.3813
"Lee, Susie",AMP,2020/04/09,2020/04/09,2020/04/16,-0.1419,2020/04/23,-0.1124,2020/05/07,0.0327,2020/06/04,0.2754,2020/07/30,0.268,2020/11/19,0.5293,2021/04/08,0.985
"Perdue Jr., David A.",KN,2015/03/10,2015/03/10,2015/03/17,0.0555,2015/03/24,0.0302,2015/04/07,0.0028,2015/05/05,-0.0268,2015/06/30,-0.0598,2015/10/20,0.0834,2016/03/08,-0.3646
"Scott, Austin",NVVE,2020/07/16,2020/07/16,2020/07/23,0.002,2020/07/30,-0.001,2020/08/13,-0.006,2020/09/10,-0.005,2020/11/05,-0.001,2021/02/25,0.5397,2021/07/15,0.1029
"Cisneros, Gilbert",HMN,2020/09/02,2020/09/02,2020/09/09,-0.037,2020/09/16,-0.1196,2020/09/30,-0.1376,2020/10/28,-0.1165,2020/12/23,0.0604,2021/04/14,0.0871,2021/09/01,0.0525
"Perdue Jr., David A.",FEYE,2016/12/16,2016/12/16,2016/12/23,-0.0788,2016/12/30,-0.1049,2017/01/13,0.0004,2017/02/10,-0.1417,2017/04/07,-0.064,2017/07/28,0.1735,2017/12/15,0.0905
"Kinzinger, Adam",USFD,2020/06/04,2020/06/04,2020/06/11,-0.049,2020/06/18,-0.0602,2020/07/02,-0.0393,2020/07/30,-0.0309,2020/09/24,0.069,2021/01/14,0.7224,2021/06/03,0.8103
"Gianforte, Greg",COVTY,2020/03/18,2020/03/18,2020/03/25,0.1502,2020/04/01,0.0715,2020/04/15,0.1733,2020/05/13,0.1451,2020/07/08,0.4324,2020/10/28,0.7266,2021/03/17,1.5211
"Beyer, Donald S.",MSFT,2020/02/14,2020/02/14,2020/02/21,-0.0199,2020/02/28,-0.1422,2020/03/13,-0.1777,2020/04/10,-0.1092,2020/06/05,0.0046,2020/09/25,0.1182,2021/02/12,0.326
"Perdue Jr., David A.",LGF-B,2018/11/09,2018/11/09,2018/11/16,-0.0037,2018/11/23,-0.0756,2018/12/07,-0.1396,2019/01/04,-0.1596,2019/03/01,-0.2162,2019/06/21,-0.4069,2019/11/08,-0.5486
"Courtney, Joe",KDP,2019/12/31,2019/12/31,2020/01/07,-0.0116,2020/01/14,-0.0463,2020/01/28,-0.0223,2020/02/25,-0.0016,2020/04/21,-0.117,2020/08/11,0.0268,2020/12/29,0.1077
"Lowenthal, Alan S.",COLD,2019/12/11,2019/12/11,2019/12/18,-0.0392,2019/12/25,-0.0266,2020/01/08,-0.0349,2020/02/05,-0.0229,2020/04/01,-0.0715,2020/07/22,0.0858,2020/12/09,-0.0529
"Beyer, Donald S.",PEP,2020/01/13,2020/01/13,2020/01/20,0.0414,2020/01/27,0.0486,2020/02/10,0.075,2020/03/09,-0.0357,2020/05/04,-0.0389,2020/08/24,0.0095,2021/01/11,0.0545
"Perdue Jr., David A.",DISCA,2017/08/04,2017/08/04,2017/08/11,-0.0529,2017/08/18,-0.0738,2017/09/01,-0.0808,2017/09/29,-0.1172,2017/11/24,-0.273,2018/03/16,-0.0336,2018/08/03,0.1028
"Perdue Jr., David A.",GPK,2019/08/12,2019/08/12,2019/08/19,-0.0102,2019/08/26,0.0118,2019/09/09,0.0482,2019/10/07,0.0892,2019/12/02,0.2425,2020/03/23,-0.1837,2020/08/10,0.1199
"Perdue Jr., David A.",AAPL,2016/04/27,2016/04/27,2016/05/04,-0.0241,2016/05/11,-0.0432,2016/05/25,0.0177,2016/06/22,-0.0111,2016/08/17,0.1198,2016/12/07,0.1335,2017/04/26,0.4815
"Beyer, Donald S.",TGT,2020/01/13,2020/01/13,2020/01/20,-0.0692,2020/01/27,-0.076,2020/02/10,-0.0597,2020/03/09,-0.1622,2020/05/04,-0.1129,2020/08/24,0.2409,2021/01/11,0.5819
"Cisneros, Gilbert",EDU,2020/12/23,2020/12/23,2020/12/30,0.0373,2021/01/06,0.0285,2021/01/20,0.0127,2021/02/17,0.1483,2021/04/14,-0.131,2021/08/04,-0.8701,2021/12/22,-0.8768
"Hoeven, John",NFLX,2019/09/24,2019/09/24,2019/10/01,0.0366,2019/10/08,0.0558,2019/10/22,0.0463,2019/11/19,0.168,2020/01/14,0.3163,2020/05/05,0.6482,2020/09/22,0.8773
"Phillips, Dean",MU,2020/10/02,2020/10/02,2020/10/09,0.0626,2020/10/16,0.1075,2020/10/30,0.0607,2020/11/27,0.3647,2021/01/22,0.7781,2021/05/14,0.6723,2021/10/01,0.5068
"Capito, Shelley M.",AFL,2018/04/24,2018/04/24,2018/05/01,0.0015,2018/05/08,-0.009,2018/05/22,0.0082,2018/06/19,-0.0022,2018/08/14,0.0286,2018/12/04,0.0008,2019/04/23,0.082
"Gianforte, Greg",SWGAY,2020/03/18,2020/03/18,2020/03/25,0.1379,2020/04/01,0.1045,2020/04/15,0.1413,2020/05/13,0.0304,2020/07/08,0.1585,2020/10/28,0.2188,2021/03/17,0.7341
"Perdue Jr., David A.",COST,2017/10/30,2017/10/30,2017/11/06,0.0314,2017/11/13,0.0693,2017/11/27,0.0706,2017/12/25,0.1617,2018/02/19,0.1793,2018/06/11,0.2701,2018/10/29,0.38
"Collins, Susan M.",AME,2017/05/24,2017/05/24,2017/05/31,-0.0048,2017/06/07,0.0093,2017/06/21,0.0032,2017/07/19,0.008,2017/09/13,0.0635,2018/01/03,0.1959,2018/05/23,0.2253
"Curtis, John",HD,2020/03/27,2020/03/27,2020/04/03,-0.0694,2020/04/10,0.0338,2020/04/24,0.0885,2020/05/22,0.2563,2020/07/17,0.3539,2020/11/06,0.4878,2021/03/26,0.5671
