official,ticker,buy_date,sell_date,profit
"Perdue Jr., David A.",BAH,2019/12/31,2020/01/07,2.56
"Capito, Shelley M.",CSX,2017/12/20,2017/12/27,-0.12
"Perdue Jr., David A.",SHLX,2018/02/06,2018/02/13,-0.32
"Perdue Jr., David A.",BOIVF,2019/02/01,2019/02/08,-0.18
"Whitehouse, Sheldon",PANW,2014/02/25,2014/03/04,-5.76
"Shalala, Donna",PNGAY,2019/03/18,2019/03/25,-0.58
"Capito, Shelley M.",NVS,2018/04/24,2018/05/01,-0.88
"Whitehouse, Sheldon",PCAR,2014/11/25,2014/12/02,0.26
"Shalala, Donna",AMH,2019/06/04,2019/06/11,0.39
"Inhofe, James M.",DHR,2018/07/26,2018/08/02,-2.61
"Perdue Jr., David A.",AXTA,2017/08/07,2017/08/14,0.71
"Roberts, Pat",NOC,2019/11/04,2019/11/11,3.52
"Perdue Jr., David A.",HBI,2017/08/17,2017/08/24,-0.21
"Hoeven, John",PRU,2019/11/19,2019/11/26,0.15
"Perdue Jr., David A.",NFLX,2018/07/19,2018/07/26,-8.29
"Whitehouse, Sheldon",VZ,2019/04/18,2019/04/25,-1.41
"Capito, Shelley M.",VFC,2018/04/24,2018/05/01,1.7
"Hoeven, John",JCI,2015/08/13,2015/08/20,-0.71
"Perdue Jr., David A.",WLK,2016/01/29,2016/02/05,0.77
"Toomey, Patrick J.",SDY,2014/09/02,2014/09/09,-0.03
"Perdue Jr., David A.",MPLX,2019/03/19,2019/03/26,-0.69
"Perdue Jr., David A.",PFE,2017/02/07,2017/02/14,0.39
"Perdue Jr., David A.",RF,2019/11/11,2019/11/18,-0.26
"Roberts, Pat",NOC,2018/09/04,2018/09/11,6.15
"Perdue Jr., David A.",DISCA,2017/05/11,2017/05/18,-1.0
"Murray, Patty",UPS,2017/03/16,2017/03/23,-1.48
"Whitehouse, Sheldon",CVS,2014/04/29,2014/05/06,0.91
"Toomey, Patrick J.",XEL,2017/02/22,2017/03/01,0.94
"McKinley, David B.",ACN,2019/12/30,2020/01/06,-2.84
"Peters, Gary C.",CVS,2016/11/30,2016/12/07,2.9
"Whitehouse, Sheldon",GPRO,2015/07/07,2015/07/14,3.27
"Carper, Thomas R.",PTMC,2017/08/31,2017/09/07,-0.14
"Perdue Jr., David A.",DISCA,2016/07/08,2016/07/15,-0.37
"Peters, Gary C.",IVZ,2015/09/10,2015/09/17,1.13
"Perdue Jr., David A.",HBI,2017/08/29,2017/09/05,0.32
"Perdue Jr., David A.",AAPL,2016/01/28,2016/02/04,0.7
"Whitehouse, Sheldon",HOT,2016/03/01,2016/03/08,0.23
"Hoeven, John",IVZ,2019/11/05,2019/11/12,-0.45
"Perdue Jr., David A.",HBI,2017/11/06,2017/11/13,-0.23
"Perdue Jr., David A.",DISCA,2015/05/13,2015/05/20,1.87
"Collins, Susan M.",JPM,2018/05/08,2018/05/15,2.93
"Whitehouse, Sheldon",DIS,2016/09/22,2016/09/29,-0.86
"Hoeven, John",CAT,2015/03/03,2015/03/10,-2.97
"Cassidy, William",DWDP,2019/01/25,2019/02/01,-6.12
"Cassidy, William",PG,2016/03/31,2016/04/07,0.7
"Collins, Susan M.",COP,2014/04/22,2014/04/29,0.69
"Carper, Thomas R.",DD,2012/09/13,2012/09/20,-0.09
"Shalala, Donna",ZEN,2019/04/03,2019/04/10,-2.29
"Perdue Jr., David A.",LGF-B,2018/12/06,2018/12/13,-1.26
"Perdue Jr., David A.",KN,2015/02/26,2015/03/05,0.23
"Hoeven, John",GOOG,2016/03/07,2016/03/14,32.83
"Langevin, James R.",BYND,2019/09/06,2019/09/13,0.6
"Perdue Jr., David A.",ACA,2018/12/21,2018/12/28,2.96
"Hoeven, John",VZ,2017/01/20,2017/01/27,-3.38
"Whitehouse, Sheldon",VZ,2014/09/18,2014/09/25,0.27
"Capito, Shelley M.",MCO,2017/09/08,2017/09/15,1.07
"Shalala, Donna",PCH,2019/02/15,2019/02/22,1.79
"Perdue Jr., David A.",DVN,2019/01/09,2019/01/16,0.3
"Perdue Jr., David A.",COST,2017/06/16,2017/06/23,-9.62
"Cisneros, Gilbert",WBA,2019/12/06,2019/12/13,-1.01
"Coons, Christopher A.",AAPL,2018/10/24,2018/10/31,-0.22
"Roberts, Pat",NFLX,2019/10/01,2019/10/08,4.97
"Perdue Jr., David A.",GM,2018/07/20,2018/07/27,-1.94
"Hoeven, John",IBM,2018/04/18,2018/04/25,-4.96
"Roberts, Pat",BA,2015/03/17,2015/03/24,-1.88
"Collins, Susan M.",AAPL,2015/01/13,2015/01/20,-0.78
"Whitehouse, Sheldon",TSLA,2018/12/28,2019/01/04,-3.39
"Perdue Jr., David A.",DIS,2016/12/16,2016/12/23,0.8
"Beyer, Donald S.",NVDA,2019/12/24,2019/12/31,-1.29
"Capito, Shelley M.",CLX,2018/04/05,2018/04/12,-3.97
"Courtney, Joe",AAPL,2019/12/31,2020/01/07,1.89
"Perdue Jr., David A.",MO,2016/01/20,2016/01/27,2.17
"Axne, Cynthia",FB,2019/01/18,2019/01/25,-2.31
"Capito, Shelley M.",PII,2018/04/05,2018/04/12,6.17
"Whitehouse, Sheldon",LOW,2014/01/31,2014/02/07,-0.36
"Perdue Jr., David A.",MSM,2019/07/10,2019/07/17,2.69
"Perdue Jr., David A.",RF,2018/12/12,2018/12/19,-1.24
"Cassidy, William",TROW,2016/10/31,2016/11/07,0.42
"Capito, Shelley M.",AFL,2018/04/05,2018/04/12,0.58
"Courtney, Joe",HON,2019/12/31,2020/01/07,0.56
"Hoeven, John",CSCO,2014/10/29,2014/11/05,0.9
"Capito, Shelley M.",ITW,2018/04/24,2018/05/01,-11.39
"Hoeven, John",SLB,2019/12/31,2020/01/07,0.3
"Roberts, Pat",FB,2016/06/29,2016/07/06,1.23
"Perdue Jr., David A.",LGF-B,2018/12/19,2018/12/26,0.31
"Whitehouse, Sheldon",NFLX,2016/05/18,2016/05/25,9.32
"Carper, Thomas R.",DD,2013/12/16,2013/12/23,3.64
"Perdue Jr., David A.",CLX,2018/04/20,2018/04/27,0.56
"Shalala, Donna",AAGIY,2019/02/15,2019/02/22,1.24
"Cisneros, Gilbert",ECOL,2019/12/24,2019/12/31,0.93
"Perdue Jr., David A.",SU,2018/02/13,2018/02/20,1.51
"Capito, Shelley M.",LRLCY,2017/09/08,2017/09/15,-0.09
"Whitehouse, Sheldon",PG,2015/08/28,2015/09/04,-2.04
"Hoeven, John",BUD,2014/03/31,2014/04/07,0.74
"Phillips, Dean",ETN,2019/12/02,2019/12/09,0.12
"Shalala, Donna",CHGCY,2019/02/20,2019/02/27,0.36
"Hoeven, John",CMI,2014/10/20,2014/10/27,5.11
"Axne, Cynthia",JNJ,2019/12/31,2020/01/07,-1.98
"Hoeven, John",IVZ,2016/06/28,2016/07/05,0.89
"Whitehouse, Sheldon",GILD,2016/11/28,2016/12/05,-2.38
"Capito, Shelley M.",PG,2018/12/13,2018/12/20,-4.61
"Collins, Susan M.",RHHBY,2014/05/07,2014/05/14,0.83
"Castor, Kathy",BIF,2019/12/27,2020/01/03,-0.06
"Capito, Shelley M.",SGAPY,2017/09/08,2017/09/15,0.01
"Inhofe, James M.",DAL,2017/12/26,2018/01/02,-0.03
"Whitehouse, Sheldon",IBM,2017/05/24,2017/05/31,0.22
"Toomey, Patrick J.",DD,2017/02/22,2017/03/01,0.66
"Perdue Jr., David A.",RF,2017/06/22,2017/06/29,0.77
"Reed, John F.",FEYE,2014/09/09,2014/09/16,-0.84
"Perdue Jr., David A.",BWXT,2019/01/07,2019/01/14,0.67
"Roberts, Pat",FB,2016/04/28,2016/05/05,-0.39
"Peters, Gary C.",CVS,2018/04/26,2018/05/03,-4.5
"Whitehouse, Sheldon",AIG,2014/09/18,2014/09/25,-1.61
"Perdue Jr., David A.",WMB,2016/12/15,2016/12/22,1.41
"Inhofe, James M.",UL,2017/01/19,2017/01/26,-1.05
"Perdue Jr., David A.",BWXT,2018/12/06,2018/12/13,0.2
"Collins, Susan M.",DAL,2014/03/28,2014/04/04,0.99
"Perdue Jr., David A.",BRK-B,2018/06/21,2018/06/28,-2.35
"Capito, Shelley M.",NVO,2017/09/08,2017/09/15,0.31
"Capito, Shelley M.",PM,2017/09/05,2017/09/12,0.03
"Whitehouse, Sheldon",CSCO,2016/03/24,2016/03/31,0.71
"Doggett, Lloyd",IBM,2019/12/10,2019/12/17,-0.12
"Murray, Patty",AAPL,2017/03/16,2017/03/23,0.12
"Toomey, Patrick J.",IXP,2014/09/02,2014/09/09,-0.08
"Whitehouse, Sheldon",AMGN,2017/04/05,2017/04/12,-0.09
"Perdue Jr., David A.",AAPL,2016/01/27,2016/02/03,0.12
"Perdue Jr., David A.",PFE,2017/02/22,2017/03/01,0.75
"Perdue Jr., David A.",PG,2015/06/04,2015/06/11,1.14
"Whitehouse, Sheldon",IBM,2016/10/26,2016/11/02,0.88
"Whitehouse, Sheldon",LRCX,2017/05/16,2017/05/23,1.08
"Perdue Jr., David A.",FDX,2019/04/25,2019/05/02,-6.82
"Collins, Susan M.",HSY,2015/03/20,2015/03/27,-0.21
"Axne, Cynthia",MKL,2019/04/23,2019/04/30,44.81
"Whitehouse, Sheldon",SIEGY,2019/04/18,2019/04/25,-1.13
"Whitehouse, Sheldon",BRK-B,2016/10/26,2016/11/02,-0.41
"Peters, Gary C.",PFE,2015/09/16,2015/09/23,-0.46
"Perdue Jr., David A.",BOIVF,2018/06/26,2018/07/03,-0.04
"Whitehouse, Sheldon",CSCO,2016/01/05,2016/01/12,-1.12
"Cassidy, William",DIS,2017/10/25,2017/11/01,0.89
"Collins, Susan M.",CMCSA,2014/02/06,2014/02/13,-0.12
"Shalala, Donna",SAP,2019/02/15,2019/02/22,1.86
"Courtney, Joe",CB,2019/12/31,2020/01/07,-0.88
"Whitehouse, Sheldon",ESRX,2014/04/29,2014/05/06,-3.97
"Capito, Shelley M.",PG,2018/04/24,2018/05/01,-0.75
"Inhofe, James M.",CLR,2015/07/20,2015/07/27,-3.36
"Hoeven, John",DOW,2019/08/22,2019/08/29,-0.35
"Courtney, Joe",AMT,2019/12/31,2020/01/07,-4.08
"Perdue Jr., David A.",URBN,2019/12/16,2019/12/23,0.77
"Collins, Susan M.",FB,2014/03/07,2014/03/14,-1.88
"Whitehouse, Sheldon",KHC,2018/06/13,2018/06/20,2.51
"Perdue Jr., David A.",HBI,2017/10/05,2017/10/12,-0.01
"Cassidy, William",DIS,2016/03/31,2016/04/07,-3.02
"Whitehouse, Sheldon",FB,2016/02/16,2016/02/23,4.21
"Whitehouse, Sheldon",WBA,2016/04/19,2016/04/26,-0.44
"Beyer, Donald S.",NVS,2019/12/26,2020/01/02,0.14
"Capito, Shelley M.",ES,2018/04/24,2018/05/01,0.53
"Perdue Jr., David A.",NKE,2016/05/16,2016/05/23,-0.62
"Murray, Patty",SABR,2017/03/16,2017/03/23,-0.91
"Perdue Jr., David A.",FDX,2019/05/15,2019/05/22,-5.95
"Capito, Shelley M.",ADP,2018/04/05,2018/04/12,-1.87
"Whitehouse, Sheldon",EL,2016/09/28,2016/10/05,-1.14
"Hoeven, John",AJG,2014/10/20,2014/10/27,1.19
"Perdue Jr., David A.",BWXT,2018/12/19,2018/12/26,-4.04
"Shalala, Donna",HPQ,2019/02/05,2019/02/12,0.5
"Foxx, Virginia",SO,2019/12/09,2019/12/16,-0.15
"Whitehouse, Sheldon",GS,2018/06/06,2018/06/13,4.69
"Perdue Jr., David A.",UHAL,2018/06/21,2018/06/28,-5.8
"Perdue Jr., David A.",DIS,2016/11/15,2016/11/22,-0.18
"Perdue Jr., David A.",HBI,2019/08/01,2019/08/08,-0.36
"Capito, Shelley M.",BDX,2016/04/19,2016/04/26,1.6
"Gottheimer, Josh",DASTY,2019/12/30,2020/01/06,-0.07
"Whitehouse, Sheldon",HAS,2016/10/26,2016/11/02,-0.97
"Shalala, Donna",EPOKY,2019/03/18,2019/03/25,-0.27
"Capito, Shelley M.",NKE,2018/04/24,2018/05/01,0.5
"Cassidy, William",XOM,2017/11/07,2017/11/14,-1.0
"Murray, Patty",LYB,2017/03/16,2017/03/23,-2.45
"Collins, Susan M.",ROP,2014/11/10,2014/11/17,-1.27
"Gottheimer, Josh",SSNC,2019/12/16,2019/12/23,1.44
"Perdue Jr., David A.",FEYE,2016/10/21,2016/10/28,-0.78
"Whitehouse, Sheldon",PANW,2014/09/18,2014/09/25,-1.11
"Collins, Susan M.",UNH,2018/06/04,2018/06/11,8.7
"Doggett, Lloyd",HD,2019/12/19,2019/12/26,0.84
"Hoeven, John",TWO,2019/11/04,2019/11/11,0.49
"Capito, Shelley M.",AMGN,2018/04/24,2018/05/01,-2.16
"Hoeven, John",KTB,2019/09/24,2019/10/01,0.12
"Perdue Jr., David A.",DIS,2016/11/18,2016/11/25,0.03
"Perdue Jr., David A.",OKE,2019/06/25,2019/07/02,2.21
"Inhofe, James M.",CVS,2017/09/15,2017/09/22,-3.16
"Hoeven, John",MRK,2016/01/28,2016/02/04,-0.84
"Carper, Thomas R.",AAPL,2015/04/22,2015/04/29,0.59
"Perdue Jr., David A.",DISCA,2016/06/29,2016/07/06,0.66
"Perdue Jr., David A.",GPK,2018/11/02,2018/11/09,0.27
"Collins, Susan M.",AME,2017/05/24,2017/05/31,-0.29
"Murray, Patty",USB,2017/03/16,2017/03/23,-2.42
"Moran, Jerry",INTC,2019/09/25,2019/10/02,-0.64
"Capito, Shelley M.",OXY,2017/09/08,2017/09/15,1.11
"Perdue Jr., David A.",FEYE,2016/10/12,2016/10/19,-0.58
"Cassidy, William",OXY,2015/07/08,2015/07/15,0.2
"Whitehouse, Sheldon",ADI,2017/02/10,2017/02/17,5.83
"Hoeven, John",WMT,2018/02/20,2018/02/27,-3.4
"Whitehouse, Sheldon",GS,2017/07/28,2017/08/04,5.16
"Inhofe, James M.",GE,2018/10/10,2018/10/17,-8.5
"Peters, Gary C.",NUE,2016/01/26,2016/02/02,2.41
"Shalala, Donna",LUKOY,2019/03/20,2019/03/27,0.34
"Perdue Jr., David A.",HBI,2018/02/08,2018/02/15,0.75
"Perdue Jr., David A.",DISCA,2018/05/08,2018/05/15,-0.48
"Perdue Jr., David A.",PYPL,2019/07/25,2019/08/01,-4.33
"Perdue Jr., David A.",PG,2016/01/20,2016/01/27,3.72
"Perdue Jr., David A.",URBN,2019/12/13,2019/12/20,0.88
"Perdue Jr., David A.",PG,2018/04/20,2018/04/27,-1.69
"Whitehouse, Sheldon",TRIP,2014/10/07,2014/10/14,-8.75
"Peters, Gary C.",GIS,2018/11/09,2018/11/16,-0.16
"Perdue Jr., David A.",GPK,2019/08/02,2019/08/09,-0.85
"Roberts, Pat",DVN,2015/02/05,2015/02/12,0.95
"Reed, John F.",DHR,2016/09/12,2016/09/19,-0.51
"Whitehouse, Sheldon",ABT,2016/11/15,2016/11/22,-0.78
"Capito, Shelley M.",CCI,2017/09/08,2017/09/15,-1.48
"Capito, Shelley M.",ETN,2017/09/08,2017/09/15,4.34
"Axne, Cynthia",USB,2019/04/02,2019/04/09,0.27
"Shalala, Donna",CHGCY,2019/02/21,2019/02/28,0.33
"Perdue Jr., David A.",AXTA,2018/08/15,2018/08/22,-0.09
"Roberts, Pat",AMZN,2018/06/25,2018/07/02,20.32
"Frankel, Lois",SU,2019/12/19,2019/12/26,0.3
"Perdue Jr., David A.",ET,2018/12/19,2018/12/26,-0.77
"King Jr., Angus S.",CMCSA,2019/07/23,2019/07/30,-0.2
"Whitehouse, Sheldon",WFC,2015/08/04,2015/08/11,-0.67
"Perdue Jr., David A.",CZR,2017/09/22,2017/09/29,0.76
"Roberts, Pat",AAPL,2015/07/24,2015/07/31,-0.76
"Collins, Susan M.",FB,2014/02/19,2014/02/26,2.0
"Perdue Jr., David A.",RF,2017/06/26,2017/07/03,1.13
"Perdue Jr., David A.",URBN,2017/05/15,2017/05/22,-2.09
"Capito, Shelley M.",BDX,2018/04/24,2018/05/01,0.44
"Hoeven, John",CVX,2019/11/04,2019/11/11,1.26
"Carper, Thomas R.",RIG,2014/02/27,2014/03/06,0.26
"Whitehouse, Sheldon",MCK,2016/11/15,2016/11/22,-1.91
"Hoeven, John",PRU,2016/06/28,2016/07/05,0.89
"Perdue Jr., David A.",MRK,2017/10/18,2017/10/25,-0.98
"Perdue Jr., David A.",KHC,2016/11/18,2016/11/25,0.49
"Perdue Jr., David A.",GPK,2019/08/15,2019/08/22,0.56
"Perdue Jr., David A.",GM,2018/10/10,2018/10/17,-0.61
"Moran, Jerry",AAPL,2018/12/19,2018/12/26,-2.82
"Shalala, Donna",XENT,2019/03/06,2019/03/13,0.04
"Shalala, Donna",BBVA,2019/04/05,2019/04/12,0.02
"Perdue Jr., David A.",PEP,2018/05/16,2018/05/23,3.05
"Courtney, Joe",BLK,2019/12/31,2020/01/07,5.77
"Perdue Jr., David A.",MOS,2017/05/02,2017/05/09,-1.55
"Whitehouse, Sheldon",FB,2016/05/24,2016/05/31,2.18
"Inhofe, James M.",MRK,2015/07/09,2015/07/16,0.81
"Carper, Thomas R.",DD,2014/03/14,2014/03/21,2.41
"Capito, Shelley M.",MDLZ,2018/04/04,2018/04/11,0.3
"Beyer, Donald S.",AAPL,2019/12/23,2019/12/30,1.67
"Courtney, Joe",MSFT,2019/12/31,2020/01/07,1.38
"Capito, Shelley M.",AFL,2018/04/24,2018/05/01,0.07
"Langevin, James R.",BYND,2019/12/30,2020/01/06,0.01
"King Jr., Angus S.",UNH,2014/04/28,2014/05/05,-1.19
"Shalala, Donna",EVOP,2019/05/15,2019/05/22,-0.16
"Manchin III, Joseph",HBAN,2017/04/21,2017/04/28,0.29
"Murray, Patty",WBA,2017/03/16,2017/03/23,-2.6
"Carper, Thomas R.",DD,2014/09/15,2014/09/22,0.48
"Perdue Jr., David A.",MU,2018/10/26,2018/11/02,5.19
"Cassidy, William",ABT,2016/03/31,2016/04/07,0.82
"Beyer, Donald S.",TDOC,2019/12/23,2019/12/30,0.56
"Perdue Jr., David A.",GLW,2018/02/06,2018/02/13,-0.24
"Murray, Patty",MS,2017/03/16,2017/03/23,-3.93
"Whitehouse, Sheldon",DIS,2016/11/15,2016/11/22,-0.18
"Toomey, Patrick J.",XLU,2015/01/30,2015/02/06,-1.49
"Inhofe, James M.",CRSP,2017/10/19,2017/10/26,0.33
"Whitehouse, Sheldon",BAC,2015/05/27,2015/06/03,0.2
"Cassidy, William",NSC,2016/03/31,2016/04/07,-2.97
"Roberts, Pat",NFLX,2019/08/14,2019/08/21,-3.67
"Capito, Shelley M.",CVX,2018/04/24,2018/05/01,0.6
"Whitehouse, Sheldon",NVDA,2018/12/28,2019/01/04,-0.04
"Roberts, Pat",BIDU,2015/07/27,2015/08/03,-28.64
"Perdue Jr., David A.",GLW,2015/08/28,2015/09/04,0.11
"Perdue Jr., David A.",DVN,2019/11/11,2019/11/18,-0.56
"Carper, Thomas R.",BSTZ,2019/06/26,2019/07/03,1.5
"Perdue Jr., David A.",AMZN,2017/02/08,2017/02/15,20.83
"Capito, Shelley M.",JPM,2017/10/26,2017/11/02,-0.91
"Capito, Shelley M.",WMT,2018/04/05,2018/04/12,-1.58
"Perdue Jr., David A.",BWXT,2019/01/03,2019/01/10,2.03
"Whitehouse, Sheldon",T,2019/08/27,2019/09/03,0.32
"Roberts, Pat",AAPL,2015/07/27,2015/08/03,-0.71
"Perdue Jr., David A.",LGF-B,2018/12/24,2018/12/31,1.05
"Whitehouse, Sheldon",NVDA,2016/01/06,2016/01/13,-0.48
"Perdue Jr., David A.",DOW,2019/07/15,2019/07/22,0.78
"Toomey, Patrick J.",VIXY,2014/06/12,2014/06/19,-157.6
"Perdue Jr., David A.",LGF-B,2018/11/27,2018/12/04,-0.86
"Perdue Jr., David A.",HBI,2017/08/14,2017/08/21,-0.8
"Hoeven, John",INTC,2017/01/20,2017/01/27,1.33
"Perdue Jr., David A.",ET,2019/09/18,2019/09/25,-0.18
"Whitehouse, Sheldon",BIIB,2015/08/28,2015/09/04,-3.52
"Foxx, Virginia",DUK,2019/12/17,2019/12/24,-0.69
"Perdue Jr., David A.",WLK,2016/07/26,2016/08/02,-1.09
"Capito, Shelley M.",GD,2018/04/05,2018/04/12,-2.33
"Perdue Jr., David A.",CZR,2017/06/30,2017/07/07,-0.42
"Roberts, Pat",BAC,2014/03/14,2014/03/21,0.8
"Capito, Shelley M.",AMGN,2018/04/05,2018/04/12,-0.17
"Perdue Jr., David A.",DIS,2016/12/02,2016/12/09,5.69
"Perdue Jr., David A.",MOS,2015/04/15,2015/04/22,-1.12
"Perdue Jr., David A.",LGF-B,2018/11/14,2018/11/21,-1.18
"Perdue Jr., David A.",FEYE,2016/07/13,2016/07/20,-0.56
"Perdue Jr., David A.",URBN,2019/12/11,2019/12/18,1.04
"Carper, Thomas R.",DD,2015/06/12,2015/06/19,2.33
"Collins, Susan M.",SLB,2014/03/07,2014/03/14,-3.19
"Joyce, David P.",MDY,2019/09/20,2019/09/27,-3.17
"Roberts, Pat",AAPL,2016/12/15,2016/12/22,0.03
"Whitehouse, Sheldon",IBM,2017/04/05,2017/04/12,-3.79
"Perdue Jr., David A.",LGF-B,2018/12/20,2018/12/27,1.26
"Murray, Patty",SNY,2017/03/16,2017/03/23,0.41
"Whitehouse, Sheldon",PANW,2014/07/29,2014/08/05,-2.56
"Perdue Jr., David A.",CZR,2017/10/17,2017/10/24,-1.25
"Perdue Jr., David A.",DVN,2018/02/23,2018/03/02,-0.16
"Perdue Jr., David A.",DISCA,2016/07/12,2016/07/19,-0.25
"Perdue Jr., David A.",DVN,2019/01/04,2019/01/11,1.71
"Whitehouse, Sheldon",NOV,2014/07/02,2014/07/09,1.36
"Collins, Susan M.",FB,2014/02/04,2014/02/11,1.69
"Perdue Jr., David A.",KO,2019/07/25,2019/08/01,-0.65
"Capito, Shelley M.",BASFY,2017/09/05,2017/09/12,1.16
"Perdue Jr., David A.",KO,2015/04/02,2015/04/09,0.18
"Perdue Jr., David A.",DVN,2015/07/13,2015/07/20,-2.78
"Collins, Susan M.",SYK,2016/09/08,2016/09/15,-2.74
"Peters, Gary C.",T,2018/10/30,2018/11/06,0.54
"Perdue Jr., David A.",URBN,2019/12/23,2019/12/30,0.16
"Roberts, Pat",AAPL,2015/01/28,2015/02/04,0.67
"Moran, Jerry",KO,2019/09/25,2019/10/02,-0.57
"Roberts, Pat",NFLX,2018/08/20,2018/08/27,45.98
"Shalala, Donna",MGPI,2019/04/30,2019/05/07,-16.44
"Inhofe, James M.",XBI,2018/12/31,2019/01/07,7.19
"Perdue Jr., David A.",ENTG,2019/07/12,2019/07/19,2.06
"Capito, Shelley M.",ITW,2018/04/05,2018/04/12,-2.98
"Perdue Jr., David A.",HBI,2017/08/08,2017/08/15,-0.66
"Hoeven, John",FDX,2018/09/19,2018/09/26,-0.03
"Perdue Jr., David A.",PAA,2016/07/15,2016/07/22,0.1
"Inhofe, James M.",CLR,2015/06/04,2015/06/11,1.89
"Hoeven, John",EXC,2019/11/04,2019/11/11,-0.42
"Whitehouse, Sheldon",ORCL,2014/02/19,2014/02/26,0.54
"Whitehouse, Sheldon",BMY,2017/02/23,2017/03/02,1.48
"Peters, Gary C.",GM,2015/09/16,2015/09/23,-1.38
"Perdue Jr., David A.",CIT,2015/02/17,2015/02/24,0.3
"Perdue Jr., David A.",PSX,2015/08/24,2015/08/31,6.91
"Whitehouse, Sheldon",NFLX,2015/07/15,2015/07/22,13.32
"Shalala, Donna",ALLE,2019/03/06,2019/03/13,-0.47
"Murray, Patty",GILD,2017/03/16,2017/03/23,-0.91
"Whitehouse, Sheldon",NVDA,2017/01/11,2017/01/18,-1.0
"Capito, Shelley M.",NEE,2016/04/19,2016/04/26,-0.72
"Perdue Jr., David A.",BWXT,2018/12/24,2018/12/31,0.92
"Perdue Jr., David A.",AXTA,2017/10/09,2017/10/16,-1.26
"Roberts, Pat",NVDA,2018/02/05,2018/02/12,2.78
"Whitehouse, Sheldon",CVS,2014/09/18,2014/09/25,-1.34
"Whitehouse, Sheldon",WMT,2017/08/24,2017/08/31,-0.96
"Roberts, Pat",GM,2015/02/05,2015/02/12,1.65
"Roberts, Pat",COF,2017/08/01,2017/08/08,0.02
"Whitehouse, Sheldon",CVS,2019/08/27,2019/09/03,0.04
"Hoeven, John",WTW,2018/02/20,2018/02/27,1.94
"Joyce, David P.",IJR,2019/03/04,2019/03/11,-2.38
"Cassidy, William",VFC,2016/03/31,2016/04/07,-1.39
"Whitehouse, Sheldon",BABA,2018/06/06,2018/06/13,-0.75
"Cassidy, William",WMT,2016/03/31,2016/04/07,-0.39
"Perdue Jr., David A.",QCOM,2016/03/22,2016/03/29,-1.75
"Hoeven, John",MCD,2016/06/28,2016/07/05,2.71
"Inhofe, James M.",CLR,2015/07/09,2015/07/16,-1.31
"Shalala, Donna",AMD,2019/01/23,2019/01/30,2.23
"Whitehouse, Sheldon",BIIB,2015/04/07,2015/04/14,1.85
"Perdue Jr., David A.",BWXT,2018/12/27,2019/01/03,1.42
"Inhofe, James M.",UNH,2018/01/11,2018/01/18,16.42
"Perdue Jr., David A.",EXR,2016/08/16,2016/08/23,-1.35
"Roberts, Pat",DVN,2017/08/10,2017/08/17,-1.48
"Roberts, Pat",SBUX,2015/03/06,2015/03/13,0.37
"Whitehouse, Sheldon",XER.BE,2016/05/04,2016/05/11,-0.17
"Hoeven, John",AAPL,2019/01/04,2019/01/11,1.61
"Whitehouse, Sheldon",BRK-B,2017/02/23,2017/03/02,7.04
"Cassidy, William",PPG,2016/10/31,2016/11/07,0.87
"Whitehouse, Sheldon",F,2018/09/07,2018/09/14,0.05
"Inhofe, James M.",CTSH,2016/03/11,2016/03/18,2.28
"Perdue Jr., David A.",DISCA,2017/05/10,2017/05/17,-0.98
"Reed, John F.",MSFT,2015/04/23,2015/04/30,5.87
"Carper, Thomas R.",PNQI,2014/11/11,2014/11/18,0.7
"Moran, Jerry",BRK-B,2019/09/25,2019/10/02,-3.6
"Whitehouse, Sheldon",BIIB,2015/08/10,2015/08/17,-0.28
"Collins, Susan M.",APH,2014/11/10,2014/11/17,0.03
"Beyer, Donald S.",DIS,2019/12/24,2019/12/31,-0.93
"Shalala, Donna",PLNT,2019/03/19,2019/03/26,-0.62
"Whitehouse, Sheldon",MSFT,2016/01/06,2016/01/13,-1.33
"Perdue Jr., David A.",DCP,2019/09/19,2019/09/26,-1.18
"Reed, John F.",IYT,2017/03/06,2017/03/13,-2.41
"Capito, Shelley M.",ENB,2017/09/08,2017/09/15,0.56
"Perdue Jr., David A.",MRK,2018/04/24,2018/05/01,-2.22
"Roberts, Pat",BAC,2018/02/05,2018/02/12,0.43
"Hoeven, John",VFC,2017/01/23,2017/01/30,-0.88
"Whitehouse, Sheldon",GILD,2016/05/18,2016/05/25,3.47
"Perdue Jr., David A.",LGF-B,2019/02/08,2019/02/15,-0.32
"Inhofe, James M.",AAPL,2015/08/24,2015/08/31,3.21
"Perdue Jr., David A.",TRGP,2019/03/18,2019/03/25,0.01
"Roberts, Pat",NVDA,2019/10/01,2019/10/08,0.29
"Malinowski, Tom",BLFSD,2019/06/19,2019/06/26,-2.01
"Perdue Jr., David A.",KMI,2018/11/29,2018/12/06,-0.63
"Reed, John F.",VWO,2014/07/28,2014/08/04,-0.69
"Capito, Shelley M.",TGT,2018/04/24,2018/05/01,0.61
"Roberts, Pat",NFLX,2014/09/02,2014/09/09,0.88
"Perdue Jr., David A.",PAA,2016/04/21,2016/04/28,-1.82
"Whitehouse, Sheldon",FEYE,2015/05/27,2015/06/03,3.11
"Whitehouse, Sheldon",NWL,2016/03/01,2016/03/08,-0.13
"Whitehouse, Sheldon",REGN,2016/05/24,2016/05/31,-0.16
"Hoeven, John",AMZN,2017/12/29,2018/01/05,43.82
