official,ticker,buy_date,sell_date,profit
"Capito, Shelley M.",INTC,2018/01/26,2018/09/07,-2.21
"Perdue Jr., David A.",BOIVF,2019/11/07,2020/06/18,-1.27
"Perdue Jr., David A.",BAH,2019/12/31,2020/08/11,14.65
"Capito, Shelley M.",CSX,2017/12/20,2018/08/01,5.07
"Perdue Jr., David A.",SHLX,2018/02/06,2018/09/18,-4.61
"Perdue Jr., David A.",BOIVF,2019/02/01,2019/09/13,0.16
"Whitehouse, Sheldon",PANW,2014/02/25,2014/10/07,25.69
"Shalala, Donna",PNGAY,2019/03/18,2019/10/28,1.15
"Capito, Shelley M.",NVS,2018/04/24,2018/12/04,12.9
"Whitehouse, Sheldon",PCAR,2014/11/25,2015/07/07,-3.78
"Shalala, Donna",AMH,2019/06/04,2020/01/14,2.14
"Inhofe, James M.",DHR,2018/07/26,2019/03/07,20.42
"Perdue Jr., David A.",AXTA,2017/08/07,2018/03/19,2.47
"Roberts, Pat",NOC,2019/11/04,2020/06/15,-33.77
"Perdue Jr., David A.",HBI,2017/08/17,2018/03/29,-5.41
"Hoeven, John",PRU,2019/11/19,2020/06/30,-33.55
"Perdue Jr., David A.",NFLX,2018/07/19,2019/02/28,-7.33
"Capito, Shelley M.",VFC,2018/04/24,2018/12/04,3.34
"Hoeven, John",JCI,2015/08/13,2016/03/24,-2.08
"Perdue Jr., David A.",WLK,2016/01/29,2016/09/09,6.06
"Toomey, Patrick J.",SDY,2014/09/02,2015/04/14,1.62
"Perdue Jr., David A.",MPLX,2019/03/19,2019/10/29,-7.78
"Perdue Jr., David A.",PFE,2017/02/07,2017/09/19,3.19
"Perdue Jr., David A.",RF,2019/11/11,2020/06/22,-4.69
"Roberts, Pat",NOC,2018/09/04,2019/04/16,-16.5
"Perdue Jr., David A.",DISCA,2017/05/11,2017/12/21,-2.72
"Murray, Patty",UPS,2017/03/16,2017/10/26,11.29
"Whitehouse, Sheldon",CVS,2014/04/29,2014/12/09,16.78
"Toomey, Patrick J.",XEL,2017/02/22,2017/10/04,4.97
"McKinley, David B.",ACN,2019/12/30,2020/08/10,19.74
"Peters, Gary C.",CVS,2016/11/30,2017/07/12,1.24
"Whitehouse, Sheldon",GPRO,2015/07/07,2016/02/16,-40.58
"Carper, Thomas R.",PTMC,2017/08/31,2018/04/12,2.54
"Perdue Jr., David A.",DISCA,2016/07/08,2017/02/17,3.11
"Peters, Gary C.",IVZ,2015/09/10,2016/04/21,-0.34
"Perdue Jr., David A.",HBI,2017/08/29,2018/04/10,-5.46
"Perdue Jr., David A.",AAPL,2016/01/28,2016/09/08,3.2
"Hoeven, John",IVZ,2019/11/05,2020/06/16,-7.01
"Perdue Jr., David A.",HBI,2017/11/06,2018/06/18,1.14
"Perdue Jr., David A.",DISCA,2015/05/13,2015/12/23,-4.7
"Collins, Susan M.",JPM,2018/05/08,2018/12/18,-10.81
"Whitehouse, Sheldon",DIS,2016/09/22,2017/05/04,17.01
"Hoeven, John",CAT,2015/03/03,2015/10/13,-13.07
"Cassidy, William",DWDP,2019/01/25,2019/09/06,-13.22
"Cassidy, William",PG,2016/03/31,2016/11/10,1.36
"Collins, Susan M.",COP,2014/04/22,2014/12/02,-5.91
"Carper, Thomas R.",DD,2012/09/13,2013/04/25,4.08
"Shalala, Donna",ZEN,2019/04/03,2019/11/13,-12.68
"Perdue Jr., David A.",LGF-B,2018/12/06,2019/07/18,-4.95
"Perdue Jr., David A.",KN,2015/02/26,2015/10/08,2.33
"Hoeven, John",GOOG,2016/03/07,2016/10/17,84.18
"Langevin, James R.",BYND,2019/09/06,2020/04/17,-77.99
"Perdue Jr., David A.",ACA,2018/12/21,2019/08/02,11.5
"Hoeven, John",VZ,2017/01/20,2017/09/01,-4.96
"Whitehouse, Sheldon",VZ,2014/09/18,2015/04/30,0.89
"Capito, Shelley M.",MCO,2017/09/08,2018/04/20,30.19
"Shalala, Donna",PCH,2019/02/15,2019/09/27,5.91
"Perdue Jr., David A.",DVN,2019/01/09,2019/08/21,-2.09
"Perdue Jr., David A.",COST,2017/06/16,2018/01/26,29.66
"Cisneros, Gilbert",WBA,2019/12/06,2020/07/17,-17.66
"Coons, Christopher A.",AAPL,2018/10/24,2019/06/05,-9.08
"Roberts, Pat",NFLX,2019/10/01,2020/05/12,169.65
"Perdue Jr., David A.",GM,2018/07/20,2019/03/01,0.37
"Hoeven, John",IBM,2018/04/18,2018/11/28,-27.52
"Roberts, Pat",BA,2015/03/17,2015/10/27,-6.37
"Collins, Susan M.",AAPL,2015/01/13,2015/08/25,-0.89
"Whitehouse, Sheldon",TSLA,2018/12/28,2019/08/09,-18.19
"Perdue Jr., David A.",DIS,2016/12/16,2017/07/28,5.69
"Beyer, Donald S.",NVDA,2019/12/24,2020/08/04,51.15
"Capito, Shelley M.",CLX,2018/04/05,2018/11/15,29.89
"Courtney, Joe",AAPL,2019/12/31,2020/08/11,37.89
"Perdue Jr., David A.",MO,2016/01/20,2016/08/31,8.77
"Axne, Cynthia",FB,2019/01/18,2019/08/30,34.64
"Capito, Shelley M.",PII,2018/04/05,2018/11/15,-23.04
"Whitehouse, Sheldon",LOW,2014/01/31,2014/09/12,6.82
"Perdue Jr., David A.",MSM,2019/07/10,2020/02/19,1.92
"Perdue Jr., David A.",RF,2018/12/12,2019/07/24,1.43
"Cassidy, William",TROW,2016/10/31,2017/06/12,9.26
"Capito, Shelley M.",AFL,2018/04/05,2018/11/15,-0.26
"Courtney, Joe",HON,2019/12/31,2020/08/11,-14.59
"Hoeven, John",CSCO,2014/10/29,2015/06/10,4.48
"Capito, Shelley M.",ITW,2018/04/24,2018/12/04,-17.25
"Hoeven, John",SLB,2019/12/31,2020/08/11,-19.14
"Roberts, Pat",FB,2016/06/29,2017/02/08,19.79
"Perdue Jr., David A.",LGF-B,2018/12/19,2019/07/31,-1.67
"Whitehouse, Sheldon",NFLX,2016/05/18,2016/12/28,37.43
"Carper, Thomas R.",DD,2013/12/16,2014/07/28,17.42
"Perdue Jr., David A.",CLX,2018/04/20,2018/11/30,48.83
"Shalala, Donna",AAGIY,2019/02/15,2019/09/27,-0.04
"Cisneros, Gilbert",ECOL,2019/12/24,2020/08/04,-21.48
"Perdue Jr., David A.",SU,2018/02/13,2018/09/25,6.09
"Capito, Shelley M.",LRLCY,2017/09/08,2018/04/20,3.96
"Whitehouse, Sheldon",PG,2015/08/28,2016/04/08,12.18
"Hoeven, John",BUD,2014/03/31,2014/11/10,3.81
"Phillips, Dean",ETN,2019/12/02,2020/07/13,-4.76
"Shalala, Donna",CHGCY,2019/02/20,2019/10/02,1.54
"Hoeven, John",CMI,2014/10/20,2015/06/01,5.19
"Axne, Cynthia",JNJ,2019/12/31,2020/08/11,2.41
"Hoeven, John",IVZ,2016/06/28,2017/02/07,6.57
"Whitehouse, Sheldon",GILD,2016/11/28,2017/07/10,-5.4
"Capito, Shelley M.",PG,2018/12/13,2019/07/25,16.39
"Castor, Kathy",BIF,2019/12/27,2020/08/07,-1.66
"Capito, Shelley M.",SGAPY,2017/09/08,2018/04/20,-1.59
"Inhofe, James M.",DAL,2017/12/26,2018/08/07,-1.53
"Whitehouse, Sheldon",IBM,2017/05/24,2018/01/03,5.81
"Toomey, Patrick J.",DD,2017/02/22,2017/10/04,11.33
"Perdue Jr., David A.",RF,2017/06/22,2018/02/01,5.48
"Reed, John F.",FEYE,2014/09/09,2015/04/21,9.98
"Perdue Jr., David A.",BWXT,2019/01/07,2019/08/19,16.07
"Roberts, Pat",FB,2016/04/28,2016/12/08,0.06
"Peters, Gary C.",CVS,2018/04/26,2018/12/06,7.44
"Whitehouse, Sheldon",AIG,2014/09/18,2015/04/30,0.21
"Perdue Jr., David A.",WMB,2016/12/15,2017/07/27,2.73
"Inhofe, James M.",UL,2017/01/19,2017/08/31,16.57
"Perdue Jr., David A.",BWXT,2018/12/06,2019/07/18,11.06
"Collins, Susan M.",DAL,2014/03/28,2014/11/07,8.61
"Perdue Jr., David A.",BRK-B,2018/06/21,2019/01/31,16.92
"Capito, Shelley M.",NVO,2017/09/08,2018/04/20,-0.86
"Capito, Shelley M.",PM,2017/09/05,2018/04/17,-14.28
"Whitehouse, Sheldon",CSCO,2016/03/24,2016/11/03,2.6
"Doggett, Lloyd",IBM,2019/12/10,2020/07/21,-4.99
"Murray, Patty",AAPL,2017/03/16,2017/10/26,4.17
"Toomey, Patrick J.",IXP,2014/09/02,2015/04/14,-1.31
"Whitehouse, Sheldon",AMGN,2017/04/05,2017/11/15,6.21
"Perdue Jr., David A.",AAPL,2016/01/27,2016/09/07,3.24
"Perdue Jr., David A.",PFE,2017/02/22,2017/10/04,2.43
"Perdue Jr., David A.",PG,2015/06/04,2016/01/14,-2.04
"Whitehouse, Sheldon",IBM,2016/10/26,2017/06/07,0.86
"Whitehouse, Sheldon",LRCX,2017/05/16,2017/12/26,32.94
"Perdue Jr., David A.",FDX,2019/04/25,2019/12/05,-38.65
"Collins, Susan M.",HSY,2015/03/20,2015/10/30,-12.42
"Axne, Cynthia",MKL,2019/04/23,2019/12/03,92.66
"Whitehouse, Sheldon",BRK-B,2016/10/26,2017/06/07,22.52
"Peters, Gary C.",PFE,2015/09/16,2016/04/27,0.06
"Perdue Jr., David A.",BOIVF,2018/06/26,2019/02/05,-0.46
"Whitehouse, Sheldon",CSCO,2016/01/05,2016/08/16,4.68
"Cassidy, William",DIS,2017/10/25,2018/06/06,3.01
"Collins, Susan M.",CMCSA,2014/02/06,2014/09/18,1.63
"Shalala, Donna",SAP,2019/02/15,2019/09/27,11.55
"Courtney, Joe",CB,2019/12/31,2020/08/11,-22.2
"Whitehouse, Sheldon",ESRX,2014/04/29,2014/12/09,13.83
"Capito, Shelley M.",PG,2018/04/24,2018/12/04,21.27
"Inhofe, James M.",CLR,2015/07/20,2016/02/29,-13.02
"Hoeven, John",DOW,2019/08/22,2020/04/02,-14.58
"Courtney, Joe",AMT,2019/12/31,2020/08/11,21.02
"Perdue Jr., David A.",URBN,2019/12/16,2020/07/27,-11.38
"Collins, Susan M.",FB,2014/03/07,2014/10/17,4.55
"Whitehouse, Sheldon",KHC,2018/06/13,2019/01/23,-13.02
"Perdue Jr., David A.",HBI,2017/10/05,2018/05/17,-5.73
"Cassidy, William",DIS,2016/03/31,2016/11/10,-4.54
"Whitehouse, Sheldon",FB,2016/02/16,2016/09/27,26.13
"Whitehouse, Sheldon",WBA,2016/04/19,2016/11/29,4.13
"Beyer, Donald S.",NVS,2019/12/26,2020/08/06,-11.5
"Capito, Shelley M.",ES,2018/04/24,2018/12/04,9.84
"Murray, Patty",SABR,2017/03/16,2017/10/26,-3.86
"Capito, Shelley M.",ADP,2018/04/05,2018/11/15,26.24
"Whitehouse, Sheldon",EL,2016/09/28,2017/05/10,5.03
"Hoeven, John",AJG,2014/10/20,2015/06/01,3.89
"Perdue Jr., David A.",BWXT,2018/12/19,2019/07/31,13.32
"Shalala, Donna",HPQ,2019/02/05,2019/09/17,-3.93
"Foxx, Virginia",SO,2019/12/09,2020/07/20,-7.44
"Perdue Jr., David A.",FDX,2019/12/18,2020/07/29,19.66
"Whitehouse, Sheldon",GS,2018/06/06,2019/01/16,-39.1
"Perdue Jr., David A.",UHAL,2018/06/21,2019/01/31,-2.27
"Perdue Jr., David A.",DIS,2016/11/15,2017/06/27,7.87
"Perdue Jr., David A.",HBI,2019/08/01,2020/03/12,-6.12
"Capito, Shelley M.",BDX,2016/04/19,2016/11/29,13.59
"Gottheimer, Josh",DASTY,2019/12/30,2020/08/10,2.4
"Whitehouse, Sheldon",HAS,2016/10/26,2017/06/07,25.44
"Shalala, Donna",EPOKY,2019/03/18,2019/10/28,0.84
"Capito, Shelley M.",NKE,2018/04/24,2018/12/04,9.79
"Cassidy, William",XOM,2017/11/07,2018/06/19,-3.09
"Murray, Patty",LYB,2017/03/16,2017/10/26,10.05
"Collins, Susan M.",ROP,2014/11/10,2015/06/22,19.98
"Gottheimer, Josh",SSNC,2019/12/16,2020/07/27,-2.96
"Perdue Jr., David A.",FEYE,2016/10/21,2017/06/02,2.95
"Whitehouse, Sheldon",PANW,2014/09/18,2015/04/30,51.46
"Collins, Susan M.",UNH,2018/06/04,2019/01/14,4.02
"Whitehouse, Sheldon",TJX,2014/12/18,2015/07/30,1.52
"Doggett, Lloyd",HD,2019/12/19,2020/07/30,44.93
"Hoeven, John",TWO,2019/11/04,2020/06/15,-8.92
"Capito, Shelley M.",AMGN,2018/04/24,2018/12/04,28.37
"Hoeven, John",KTB,2019/09/24,2020/05/05,-15.65
"Perdue Jr., David A.",DIS,2016/11/18,2017/06/30,7.28
"Perdue Jr., David A.",OKE,2019/06/25,2020/02/04,8.31
"Inhofe, James M.",CVS,2017/09/15,2018/04/27,-12.58
"Hoeven, John",MRK,2016/01/28,2016/09/08,12.45
"Carper, Thomas R.",AAPL,2015/04/22,2015/12/02,-2.62
"Perdue Jr., David A.",DISCA,2016/06/29,2017/02/08,3.56
"Perdue Jr., David A.",GPK,2018/11/02,2019/06/14,2.54
"Collins, Susan M.",AME,2017/05/24,2018/01/03,11.94
"Murray, Patty",USB,2017/03/16,2017/10/26,-0.68
"Moran, Jerry",INTC,2019/09/25,2020/05/06,9.13
"Capito, Shelley M.",OXY,2017/09/08,2018/04/20,15.81
"Perdue Jr., David A.",FEYE,2016/10/12,2017/05/24,2.1
"Cassidy, William",OXY,2015/07/08,2016/02/17,-3.12
"Whitehouse, Sheldon",ADI,2017/02/10,2017/09/22,8.34
"Hoeven, John",WMT,2018/02/20,2018/10/02,-1.29
"Whitehouse, Sheldon",GS,2017/07/28,2018/03/09,46.8
"Inhofe, James M.",GE,2018/10/10,2019/05/22,-23.42
"Peters, Gary C.",NUE,2016/01/26,2016/09/06,13.15
"Shalala, Donna",LUKOY,2019/03/20,2019/10/30,1.38
"Perdue Jr., David A.",HBI,2018/02/08,2018/09/20,-1.54
"Perdue Jr., David A.",DISCA,2018/05/08,2018/12/18,3.47
"Perdue Jr., David A.",PYPL,2019/07/25,2020/03/05,-2.32
"Perdue Jr., David A.",PG,2016/01/20,2016/08/31,12.16
"Perdue Jr., David A.",URBN,2019/12/13,2020/07/24,-11.1
"Perdue Jr., David A.",PG,2018/04/20,2018/11/30,19.37
"Whitehouse, Sheldon",TRIP,2014/10/07,2015/05/19,-6.66
"Peters, Gary C.",GIS,2018/11/09,2019/06/21,9.12
"Perdue Jr., David A.",GPK,2019/08/02,2020/03/13,-2.02
"Roberts, Pat",DVN,2015/02/05,2015/09/17,-23.45
"Reed, John F.",DHR,2016/09/12,2017/04/24,5.16
"Whitehouse, Sheldon",ABT,2016/11/15,2017/06/27,9.4
"Capito, Shelley M.",CCI,2017/09/08,2018/04/20,-2.89
"Capito, Shelley M.",ETN,2017/09/08,2018/04/20,7.28
"Axne, Cynthia",USB,2019/04/02,2019/11/12,9.54
"Shalala, Donna",CHGCY,2019/02/21,2019/10/03,1.46
"Perdue Jr., David A.",AXTA,2018/08/15,2019/03/27,-4.77
"Roberts, Pat",AMZN,2018/06/25,2019/02/04,-44.09
"Frankel, Lois",SU,2019/12/19,2020/07/30,-16.49
"Perdue Jr., David A.",ET,2018/12/19,2019/07/31,1.22
"King Jr., Angus S.",CMCSA,2019/07/23,2020/03/03,-1.91
"Perdue Jr., David A.",BAC,2016/03/18,2016/10/28,3.03
"Whitehouse, Sheldon",WFC,2015/08/04,2016/03/15,-8.34
"Perdue Jr., David A.",CZR,2017/09/22,2018/05/04,16.93
"Roberts, Pat",AAPL,2015/07/24,2016/03/04,-5.56
"Collins, Susan M.",FB,2014/02/19,2014/10/01,9.32
"Perdue Jr., David A.",RF,2017/06/26,2018/02/05,5.17
"Capito, Shelley M.",BDX,2018/04/24,2018/12/04,17.12
"Hoeven, John",CVX,2019/11/04,2020/06/15,-29.3
"Carper, Thomas R.",RIG,2014/02/27,2014/10/09,-12.12
"Frankel, Lois",NSP,2019/12/18,2020/07/29,-16.49
"Whitehouse, Sheldon",MCK,2016/11/15,2017/06/27,24.38
"Hoeven, John",PRU,2016/06/28,2017/02/07,38.17
"Perdue Jr., David A.",MRK,2017/10/18,2018/05/30,-4.39
"Perdue Jr., David A.",KHC,2016/11/18,2017/06/30,3.91
"Perdue Jr., David A.",GPK,2019/08/15,2020/03/26,-0.54
"Perdue Jr., David A.",GM,2018/10/10,2019/05/22,3.69
"Moran, Jerry",AAPL,2018/12/19,2019/07/31,13.27
"Shalala, Donna",XENT,2019/03/06,2019/10/16,-16.82
"Shalala, Donna",BBVA,2019/04/05,2019/11/15,-0.93
"Perdue Jr., David A.",PEP,2018/05/16,2018/12/26,9.69
"Courtney, Joe",BLK,2019/12/31,2020/08/11,89.34
"Perdue Jr., David A.",MOS,2017/05/02,2017/12/12,-0.96
"Whitehouse, Sheldon",FB,2016/05/24,2017/01/03,-0.25
"Inhofe, James M.",MRK,2015/07/09,2016/02/18,-6.81
"Carper, Thomas R.",DD,2014/03/14,2014/10/24,-1.63
"Capito, Shelley M.",MDLZ,2018/04/04,2018/11/14,2.21
"Beyer, Donald S.",AAPL,2019/12/23,2020/08/03,39.19
"Courtney, Joe",MSFT,2019/12/31,2020/08/11,48.28
"Capito, Shelley M.",AFL,2018/04/24,2018/12/04,0.04
"Langevin, James R.",BYND,2019/12/30,2020/08/10,53.84
"King Jr., Angus S.",UNH,2014/04/28,2014/12/08,24.27
"Manchin III, Joseph",HBAN,2017/04/21,2017/12/01,1.54
"Murray, Patty",WBA,2017/03/16,2017/10/26,-17.31
"Carper, Thomas R.",DD,2014/09/15,2015/04/27,-1.86
"Perdue Jr., David A.",MU,2018/10/26,2019/06/07,-1.48
"Cassidy, William",ABT,2016/03/31,2016/11/10,-1.16
"Beyer, Donald S.",TDOC,2019/12/23,2020/08/03,154.52
"Perdue Jr., David A.",GLW,2018/02/06,2018/09/18,5.74
"Murray, Patty",MS,2017/03/16,2017/10/26,4.58
"Whitehouse, Sheldon",DIS,2016/11/15,2017/06/27,7.87
"Toomey, Patrick J.",XLU,2015/01/30,2015/09/11,-7.52
"Inhofe, James M.",CRSP,2017/10/19,2018/05/31,46.81
"Whitehouse, Sheldon",BAC,2015/05/27,2016/01/06,-0.49
"Perdue Jr., David A.",CZR,2018/06/27,2019/02/06,6.12
"Cassidy, William",NSC,2016/03/31,2016/11/10,16.35
"Roberts, Pat",NFLX,2019/08/14,2020/03/25,47.38
"Capito, Shelley M.",CVX,2018/04/24,2018/12/04,-4.32
"Whitehouse, Sheldon",NVDA,2018/12/28,2019/08/09,5.15
"Roberts, Pat",BIDU,2015/07/27,2016/03/07,-19.58
"Perdue Jr., David A.",GLW,2015/08/28,2016/04/08,3.61
"Whitehouse, Sheldon",V,2014/04/11,2014/11/21,14.32
"Perdue Jr., David A.",DVN,2019/11/11,2020/06/22,-9.75
"Carper, Thomas R.",BSTZ,2019/06/26,2020/02/05,1.65
"Perdue Jr., David A.",AMZN,2017/02/08,2017/09/20,151.49
"Capito, Shelley M.",JPM,2017/10/26,2018/06/07,8.89
"Capito, Shelley M.",WMT,2018/04/05,2018/11/15,13.01
"Perdue Jr., David A.",BWXT,2019/01/03,2019/08/15,17.16
"Whitehouse, Sheldon",T,2019/08/27,2020/04/07,-4.32
"Roberts, Pat",AAPL,2015/07/27,2016/03/07,-5.24
"Perdue Jr., David A.",LGF-B,2018/12/24,2019/08/05,-1.93
"Whitehouse, Sheldon",NVDA,2016/01/06,2016/08/17,7.46
"Perdue Jr., David A.",DOW,2019/07/15,2020/02/24,-3.88
"Toomey, Patrick J.",VIXY,2014/06/12,2015/01/22,24.0
"Perdue Jr., David A.",LGF-B,2018/11/27,2019/07/09,-5.82
"Perdue Jr., David A.",HBI,2017/08/14,2018/03/26,-5.51
"Hoeven, John",INTC,2017/01/20,2017/09/01,-1.57
"Perdue Jr., David A.",ET,2019/09/18,2020/04/29,-5.57
"Whitehouse, Sheldon",BIIB,2015/08/28,2016/04/08,-31.86
"Foxx, Virginia",DUK,2019/12/17,2020/07/28,-7.72
"Perdue Jr., David A.",WLK,2016/07/26,2017/03/07,20.08
"Capito, Shelley M.",GD,2018/04/05,2018/11/15,-40.01
"Perdue Jr., David A.",CZR,2017/06/30,2018/02/09,11.66
"Roberts, Pat",BAC,2014/03/14,2014/10/24,-0.35
"Capito, Shelley M.",AMGN,2018/04/05,2018/11/15,17.16
"Perdue Jr., David A.",DIS,2016/12/02,2017/07/14,6.17
"Perdue Jr., David A.",MOS,2015/04/15,2015/11/25,-14.41
"Perdue Jr., David A.",LGF-B,2018/11/14,2019/06/26,-7.32
"Perdue Jr., David A.",FEYE,2016/07/13,2017/02/22,-5.34
"Perdue Jr., David A.",URBN,2019/12/11,2020/07/22,-11.05
"Carper, Thomas R.",DD,2015/06/12,2016/01/22,-12.24
"Collins, Susan M.",SLB,2014/03/07,2014/10/17,2.83
"Joyce, David P.",MDY,2019/09/20,2020/05/01,-64.5
"Roberts, Pat",AAPL,2016/12/15,2017/07/27,8.67
"Whitehouse, Sheldon",IBM,2017/04/05,2017/11/15,-25.92
"Perdue Jr., David A.",LGF-B,2018/12/20,2019/08/01,-1.04
"Murray, Patty",SNY,2017/03/16,2017/10/26,3.35
"Whitehouse, Sheldon",PANW,2014/07/29,2015/03/10,54.53
"Perdue Jr., David A.",CZR,2017/10/17,2018/05/29,17.93
"Perdue Jr., David A.",DVN,2018/02/23,2018/10/05,9.34
"Perdue Jr., David A.",DISCA,2016/07/12,2017/02/21,3.76
"Perdue Jr., David A.",DVN,2019/01/04,2019/08/16,-2.39
"Whitehouse, Sheldon",NOV,2014/07/02,2015/02/11,-30.62
"Collins, Susan M.",FB,2014/02/04,2014/09/16,12.17
"Perdue Jr., David A.",KO,2019/07/25,2020/03/05,3.92
"Capito, Shelley M.",BASFY,2017/09/05,2018/04/17,1.8
"Perdue Jr., David A.",KO,2015/04/02,2015/11/12,1.14
"Perdue Jr., David A.",DVN,2015/07/13,2016/02/22,-35.94
"Collins, Susan M.",SYK,2016/09/08,2017/04/20,17.01
"Peters, Gary C.",T,2018/10/30,2019/06/11,2.03
"Perdue Jr., David A.",URBN,2019/12/23,2020/08/03,-10.29
"Roberts, Pat",AAPL,2015/01/28,2015/09/09,-1.21
"Moran, Jerry",KO,2019/09/25,2020/05/06,-9.06
"Roberts, Pat",NFLX,2018/08/20,2019/04/01,42.15
"Shalala, Donna",MGPI,2019/04/30,2019/12/10,-40.09
"Inhofe, James M.",XBI,2018/12/31,2019/08/12,11.8
"Perdue Jr., David A.",ENTG,2019/07/12,2020/02/21,21.16
"Capito, Shelley M.",ITW,2018/04/05,2018/11/15,-25.17
"Perdue Jr., David A.",HBI,2017/08/08,2018/03/20,-5.36
"Whitehouse, Sheldon",C,2018/01/08,2018/08/20,-4.75
"Hoeven, John",FDX,2018/09/19,2019/05/01,-53.34
"Perdue Jr., David A.",PAA,2016/07/15,2017/02/24,1.68
"Inhofe, James M.",CLR,2015/06/04,2016/01/14,-25.65
"Hoeven, John",EXC,2019/11/04,2020/06/15,-5.27
"Whitehouse, Sheldon",ORCL,2014/02/19,2014/10/01,0.13
"Whitehouse, Sheldon",BMY,2017/02/23,2017/10/05,8.48
"Peters, Gary C.",GM,2015/09/16,2016/04/27,0.89
"Perdue Jr., David A.",CIT,2015/02/17,2015/09/29,-6.5
"Perdue Jr., David A.",PSX,2015/08/24,2016/04/04,14.17
"Whitehouse, Sheldon",NFLX,2015/07/15,2016/02/24,-9.67
"Shalala, Donna",ALLE,2019/03/06,2019/10/16,12.49
"Murray, Patty",GILD,2017/03/16,2017/10/26,9.75
"Whitehouse, Sheldon",NVDA,2017/01/11,2017/08/23,14.59
"Capito, Shelley M.",NEE,2016/04/19,2016/11/29,-0.11
"Perdue Jr., David A.",BWXT,2018/12/24,2019/08/05,12.33
"Perdue Jr., David A.",AXTA,2017/10/09,2018/05/21,2.79
"Roberts, Pat",NVDA,2018/02/05,2018/09/17,14.04
"Whitehouse, Sheldon",CVS,2014/09/18,2015/04/30,18.44
"Whitehouse, Sheldon",WMT,2017/08/24,2018/04/05,8.33
"Roberts, Pat",GM,2015/02/05,2015/09/17,-4.84
"Roberts, Pat",COF,2017/08/01,2018/03/13,13.75
"Whitehouse, Sheldon",CVS,2019/08/27,2020/04/07,-2.88
"Hoeven, John",WTW,2018/02/20,2018/10/02,-18.0
"Joyce, David P.",IJR,2019/03/04,2019/10/14,-3.47
"Cassidy, William",VFC,2016/03/31,2016/11/10,-8.54
"Whitehouse, Sheldon",BABA,2018/06/06,2019/01/16,-55.43
"Cassidy, William",WMT,2016/03/31,2016/11/10,2.72
"Perdue Jr., David A.",QCOM,2016/03/22,2016/11/01,16.39
"Hoeven, John",MCD,2016/06/28,2017/02/07,7.27
"Inhofe, James M.",CLR,2015/07/09,2016/02/18,-19.63
"Shalala, Donna",AMD,2019/01/23,2019/09/04,11.32
"Whitehouse, Sheldon",BIIB,2015/04/07,2015/11/17,-138.09
"Perdue Jr., David A.",BWXT,2018/12/27,2019/08/08,20.36
"Inhofe, James M.",UNH,2018/01/11,2018/08/23,36.25
"Perdue Jr., David A.",EXR,2016/08/16,2017/03/28,-8.43
"Roberts, Pat",DVN,2017/08/10,2018/03/22,0.25
"Roberts, Pat",SBUX,2015/03/06,2015/10/16,13.48
"Whitehouse, Sheldon",XER.BE,2016/05/04,2016/12/14,-0.74
"Hoeven, John",AAPL,2019/01/04,2019/08/16,14.83
"Whitehouse, Sheldon",BRK-B,2017/02/23,2017/10/05,17.29
"Cassidy, William",PPG,2016/10/31,2017/06/12,17.22
"Inhofe, James M.",CTSH,2016/03/11,2016/10/21,-6.66
"Perdue Jr., David A.",DISCA,2017/05/10,2017/12/20,-4.09
"Reed, John F.",MSFT,2015/04/23,2015/12/03,11.65
"Carper, Thomas R.",PNQI,2014/11/11,2015/06/23,7.09
"Moran, Jerry",BRK-B,2019/09/25,2020/05/06,-33.14
"Whitehouse, Sheldon",BIIB,2015/08/10,2016/03/21,-62.41
"Collins, Susan M.",APH,2014/11/10,2015/06/22,3.59
"Beyer, Donald S.",DIS,2019/12/24,2020/08/04,-27.88
"Shalala, Donna",PLNT,2019/03/19,2019/10/29,-4.95
"Whitehouse, Sheldon",MSFT,2016/01/06,2016/08/17,3.44
"Perdue Jr., David A.",DCP,2019/09/19,2020/04/30,-18.26
"Reed, John F.",IYT,2017/03/06,2017/10/16,8.5
"Capito, Shelley M.",ENB,2017/09/08,2018/04/20,-8.96
"Perdue Jr., David A.",MRK,2018/04/24,2018/12/04,17.9
"Roberts, Pat",BAC,2018/02/05,2018/09/17,-0.24
"Whitehouse, Sheldon",GILD,2016/05/18,2016/12/28,-9.72
"Perdue Jr., David A.",LGF-B,2019/02/08,2019/09/20,-6.12
"Inhofe, James M.",AAPL,2015/08/24,2016/04/04,2.71
"Perdue Jr., David A.",TRGP,2019/03/18,2019/10/28,0.89
"Roberts, Pat",NVDA,2019/10/01,2020/05/12,35.48
"Perdue Jr., David A.",GM,2018/08/27,2019/04/08,1.92
"Malinowski, Tom",BLFSD,2019/06/19,2020/01/29,-2.66
"Perdue Jr., David A.",KMI,2018/11/29,2019/07/11,4.3
"Reed, John F.",VWO,2014/07/28,2015/03/09,-4.91
"Capito, Shelley M.",TGT,2018/04/24,2018/12/04,-0.59
"Roberts, Pat",NFLX,2014/09/02,2015/04/14,0.18
"Perdue Jr., David A.",PAA,2016/04/21,2016/12/01,8.46
"Whitehouse, Sheldon",FEYE,2015/05/27,2016/01/06,-23.66
"Whitehouse, Sheldon",NWL,2016/03/01,2016/10/11,11.99
"Perdue Jr., David A.",BOIVF,2018/06/27,2019/02/06,-0.54
"Whitehouse, Sheldon",REGN,2016/05/24,2017/01/03,-21.2
"Hoeven, John",AMZN,2017/12/29,2018/08/10,713.11
