official,ticker,buy_date,sell_date,profit
"Perdue Jr., David A.",BWXT,2019/01/15,2019/01/22,2.97,2019/02/12,8.17,2019/03/12,8.6,2019/05/07,9.19,2019/08/27,15.36,2020/01/14,24.37
"Beyer, Donald S.",EDIT,2019/12/23,2019/12/30,-2.03,2020/04/13,-9.91,2020/08/03,-1.21,2020/12/21,47.43
"Perdue Jr., David A.",DISCA,2015/03/13,2015/03/20,0.03,2015/04/10,1.08,2015/05/08,-0.46,2015/10/23,-2.37,2016/03/11,-3.9
"Perdue Jr., David A.",GPK,2019/08/09,2019/08/16,-0.91,2019/09/06,0.12,2019/10/04,0.58,2019/11/29,2.63,2020/03/20,-2.36,2020/08/07,0.84
"Cisneros, Gilbert",WFC,2019/12/06,2019/12/13,-0.12,2020/01/03,-0.79,2020/01/31,-6.95,2020/03/27,-23.86,2020/07/17,-28.8,2020/12/04,-24.39
"Perdue Jr., David A.",SPY,2017/12/13,2017/12/20,0.4,2018/01/10,6.56,2018/02/07,2.87,2018/04/04,-6.62,2018/07/25,15.72
"Perdue Jr., David A.",DISCA,2015/08/12,2015/08/19,0.14,2015/09/09,-1.5,2015/10/07,-0.78,2015/12/02,1.93,2016/03/23,-0.51,2016/08/10,-2.96
"Shalala, Donna",KUBTY,2019/01/15,2019/01/22,2.58,2019/02/12,-0.68,2019/03/12,-6.27,2019/05/07,-1.97,2019/08/27,-4.7
"King Jr., Angus S.",SLB,2017/11/28,2017/12/05,2.38,2018/01/23,17.62,2018/03/20,3.77,2018/07/10,7.34,2018/11/27,-15.72
"McConnell Jr., A. M.",WFC,2018/03/05,2018/03/12,0.98,2018/04/02,-5.87,2018/04/30,-4.78,2018/06/25,-3.66,2018/10/15,-4.03,2019/03/04,-6.98
"Perdue Jr., David A.",DISCA,2015/07/27,2015/08/03,0.53,2015/08/24,-5.9,2015/09/21,-3.37,2015/11/16,-1.62,2016/03/07,-4.2,2016/07/25,-6.3
"Whitehouse, Sheldon",CB,2018/05/07,2018/05/14,3.35,2018/06/04,-1.19,2018/07/02,-5.62,2018/08/27,3.65,2018/12/17,-3.91,2019/05/06,11.96
"Shalala, Donna",VRTX,2019/04/18,2019/04/25,5.64,2019/05/16,3.45,2019/06/13,2.83,2019/08/08,12.29,2020/04/16,94.88
"Collins, Susan M.",SRCL,2016/03/09,2016/03/16,4.09,2016/04/06,12.37,2016/05/04,-18.25,2016/06/29,-13.19,2016/10/19,-39.18,2017/03/08,-33.07
"Capito, Shelley M.",INTC,2018/01/26,2018/02/02,-2.19,2018/02/23,-2.09,2018/03/23,1.04,2018/05/18,4.87,2018/09/07,-2.21,2019/01/25,-2.54
"Perdue Jr., David A.",BOIVF,2019/11/07,2019/11/14,-0.1,2019/12/05,-0.27,2020/01/02,-0.06,2020/02/27,-1.0,2020/06/18,-1.27,2020/11/05,-0.65
"Perdue Jr., David A.",BAH,2019/12/31,2020/01/07,2.56,2020/01/28,7.14,2020/02/25,0.53,2020/04/21,3.3,2020/08/11,14.65,2020/12/29,16.36
"Capito, Shelley M.",CSX,2017/12/20,2017/12/27,-0.12,2018/01/17,0.66,2018/02/14,-0.42,2018/04/11,-0.14,2018/08/01,5.07,2018/12/19,2.73
"Perdue Jr., David A.",SHLX,2018/02/06,2018/02/13,-0.32,2018/03/06,-1.59,2018/04/03,-5.92,2018/05/29,-3.84,2018/09/18,-4.61,2019/02/05,-6.88
"Perdue Jr., David A.",BOIVF,2019/02/01,2019/02/08,-0.18,2019/03/01,0.33,2019/03/29,0.36,2019/05/24,0.35,2019/09/13,0.16,2020/01/31,-0.1
"Whitehouse, Sheldon",PANW,2014/02/25,2014/03/04,-5.76,2014/03/25,-2.0,2014/04/22,-6.19,2014/06/17,5.22,2014/10/07,25.69,2015/02/24,63.13
"Shalala, Donna",PNGAY,2019/03/18,2019/03/25,-0.58,2019/04/15,1.42,2019/05/13,-0.42,2019/07/08,2.21,2019/10/28,1.15,2020/03/16,-3.04
"Capito, Shelley M.",NVS,2018/04/24,2018/05/01,-0.88,2018/05/22,-0.08,2018/06/19,-3.22,2018/08/14,4.48,2018/12/04,12.9,2019/04/23,7.0
"Whitehouse, Sheldon",PCAR,2014/11/25,2014/12/02,0.26,2014/12/23,2.12,2015/01/20,-3.23,2015/03/17,-5.2,2015/07/07,-3.78,2015/11/24,-16.43
"Shalala, Donna",AMH,2019/06/04,2019/06/11,0.39,2019/07/02,0.32,2019/07/30,0.72,2019/09/24,1.26,2020/01/14,2.14,2020/06/02,2.07
"Inhofe, James M.",DHR,2018/07/26,2018/08/02,-2.61,2018/08/23,-3.65,2018/09/20,3.92,2018/11/15,-3.71,2019/03/07,20.42,2019/07/25,38.84
"Perdue Jr., David A.",AXTA,2017/08/07,2017/08/14,0.71,2017/10/02,0.72,2017/11/27,7.66,2018/03/19,2.47,2018/08/06,2.27
"Roberts, Pat",NOC,2019/11/04,2019/11/11,3.52,2019/12/02,1.25,2019/12/30,2.77,2020/02/24,15.73,2020/06/15,-33.77,2020/11/02,-50.19
"Perdue Jr., David A.",HBI,2017/08/17,2017/08/24,-0.21,2017/09/14,1.26,2017/10/12,-0.52,2017/12/07,-3.39,2018/03/29,-5.41,2018/08/16,-5.8
"Hoeven, John",PRU,2019/11/19,2019/11/26,0.15,2019/12/17,1.31,2020/01/14,1.66,2020/03/10,-32.2,2020/06/30,-33.55,2020/11/17,-18.7
"Perdue Jr., David A.",NFLX,2018/07/19,2018/07/26,-8.29,2018/08/16,-43.19,2018/09/13,1.09,2018/11/08,-45.04,2019/02/28,-7.33,2019/07/18,-44.3
"Whitehouse, Sheldon",VZ,2019/04/18,2019/04/25,-1.41,2019/05/16,-0.43,2019/06/13,-0.19,2019/08/08,-2.33,2020/04/16,-0.32
"Capito, Shelley M.",VFC,2018/04/24,2018/05/01,1.7,2018/05/22,2.41,2018/06/19,4.69,2018/08/14,14.32,2018/12/04,3.34,2019/04/23,15.18
"Hoeven, John",JCI,2015/08/13,2015/08/20,-0.71,2015/09/10,-1.98,2015/10/08,-2.09,2015/12/03,-3.93,2016/03/24,-2.08,2016/08/11,7.12
"Perdue Jr., David A.",WLK,2016/01/29,2016/02/05,0.77,2016/02/26,-1.16,2016/05/20,-1.59,2016/09/09,6.06,2017/01/27,18.55
"Toomey, Patrick J.",SDY,2014/09/02,2014/09/09,-0.03,2014/09/30,-1.76,2014/10/28,0.06,2014/12/23,2.67,2015/04/14,1.62,2015/09/01,-4.78
"Perdue Jr., David A.",MPLX,2019/03/19,2019/03/26,-0.69,2019/04/16,-1.41,2019/05/14,-3.01,2019/07/09,-1.96,2019/10/29,-7.78,2020/03/17,-23.73
"Perdue Jr., David A.",PFE,2017/02/07,2017/02/14,0.39,2017/03/07,1.74,2017/04/04,2.02,2017/05/30,0.02,2017/09/19,3.19,2018/02/06,2.46
"Perdue Jr., David A.",RF,2019/11/11,2019/11/18,-0.26,2019/12/09,0.3,2020/01/06,-0.23,2020/03/02,-2.79,2020/06/22,-4.69,2020/11/09,-1.84
"Roberts, Pat",NOC,2018/09/04,2018/09/11,6.15,2018/10/02,21.29,2018/10/30,-41.01,2019/04/16,-16.5,2019/09/03,67.38
"Perdue Jr., David A.",DISCA,2017/05/11,2017/05/18,-1.0,2017/06/08,0.09,2017/07/06,-0.32,2017/08/31,-3.96,2017/12/21,-2.72,2018/05/10,-3.12
"Murray, Patty",UPS,2017/03/16,2017/03/23,-1.48,2017/04/13,-3.48,2017/05/11,-3.99,2017/07/06,2.11,2017/10/26,11.29,2018/03/15,1.86
"Whitehouse, Sheldon",CVS,2014/04/29,2014/05/06,0.91,2014/05/27,3.42,2014/06/24,1.69,2014/08/19,5.51,2014/12/09,16.78,2015/04/28,27.68
"Toomey, Patrick J.",XEL,2017/02/22,2017/03/01,0.94,2017/03/22,2.18,2017/04/19,2.46,2017/06/14,4.95,2017/10/04,4.97,2018/02/21,1.7
"McKinley, David B.",ACN,2019/12/30,2020/01/06,-2.84,2020/01/27,-4.3,2020/02/24,-4.99,2020/04/20,-36.32,2020/08/10,19.74,2020/12/28,48.73
"Peters, Gary C.",CVS,2016/11/30,2016/12/07,2.9,2016/12/28,2.36,2017/01/25,4.16,2017/03/22,1.75,2017/07/12,1.24,2017/11/29,-2.93
"Whitehouse, Sheldon",GPRO,2015/07/07,2015/07/14,3.27,2015/08/04,9.9,2015/09/01,-8.52,2015/10/27,-23.07,2016/02/16,-40.58,2016/07/05,-40.81
"Carper, Thomas R.",PTMC,2017/08/31,2017/09/07,-0.14,2017/09/28,0.82,2017/10/26,1.41,2017/12/21,2.82,2018/04/12,2.54,2018/08/30,5.15
"Perdue Jr., David A.",DISCA,2016/07/08,2016/07/15,-0.37,2016/08/05,0.76,2016/09/02,0.21,2016/10/28,0.41,2017/02/17,3.11,2017/07/07,0.05
"Peters, Gary C.",IVZ,2015/09/10,2015/09/17,1.13,2015/10/08,-0.12,2015/11/05,1.09,2015/12/31,0.72,2016/04/21,-0.34,2016/09/08,-1.14
"Perdue Jr., David A.",HBI,2017/08/29,2017/09/05,0.32,2017/09/26,0.11,2017/10/24,-1.22,2017/12/19,-3.26,2018/04/10,-5.46,2018/08/28,-6.86
"Perdue Jr., David A.",AAPL,2016/01/28,2016/02/04,0.7,2016/02/25,0.63,2016/03/24,3.02,2016/05/19,0.16,2016/09/08,3.2,2017/01/26,7.14
"Whitehouse, Sheldon",HOT,2016/03/01,2016/03/08,0.23,2016/03/29,13.52,2016/04/26,9.47,2016/06/21,4.7
"Hoeven, John",IVZ,2019/11/05,2019/11/12,-0.45,2019/12/03,-1.23,2019/12/31,-0.07,2020/02/25,-1.72,2020/06/16,-7.01,2020/11/03,-4.18
"Perdue Jr., David A.",HBI,2017/11/06,2017/11/13,-0.23,2017/12/04,1.71,2018/02/26,0.7,2018/06/18,1.14,2018/11/05,-3.19
"Perdue Jr., David A.",DISCA,2015/05/13,2015/05/20,1.87,2015/06/10,1.69,2015/07/08,1.81,2015/09/02,-5.29,2015/12/23,-4.7,2016/05/11,-2.64
"Collins, Susan M.",JPM,2018/05/08,2018/05/15,2.93,2018/06/05,-2.62,2018/07/03,-5.66,2018/08/28,6.19,2018/12/18,-10.81,2019/05/07,2.85
"Whitehouse, Sheldon",DIS,2016/09/22,2016/09/29,-0.86,2016/10/20,-1.3,2016/11/17,5.71,2017/01/12,15.04,2017/05/04,17.01,2017/09/21,5.89
"Hoeven, John",CAT,2015/03/03,2015/03/10,-2.97,2015/03/31,-2.99,2015/04/28,2.14,2015/06/23,5.09,2015/10/13,-13.07,2016/03/01,-14.81
"Cassidy, William",DWDP,2019/01/25,2019/02/01,-6.12,2019/02/22,-3.47,2019/03/22,-4.56,2019/05/17,-16.84,2019/09/06,-13.22,2020/01/24,-22.19
"Cassidy, William",PG,2016/03/31,2016/04/07,0.7,2016/04/28,-2.75,2016/05/26,-1.23,2016/07/21,2.55,2016/11/10,1.36,2017/03/30,7.76
"Collins, Susan M.",COP,2014/04/22,2014/04/29,0.69,2014/05/20,4.08,2014/06/17,8.9,2014/08/12,6.11,2014/12/02,-5.91,2015/04/21,-6.0
"Carper, Thomas R.",DD,2012/09/13,2012/09/20,-0.09,2012/10/11,-3.38,2012/11/08,-1.23,2013/01/03,3.54,2013/04/25,4.08,2013/09/12,12.42
"Shalala, Donna",ZEN,2019/04/03,2019/04/10,-2.29,2019/05/01,-1.35,2019/05/29,-0.08,2019/07/24,6.47,2019/11/13,-12.68,2020/04/01,-23.19
"Perdue Jr., David A.",LGF-B,2018/12/06,2018/12/13,-1.26,2019/01/03,-0.73,2019/01/31,1.29,2019/03/28,-1.11,2019/07/18,-4.95,2019/12/05,-7.3
"Perdue Jr., David A.",KN,2015/02/26,2015/03/05,0.23,2015/03/26,-0.1,2015/04/23,2.06,2015/06/18,-0.05,2015/10/08,2.33,2016/02/25,-8.09
"Hoeven, John",GOOG,2016/03/07,2016/03/14,32.83,2016/04/04,50.12,2016/05/02,-1.68,2016/10/17,84.18,2017/03/06,128.14
"Langevin, James R.",BYND,2019/09/06,2019/09/13,0.6,2019/10/04,-8.94,2019/11/01,-71.09,2019/12/27,-78.38,2020/04/17,-77.99,2020/09/04,-27.02
"Perdue Jr., David A.",ACA,2018/12/21,2018/12/28,2.96,2019/01/18,5.66,2019/02/15,6.76,2019/04/12,6.7,2019/08/02,11.5,2019/12/20,21.21
"Hoeven, John",VZ,2017/01/20,2017/01/27,-3.38,2017/02/17,-4.16,2017/03/17,-2.66,2017/05/12,-6.9,2017/09/01,-4.96,2018/01/19,-1.34
"Whitehouse, Sheldon",VZ,2014/09/18,2014/09/25,0.27,2014/10/16,-2.01,2014/11/13,1.42,2015/01/08,-2.86,2015/04/30,0.89,2015/09/17,-4.41
"Capito, Shelley M.",MCO,2017/09/08,2017/09/15,1.07,2017/10/06,8.26,2017/11/03,9.11,2017/12/29,13.5,2018/04/20,30.19,2018/09/07,42.64
"Shalala, Donna",PCH,2019/02/15,2019/02/22,1.79,2019/03/15,1.41,2019/04/12,3.55,2019/06/07,-0.41,2019/09/27,5.91,2020/02/14,6.53
"Perdue Jr., David A.",DVN,2019/01/09,2019/01/16,0.3,2019/02/06,0.94,2019/03/06,3.23,2019/05/01,6.51,2019/08/21,-2.09,2020/01/08,0.12
"Perdue Jr., David A.",COST,2017/06/16,2017/06/23,-9.62,2017/07/14,-14.22,2017/08/11,-10.69,2017/10/06,-9.8,2018/01/26,29.66,2018/06/15,38.32
"Cisneros, Gilbert",WBA,2019/12/06,2019/12/13,-1.01,2020/01/03,-0.49,2020/01/31,-7.97,2020/03/27,-14.58,2020/07/17,-17.66,2020/12/04,-16.67
"Coons, Christopher A.",AAPL,2018/10/24,2018/10/31,-0.22,2018/11/21,-10.24,2018/12/19,-14.03,2019/02/13,-12.05,2019/06/05,-9.08,2019/10/23,5.72
"Roberts, Pat",NFLX,2019/10/01,2019/10/08,4.97,2019/10/29,12.87,2019/11/26,45.98,2020/01/21,68.68,2020/05/12,169.65,2020/09/29,223.29
"Perdue Jr., David A.",GM,2018/07/20,2018/07/27,-1.94,2018/08/17,-2.9,2018/09/14,-4.6,2018/11/09,-3.25,2019/03/01,0.37,2019/07/19,0.39
"Hoeven, John",IBM,2018/04/18,2018/04/25,-4.96,2018/05/16,-6.02,2018/06/13,-3.45,2018/08/08,-3.45,2018/11/28,-27.52,2019/04/17,-10.82
"Roberts, Pat",BA,2015/03/17,2015/03/24,-1.88,2015/04/14,-1.3,2015/05/12,-8.82,2015/07/07,-12.08,2015/10/27,-6.37,2016/03/15,-28.58
"Collins, Susan M.",AAPL,2015/01/13,2015/01/20,-0.78,2015/02/10,2.57,2015/03/10,3.66,2015/05/05,4.06,2015/08/25,-0.89,2016/01/12,-2.77
"Whitehouse, Sheldon",TSLA,2018/12/28,2019/01/04,-3.39,2019/01/25,-6.66,2019/02/22,-6.61,2019/08/09,-18.19,2019/12/27,20.67
"Perdue Jr., David A.",DIS,2016/12/16,2016/12/23,0.8,2017/01/13,3.38,2017/02/10,4.95,2017/04/07,8.66,2017/07/28,5.69,2017/12/15,7.06
"Beyer, Donald S.",NVDA,2019/12/24,2019/12/31,-1.29,2020/01/21,2.46,2020/02/18,13.25,2020/04/14,10.38,2020/08/04,51.15,2020/12/22,72.43
"Capito, Shelley M.",CLX,2018/04/05,2018/04/12,-3.97,2018/05/03,-12.22,2018/05/31,-6.47,2018/07/26,2.34,2018/11/15,29.89,2019/04/04,27.7
"Courtney, Joe",AAPL,2019/12/31,2020/01/07,1.89,2020/01/28,5.92,2020/02/25,0.68,2020/04/21,-5.06,2020/08/11,37.89,2020/12/29,63.66
"Perdue Jr., David A.",MO,2016/01/20,2016/01/27,2.17,2016/02/17,3.16,2016/03/16,4.61,2016/05/11,7.45,2016/08/31,8.77,2017/01/18,11.73
"Axne, Cynthia",FB,2019/01/18,2019/01/25,-2.31,2019/02/15,12.29,2019/03/15,14.56,2019/05/10,36.81,2019/08/30,34.64,2020/01/17,70.92
"Capito, Shelley M.",PII,2018/04/05,2018/04/12,6.17,2018/05/03,-10.08,2018/05/31,-4.54,2018/07/26,-9.29,2018/11/15,-23.04,2019/04/04,-27.88
"Whitehouse, Sheldon",LOW,2014/01/31,2014/02/07,-0.36,2014/02/28,3.97,2014/03/28,2.62,2014/05/23,0.73,2014/09/12,6.82,2015/01/30,22.44
"Perdue Jr., David A.",MSM,2019/07/10,2019/07/17,2.69,2019/08/07,-2.05,2019/09/04,-1.65,2019/10/30,4.7,2020/02/19,1.92,2020/07/08,0.44
"Perdue Jr., David A.",RF,2018/12/12,2018/12/19,-1.24,2019/01/09,0.3,2019/02/06,1.04,2019/04/03,0.72,2019/07/24,1.43,2019/12/11,2.64
"Cassidy, William",TROW,2016/10/31,2016/11/07,0.42,2016/11/28,9.68,2017/06/12,9.26,2017/10/30,29.06
"Capito, Shelley M.",AFL,2018/04/05,2018/04/12,0.58,2018/05/03,0.35,2018/05/31,1.06,2018/07/26,0.13,2018/11/15,-0.26,2019/04/04,4.78
"Courtney, Joe",HON,2019/12/31,2020/01/07,0.56,2020/01/28,-1.28,2020/02/25,-4.58,2020/04/21,-43.9,2020/08/11,-14.59,2020/12/29,33.37
"Hoeven, John",CSCO,2014/10/29,2014/11/05,0.9,2014/11/26,3.19,2014/12/24,4.33,2015/02/18,5.23,2015/06/10,4.48,2015/10/28,5.13
"Capito, Shelley M.",ITW,2018/04/24,2018/05/01,-11.39,2018/05/22,-3.85,2018/06/19,-9.32,2018/08/14,-15.72,2018/12/04,-17.25,2019/04/23,4.31
"Hoeven, John",SLB,2019/12/31,2020/01/07,0.3,2020/01/28,-6.02,2020/02/25,-9.74,2020/04/21,-24.88,2020/08/11,-19.14,2020/12/29,-18.43
"Roberts, Pat",FB,2016/06/29,2016/07/06,1.23,2016/07/27,9.61,2016/08/24,10.24,2016/10/19,15.89,2017/02/08,19.79,2017/06/28,38.02
"Perdue Jr., David A.",LGF-B,2018/12/19,2018/12/26,0.31,2019/01/16,3.23,2019/02/13,1.1,2019/04/10,1.92,2019/07/31,-1.67,2019/12/18,-5.06
"Whitehouse, Sheldon",NFLX,2016/05/18,2016/05/25,9.32,2016/06/15,4.49,2016/07/13,5.77,2016/09/07,9.32,2016/12/28,37.43,2017/05/17,65.9
"Carper, Thomas R.",DD,2013/12/16,2013/12/23,3.64,2014/01/13,0.95,2014/02/10,5.67,2014/04/07,9.52,2014/07/28,17.42,2014/12/15,2.42
"Perdue Jr., David A.",CLX,2018/04/20,2018/04/27,0.56,2018/05/18,0.34,2018/06/15,11.87,2018/08/10,23.59,2018/11/30,48.83
"Shalala, Donna",AAGIY,2019/02/15,2019/02/22,1.24,2019/03/15,2.46,2019/04/12,3.09,2019/06/07,0.79,2019/09/27,-0.04,2020/02/14,3.73
"Cisneros, Gilbert",ECOL,2019/12/24,2019/12/31,0.93,2020/01/21,-1.72,2020/02/18,-6.81,2020/04/14,-24.23,2020/08/04,-21.48,2020/12/22,-21.16
"Perdue Jr., David A.",SU,2018/02/13,2018/02/20,1.51,2018/03/13,-0.62,2018/04/10,3.51,2018/06/05,5.96,2018/09/25,6.09,2019/02/12,-0.8
"Capito, Shelley M.",LRLCY,2017/09/08,2017/09/15,-0.09,2017/10/06,-0.56,2017/11/03,1.7,2017/12/29,1.47,2018/04/20,3.96,2018/09/07,3.06
"Whitehouse, Sheldon",PG,2015/08/28,2015/09/04,-2.04,2015/09/25,1.73,2015/10/23,6.45,2015/12/18,8.19,2016/04/08,12.18,2016/08/26,16.91
"Hoeven, John",BUD,2014/03/31,2014/04/07,0.74,2014/04/28,4.77,2014/07/21,6.22,2014/11/10,3.81,2015/03/30,18.14
"Phillips, Dean",ETN,2019/12/02,2019/12/09,0.12,2019/12/30,2.36,2020/01/27,1.9,2020/03/23,-32.29,2020/07/13,-4.76,2020/11/30,28.42
"Shalala, Donna",CHGCY,2019/02/20,2019/02/27,0.36,2019/03/20,0.35,2019/04/17,-0.79,2019/06/12,-0.29,2019/10/02,1.54,2020/02/19,7.03
"Hoeven, John",CMI,2014/10/20,2014/10/27,5.11,2014/11/17,14.29,2014/12/15,10.87,2015/02/09,4.97,2015/06/01,5.19,2015/10/19,-21.82
"Axne, Cynthia",JNJ,2019/12/31,2020/01/07,-1.98,2020/01/28,3.97,2020/02/25,-0.1,2020/04/21,4.71,2020/08/11,2.41,2020/12/29,8.97
"Hoeven, John",IVZ,2016/06/28,2016/07/05,0.89,2016/07/26,4.61,2016/08/23,6.78,2016/10/18,5.93,2017/02/07,6.57,2017/06/27,11.16
"Whitehouse, Sheldon",GILD,2016/11/28,2016/12/05,-2.38,2017/01/23,-4.03,2017/03/20,-5.91,2017/07/10,-5.4,2017/11/27,-2.77
"Capito, Shelley M.",PG,2018/12/13,2018/12/20,-4.61,2019/01/10,-4.72,2019/02/07,1.17,2019/04/04,7.44,2019/07/25,16.39,2019/12/12,29.02
"Collins, Susan M.",RHHBY,2014/05/07,2014/05/14,0.83,2014/06/04,1.45,2014/07/02,1.05,2014/08/27,0.61,2015/05/06,-0.2
"Castor, Kathy",BIF,2019/12/27,2020/01/03,-0.06,2020/01/24,0.01,2020/02/21,-0.16,2020/04/17,-2.12,2020/08/07,-1.66
"Capito, Shelley M.",SGAPY,2017/09/08,2017/09/15,0.01,2017/10/06,-0.55,2017/11/03,0.21,2017/12/29,-0.65,2018/04/20,-1.59,2018/09/07,-4.66
"Inhofe, James M.",DAL,2017/12/26,2018/01/02,-0.03,2018/01/23,3.51,2018/02/20,-3.58,2018/04/17,-1.72,2018/08/07,-1.53
"Whitehouse, Sheldon",IBM,2017/05/24,2017/05/31,0.22,2017/06/21,2.48,2017/07/19,-3.36,2017/09/13,-5.91,2018/01/03,5.81,2018/05/23,-7.56
"Toomey, Patrick J.",DD,2017/02/22,2017/03/01,0.66,2017/03/22,-0.38,2017/04/19,-1.56,2017/06/14,2.98,2017/10/04,11.33,2018/02/21,12.91
"Perdue Jr., David A.",RF,2017/06/22,2017/06/29,0.77,2017/07/20,0.51,2017/08/17,0.28,2017/10/12,1.12,2018/02/01,5.48,2018/06/21,4.95
"Reed, John F.",FEYE,2014/09/09,2014/09/16,-0.84,2014/10/07,-5.17,2014/11/04,-0.05,2014/12/30,-0.98,2015/04/21,9.98,2015/09/08,3.98
"Perdue Jr., David A.",BWXT,2019/01/07,2019/01/14,0.67,2019/02/04,7.63,2019/03/04,11.32,2019/04/29,11.11,2019/08/19,16.07,2020/01/06,25.86
"Roberts, Pat",FB,2016/04/28,2016/05/05,-0.39,2016/05/26,0.33,2016/06/23,-4.2,2016/08/18,5.44,2016/12/08,0.06,2017/04/27,28.43
"Peters, Gary C.",CVS,2018/04/26,2018/05/03,-4.5,2018/05/24,-3.54,2018/06/21,3.33,2018/08/16,4.4,2018/12/06,7.44,2019/04/25,-15.39
"Whitehouse, Sheldon",AIG,2014/09/18,2014/09/25,-1.61,2014/10/16,-6.78,2014/11/13,-1.73,2015/01/08,-1.85,2015/04/30,0.21,2015/09/17,2.79
"Perdue Jr., David A.",WMB,2016/12/15,2016/12/22,1.41,2017/01/12,-0.3,2017/02/09,-0.34,2017/04/06,0.91,2017/07/27,2.73,2017/12/14,0.41
"Inhofe, James M.",UL,2017/01/19,2017/01/26,-1.05,2017/02/16,0.89,2017/03/16,8.47,2017/05/11,11.19,2017/08/31,16.57,2018/01/18,14.24
"Perdue Jr., David A.",BWXT,2018/12/06,2018/12/13,0.2,2019/01/03,-3.71,2019/01/31,4.11,2019/03/28,7.03,2019/07/18,11.06,2019/12/05,18.18
"Collins, Susan M.",DAL,2014/03/28,2014/04/04,0.99,2014/04/25,2.1,2014/05/23,5.0,2014/07/18,3.17,2014/11/07,8.61,2015/03/27,10.67
"Perdue Jr., David A.",BRK-B,2018/06/21,2018/06/28,-2.35,2018/07/19,10.22,2018/08/16,17.21,2018/10/11,18.28,2019/01/31,16.92,2019/06/20,18.49
"Capito, Shelley M.",NVO,2017/09/08,2017/09/15,0.31,2017/10/06,0.98,2017/11/03,1.59,2017/12/29,5.84,2018/04/20,-0.86,2018/09/07,-0.16
"Capito, Shelley M.",PM,2017/09/05,2017/09/12,0.03,2017/10/03,-6.82,2017/10/31,-12.46,2017/12/26,-12.89,2018/04/17,-14.28,2018/09/04,-39.44
"Whitehouse, Sheldon",CSCO,2016/03/24,2016/03/31,0.71,2016/04/21,0.54,2016/05/19,0.04,2016/07/14,2.01,2016/11/03,2.6,2017/03/23,6.28
"Doggett, Lloyd",IBM,2019/12/10,2019/12/17,-0.12,2020/01/07,-0.03,2020/02/04,13.31,2020/03/31,-21.24,2020/07/21,-4.99,2020/12/08,-8.34
"Murray, Patty",AAPL,2017/03/16,2017/03/23,0.12,2017/04/13,0.27,2017/05/11,3.14,2017/07/06,0.58,2017/10/26,4.17,2018/03/15,9.63
"Toomey, Patrick J.",IXP,2014/09/02,2014/09/09,-0.08,2014/09/30,-1.68,2014/10/28,-1.99,2014/12/23,-3.23,2015/04/14,-1.31,2015/09/01,-5.95
"Whitehouse, Sheldon",AMGN,2017/04/05,2017/04/12,-0.09,2017/05/03,0.32,2017/05/31,-8.7,2017/07/26,13.81,2017/11/15,6.21,2018/04/04,6.85
"Perdue Jr., David A.",AAPL,2016/01/27,2016/02/03,0.12,2016/02/24,-0.03,2016/03/23,2.88,2016/05/18,-0.11,2016/09/07,3.24,2017/01/25,6.55
"Perdue Jr., David A.",PFE,2017/02/22,2017/03/01,0.75,2017/03/22,0.73,2017/04/19,0.21,2017/06/14,-0.85,2017/10/04,2.43,2018/02/21,2.52
"Perdue Jr., David A.",PG,2015/06/04,2015/06/11,1.14,2015/07/02,1.61,2015/07/30,-0.14,2015/09/24,-7.79,2016/01/14,-2.04,2016/06/02,3.19
"Whitehouse, Sheldon",IBM,2016/10/26,2016/11/02,0.88,2016/11/23,9.82,2016/12/21,14.33,2017/02/15,27.98,2017/06/07,0.86,2017/10/25,2.98
"Whitehouse, Sheldon",LRCX,2017/05/16,2017/05/23,1.08,2017/06/13,3.85,2017/07/11,1.36,2017/09/05,12.91,2017/12/26,32.94,2018/05/15,50.48
"Perdue Jr., David A.",FDX,2019/04/25,2019/05/02,-6.82,2019/05/23,-32.66,2019/06/20,-24.1,2019/08/15,-38.79,2019/12/05,-38.65,2020/04/23,-71.81
"Collins, Susan M.",HSY,2015/03/20,2015/03/27,-0.21,2015/04/17,-1.14,2015/05/15,-5.56,2015/07/10,-9.89,2015/10/30,-12.42,2016/03/18,-9.98
"Axne, Cynthia",MKL,2019/04/23,2019/04/30,44.81,2019/05/21,46.3,2019/06/18,63.35,2019/08/13,126.8,2019/12/03,92.66,2020/04/21,-122.25
"Whitehouse, Sheldon",SIEGY,2019/04/18,2019/04/25,-1.13,2019/05/16,0.41,2019/06/13,-0.49,2019/08/08,-9.29,2020/04/16,-17.63
"Whitehouse, Sheldon",BRK-B,2016/10/26,2016/11/02,-0.41,2016/11/23,14.35,2016/12/21,22.32,2017/02/15,22.94,2017/06/07,22.52,2017/10/25,45.04
"Peters, Gary C.",PFE,2015/09/16,2015/09/23,-0.46,2015/10/14,0.25,2015/11/11,0.89,2016/01/06,-1.26,2016/04/27,0.06,2016/09/14,1.06
"Perdue Jr., David A.",BOIVF,2018/06/26,2018/07/03,-0.04,2018/07/24,-0.11,2018/08/21,0.09,2018/10/16,-0.33,2019/02/05,-0.46,2019/06/25,-0.24
"Whitehouse, Sheldon",CSCO,2016/01/05,2016/01/12,-1.12,2016/02/02,-3.43,2016/03/01,0.16,2016/04/26,1.93,2016/08/16,4.68,2017/01/03,3.96
"Cassidy, William",DIS,2017/10/25,2017/11/01,0.89,2017/11/22,5.17,2017/12/20,13.16,2018/02/14,5.89,2018/06/06,3.01,2018/10/24,16.32
